Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Total Detected True,Total Detected Deaths True,Total Detected LB,Total Detected Deaths LB,Total Detected UB,Total Detected Deaths UB
None,None,None,2020-10-19,7590501,441491,98890,1138495,219008,15118,554634.0,17087.0,7590501,219008,7590501,219008
None,None,None,2020-10-20,7612456,435778,97671,1141792,219479,14916,143660.0,9737.0,7590501,219008,27188337,820824
None,None,None,2020-10-21,7634220,430227,96480,1145053,219941,14725,,,7590501,219008,35318697,1070371
None,None,None,2020-10-22,7655822,424866,95311,1148294,220397,14543,,,7590501,219008,41562243,1261956
None,None,None,2020-10-23,7677273,419697,94180,1151512,220843,14359,,,7590501,219008,46829036,1423532
None,None,None,2020-10-24,7698551,414674,93076,1154706,221285,14186,,,7590501,219008,51471552,1565932
None,None,None,2020-10-25,7719673,409792,91996,1157872,221720,14018,,,7590501,219008,55670594,1694707
None,None,None,2020-10-26,7740662,405077,90942,1161017,222151,13858,,,7590501,219008,59533576,1813159
None,None,None,2020-10-27,7761542,400546,89921,1164152,222574,13706,,,7590501,219008,63130496,1923433
None,None,None,2020-10-28,7782357,396230,88934,1167274,222993,13558,,,7590501,219008,66510001,2027027
None,None,None,2020-10-29,7803152,392153,87987,1170394,223402,13421,,,7590501,219008,69707524,2125020
None,None,None,2020-10-30,7823942,388331,87086,1173510,223813,13292,,,7590501,219008,72749795,2218247
None,None,None,2020-10-31,7844693,384696,86221,1176630,224217,13169,,,7590501,219008,75657535,2307336
None,None,None,2020-11-01,7865401,381232,85386,1179730,224612,13051,,,7590501,219008,78447245,2392791
None,None,None,2020-11-02,7886086,377959,84587,1182833,225007,12943,,,7590501,219008,81132327,2475032
None,None,None,2020-11-03,7906806,374909,83828,1185943,225394,12841,,,7590501,219008,83723868,2554391
None,None,None,2020-11-04,7927608,372118,83108,1189063,225776,12750,,,7590501,219008,86231133,2631154
None,None,None,2020-11-05,7948505,369594,82440,1192190,226160,12669,,,7590501,219008,88661931,2705567
None,None,None,2020-11-06,7969474,367292,81812,1195343,226536,12593,,,7590501,219008,91022905,2777825
None,None,None,2020-11-07,7990500,365171,81221,1198501,226913,12530,,,7590501,219008,93319789,2848113
None,None,None,2020-11-08,8011600,363245,80664,1201662,227284,12464,,,7590501,219008,95557603,2916578
None,None,None,2020-11-09,8032797,361526,80150,1204842,227651,12414,,,7590501,219008,97740755,2983358
None,None,None,2020-11-10,8054143,360048,79680,1208042,228017,12365,,,7590501,219008,99873165,3048573
None,None,None,2020-11-11,8075631,358796,79245,1211265,228381,12330,,,7590501,219008,101958260,3112328
None,None,None,2020-11-12,8097241,357725,78853,1214505,228743,12301,,,7590501,219008,103999082,3174717
None,None,None,2020-11-13,8118946,356810,78495,1217762,229101,12280,,,7590501,219008,105998353,3235824
None,None,None,2020-11-14,8140737,356018,78157,1221029,229453,12258,,,7590501,219008,107958538,3295720
None,None,None,2020-11-15,8162647,355381,77859,1224316,229809,12245,,,7590501,219008,109881910,3354487
None,None,None,2020-11-16,8184705,354914,77589,1227624,230164,12232,,,7590501,219008,111770532,3412180
None,None,None,2020-11-17,8206894,354609,77358,1230954,230511,12235,,,7590501,219008,113626241,3468850
None,None,None,2020-11-18,8229179,354403,77143,1234296,230864,12230,,,7590501,219008,115450697,3524564
None,None,None,2020-11-19,8251509,354241,76944,1237643,231213,12232,,,7590501,219008,117245404,3579358
None,None,None,2020-11-20,8273845,354081,76763,1240994,231560,12235,,,7590501,219008,119011753,3633278
None,None,None,2020-11-21,8296194,353935,76584,1244350,231905,12237,,,7590501,219008,120751071,3686366
None,None,None,2020-11-22,8318589,353819,76417,1247708,232250,12237,,,7590501,219008,122464611,3738661
None,None,None,2020-11-23,8341037,353774,76268,1251076,232591,12242,,,7590501,219008,124153513,3790193
None,None,None,2020-11-24,8363466,353706,76127,1254435,232932,12243,,,7590501,219008,125818754,3840999
None,None,None,2020-11-25,8385817,353558,75977,1257794,233273,12248,,,7590501,219008,127461255,3891109
None,None,None,2020-11-26,8408039,353286,75814,1261125,233609,12240,,,7590501,219008,129081876,3940546
None,None,None,2020-11-27,8430111,352866,75633,1264436,233939,12232,,,7590501,219008,130681451,3989334
None,None,None,2020-11-28,8452033,352323,75441,1267726,234276,12221,,,7590501,219008,132260777,4037513
None,None,None,2020-11-29,8473830,351687,75240,1270994,234610,12194,,,7590501,219008,133820630,4085094
None,None,None,2020-11-30,8495443,350921,75020,1274233,234935,12174,,,7590501,219008,135361654,4132093
None,None,None,2020-12-01,8516818,349962,74774,1277443,235259,12138,,,7590501,219008,136884456,4178539
None,None,None,2020-12-02,8537910,348783,74496,1280606,235584,12098,,,7590501,219008,138389617,4224452
None,None,None,2020-12-03,8558700,347373,74189,1283733,235905,12053,,,7590501,219008,139877704,4269847
None,None,None,2020-12-04,8579172,345735,73844,1286798,236222,11994,,,7590501,219008,141349259,4314739
None,None,None,2020-12-05,8599317,343886,73472,1289817,236537,11928,,,7590501,219008,142804798,4359147
None,None,None,2020-12-06,8619118,341818,73062,1292789,236849,11856,,,7590501,219008,144244802,4403086
None,None,None,2020-12-07,8638535,339501,72617,1295700,237150,11772,,,7590501,219008,145669704,4446562
None,None,None,2020-12-08,8657543,336932,72131,1298552,237458,11681,,,7590501,219008,147079927,4489606
None,None,None,2020-12-09,8676130,334116,71605,1301340,237758,11582,,,7590501,219008,148475886,4532217
None,None,None,2020-12-10,8694290,331058,71038,1304067,238054,11473,,,7590501,219008,149857978,4574411
None,None,None,2020-12-11,8712016,327768,70439,1306723,238341,11354,,,7590501,219008,151226583,4616195
None,None,None,2020-12-12,8729297,324251,69796,1309315,238629,11226,,,7590501,219008,152582059,4657591
None,None,None,2020-12-13,8746115,320509,69110,1311834,238906,11092,,,7590501,219008,153924737,4698596
None,None,None,2020-12-14,8762463,316538,68396,1314291,239185,10950,,,7590501,219008,155254945,4739235
None,None,None,2020-12-15,8778348,312365,67639,1316673,239456,10796,,,7590501,219008,156573011,4779508
None,None,None,2020-12-16,8793772,308016,66848,1318986,239719,10637,,,7590501,219008,157879243,4819422
