Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay,Internal Parameter 3,Rate of Detection,Rate of Hospitalization
Europe,Iceland,None,2020-03-12,,0.15753078990695113,1.6414222775942553,5.636680156979968,0.02,0.01,0.18939631579806546,4.470827868489924,5.0,4.5186175127469586,150.0,50.0,0.7854690251893142,0.8,0.056661916317339946
Asia,India,None,2020-03-14,,0.8128597194745331,23.93664312901793,1.1729766617188349,0.044165290014574685,0.24593041548194428,1.453484730660106,1.9308772182277374,1.6033455585901222,0.5369837649114299,150.0,50.0,1.6292631178296846,0.8,0.0026863913980902233
Asia,Indonesia,None,2020-03-15,,0.6863361584781809,-156.7531355701234,10.163149360882368,0.02,0.19399390607615724,0.29120541263208394,0.001,0.001,1.9877695074768662,150.0,50.0,0.2,0.8,0.4997741214285698
Asia,Iran,None,2020-02-26,,0.6675263854138589,-173.30020815540567,13.010471632241666,0.49995667978423836,0.23584803045477776,0.32473824768102166,0.001,0.001,2.0309908182204115,150.0,50.0,0.2,0.8,0.0011633313553370472
Asia,Iraq,None,2020-03-13,,0.277057079305813,51.384141423960436,14.386728219953309,0.5,0.012619570129573914,-0.2,4.22396513901009,4.229130782876297,1.9959260265144834,150.0,50.0,1.88816243599267,0.8,0.3262269265363462
Europe,Ireland,None,2020-03-14,,0.5172871314252266,-101.29107980772699,5.822963919578194,0.02,0.18004786019388686,0.39270321427421867,0.001,0.001,2.470685670615492,150.0,50.0,0.2,0.8,0.001
Asia,Israel,None,2020-03-13,,1.5,-137.63670578064406,1.0,0.02,0.14139809506326256,1.0513062499016048,0.4581780762586898,4.339119665697881,0.4790202206131237,150.0,50.0,1.9999845942484924,0.8,0.22608474958398384
Europe,Italy,None,2020-02-23,,0.271033687687416,-194.92136286655148,1.0,0.02,0.02555745749451773,-0.15351549728268885,0.001,0.001,4.994824403998187,150.0,50.0,0.2,0.8,0.011737017245955045
Africa,Jamaica,None,2020-04-15,,1.5,-98.69779172067236,1.0,0.02,0.25,0.6106447248233559,0.001,0.001,0.625250276506053,150.0,50.0,0.2,0.8,0.07297749576840847
Asia,Japan,None,2020-02-21,,1.5,-192.68408309659804,1.0,0.02,0.01588526025072015,-0.06660664043780988,0.001,0.001,0.7586342376574946,150.0,50.0,0.2,0.8,0.06533611608323861
Asia,Jordan,None,2020-03-22,,0.2609459080400882,-188.4117658673312,1.2096428571982192,0.02,0.24999443334992966,0.9220445968853342,0.001,0.001,4.999384069049532,150.0,50.0,0.2,0.8,0.28140556873872485
Asia,Kazakhstan,None,2020-03-26,,1.5,-23.251560879813173,1.0,0.02,0.035268115663156484,0.25166166967053033,4.888494866401666,4.869923007852449,0.23110447364877046,150.0,50.0,1.6524299757495966,0.8,0.49988911744705977
Africa,Kenya,None,2020-04-02,,0.6732489758925664,6.706001123286558,11.087618213969586,0.02,0.03619684770211195,0.11282156652191495,5.0,5.0,0.9987716609343277,150.0,50.0,2.0,0.8,0.03878087823680773
Asia,"Korea, South",None,2020-02-20,,0.2571213728086623,-164.7960469141447,3.0265680163771638,0.02,0.23045167060063287,0.6212184689607965,0.001,0.001,4.776887032008887,150.0,50.0,0.2,0.8,0.21252942279905565
Europe,Kosovo,None,2020-03-31,,0.280927000186725,-44.47161273582271,7.703908945204099,0.49996505483967435,0.25,0.612841903784931,0.001,0.001,4.472447787824781,150.0,50.0,0.2,0.8,0.006972720289562363
Asia,Kuwait,None,2020-03-14,,0.5742087786668615,25.370240080078016,13.370796453922662,0.02,0.011351757115518241,0.1369473991816703,4.999966453278319,4.250371233533345,1.0343416779031218,150.0,50.0,0.530659217156089,0.8,0.49998296700707223
Europe,Latvia,None,2020-03-20,,0.2801773099183571,-199.99982289389513,1.0,0.02,0.01784318255128032,-0.06775695156324471,0.001,0.001,4.358617138515358,150.0,50.0,0.2,0.8,0.4999461429982499
Asia,Lebanon,None,2020-03-15,,0.3281312471502011,-183.917121892934,1.0,0.02,0.1884833193905179,0.6940831280814985,0.001,0.001,3.9354854063037523,150.0,50.0,0.2,0.8,0.0010177740475657692
Africa,Lesotho,None,2020-07-09,,0.20552493325689117,55.50724684258253,6.030713924724186,0.05337977000226583,0.021282718393694278,-0.12378749824907569,1.565414877356501,2.5004964839950747,3.5995540114903695,146.696754229092,33.6682181852712,0.2218632387972809,0.6598259766321245,0.49140087820229833
Africa,Liberia,None,2020-04-21,,0.25387505312107045,52.59487633739624,15.0,0.050032180993394536,0.25,1.2215153760781308,1.321708622532203,0.05779511171887815,1.8331110153107233,150.0,50.0,0.31289288864855713,0.8,0.03531209695256401
Africa,Libya,None,2020-05-28,,1.5,-14.173995584311605,1.0,0.02,0.031687560624565084,0.09368598664256778,0.1681011020687746,4.418924397100495,0.22744967395701213,150.0,50.0,1.1090608381898137,0.8,0.006173984485762666
Europe,Liechtenstein,None,2020-08-25,,1.4849727775713053,14.622618317814787,1.0,0.08904894482212335,0.014993702082788269,-0.19999770818684942,0.027759722178748805,0.0018573771065325127,0.14161158086000772,103.25114182358178,18.776607701719268,0.2000004182490661,0.7999979361610694,0.016532797667936444
Europe,Lithuania,None,2020-03-22,,1.3167627302414224,-199.999936442886,14.994083289727703,0.02,0.22872161765635332,0.6356580854940618,0.001,0.001,0.976774094091927,150.0,50.0,0.2,0.8,0.0011389927728265763
Europe,Luxembourg,None,2020-03-17,,0.301686516762297,-199.99968994135173,7.400991018977572,0.02,0.25,1.0430984947841753,0.001,0.001,4.0549106120755765,150.0,50.0,0.2,0.8,0.004864115066518836
Africa,Madagascar,None,2020-04-11,,1.4998025371501442,17.208394897064128,1.0003815781164576,0.02,0.12056535483280356,0.9539335899391258,0.0012813270111139007,0.003359715647209603,0.11871208886282907,150.0,50.0,0.21109028242259678,0.8,0.0018653724711935199
Africa,Malawi,None,2020-05-25,,0.2867790222978722,-199.99996652729715,14.546373770739635,0.08545723484299445,0.021711936626070266,-0.1421541704007143,0.001,0.001,4.406545538602678,150.0,50.0,0.2,0.8,0.011048977309697805
Asia,Malaysia,None,2020-03-09,,0.8981206579173496,-199.99998463700285,14.349533353235785,0.02,0.2425627432658953,3.2579374546404054,0.001,0.001,1.4510317315943122,150.0,50.0,0.2,0.8,0.0011123390033421817
Asia,Maldives,None,2020-04-23,,1.5,19.462802583977666,1.0,0.02,0.09360956348045676,4.521015733307907,0.001,0.001,2.3780352487041134,150.0,3.2304960299423926,0.20029644576370978,0.8,0.006386562579781786
Africa,Mali,None,2020-04-12,,0.14754111720154328,-199.99956654807193,14.99989191586283,0.02,0.051290589210578455,0.0245921256214257,5.0,5.0,4.99999959788638,150.0,50.0,2.0,0.8,0.3848287036357322
Europe,Malta,None,2020-03-23,,1.0587340947362611,-191.090296514361,13.279317524905816,0.02,0.25,0.7943405439744607,0.001,0.001,1.1350924010755137,150.0,50.0,0.2,0.8,0.00638917448551189
Africa,Mauritania,None,2020-05-19,,0.20587348938651068,9.639773447641089,11.606600343380288,0.0953498141853898,0.021825453221502065,-0.04419890468227984,5.0,5.0,3.229186207057026,150.0,50.0,2.0,0.8,0.2519542975468405
Africa,Mauritius,None,2020-03-28,,0.2960886845057503,-199.99967481707083,14.99996631307553,0.10001227033177143,0.028996325246328773,4.815770320343353,0.001,2.3334756921957043,2.6707461132611745,150.0,50.0,0.8801057172350992,0.7999731967922488,0.0015393438275231412
North America,Mexico,None,2020-03-18,,1.3473677820316348,9.040639131927666,15.0,0.02,0.20829513850351764,0.12106954464589051,4.282194751424355,4.9999949055031,0.48117320695505783,150.0,50.0,2.0,0.8,0.42704678141658253
Europe,Moldova,None,2020-03-23,,0.3353786846469489,-136.13338605849222,10.137033305388321,0.02,0.25,0.662014567068225,5.0,5.0,2.538743815144176,150.0,50.0,2.0,0.8,0.49982859297152715
Europe,Monaco,None,2020-06-22,,0.30339468899016453,26.066579441513735,4.974178234895282,0.021126258351463856,0.01,-0.1648599067859402,3.2088038700762436,1.2965835323177566,2.122085154504574,150.0,50.0,1.8299443980818162,0.8,0.13003579775363674
Asia,Mongolia,None,2020-05-16,,0.2737178572242668,-199.99996938046527,13.72466371331068,0.02,0.01,0.4030988352269968,0.001,0.001,4.231452408890024,150.0,50.0,0.2,0.7999337662729282,0.49988319993647806
Europe,Montenegro,None,2020-03-31,,0.26963035967840643,-199.99995699596283,11.809997761254165,0.02,0.25,0.8099478649065591,0.001,0.001,4.6823388475882926,150.0,50.0,0.2,0.8,0.07654697249940837
Africa,Morocco,None,2020-03-22,,1.5,-157.41218741362013,1.0,0.037276675577027726,0.25,0.881633503256901,1.642642381047985,5.0,0.46795126134721116,150.0,50.0,2.0,0.8,0.4999760078890498
