"State","Data Start Date","Infection Rate","Median Day of Action","Rate of Action","Mortality Rate","Internal Parameter 1","Internal Parameter 2"
"Alabama","2020-03-21",1.1079436221858563,-2.4936502876864117,2.3759902260296055,0.02450593218824629,5.319336064855743,0.2814819698658486
"Arizona","2020-03-22",0.7880226717364347,-1.4297652011455897,2.8312206995620572,0.07769275851958651,9.096194300441596,0.16510760336123867
"Arkansas","2020-03-22",0.7960704254167312,-8.199437022173425,2.455851513066759,0.043432728296939026,3.8893726109645153,0.13262512672613913
"California","2020-03-10",1.0377119629160314,5.677880311294705,2.3857130741735872,0.06670259067662694,7.489621215824687,0.12923759121838682
"Colorado","2020-03-15",1.1815882251064496,6.115848764564612,1.4538823209492684,0.01312269285579853,3.9821822403615803,0.23600931553439197
"Connecticut","2020-03-20",0.9638821586031195,4.260957325685044,2.483131497499011,0.08502133844217111,9.023810903404295,0.13377908574246136
"District of Columbia","2020-03-23",0.8017029121681123,-6.606815406043847,2.324987026470325,0.035352190546296534,4.4711204395656985,0.10263390876164609
"Florida","2020-03-17",1.3252978158358013,5.762484040121105,1.7050372857887164,0.04903956825191058,1.7690818926853533,2.580848907581422
"Georgia","2020-03-17",0.9614301143661144,4.602858780974664,2.830967500392461,0.12028554235135828,8.14205213368151,0.1878742682224223
"Illinois","2020-03-18",0.9439428885777292,3.8958347336005734,2.119857185451863,0.04894637698705576,4.269761258236341,1.887235671552526
"Indiana","2020-03-22",0.7835635689871208,2.0857117960022107,2.100587329438104,0.08331425372529576,7.232725040192635,2.3035162810501983
"Iowa","2020-03-24",0.8314566930423765,-5.266816487902688,2.3480054636492746,0.059156083436820835,4.5481763975221785,0.1
"Kentucky","2020-03-23",0.9005606064074613,2.7508133662158434,2.5573197615223355,0.07345590158500781,5.535598320410313,0.18220972571237876
"Louisiana","2020-03-17",0.7091789319962534,9.962911459988158,2.2729898643540776,0.11383210632603159,8.036925349520256,1.164598672039458
"Maine","2020-03-24",1.0656392628366969,-9.32745422160935,1.614933356592874,0.029394020893292988,1.8644959072570146,0.13010204869372688
"Maryland","2020-03-20",1.4326116776484532,-4.789686609153929,2.210849531120053,0.029581943706764632,6.982416099479926,0.11604816871119315
"Massachusetts","2020-03-13",1.56715836446064,7.95501409720678,1.062805756067975,0.04454594914445943,1.7341315800860468,0.4570708516543382
"Michigan","2020-03-19",0.7184792486060967,8.573451171366834,2.546946139100931,0.09043764231723314,5.251283722006615,2.878535701550687
"Minnesota","2020-03-21",1.0282706639534454,-6.619608100903543,2.3529687217920983,0.03903747427436883,3.82565201309566,0.10007026168231656
"Mississippi","2020-03-22",0.8418477807709652,-0.9983104597495337,2.7696687215450733,0.0656470031141561,5.024693565986292,0.09025
"Missouri","2020-03-23",0.8977390027761073,5.557115446400674,2.245911936809377,0.033264476835316595,5.362428024320714,1.33558639585572
"Nevada","2020-03-21",0.9614036935275894,-3.5305733665219563,2.3035057498254505,0.05830771446483618,3.540072277339113,0.17732671469464925
"New Hampshire","2020-03-24",1.249999983894601,-4.906890015419776,1.8235869886778748,0.04053521198992833,2.2367966557650347,0.10000003590130077
"New Jersey","2020-03-17",1.3569082639148635,10.167984189259727,1.4583679145827193,0.08198911755483526,5.947816248446715,2.6384421995118568
"New York","2020-03-09",1.1829308405161973,13.036240225359558,3.401296420341321,0.11042687385348599,3.2044558837187305,3.984760363527169
"North Carolina","2020-03-20",1.1121182560340075,-7.849420436242981,2.052945779176873,0.017601625291529192,5.557698124605014,0.09923836789054413
"Ohio","2020-03-20",0.8633853309155806,7.798112126282948,2.6986342449344343,0.07925453634733702,7.267166065583913,0.0964555467251264
"Oregon","2020-03-21",1.0057627794647834,-1.089775243693121,2.520971518798604,0.08341486044929397,4.5401963751838,0.18833762613690108
"Pennsylvania","2020-03-18",1.481929861590814,-1.7596600544913976,2.0688054620807987,0.03777841019651534,11.566343150518975,0.10522331075529036
"Rhode Island","2020-03-24",0.8949344464904233,-4.289542785392417,2.168438509493487,0.03309846512383614,3.2103314103264564,0.13510558545962667
"South Carolina","2020-03-21",0.812528628688435,2.8081465548107536,2.760158484200518,0.07502377522749674,4.341992231116358,0.15914709504145466
"Tennessee","2020-03-20",1.0777052552047923,3.637398096628625,2.396827253158678,0.017633234210944197,3.5521518988381002,1.1033906012943546
"Texas","2020-03-18",0.8941017054699906,5.779792409587071,2.3904885200837866,0.0401944909288308,5.628403174748026,1.1292096524469708
"Utah","2020-03-22",0.8591993646216134,-9.980381057571574,2.0999116331169163,0.009310795528668142,5.7139683502019,0.09959373629033556
"Virginia","2020-03-20",1.111451691295497,3.3257613751945208,2.197545885383101,0.07359349486452185,4.883565776856504,0.2052186429745979
"Washington","2020-03-08",0.5515906918408806,-10.473609188965037,3.9369180336442198,0.007350943534373485,0.07352110858730473,0.07351425057203499
"Wisconsin","2020-03-19",1.1731907920920768,-3.0952773908389384,2.0038725804233994,0.048685390340475164,6.676365127979922,0.11226013837530548
