Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay,Internal Parameter 3
Asia,Afghanistan,None,2021-01-01,0.039393903325779814,1.4814925850121476,-68.43790835641792,1.0191596713907218,0.17159207776335686,0.04402186897037296,-0.07252513870060714,0.00025508405163298796,1.0338906689347258,0.2282349798941065,63.013237241518716,8.970203045190313,0.04519844061372267
Europe,Albania,None,2021-01-01,0.24429758581384653,0.7393346175993968,-7.776338413148526,0.3719422947502506,0.0661682152197186,0.014858949902377032,-0.2,0.0008027736998902443,1.0085321347281297,0.8599873333974499,-64.48831828719602,7.5022336935005285,0.14989685340931447
Africa,Algeria,None,2021-01-01,0.03810805264212528,0.2882498659305923,54.84978922772144,0.1561345493033243,0.020817556369906794,0.011901474649861679,-0.19908324262331162,0.1028379787688262,0.039454107438604405,2.0984374906614636,-47.97080918905539,12.966899770425476,0.3309344400987547
Europe,Andorra,None,2021-01-01,0.15699671497005976,1.1510641577039262,0.21015999266119995,0.8902829641982476,0.1014872847849907,0.017817990690963428,0.9552447390975647,4.213268446635825,1.1243706132992297,1.046926578028874,71.71546063494705,18.292189832977627,0.09125385121014198
Africa,Angola,None,2021-01-01,0.16196044425966075,0.22554890955665302,21.31221392561231,0.26241213235665206,0.027447232198701065,0.06237824849425689,1.784990347007912,1.1743336093654535,0.0003900399514374039,1.3345118912543736,60.5913189345365,13.073279457121087,0.6145348824161253
North America,Antigua and Barbuda,None,2021-01-01,2.8089049653360076,0.46522026853377085,-22.244559198512064,0.16432789884813503,0.11724945225117762,0.023480469788049005,-0.2,0.10466132719333748,4.305195551651241,1.7292442095705876,28.48159240832605,5.509289947005315,0.05015438524714865
South America,Argentina,None,2021-01-01,0.1274704063101053,0.20171259543115935,13.099949547887077,0.1817015374542083,0.02,0.0401621740008317,1.1595284238407164,1.0830877339643397,2.6446638213228375e-09,1.6881876804684879,71.49581839076197,36.198891954937416,0.3105768529729151
Asia,Armenia,None,2021-01-01,0.2091736275583641,0.25136977796819954,6.303265718322758,0.000354713065337853,0.0942932961763843,0.017234544815845736,-0.14924112150992871,0.4605808474044108,6.890629910727294e-07,2.1982280726355805,60.20786313304436,17.391990053467843,0.2155151417039332
Oceania,Australia,Australian Capital Territory,2021-01-01,0.23765849171599657,1.0,0.10593830237897961,4.819822837442159,0.9411328273414524,0.001,0.5454681485603246,0.958187063018695,0.0,1.690693484681934,44.43856627046506,7.952724579231977,0.026703436658987115
Oceania,Australia,New South Wales,2021-01-01,0.18042034889917494,0.18577639059591505,-19.76145817497698,0.0,0.02,0.001,0.49893257791212803,2.4553139475336927,1.0889048513708088,2.327570632124528,48.253739987803776,8.54725985631423,0.11723911564180377
Oceania,Australia,Queensland,2021-01-01,0.596463517350913,0.32810967667964713,-57.93262498747428,0.2857232999357576,0.02,0.001,0.5824197168449583,13.547047207313739,6.729164865889465,2.314744519026684,52.91913977587756,10.094382857847394,0.05849378827535183
Oceania,Australia,South Australia,2021-01-01,0.4715043629115491,0.4452800555005495,0.18195667093469353,0.49985686950135855,0.02,0.001,2.2759916417072854,0.004765575704629231,1.1718517025322177,1.2110216273780239,56.00702618249877,8.149451217334068,0.062159556638749835
Oceania,Australia,Tasmania,2021-01-01,0.0,1.0924682328184985,17.54750436739425,2.769670107288234,0.77831852102241,0.001,-0.0195612502581548,0.0,0.0,0.89662335083151,-73.63031175697688,1.7983223154843344,0.0
Oceania,Australia,Victoria,2021-01-01,0.0047099397499150136,0.1681608025688458,20.01233576188,2.803817639069915,0.02,0.001,0.13607598707464813,7.926674952548147,0.6512983518317543,13.497574083830226,33.72788941170896,1.2826230971767658,0.00031706457165986965
Oceania,Australia,Western Australia,2021-01-01,0.24608775501455904,0.9482682571777283,-77.13569809840953,0.7997016896304491,0.02,0.001,1.1481261326090868,3.9107884161398534,0.0017166045289797056,0.42555606019979664,74.62241418772958,27.049798211051304,0.11506495328303064
Europe,Austria,None,2021-01-01,0.09478758737278194,0.42453907775743915,-0.8433881333478354,0.3324118031598784,0.10004486128463673,0.05305810624252517,1.098855293704087,1.3411133538282929,5.0194387724917915,0.8715606246167,61.42236577848977,22.594830808447313,0.03290668063300556
Asia,Azerbaijan,None,2021-01-01,0.1284768756704193,0.12513075836713253,-97.01673724955147,2.9932133734038997e-05,0.1378027032688399,0.020780772783785213,0.0691577928995172,0.4902191951412939,0.170194573548632,4.791285099235719,64.87753657409269,21.789770315378703,0.17385169441336937
Asia,Bahrain,None,2021-01-01,0.2467274976995923,0.7830499182276447,-0.23050203622368393,0.3919692843968007,0.12435024254101965,0.003357703925557626,-0.2,0.012222321253202566,1.3066879038669916,0.48726603573002997,70.35409913824289,4.444482432196217,0.01174798004871159
Asia,Bangladesh,None,2021-01-01,0.0979891493204516,0.09038578361626581,31.4439057751796,0.08554929006905732,0.05601687922079309,0.026949393737633397,0.14450235465824196,4.222149401971238e-07,1.3272835691911335,6.812941371221514,83.05444013264872,39.67856405257531,0.023444977345950375
North America,Barbados,None,2021-01-01,1.4645308402983468,0.6280955018979099,1.3531187518820456,0.4893177655683467,0.11727866460888997,0.012775191339231079,0.12123122034380582,0.0004960892426904872,6.533837208794466,1.551828424924671,-77.41526248534694,9.62786369143717,0.2404888703046953
Europe,Belarus,None,2021-01-01,0.1610213237410144,0.3601235339670047,-13.780987327878918,0.0,0.12280699950349254,0.005444892881862615,-0.2,1.094081964338913,0.4993518460718538,1.6126883384309965,-64.07137121770734,8.250874558413685,0.15934273079793732
Europe,Belgium,None,2021-01-01,0.11437061516147447,0.4918800093382028,-158.8501083021838,0.0,0.20287098173116688,0.03446517384602103,0.6572744877187794,2.458140892472903,0.9002172363787269,0.697860568166628,69.0135218093619,5.460947298832646,0.05139559878466938
