"State","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"Alabama","2020-03-28",481,336,61,72,2,14
"Alabama","2020-03-29",563,381,70,84,3,16
"Alabama","2020-03-30",648,425,79,97,3,18
"Alabama","2020-03-31",737,468,89,111,4,20
"Alabama","2020-04-01",829,510,98,124,5,22
"Alabama","2020-04-02",923,550,107,138,6,24
"Alabama","2020-04-03",1019,587,116,153,6,26
"Alabama","2020-04-04",1116,622,125,167,7,27
"Alabama","2020-04-05",1213,655,133,182,8,29
"Alabama","2020-04-06",1310,684,141,197,9,31
"Alabama","2020-04-07",1407,710,149,211,10,32
"Alabama","2020-04-08",1503,733,156,225,11,33
"Alabama","2020-04-09",1597,752,163,240,13,34
"Alabama","2020-04-10",1690,768,169,253,14,35
"Alabama","2020-04-11",1781,781,174,267,15,36
"Alabama","2020-04-12",1869,790,179,280,16,37
"Alabama","2020-04-13",1955,797,183,293,17,38
"Alabama","2020-04-14",2038,800,187,306,19,38
"Alabama","2020-04-15",2118,801,190,318,20,38
"Alabama","2020-04-16",2196,799,192,329,21,39
"Alabama","2020-04-17",2270,794,194,340,22,39
"Alabama","2020-04-18",2341,787,195,351,23,39
"Alabama","2020-04-19",2409,778,196,361,25,38
"Alabama","2020-04-20",2474,767,197,371,26,38
"Alabama","2020-04-21",2535,754,197,380,27,38
"Alabama","2020-04-22",2594,739,196,389,28,37
"Alabama","2020-04-23",2649,723,195,397,29,37
"Alabama","2020-04-24",2702,706,193,405,30,36
"Alabama","2020-04-25",2751,688,192,413,31,35
"Alabama","2020-04-26",2798,670,190,420,32,35
"Alabama","2020-04-27",2842,650,187,426,33,34
"Alabama","2020-04-28",2883,630,185,432,34,33
"Alabama","2020-04-29",2921,609,182,438,35,32
"Alabama","2020-04-30",2958,589,178,444,36,31
"Alabama","2020-05-01",2992,568,175,449,37,30
"Alabama","2020-05-02",3023,547,172,453,38,29
"Alabama","2020-05-03",3053,526,168,458,39,29
"Alabama","2020-05-04",3080,505,164,462,40,28
"Alabama","2020-05-05",3106,484,160,466,40,27
"Alabama","2020-05-06",3130,464,156,469,41,26
"Alabama","2020-05-07",3152,444,152,473,42,25
"Alabama","2020-05-08",3172,425,148,476,43,24
"Alabama","2020-05-09",3191,406,144,479,43,23
"Alabama","2020-05-10",3209,387,140,481,44,22
"Alabama","2020-05-11",3225,369,136,484,44,21
"Alabama","2020-05-12",3240,351,132,486,45,20
"Alabama","2020-05-13",3254,335,127,488,45,19
"Alabama","2020-05-14",3267,318,123,490,46,18
"Alabama","2020-05-15",3279,302,119,492,46,18
"Alabama","2020-05-16",3289,287,115,493,47,17
"Alabama","2020-05-17",3299,272,111,495,47,16
"Alabama","2020-05-18",3309,258,108,496,48,15
"Alabama","2020-05-19",3317,245,104,498,48,14
"Alabama","2020-05-20",3325,232,100,499,48,14
"Alabama","2020-05-21",3332,220,96,500,49,13
"Alabama","2020-05-22",3338,208,93,501,49,12
"Alabama","2020-05-23",3344,197,89,502,49,12
"Alabama","2020-05-24",3350,186,86,502,50,11
"Alabama","2020-05-25",3355,176,83,503,50,11
"Alabama","2020-05-26",3359,166,80,504,50,10
"Alabama","2020-05-27",3363,157,77,505,50,9
"Alabama","2020-05-28",3367,148,74,505,51,9
"Alabama","2020-05-29",3371,140,71,506,51,8
"Alabama","2020-05-30",3374,132,68,506,51,8
"Alabama","2020-05-31",3377,125,65,507,51,8
"Alabama","2020-06-01",3379,118,62,507,52,7
"Alabama","2020-06-02",3382,111,60,507,52,7
"Alabama","2020-06-03",3384,105,57,508,52,6
"Alabama","2020-06-04",3386,99,55,508,52,6
"Alabama","2020-06-05",3388,93,53,508,52,6
"Alabama","2020-06-06",3389,88,50,508,52,5
"Alabama","2020-06-07",3391,83,48,509,52,5
"Alabama","2020-06-08",3392,78,46,509,53,5
"Alabama","2020-06-09",3393,74,44,509,53,4
"Alabama","2020-06-10",3394,69,42,509,53,4
"Alabama","2020-06-11",3395,65,41,509,53,4
"Alabama","2020-06-12",3396,62,39,509,53,4
"Alabama","2020-06-13",3397,58,37,510,53,3
"Alabama","2020-06-14",3398,55,35,510,53,3
"Alabama","2020-06-15",3399,52,34,510,53,3
"Arkansas","2020-03-28",282,198,36,42,2,8
"Arkansas","2020-03-29",328,222,41,49,2,9
"Arkansas","2020-03-30",377,247,46,57,3,10
"Arkansas","2020-03-31",428,271,51,64,3,12
"Arkansas","2020-04-01",480,294,56,72,4,13
"Arkansas","2020-04-02",533,316,62,80,4,14
"Arkansas","2020-04-03",587,336,67,88,5,15
"Arkansas","2020-04-04",641,355,71,96,6,16
"Arkansas","2020-04-05",695,372,76,104,6,17
"Arkansas","2020-04-06",750,388,80,112,7,17
"Arkansas","2020-04-07",803,402,84,121,8,18
"Arkansas","2020-04-08",856,414,88,128,9,19
"Arkansas","2020-04-09",909,423,92,136,10,19
"Arkansas","2020-04-10",960,432,95,144,10,20
"Arkansas","2020-04-11",1010,438,98,151,11,20
"Arkansas","2020-04-12",1059,442,100,159,12,21
"Arkansas","2020-04-13",1106,445,102,166,13,21
"Arkansas","2020-04-14",1151,446,104,173,14,21
"Arkansas","2020-04-15",1195,446,106,179,15,21
"Arkansas","2020-04-16",1238,444,107,186,16,21
"Arkansas","2020-04-17",1278,440,108,192,17,21
"Arkansas","2020-04-18",1317,436,109,198,18,21
