"State","Data Start Date","Infection Rate","Median Day of Action","Rate of Action","Mortality Rate","Internal Parameter 1","Internal Parameter 2"
"Alabama","2020-03-20",0.9896125370143204,-2.784719643458044,2.0324713531239302,0.0651734828341217,8.207721420253518,0.1971693003322497
"Alaska","2020-03-28",0.8605788154456967,-8.988180606936547,2.5180442638388567,0.057974595758591346,1.2071225510089472,0.14822313070220294
"Arizona","2020-03-21",1.0145202286688675,1.3267450670430772,2.840447569636864,0.08018850313653746,7.226817970682456,1.6329257386524052
"Arkansas","2020-03-20",0.6418817520039215,-7.294574680406334,2.9444857319697633,0.05090960907820412,6.550838610536137,0.13563413278365216
"California","2020-03-19",0.9404201827879944,4.566031947300707,2.066013226389771,0.07575987535881311,3.6742478968517642,0.5077279073732569
"Colorado","2020-03-19",0.7512466575572525,4.964774034746518,2.67627089316019,0.0874163165609449,7.405551072698921,0.28444980029109984
"Connecticut","2020-03-19",0.8407508298592262,10.946740659581513,2.3741587207664776,0.11480790043414135,7.49664052612674,1.229580920938509
"Delaware","2020-03-24",1.127562637905593,-4.661043976516598,1.7874445635274392,0.07496360489931424,3.8444631524937267,0.1863709193670534
"District of Columbia","2020-03-22",1.1440116672346772,-2.892674358598248,1.9971847136356722,0.0624348226368977,4.9780095443277865,0.14111607885238625
"Florida","2020-03-19",0.9828685068039066,6.730733204620418,2.2603583903077,0.05174676428774189,2.333999961630543,2.254569972186559
"Georgia","2020-03-19",0.7571947031615928,9.321183048774943,2.48327449152155,0.10254741989886944,7.784942289331721,1.3494677924794796
"Hawaii","2020-03-26",0.6745571005893619,-8.5859807455821,2.705166917414491,0.02330295265142939,3.268502266988378,0.08066570130544666
"Idaho","2020-03-25",0.7442525364101981,4.48733944411983,2.2269059047786537,0.04933015525852166,5.172908268308342,0.43047573658401217
"Illinois","2020-03-19",0.9197439011136437,6.648262162904281,2.710829767547586,0.08610809438022186,6.595510280745076,0.32557326325839797
"Indiana","2020-03-21",0.7524743471267588,10.85358084760788,2.6189791876404698,0.10511965871813762,5.912415847507177,4.331818974533769
"Iowa","2020-03-23",0.9277387406404751,-4.534590389665997,2.0717989575240043,0.06902367631208699,5.412644620993202,0.15981352532406595
"Kansas","2020-03-24",0.8241319594404269,-7.761885402583083,2.8363856490535317,0.08703189468390077,10.191094151983869,0.18839683702885865
"Kentucky","2020-03-22",1.0286777904025253,-5.571989068887068,2.4248872822095566,0.12318895478958636,9.58947729346871,0.14691509958595153
"Louisiana","2020-03-19",1.0831826650144645,9.539400498539202,2.7469323288938265,0.13289555529312636,3.2451511321053528,1.1230368301066134
"Maine","2020-03-23",0.86794974994641,-7.092850310726554,1.7361345857019277,0.06526885001395659,2.6952479493537402,0.10185600981295986
"Maryland","2020-03-19",0.998098826718085,7.083794554598855,2.2292003275111374,0.05310175370685026,6.3931305107314484,0.5083855026061069
"Massachusetts","2020-03-19",0.9500552648820454,6.735344668769986,3.5131338872210227,0.06883560579450292,8.992247859929211,0.08411376883380836
"Michigan","2020-03-19",0.7797710531048506,10.543992603013994,2.6472535132698867,0.12500256372838117,8.448817931063477,1.4035886264280097
"Minnesota","2020-03-20",0.6799931619180972,-5.284296865805976,2.5384831946639346,0.06245327339061134,5.4771955453679535,0.08835100888057829
"Mississippi","2020-03-21",0.8048431137547016,-4.073840429181977,1.0418767745749193,0.07913212054050675,4.76326683018594,0.9219281182013411
"Missouri","2020-03-22",1.0277668543910816,2.064976039895563,1.6454853330187391,0.06398578878696438,2.8782411890874684,3.344483287766253
"Montana","2020-03-27",0.6713926886578531,-3.2261969647112214,2.609751243690563,0.060596995097877415,1.9155176617793575,0.15845383324962606
"Nebraska","2020-03-27",0.7296568926774554,-5.277147216958822,3.106041622628788,0.05224841511595553,5.091931132008643,0.13100108735839883
"Nevada","2020-03-20",0.7559986277520329,4.056893753978235,2.8305824253992533,0.0822161161970789,5.140689941526948,0.13874599533423831
"New Hampshire","2020-03-23",1.1353182404414754,-6.779793427208054,1.9282677103238157,0.03620273639134558,4.2660847452119475,0.15776849690462202
"New Jersey","2020-03-19",0.9071630834662789,8.429420171997712,1.8632207593368288,0.08655325370674967,5.059844627681272,3.373505261826304
"New Mexico","2020-03-24",0.7872667148355454,-4.988812522164617,2.34745837749195,0.062462963190583476,4.920918108730994,0.14021624812315867
"New York","2020-03-19",0.7743882287323703,4.313256203531083,1.8379068345823364,0.08056244983018834,3.508359111469106,4.071410474695242
"North Carolina","2020-03-19",0.894488952120668,5.853879404226535,2.077382201957635,0.027135855898938365,2.652637624783082,1.8471472541792953
"North Dakota","2020-03-30",1.1887336505792259,-10.219671143040804,1.0456042482147503,0.009812669260035219,2.1862481493145833,0.16044361667823867
"Ohio","2020-03-19",0.8147277742355196,6.848398051854508,2.576938858387691,0.10335954822596265,8.519364909963215,0.546724178302201
"Oklahoma","2020-03-24",0.7786209533298538,3.0584894380932313,2.395671192181265,0.13159617436263255,6.981526198101609,1.7289327412835522
"Oregon","2020-03-20",0.9500815889170565,-1.4987283211858449,2.3499005198235445,0.0759747083136384,5.912801479690221,0.1762009085741638
"Pennsylvania","2020-03-19",1.0135344889814344,10.486919894418838,2.050000524046871,0.056699325338129866,4.036920108796713,2.184614863800661
"Rhode Island","2020-03-23",0.8265297420452995,2.4271804971822553,2.5520801446705774,0.07669988718800513,4.938861303187435,0.1637718518088044
"South Carolina","2020-03-20",0.7957732931547892,7.545451484970256,1.1034128173975866,0.07085389814339918,4.668838892610863,1.088067868248875
"South Dakota","2020-03-30",0.8479440475028194,-4.831365573685342,2.3134102701608885,0.03926760186475621,3.478530156432981,0.13214912019724567
"Tennessee","2020-03-19",1.020149225428944,-1.496291549631499,1.3144643116804984,0.03792497977576636,2.1578522299762324,2.7124027298748046
"Texas","2020-03-19",1.1570580137561381,1.9381350222874476,1.673187453536739,0.05216673564203715,0.9924278162065365,3.39712644559627
"Utah","2020-03-20",1.310911406040939,-5.533337386541353,1.7557021569319278,0.020151587295242298,4.321082725492318,0.6153330570193888
"Vermont","2020-03-24",0.8265086729614025,-8.429104253866438,2.7878428351143962,0.11179625836942966,10.426109868780905,0.16355720033786791
"Virginia","2020-03-20",1.1417637526570006,2.654431552234248,2.0397336512296746,0.0505542709144687,7.992477391141957,0.11133088861922016
"Washington","2020-03-19",0.781666764224413,-0.8564800705801859,2.930610189489897,0.11093508131809411,8.14128837781286,0.6593833145936183
"West Virginia","2020-03-28",0.8509303082542468,-5.732099689149024,1.6743177434507122,0.0378732331628067,2.6216781096350545,0.116730202558009
"Wisconsin","2020-03-19",1.0203342627697762,-0.3568031713788491,2.2395227011204275,0.07493422713230062,4.569992862540854,0.972521141568748
"Wyoming","2020-03-31",0.750000150113062,-5.538787355359013,2.999999962941597,0.01,0.45436763926619855,0.5171667414441425
