"Continent","Country","Province","Data Start Date","Infection Rate","Median Day of Action","Rate of Action","Rate of Death","Mortality Rate","Internal Parameter 1","Internal Parameter 2"
"Asia","Afghanistan","None","2020-03-27",1.2779415885019818,-28.959210566568576,2.0317418927492423,6.01324146315546,0.042517916891852324,4.60790478910227,0.12563254105301364
"Europe","Albania","None","2020-03-23",0.7419771565429555,-26.259120831247742,1.4110771260190693,1.9,0.05328677041515733,3.1307559361285793,0.12106449791183617
"Africa","Algeria","None","2020-03-21",0.9661286309675288,-6.5510804451722375,1.8005934385732496,1.9192166994747488,0.10499999867675229,9.721574936888423,3.261758840894848
"Europe","Andorra","None","2020-03-22",0.9424066048193814,-30.043477231251607,1.266411446218913,7.074401957867424,0.06615221045510518,2.2537421169950527,0.7819108230169202
"South America","Argentina","None","2020-03-20",1.3100563522214306,-16.22140439883107,1.7857246442791743,13.079673964753688,0.08852672922795463,2.5762022864697207,3.4936375708449563
"Asia","Armenia","None","2020-03-19",1.2358608088907295,-28.971422324696725,1.261707590418133,11.393509550222193,0.024888813666076592,3.757510531314298,0.095
"Oceania","Australia","New South Wales","2020-03-14",1.2494686575258946,-5.270560379908333,2.9999999746681754,11.451508930858544,0.013057194305856437,8.977751660313828,0.7850811267311181
"Oceania","Australia","Queensland","2020-03-19",0.712531818265048,-19.02181284092237,3.082943934846595,14.6943285645997,0.010040231548587028,3.8278935308003934,0.9292727675814341
"Oceania","Australia","South Australia","2020-03-22",0.8382734414773005,-29.776740374912393,2.9999658408766807,11.395878325987496,0.01,1.3058827355642673,1.4819353720810386
"Oceania","Australia","Victoria","2020-03-18",1.2068263154507037,-24.272681049288614,3.0201937952404236,15.22990828807985,0.022546637966348242,6.944127304064027,0.10575483554583501
"Oceania","Australia","Western Australia","2020-03-22",0.75,-26.86527406379905,2.7718660392551033,11.643710638927116,0.016953781071452564,2.4811724382513636,0.5504283122019564
"Europe","Austria","None","2020-03-08",0.7333291422063724,8.921053960158774,3.1499839078430507,15.486947131102164,0.0483769466054419,10.163384246967496,2.550115436136735
"Asia","Azerbaijan","None","2020-03-26",1.1354419490797232,-10.274494800190684,1.6065358410256592,13.187206630671517,0.023955744073793295,4.97144047339143,0.09500002362787889
"Asia","Bahrain","None","2020-03-10",1.2848817664255352,-20.990024084827926,0.9500000148540969,14.017329245443396,0.012751005481452905,1.5208410700951225,0.09525124609938192
"Asia","Bangladesh","None","2020-04-06",1.0189261712762034,-16.14486793796492,2.3667645335451977,3.912213213979507,0.0776800401797243,8.830344520153622,6.885316796181107
"Europe","Belarus","None","2020-03-30",1.2134158388675707,4.073190330542661,1.4986280479952878,10.748739151031959,0.043106999606260875,5.555479740894332,0.1049452434056433
"Europe","Belgium","None","2020-03-06",1.2459117724458595,-1.8242380807410976,0.95,1.9005986721648493,0.10500000000000001,5.205458109747461,2.811420503666293
"South America","Bolivia","None","2020-03-31",1.3114109310776598,-28.618559584371084,1.6040979714230172,3.9734769942040753,0.09796966518731831,2.709131950956195,0.11316471869582212
