"State","Data Start Date","Infection Rate","Median Day of Action","Rate of Action","Mortality Rate","Internal Parameter 1","Internal Parameter 2"
"Alabama","2020-03-20",0.7727097695105234,-3.4544012086462876,2.6853613073300204,0.06245496848303304,9.079772384892532,0.16426997350928713
"Arizona","2020-03-21",1.0074530507365838,1.1667137391040687,2.9999999979446614,0.06556563290709078,6.8411396354292515,1.7708188146709203
"Arkansas","2020-03-21",0.7593521541477184,-7.0596242474539235,2.7298008531150106,0.0636986374320071,5.677179362829974,0.14577434598621972
"California","2020-03-18",1.111702000140965,4.2275342165931695,2.252609968889736,0.07825280645485899,3.2959127586592887,0.47035577346718965
"Colorado","2020-03-18",0.966460303274015,4.312493498071795,2.430273895859407,0.08102382618465725,6.622894215682715,0.37342830940616656
"Connecticut","2020-03-19",0.9501507301248073,9.797831819142774,2.350548524978584,0.09943113624729519,6.140019890637792,1.3473018681066011
"Delaware","2020-03-24",0.8330371577952919,-5.3200531644294315,2.441996180858871,0.0619276536963226,3.1234589815336116,0.14524089373656485
"District of Columbia","2020-03-22",0.8533916879752249,-3.3775923340880394,2.3020630783380893,0.05209363839360133,5.747261262304074,0.14601431130538478
"Florida","2020-03-18",1.1502919849786717,5.161187663426463,1.8257714437393027,0.03800285734887686,2.3197848695257566,2.5845103819260657
"Georgia","2020-03-18",0.9899804226648614,7.500930145435811,2.1399820892581256,0.07435286770145853,5.68272451830002,1.3544461977422353
"Hawaii","2020-03-26",0.9345279102367005,-7.5363944588821,2.0885146630311286,0.017263484019952955,3.6976384535164635,0.1
"Idaho","2020-03-25",0.8773916073613619,5.569006705160798,2.4437239417219807,0.07078108266498537,5.819571847019386,0.347841019088339
"Illinois","2020-03-18",0.9513706553058795,6.499828528749351,2.9999999630509744,0.07641786418525676,7.730186243209286,0.32920783214764554
"Indiana","2020-03-21",0.7532134986754644,9.999424667503058,2.710353992035311,0.09924789097190004,6.1376994280322235,4.354963521530284
"Iowa","2020-03-23",0.8052885266767811,-5.901473966664187,2.366938339807784,0.06338244371241558,5.959809185469558,0.1420680892930373
"Kansas","2020-03-24",0.7794570940523782,-9.956195409708343,2.9999999906561876,0.09015317210974581,9.926711470394954,0.1888066779268503
"Kentucky","2020-03-22",0.8934076459821311,-6.505722389395604,2.721034933591321,0.09865240289941533,9.990402164545259,0.13855132110165713
"Louisiana","2020-03-18",1.236419538061552,7.859490272230495,2.653114553027986,0.09839724844085145,3.3111516284874085,1.2512455987836697
"Maine","2020-03-23",0.8368522732566206,-7.641582909645437,1.9953758417889231,0.06278984932299476,2.589922735119626,0.11550183196858534
"Maryland","2020-03-19",0.9142173613420626,5.839585172983382,2.37100384580845,0.04743941298680654,6.903165581413177,0.5267991391072078
"Massachusetts","2020-03-18",1.2499997174309065,6.256892084134463,2.9999945494118854,0.06398906965224228,7.2490604816469535,0.1
"Michigan","2020-03-19",0.9380784192944638,9.69015210450939,2.269548174914421,0.09073593077682067,6.336364550143608,1.4203076540505637
"Minnesota","2020-03-20",0.75,-6.494598827924922,2.5168475972369504,0.04975515847996984,5.054155012994388,0.10518721058612777
"Mississippi","2020-03-21",0.7506608101116439,-4.890521818384821,1.1219065216684374,0.07528836270706275,4.910811486914828,0.9709785721810855
"Missouri","2020-03-22",1.0697621416632945,1.7227472600639282,1.7605742001237115,0.051262514384570544,3.017085113324146,3.4094713755100767
"Nevada","2020-03-20",0.8638546695171716,3.6558939853840156,2.5800552090753146,0.08098708120755146,4.720400103071368,0.17850140191667857
"New Hampshire","2020-03-23",0.9993171022606252,-8.351559595814068,2.2171614915094326,0.030627502099409912,4.4845781851609186,0.15061852572106987
"New Jersey","2020-03-18",0.9877902242962173,9.950071265622952,1.7863164226890915,0.07115473627375399,5.462288890698224,4.234086731655643
"New Mexico","2020-03-25",0.8233563589814,-5.4863334586966825,2.4137816775025707,0.054813310777493233,4.960757723662515,0.14277684366076226
"New York","2020-03-18",0.8653311680893144,4.780604338834502,1.839277338227629,0.06581467416724678,4.591509158314958,5.862532404237436
"North Carolina","2020-03-19",0.8956738452054842,4.896386495328187,2.1180296185526304,0.022239574926039948,2.903089264701938,1.9832527553322405
"Ohio","2020-03-19",0.8900295817957853,5.824462729207333,2.419861894614684,0.08616706338914022,8.235572844932987,0.6939328947333463
"Oklahoma","2020-03-24",0.8016751680204017,2.6115964752517016,2.2734035858219226,0.09584894114979521,6.223690123964754,2.088924008126641
"Oregon","2020-03-20",0.9273097329956936,-1.7365216053845867,2.521148461876825,0.07043083694788929,6.6087071437164715,0.1739873932906643
"Pennsylvania","2020-03-18",1.0008311340850289,9.99999998154021,2.0776798318529197,0.05623515427952555,4.089596243284234,2.879118553303687
"Rhode Island","2020-03-23",1.0293026798947171,2.2090484880460557,2.2881038290525124,0.06634018974995115,4.2414435155522305,0.1961328586878215
"South Carolina","2020-03-20",0.9600177345256771,7.724845670508721,1.,0.07852425617972873,4.018663692157977,0.9377171591575767
"Tennessee","2020-03-19",1.070323337507146,-1.825142721510205,1.251906181623084,0.02750795703044117,1.7443932162288665,3.0158843673177365
"Texas","2020-03-18",1.1514352412272484,1.8013532484697012,1.6110755462010529,0.04141323173811443,1.1244243339103195,4.015350572912522
"Utah","2020-03-20",1.0591442357942582,-6.53391532104324,2.1407395346400446,0.019902146199422224,5.573524988364948,0.5783842774926317
"Vermont","2020-03-24",0.7652583756203225,-9.967310544512307,2.964798179613316,0.09245914228636093,9.971801065619642,0.1580378482749975
"Virginia","2020-03-20",1.0497304121610602,2.4115563386764345,2.335703870032903,0.044293796399566245,8.237385128366356,0.1
"Washington","2020-03-18",0.8302228878358561,-0.8048802732414246,2.57468171587287,0.09107381083769892,9.999040216454526,0.7199165070420146
"Wisconsin","2020-03-18",1.035070051443319,-0.38030356344369887,2.3020484379621333,0.06845203675499328,5.206418050900727,1.089161162700054
