"State","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"Alabama","2020-04-08",2238,1069,225,336,51,48
"Alabama","2020-04-09",2373,1094,234,356,56,50
"Alabama","2020-04-10",2506,1114,242,376,61,51
"Alabama","2020-04-11",2636,1130,249,395,66,52
"Alabama","2020-04-12",2762,1141,255,414,71,53
"Alabama","2020-04-13",2884,1148,260,433,76,53
"Alabama","2020-04-14",3003,1151,265,450,81,54
"Alabama","2020-04-15",3118,1150,268,468,86,54
"Alabama","2020-04-16",3228,1145,271,484,92,54
"Alabama","2020-04-17",3334,1137,273,500,97,54
"Alabama","2020-04-18",3436,1126,275,515,102,54
"Alabama","2020-04-19",3533,1112,275,530,107,54
"Alabama","2020-04-20",3626,1095,275,544,112,53
"Alabama","2020-04-21",3714,1076,275,557,117,53
"Alabama","2020-04-22",3798,1054,273,570,121,52
"Alabama","2020-04-23",3878,1031,271,582,126,51
"Alabama","2020-04-24",3953,1006,269,593,131,50
"Alabama","2020-04-25",4024,980,266,604,135,49
"Alabama","2020-04-26",4092,953,263,614,140,48
"Alabama","2020-04-27",4155,925,259,623,144,47
"Alabama","2020-04-28",4215,896,255,632,148,46
"Alabama","2020-04-29",4270,866,251,641,152,45
"Alabama","2020-04-30",4323,837,246,648,156,43
"Alabama","2020-05-01",4372,807,241,656,159,42
"Alabama","2020-05-02",4418,777,236,663,163,41
"Alabama","2020-05-03",4461,747,230,669,166,39
"Alabama","2020-05-04",4501,717,225,675,170,38
"Alabama","2020-05-05",4538,688,219,681,173,37
"Alabama","2020-05-06",4573,659,213,686,176,35
"Alabama","2020-05-07",4606,630,208,691,179,34
"Alabama","2020-05-08",4636,602,202,695,181,33
"Alabama","2020-05-09",4663,575,196,700,184,31
"Alabama","2020-05-10",4689,548,190,703,187,30
"Alabama","2020-05-11",4713,523,184,707,189,29
"Alabama","2020-05-12",4735,498,178,710,191,27
"Alabama","2020-05-13",4756,473,172,713,193,26
"Alabama","2020-05-14",4775,450,167,716,196,25
"Alabama","2020-05-15",4792,427,161,719,197,24
"Alabama","2020-05-16",4808,405,155,721,199,23
"Alabama","2020-05-17",4823,385,150,723,201,22
"Alabama","2020-05-18",4837,364,144,725,203,21
"Alabama","2020-05-19",4849,345,139,727,204,20
"Alabama","2020-05-20",4861,327,134,729,206,19
"Alabama","2020-05-21",4871,309,129,731,207,18
"Alabama","2020-05-22",4881,292,124,732,209,17
"Alabama","2020-05-23",4890,276,119,733,210,16
"Alabama","2020-05-24",4898,261,114,735,211,15
"Alabama","2020-05-25",4906,246,110,736,212,14
"Alabama","2020-05-26",4912,233,105,737,213,14
"Alabama","2020-05-27",4919,219,101,738,214,13
"Alabama","2020-05-28",4924,207,97,739,215,12
"Alabama","2020-05-29",4930,195,93,739,216,11
"Alabama","2020-05-30",4934,184,89,740,217,11
"Alabama","2020-05-31",4939,173,85,741,218,10
"Alabama","2020-06-01",4943,163,82,741,219,10
"Alabama","2020-06-02",4946,154,78,742,219,9
"Alabama","2020-06-03",4950,145,75,742,220,9
"Alabama","2020-06-04",4953,136,71,743,221,8
"Alabama","2020-06-05",4955,128,68,743,221,8
"Alabama","2020-06-06",4958,121,65,744,222,7
"Alabama","2020-06-07",4960,114,62,744,222,7
"Alabama","2020-06-08",4962,107,60,744,223,6
"Alabama","2020-06-09",4964,101,57,745,223,6
"Alabama","2020-06-10",4966,95,54,745,224,6
"Alabama","2020-06-11",4967,89,52,745,224,5
"Alabama","2020-06-12",4969,84,50,745,225,5
"Alabama","2020-06-13",4970,79,47,745,225,5
"Alabama","2020-06-14",4971,74,45,746,225,4
"Alaska","2020-04-08",217,100,21,31,5,5
"Alaska","2020-04-09",227,100,22,32,5,5
"Alaska","2020-04-10",238,100,22,34,6,5
"Alaska","2020-04-11",247,100,23,35,6,5
"Alaska","2020-04-12",256,99,23,37,7,5
"Alaska","2020-04-13",265,98,23,38,7,5
"Alaska","2020-04-14",274,97,23,39,7,5
"Alaska","2020-04-15",282,95,23,41,8,5
"Alaska","2020-04-16",289,93,23,42,8,5
"Alaska","2020-04-17",296,91,23,43,9,4
"Alaska","2020-04-18",303,89,23,44,9,4
"Alaska","2020-04-19",309,87,23,45,9,4
"Alaska","2020-04-20",315,84,22,46,10,4
"Alaska","2020-04-21",321,81,22,46,10,4
"Alaska","2020-04-22",326,79,22,47,10,4
"Alaska","2020-04-23",331,76,21,48,11,4
"Alaska","2020-04-24",335,73,21,49,11,4
"Alaska","2020-04-25",339,70,21,49,11,4
"Alaska","2020-04-26",343,68,20,50,11,4
"Alaska","2020-04-27",347,65,20,50,12,3
"Alaska","2020-04-28",350,62,19,51,12,3
"Alaska","2020-04-29",353,59,19,51,12,3
