,Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Internal Parameter 1,Internal Parameter 2
0,Asia,Afghanistan,None,2020-03-27,9.456560731336353,2.3412062433106864,-34.367197799107736,1.0706774596854702,0.03977948884748072,0.08205964692446908,2.606906085115982,0.08552382528977398
0,Europe,Albania,None,2020-03-23,14.204287882423147,1.4976634669435844,-27.96283724846079,1.3171583086922651,0.0776284977408056,0.05601080821217125,2.0795036419218826,0.1524004879434672
0,Africa,Algeria,None,2020-03-21,13.44051165725663,1.1067169444597427,-13.176547640055439,1.0254354873346596,0.1179620146444449,0.17023199827432378,6.452580710297563,3.2281957923335836
0,Europe,Andorra,None,2020-03-22,11.950346892006037,1.078852910477911,-19.619542708259623,2.8814663268612493,0.11967660050443191,0.06011690443947167,3.185134853808296,0.4385081173254769
0,South America,Argentina,None,2020-03-20,6.628258209704417,0.6308905396039863,-11.984159962052038,0.37352998189154396,0.042622819667489244,0.10608992412097236,3.784605252947236,1.4792873535283548
0,Asia,Armenia,None,2020-03-19,12.429928103550067,1.714074150278282,-35.096545060985186,0.9172936010843482,0.05419787802983864,0.02917369472312771,2.170889535648562,0.08709190840215468
0,Oceania,Australia,Australian Capital Territory,2020-04-09,4.574812292638548,0.5096440316117634,-47.733399544164925,5.1316378642338245,0.0346043799739323,0.024330362706504117,0.03767586088657228,0.037280706930393266
0,Oceania,Australia,New South Wales,2020-03-14,19.87633314495237,1.3843557957276473,-2.9244515036909244,5.1439557491199235,0.042155405309082496,0.01584197026056413,2.084066467286583,4.933100706703361
0,Oceania,Australia,Queensland,2020-03-19,8.248336188690605,0.2821454178045223,-12.540562291931064,4.026906774297958,0.042477110214577146,0.008724819297169064,4.67873369495208,0.7956351167574388
0,Oceania,Australia,South Australia,2020-03-22,9.28877318761524,0.27974337891775725,-32.254666209497444,4.0150474540487515,0.05106871321191048,0.012162303423260657,1.7456682870536488,1.4772989915775014
0,Oceania,Australia,Tasmania,2020-04-09,4.651358660015938,0.41127220723228386,-29.344310014866,3.0972275062587133,0.03913144963800268,0.09441951237442837,0.782314179117228,0.34734035889783527
0,Oceania,Australia,Victoria,2020-03-18,8.471146697016442,0.47727743821606444,-10.66253574678705,3.7205988267994634,0.04263637226446732,0.018713335819842504,7.936953694314734,0.08834537046867143
0,Oceania,Australia,Western Australia,2020-03-22,7.5918145157594115,0.30204009646836255,-24.031059270395925,3.1613654147131154,0.041101855919747764,0.01918171951239232,2.996686667919473,0.4430121632790193
0,Europe,Austria,None,2020-03-08,86.46753472608782,1.9354952948161164,-2.0871909141562854,4.723509260554087,0.03335638194619381,0.05977832390376341,15.261871093931575,4.695176011701137
0,Asia,Azerbaijan,None,2020-03-26,6.441743519146203,1.1843119982231443,-5.554613457341389,2.8565314342642663,0.042480786644758635,0.023508999102803418,4.470830071961127,0.4932964616753623
0,Asia,Bahrain,None,2020-03-10,26.807989476092885,0.8149691161830723,-0.17237507332888774,0.466410594080224,0.05500186783604219,0.006389839722570673,0.2040401829384079,0.3994771827250863
0,Asia,Bangladesh,None,2020-04-06,21.23143088171101,1.5424270973435017,-0.7976018154245146,2.2127600605437427,0.04741849410178911,0.07259866406759058,6.584590750796137,5.586018792397856
0,Europe,Belarus,None,2020-03-30,27.785172323845046,1.2444210937501412,3.264351949484902,1.609426673143128,0.032346073550440474,0.026510591150194673,4.937075399306236,0.17571617649047622
