Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay,Internal Parameter 3,Rate of Detection,Rate of Hospitalization
Asia,Afghanistan,None,2021-01-01,,1.5152699305799808,-58.984717826647206,1.18009787025557,0.1710863988058352,0.04961591483125933,0.12341893009060825,2.636282345454266e-05,1.3311252848504145,0.3810048233216586,49.539377265485996,1.3910769398182252,0.034846299958716576,0.20150383680801792,0.9999986501732926
Europe,Albania,None,2021-01-01,,0.7254446748949166,-16.8727771165925,0.2810070948631979,0.05074138234619532,0.016190846107381383,-0.19810092691243758,0.0037190591986697,0.944129962214426,1.4237311488554063,107.37937287008515,4.455052574822027,0.18366481064891638,0.19972912090406944,0.001047585694636672
Africa,Algeria,None,2021-01-01,,0.23162354398623783,44.294958712809354,0.855385190785164,0.026326209973986287,0.010237682713189512,-0.2,0.0764544075148713,0.0494881706127023,1.9153485593626327,81.71615864982516,17.343191290281606,0.33069864006764055,0.1983321806803454,1.029669703594611
Europe,Andorra,None,2021-01-01,,0.34272515908498924,14.412218331601778,0.9998277338919364,0.1737728726958597,0.008958620081321256,-0.01726973027195416,1.9147306906354649,-4.238280748505033e-06,2.0986638595778757,77.75213055932488,54.09685429099113,0.3509785878532835,0.19785407623057497,0.9826188381247658
Africa,Angola,None,2021-01-01,,0.14257434701520003,54.11523307911007,0.9996941892192113,0.03779463417253433,0.06009217030405688,1.4297209742439025,1.7853399620526826,5.268328856800105e-05,2.9138717504005145,53.5295638441857,6.651138954300336,0.39726821310820915,0.19957800876724613,1.0012838204043797
North America,Antigua and Barbuda,None,2021-01-01,,1.0937232345661427,-21.368834444010595,0.6437470127442108,0.02,0.09347285424625512,0.21144626091976418,0.3155208501907756,4.334750196500646,0.8603992224624785,31.27537458675272,3.66290699974498,0.02761386383911719,0.19595418149514082,0.9995329559333499
South America,Argentina,None,2021-01-01,,0.1379170712306242,44.85235904865587,0.23994022570845044,0.02673886764205571,0.03641749090767014,1.0088971265168918,0.813638067416668,0.346946403377144,1.7381512226693636,56.48454107157592,57.96248701734622,0.2322294328775254,0.20043100541497474,0.10019027414694542
Asia,Armenia,None,2021-01-01,,0.2232502615395135,5.024457675964879,0.051159234723113074,0.06569897606946595,0.01608933948556345,-0.10311777847662144,0.3590503926747813,5.351289686091054e-05,2.2650411963402393,53.43410290841665,16.547833985487028,0.2922898960224838,0.20087217441647418,0.78469684130949
Oceania,Australia,Australian Capital Territory,2021-01-01,,0.0,-0.8940616976210204,9.274332900934452,0.02,0.001,0.2509538528545413,0.0,0.0,0.6906934846819339,54.803570581825134,1.0,0.0,0.2,0.03
Oceania,Australia,New South Wales,2021-01-01,,0.1987549991066272,-36.28964354289701,0.013726842044548127,0.02,0.001,1.5243232787461274,1.00198778199624,0.464918508565672,3.0846633811584834,48.834081533360006,6.118809536934991,0.2774342025771592,0.20003811963705273,0.0019941634902227445
Oceania,Australia,Queensland,2021-01-01,,0.3055960899025467,-58.90677804968243,0.43193237910942317,0.02,0.001,0.6406594355943387,6.342273467228048,0.9897820942469776,2.5944077449570457,58.34063503580154,15.321218291107833,0.18931473841030122,0.2000430271284128,0.9999778535980866
Oceania,Australia,South Australia,2021-01-01,,0.30267054268821353,-0.5155308426580756,0.008254288411280206,0.02,0.001,1.6772991533196842,0.0004327042133292,1.0155998060501443,0.46230598885238705,52.82873891779627,17.00357029210467,0.0987017127594719,0.19977851846017877,0.6312287803267111
Oceania,Australia,Tasmania,2021-01-01,,1.0924682328184985,17.54750436739425,2.769670107288234,0.77831852102241,0.001,-0.0195612502581548,0.0,0.0,0.89662335083151,-50.0,1.7983223154843344,0.0,0.2,0.03
Oceania,Australia,Victoria,2021-01-01,,0.14766337133142524,26.930904387631667,1.457684488006065,0.02,0.001,0.39521138201359735,6.259287472009894,1.0647325635209757,12.637497102173885,33.68514069544615,1.2916511985905859,0.00038473497552909996,0.1884764287233924,0.645015344527684
Oceania,Australia,Western Australia,2021-01-01,,0.275573155124341,-38.9039464076325,0.8881831570888654,0.02,0.001,2.000225538021996,2.0391815338158477,-5.1869562245714864e-06,0.9574430609796192,-1.6412312240273081,23.79865716423125,0.161530557621989,0.20011531251397183,0.9999864211577665
