Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Total Detected True,Total Detected Deaths True,Total Detected LB,Total Detected Deaths LB,Total Detected UB,Total Detected Deaths UB
None,None,None,2020-10-17,7841316,581092,125238,1176119,217992,20115,706031.0,24304.0,7841316,217992,7841316,217992
None,None,None,2020-10-18,7872815,575932,124235,1180841,218567,19931,142346.0,9702.0,7841316,217992,26984872,811595
None,None,None,2020-10-19,7903939,570727,123222,1185513,219135,19741,,,7841316,217992,34932469,1057803
None,None,None,2020-10-20,7934678,565459,122188,1190124,219700,19555,,,7841316,217992,41037732,1246855
None,None,None,2020-10-21,7965019,560138,121151,1194672,220253,19364,,,7841316,217992,46189133,1406309
None,None,None,2020-10-22,7994988,554782,120105,1199172,220801,19178,,,7841316,217992,50730847,1546852
None,None,None,2020-10-23,8024605,549408,119051,1203607,221344,18985,,,7841316,217992,54839393,1673960
None,None,None,2020-10-24,8053867,544037,117996,1208000,221877,18797,,,7841316,217992,58619617,1790882
None,None,None,2020-10-25,8082773,538643,116933,1212338,222405,18606,,,7841316,217992,62139834,1899742
None,None,None,2020-10-26,8111298,533216,115862,1216614,222926,18415,,,7841316,217992,65447469,2002010
None,None,None,2020-10-27,8139434,527747,114784,1220834,223435,18217,,,7841316,217992,68577065,2098755
None,None,None,2020-10-28,8167208,522260,113702,1225002,223944,18023,,,7841316,217992,71554730,2190796
None,None,None,2020-10-29,8194631,516780,112615,1229115,224438,17830,,,7841316,217992,74400739,2278748
None,None,None,2020-10-30,8221726,511316,111532,1233182,224935,17637,,,7841316,217992,77131228,2363128
None,None,None,2020-10-31,8248495,505868,110443,1237192,225416,17449,,,7841316,217992,79759264,2444324
None,None,None,2020-11-01,8274917,500430,109357,1241158,225896,17251,,,7841316,217992,82295596,2522684
None,None,None,2020-11-02,8300987,494983,108269,1245069,226370,17058,,,7841316,217992,84749215,2598482
None,None,None,2020-11-03,8326725,489548,107176,1248926,226832,16869,,,7841316,217992,87127755,2671950
None,None,None,2020-11-04,8352137,484138,106087,1252743,227293,16679,,,7841316,217992,89437728,2743298
None,None,None,2020-11-05,8377259,478774,105006,1256509,227739,16488,,,7841316,217992,91684784,2812689
None,None,None,2020-11-06,8402084,473458,103930,1260234,228184,16302,,,7841316,217992,93873801,2880286
None,None,None,2020-11-07,8426627,468197,102857,1263915,228618,16121,,,7841316,217992,96009075,2946214
None,None,None,2020-11-08,8450876,462977,101797,1267552,229050,15934,,,7841316,217992,98094370,3010598
None,None,None,2020-11-09,8474841,457802,100738,1271148,229469,15753,,,7841316,217992,100133047,3073532
None,None,None,2020-11-10,8498540,452688,99692,1274703,229891,15572,,,7841316,217992,102128115,3135124
None,None,None,2020-11-11,8521987,447643,98647,1278221,230295,15398,,,7841316,217992,104082272,3195436
None,None,None,2020-11-12,8545197,442686,97621,1281699,230700,15223,,,7841316,217992,105997949,3254562
None,None,None,2020-11-13,8568191,437827,96612,1285149,231100,15056,,,7841316,217992,107877353,3312564
None,None,None,2020-11-14,8590970,433043,95609,1288566,231492,14890,,,7841316,217992,109722470,3369502
None,None,None,2020-11-15,8613535,428361,94625,1291952,231875,14723,,,7841316,217992,111535112,3425429
None,None,None,2020-11-16,8635908,423773,93658,1295309,232253,14567,,,7841316,217992,113316956,3480402
None,None,None,2020-11-17,8658105,419298,92707,1298633,232629,14407,,,7841316,217992,115069535,3534470
None,None,None,2020-11-18,8680151,414957,91775,1301940,232998,14261,,,7841316,217992,116794272,3587672
None,None,None,2020-11-19,8702055,410738,90865,1305226,233356,14113,,,7841316,217992,118492464,3640043
None,None,None,2020-11-20,8723841,406668,89980,1308497,233713,13971,,,7841316,217992,120165326,3691631
None,None,None,2020-11-21,8745509,402734,89118,1311749,234063,13837,,,7841316,217992,121813963,3742465
None,None,None,2020-11-22,8767060,398932,88274,1314977,234408,13705,,,7841316,217992,123439402,3792577
None,None,None,2020-11-23,8788541,395277,87457,1318200,234747,13582,,,7841316,217992,125042645,3841996
None,None,None,2020-11-24,8809953,391795,86673,1321418,235080,13464,,,7841316,217992,126624585,3890751
None,None,None,2020-11-25,8831341,388496,85914,1324619,235405,13346,,,7841316,217992,128186099,3938864
None,None,None,2020-11-26,8852714,385382,85191,1327831,235731,13241,,,7841316,217992,129727976,3986370
None,None,None,2020-11-27,8874066,382447,84498,1331032,236049,13142,,,7841316,217992,131250942,4033282
None,None,None,2020-11-28,8895400,379667,83828,1334227,236361,13050,,,7841316,217992,132755686,4079622
None,None,None,2020-11-29,8916757,377072,83197,1337435,236673,12967,,,7841316,217992,134242896,4125418
None,None,None,2020-11-30,8938162,374686,82602,1340642,236975,12885,,,7841316,217992,135713206,4170678
None,None,None,2020-12-01,8959647,372513,82045,1343867,237274,12814,,,7841316,217992,137167223,4215428
None,None,None,2020-12-02,8981215,370562,81518,1347101,237572,12749,,,7841316,217992,138605493,4259684
None,None,None,2020-12-03,9002875,368815,81035,1350354,237859,12696,,,7841316,217992,140028537,4303455
None,None,None,2020-12-04,9024609,367241,80587,1353609,238148,12643,,,7841316,217992,141436824,4346767
None,None,None,2020-12-05,9046445,365859,80167,1356890,238426,12603,,,7841316,217992,142830844,4389623
None,None,None,2020-12-06,9068425,364689,79789,1360182,238713,12569,,,7841316,217992,144211076,4432055
None,None,None,2020-12-07,9090555,363742,79452,1363504,238981,12544,,,7841316,217992,145577943,4474049
None,None,None,2020-12-08,9112860,363015,79153,1366849,239257,12526,,,7841316,217992,146931863,4515644
None,None,None,2020-12-09,9135324,362488,78896,1370216,239519,12514,,,7841316,217992,148273199,4556829
None,None,None,2020-12-10,9157944,362139,78670,1373611,239786,12506,,,7841316,217992,149602307,4597635
None,None,None,2020-12-11,9180714,361944,78481,1377027,240047,12503,,,7841316,217992,150919523,4638061
None,None,None,2020-12-12,9203661,361924,78319,1380466,240304,12508,,,7841316,217992,152225200,4678120
None,None,None,2020-12-13,9226778,362067,78191,1383938,240558,12525,,,7841316,217992,153519644,4717822
None,None,None,2020-12-14,9250068,362362,78094,1387427,240809,12540,,,7841316,217992,154803158,4757177
None,None,None,2020-12-15,9273515,362791,78026,1390947,241058,12562,,,7841316,217992,156076011,4796193
None,None,None,2020-12-16,9297124,363335,77984,1394491,241307,12593,,,7841316,217992,157338481,4834883
None,None,None,2020-12-17,9320874,363993,77968,1398051,241546,12617,,,7841316,217992,158590811,4873244
None,None,None,2020-12-18,9344772,364736,77965,1401635,241787,12653,,,7841316,217992,159833260,4911295
None,None,None,2020-12-19,9368788,365549,77987,1405235,242024,12685,,,7841316,217992,161066038,4949039
None,None,None,2020-12-20,9392881,366372,78019,1408853,242259,12725,,,7841316,217992,162289337,4986484
None,None,None,2020-12-21,9417000,367179,78052,1412469,242494,12757,,,7841316,217992,163503330,5023640
None,None,None,2020-12-22,9441141,367931,78082,1416092,242722,12789,,,7841316,217992,164708226,5060505
None,None,None,2020-12-23,9465289,368641,78116,1419715,242950,12820,,,7841316,217992,165904218,5097094
None,None,None,2020-12-24,9489457,369314,78150,1423340,243182,12848,,,7841316,217992,167091517,5133417
None,None,None,2020-12-25,9513634,369962,78184,1426965,243399,12874,,,7841316,217992,168270303,5169460
None,None,None,2020-12-26,9537765,370531,78214,1430584,243625,12894,,,7841316,217992,169440707,5205254
None,None,None,2020-12-27,9561769,370939,78222,1434182,243838,12913,,,7841316,217992,170602824,5240782
