Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Internal Parameter 1,Internal Parameter 2
Asia,Afghanistan,None,3/27/2020,11.42346625,2.636317336,-44.44315408,0.880090313,0.04504661,0.079912284,2.010474533,0.064135531
Europe,Albania,None,3/23/2020,13.28094194,1.289260765,-30.78271779,1.051941924,0.093386522,0.051432909,2.08323499,0.182880586
Africa,Algeria,None,3/21/2020,14.20370852,1.045611213,-16.69880288,0.820348393,0.123073532,0.164346335,5.743546409,3.802211498
Europe,Andorra,None,3/22/2020,11.43795062,1.158029223,-16.6751883,3.558225364,0.117136171,0.060599542,3.324027106,0.348518355
South America,Argentina,None,3/20/2020,5.886548367,0.595378032,-13.51144971,0.298824003,0.048666063,0.097225533,3.264065825,1.940200804
Asia,Armenia,None,3/19/2020,12.78500983,1.674103899,-44.68593345,0.733834907,0.061907301,0.027063999,2.124792766,0.104508006
Oceania,Australia,Australian Capital Territory,4/9/2020,4.283804781,0.56118974,-34.16850451,4.100280916,0.040689235,0.021107185,0.031635244,0.029810106
Oceania,Australia,New South Wales,3/14/2020,18.77465523,1.522256312,-2.339512136,6.1331409,0.03530638,0.017595247,2.429600915,4.505462361
Oceania,Australia,Queensland,3/19/2020,7.681980029,0.236847248,-10.44626878,4.622080986,0.0471757,0.008201643,4.926586125,0.673169166
Oceania,Australia,South Australia,3/22/2020,8.973177165,0.223794789,-38.21547879,4.632497121,0.054593088,0.011721224,1.884449001,1.421150718
Oceania,Australia,Tasmania,4/9/2020,4.576139717,0.377577153,-34.15124306,3.431464798,0.033044071,0.106363634,0.82004754,0.338936142
Oceania,Australia,Victoria,3/18/2020,7.945094922,0.535001272,-9.060353877,4.382273486,0.048076359,0.017524945,7.855170386,0.079339309
Oceania,Australia,Western Australia,3/22/2020,7.543368577,0.242493077,-18.30427436,3.679330806,0.047296266,0.017876643,3.09939958,0.393899047
Europe,Austria,None,3/8/2020,77.23615327,2.223913838,-1.669752765,5.66775092,0.030190275,0.063320317,15.53201762,3.756140812
Asia,Azerbaijan,None,3/26/2020,6.390619829,1.059691004,-6.303481823,2.344949838,0.047744685,0.021607469,4.370650979,0.578675321
Asia,Bahrain,None,3/10/2020,26.19546761,0.749466874,-0.20650803,0.387939718,0.06015282,0.00574503,0.244848217,0.479372624
Asia,Bangladesh,None,4/6/2020,22.39371771,1.343361143,-0.908407757,1.78349855,0.056065344,0.059443694,7.527904909,6.263082769
Europe,Belarus,None,3/30/2020,27.77479482,1.115776146,2.640520584,1.248790548,0.036646158,0.022921923,5.833336098,0.210863179
Europe,Belgium,None,3/6/2020,55.39977669,1.7003649,8.766912319,2.872265057,0.076676747,0.222165666,1.769002599,0.033136124
South America,Bolivia,None,3/31/2020,10.32806442,2.309891015,-23.97100155,1.132709939,0.046641546,0.136648912,0.843483493,0.359294303
Europe,Bosnia and Herzegovina,None,3/22/2020,9.743260879,1.151423952,-31.16525382,0.844760536,0.068555875,0.061212776,3.16171433,0.108484214
South America,Brazil,None,3/13/2020,32.72963488,0.876337643,4.772663743,0.383188618,0.065456268,0.14847585,8.693198651,0.259217193
Europe,Bulgaria,None,3/20/2020,14.2749136,2.119738807,-38.83653633,1.0204054,0.045640729,0.088561266,1.305080591,0.173554521
Africa,Burkina Faso,None,3/24/2020,8.253426908,1.85706152,-26.88794522,2.958713017,0.057935344,0.094162441,2.558236989,0.365937069
Africa,Cabo Verde,None,4/26/2020,13.74764314,1.496344999,-10.0795224,1.101620583,0.059407285,0.017694877,0.607153013,0.08
Asia,Cambodia,None,3/29/2020,,0.681203079,-32.09354191,3.955584832,0.065616675,0.002981014,0.0789078,0.084617366
Africa,Cameroon,None,3/29/2020,17.64002666,1.629346222,-32.14919465,1.260563902,0.048758912,0.060344481,3.408615307,1.107551771
