Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay,Internal Parameter 3,Rate of Detection,Rate of Hospitalization
Asia,Afghanistan,None,2021-01-01,,1.5166645587614984,-59.08140556414274,1.178511205123811,0.1719051762896269,0.04955312949629727,0.12390668162301358,2.6299008226169505e-05,1.3272233444341242,0.37991218957123046,48.84551290311247,1.1355759153704896,0.03479388623965204,0.19999858704625822,0.029990105486108084
Europe,Albania,None,2021-01-01,,0.7478517047668792,-16.923616403884957,0.2991463094633063,0.056526862947832796,0.0154643027110155,-0.1987578345739439,0.0017310210295186158,0.9431323550696223,1.1067018694807436,-33.52274761326095,3.876396487346696,0.17835582226530355,0.19999887123358742,0.029997175205376352
Africa,Algeria,None,2021-01-01,,0.2706592230681568,45.964620839665606,0.353829477608804,0.022639835951447303,0.013550508677407433,0.25662034772937664,0.1030635079042498,0.0530753188431256,1.671426731720251,88.32916396740424,14.297985702618362,0.27848527059671296,0.19999999784782102,0.02999987314655418
Europe,Andorra,None,2021-01-01,,0.425939739828278,40.098571714368425,0.000429460788091628,0.08824578260877057,0.014016982730405204,0.7081429786212338,1.8085386774234393,0.00011318013987526233,1.87973062587604,-49.7679250990409,49.509001117883884,0.3404745262678317,0.2,0.029999915933157543
Africa,Angola,None,2021-01-01,,0.19395783993529417,24.092820322118587,0.9999883994674279,0.03145808043115585,0.09410656873212148,3.016162355522492,2.1974424386747002,4.218988103329177e-06,2.534082800643965,57.11301782685316,12.062923356454558,0.30983636377069623,0.19999999071214072,0.029999987341502155
North America,Antigua and Barbuda,None,2021-01-01,,1.258756349670626,-21.153772859511015,0.7909943801834536,0.02,0.13839681829724437,0.608617873349541,0.28616941787305555,4.363245556502726,0.6170158139218841,30.684418642240608,4.7151611567150455,0.02483825681486029,0.1999996206216792,0.029997003080348434
South America,Argentina,None,2021-01-01,,0.13706246311654005,43.54649846445204,0.24003489584289564,0.026903842281066907,0.03632474589694286,1.0119592217486912,0.8120980354722256,0.3467260954653163,1.7460804889214825,56.640040309231374,60.064699875104154,0.23057107283703523,0.19999605793984543,0.029990132528064435
Asia,Armenia,None,2021-01-01,,0.21276035797665357,26.517315302970605,0.002935148573473532,0.04831084160494697,0.01907551430649983,0.4044510016445279,0.35870649979432395,6.856044904627925e-05,2.1622101008661088,51.2010513024151,16.311833783102017,0.29202382699412766,0.19999871130430139,0.02999990456176005
Oceania,Australia,Australian Capital Territory,2021-01-01,,1.0,-1.827737125992571,0.0,0.021099161170353466,0.001202307252786115,1.249383613656403,0.9859316000362147,0.9998780605658812,1.690693484681934,54.18158084595079,2.0,5.5760815507019615e-05,0.19999999490338585,0.029992999289416084
Oceania,Australia,New South Wales,2021-01-01,,0.19874055512514383,-36.51687483285161,0.014118229399593734,0.02,0.001,0.6923964183044198,1.0020522539912267,0.4650198383454331,3.1152039383064913,49.040324655467195,6.20121162598978,0.27751514294002905,0.1999959372813362,0.029990035899690598
Oceania,Australia,Queensland,2021-01-01,,0.8087928288502677,-68.33514964038882,0.8611519641651189,0.02,0.001,0.4213187322170792,7.08939531294595,1.5892101113715424,1.7402005503420133,66.93316246680205,15.32937084931828,0.14759530437217405,0.19999288128802895,0.029998878349206216
Oceania,Australia,South Australia,2021-01-01,,0.30668765910927986,-0.9129594468763379,0.012804961845221808,0.02,0.001,2.2995128369953144,0.0050445892877332785,1.0126951588574185,0.48289484442239916,53.76268488267332,16.786966592172924,0.09844655464933076,0.19999238673614098,0.029990793562449238
Oceania,Australia,Tasmania,2021-01-01,,1.0924682328184985,17.54750436739425,2.769670107288234,0.77831852102241,0.001,-0.0195612502581548,0.0,0.0,0.89662335083151,-50.0,1.7983223154843344,0.0,0.2,0.03
Oceania,Australia,Victoria,2021-01-01,,0.16749584099710849,21.583922232187184,2.0308812109086865,0.02,0.001,0.19465027739936852,7.808025970470253,1.016870830802109,9.200210792140926,33.73846931376056,1.6625831323322793,0.00031019566245089376,0.19999468589075783,0.02999
Oceania,Australia,Western Australia,2021-01-01,,0.2595234115268012,-35.73306258482515,0.9002266221379551,0.02,0.001,1.431219128977049,2.0565638353655538,3.2376308571129393e-06,0.9870230334537624,0.1313775761573407,22.97343380483583,0.16097987953590967,0.1999941564878448,0.029991733721238176
Europe,Austria,None,2021-01-01,,0.4413889936176026,-0.8737080322086399,0.0,0.12228799782841446,0.04646565269699005,0.843036853524974,0.05856041726320753,4.323835905144269,14.390459032145543,79.1223257943571,10.61903907417622,0.04151136373570934,0.19999030041308036,0.02999005433271617
Asia,Azerbaijan,None,2021-01-01,,0.3132412813106712,-28.805787321834007,0.175547281095613,0.08428093311781808,0.06172967919959483,3.845100215702913,0.35242630474945924,1.2440196454619648,3.5514379157520155,74.30102759253408,17.897224173706633,0.04839379455718631,0.19999739168427083,0.02999904329261674
Asia,Bahrain,None,2021-01-01,,0.7687540388505897,-0.11837464689529799,0.3087297308866904,0.02797091923593849,0.006528826948899057,-0.16630593692077847,0.3470484630018242,1.040500332205819,1.5747391255141425,108.8267683441493,22.511662347114157,0.013528786786034185,0.1999994003568323,0.02999951503158488
Asia,Bangladesh,None,2021-01-01,,0.14854878999045573,78.78371649545292,0.0,0.05520128760247751,0.0215541051298828,0.2263126866311131,0.3611045513582929,0.19629633679829747,2.5356018566184693,127.10761240286571,72.12030103493812,0.048871847969830885,0.19999624069559996,0.02999950393056987
North America,Barbados,None,2021-01-01,,0.4096913658611991,1.129670442387096,0.007457752274251368,0.02716113270895659,0.019239127669985517,-0.19679544322920967,1.5741398294785016,1.4209582517761015,0.8715009256232926,-28.84489714776522,12.743946098132135,1.125701148898291,0.19999000238629602,0.02999943044038639
Europe,Belarus,None,2021-01-01,,0.3594366136598424,-1.4511041302480692,0.0,0.1364907527589365,0.005329443189002596,-0.2,1.0907300370917175,0.49309292012542816,0.09494447708924936,77.78340676193011,16.50145757762863,0.16091644791233156,0.19999999226433163,0.02999009250045175
Europe,Belgium,None,2021-01-01,126.18139594500971,0.5485493079938328,-231.6645229707863,0.009080156006157351,0.02,0.03000849142785985,1.444479447772216,0.23314782648678467,3.147104779040792e-05,1.4483320923277998,45.69671295699657,1.1151471256606578,0.8092716088336604,0.19999970909801507,0.03
North America,Belize,None,2021-01-01,,0.3641982368317254,-0.22811255935793126,0.2998047654914479,0.6628046426525418,0.04940701304734868,0.2213265469443912,0.47185410360214586,6.8457065747686965,4.415741530349096,61.92684695703071,2.1525225677005655,0.019309097468604486,0.1999907831435819,0.03
Africa,Benin,None,2021-01-01,,1.1253254225620888,-143.56507772987544,2.606653470736061,0.18214956159499213,0.015017889397809396,0.1492004525360499,0.01639536464070905,0.18955028343183272,1.9107096855412393,-49.99382626333859,45.26645284047883,0.4132101744132721,0.19999228704134348,0.03
Asia,Bhutan,None,2021-01-01,,0.0,11.483915535794342,31.087179254900555,0.5512948989417196,0.007566510093216367,2.4,3.3399487557487126,1.5368263547805463,0.46926563236122165,41.73104926333809,33.021334949756024,0.11907457308851195,0.19999997685955093,0.029990316972493106
South America,Bolivia,None,2021-01-01,,0.1438976804669922,-12.49428797311969,1.1626346987071945,0.1036394579738476,0.03312556251654406,0.09978903319213941,4.505430815336736,1.5428013835583045,2.508286040874193,-2.4250470663324513,37.11048809069299,0.020101834122643013,0.19999553671674097,0.029990017955581712
Europe,Bosnia and Herzegovina,None,2021-01-01,,0.40374687444832863,2.07870997801264,0.37698726139361377,0.06625711624818885,0.04230564721591185,-0.006263899658028638,0.15063940858509026,0.1733597988180208,1.7321233953058353,69.80885700338237,21.136901114789865,0.36472828492057635,0.19999195063153374,0.029999991233498762
Africa,Botswana,None,2021-01-01,,0.4594501221131388,14.407758082250515,1.5419476641099439,0.02,0.03813600926358497,-0.09367695461822337,0.0003699773985191477,0.46981652818361025,2.4874435430950026,72.91077836620161,18.40397700603571,0.7053993866629735,0.19999675744881007,0.029990014976668297
South America,Brazil,None,2021-01-01,,0.6554944254919643,-32.36942591905111,0.3385184985149708,0.12881253558775901,0.018918735103847076,-0.19990785920196075,0.9976316295043357,0.3876911956197406,0.3604276006296207,49.79000497339351,10.442662301443136,0.0691112961652605,0.1999999306993958,0.029999805906307013
Europe,Bulgaria,None,2021-01-01,,0.38689508626235236,-121.8423185955775,0.0,0.13575362938221944,0.11380108172858201,0.6967573471083697,0.3150255974907446,1.2144387674954034,0.5196009436067783,45.45910445458909,17.78479324602703,0.0823983771481017,0.2,0.029994174062928806
Africa,Burkina Faso,None,2021-01-01,,0.8207098363528942,-6.885150109184697,1.4676095761133439,0.09326981011069523,0.014180334884530932,0.46223963865453743,0.0007877689218816304,1.9963629679383188,0.48660658934272466,-40.03007674506012,17.584618950293983,0.1600883334618201,0.19999999741153618,0.029990095267868586
Africa,Burundi,None,2021-01-01,,0.3286108042485121,3.564419398217993,0.0,0.039527557071242184,0.0011920915776499148,0.5276997517893997,1.242099404195779,0.8426336989290033,8.696642674117337,-37.90915889978271,13.446066412259938,1.1028260960305245,0.19999999733757273,0.029991542387528644
Africa,Cabo Verde,None,2021-01-01,,1.235220333010613,-4.25570192240403,2.230952676511593,0.24269113886744106,0.009055337054271093,-0.2,7.619909733351394,1.1409126156368672,0.3982053748390479,57.83302196274222,13.207974048361123,0.0426261496420298,0.1999970393883545,0.03
Asia,Cambodia,None,2021-01-01,,0.7249556224549758,6.160590644009169,0.0,0.02,0.001,1.2296214860009709,0.652775998622882,2.2151884118528833,4.771499067736075,-35.74994264109711,3.96288210589303,0.027180940425828207,0.19999001164577734,0.02999
Africa,Cameroon,None,2021-01-01,,3.8592028281714903,-76.68702825861546,1.0635007001138244,0.02,0.02873093012319778,-0.2,1.8854171748153368,2.6560195986565267,0.19843017306522648,-10.956417476805417,7.330868113147619,0.005470208654566818,0.2,0.03
North America,Canada,Alberta,2021-01-01,,0.3716207221935981,0.5018650415120695,0.6793935428792802,0.24008720355592084,0.02241070653903032,-0.0811075118782314,2.050784988896696e-06,1.9578932479356468,0.89880509884057,52.91757824427614,14.591259571383967,0.18568222365861634,0.19999239880542868,0.029990106585115254
North America,Canada,British Columbia,2021-01-01,,0.3909778231014734,-0.25747861195592275,0.16707206954206044,0.06908685540917787,0.024404239850533718,0.837568782131008,0.1658074834656519,0.620217755817702,1.258746042207365,44.16969332629551,1.855682995592077,0.4925215284812187,0.19999248224964475,0.029990027260631855
North America,Canada,Manitoba,2021-01-01,,0.24251349677523973,-146.0547839702252,9.117279285083432,0.15599831709979686,0.024484556607058942,0.013486665696471927,0.7930207017522422,0.031680962432231966,1.219156895364773,61.188883538436606,472.3894837589425,0.5098371827827762,0.19999588989159303,0.029991073794017848
North America,Canada,New Brunswick,2021-01-01,,1.4670543368566398,-0.4469427124649681,15.051501530557935,0.02729496656720249,0.04455610472336685,0.5485822150004226,2.6369459466320553,1.796852827789473,0.27913013560370153,-16.766513335152354,27.208030467647333,0.5755639460822481,0.1999953460581545,0.02999994435237851
