"State","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"California","2020-03-27",3152,1717,341,469,61,75
"California","2020-03-28",3419,1805,364,510,68,79
"California","2020-03-29",3685,1882,385,549,76,83
"California","2020-03-30",3947,1948,404,589,85,87
"California","2020-03-31",4204,2004,422,627,93,90
"California","2020-04-01",4455,2048,438,665,102,93
"California","2020-04-02",4699,2082,452,702,111,95
"California","2020-04-03",4935,2106,464,737,120,97
"California","2020-04-04",5162,2119,474,771,129,98
"California","2020-04-05",5380,2123,483,804,138,99
"California","2020-04-06",5588,2118,490,835,147,99
"California","2020-04-07",5787,2105,494,865,156,100
"California","2020-04-08",5975,2083,498,893,166,99
"California","2020-04-09",6154,2055,499,920,174,99
"California","2020-04-10",6323,2021,499,945,183,98
"California","2020-04-11",6482,1981,498,969,192,97
"California","2020-04-12",6631,1937,495,991,200,95
"California","2020-04-13",6771,1888,491,1012,209,93
"California","2020-04-14",6903,1836,486,1032,217,92
"California","2020-04-15",7025,1781,480,1051,224,90
"California","2020-04-16",7140,1724,473,1068,232,87
"California","2020-04-17",7246,1665,466,1084,239,85
"California","2020-04-18",7345,1605,457,1098,246,83
"California","2020-04-19",7437,1545,448,1112,253,80
"California","2020-04-20",7522,1484,439,1125,260,77
"California","2020-04-21",7601,1423,428,1137,266,75
"California","2020-04-22",7673,1362,418,1148,272,72
"California","2020-04-23",7740,1302,407,1158,278,69
"California","2020-04-24",7802,1243,396,1167,283,67
"California","2020-04-25",7859,1185,385,1176,288,64
"California","2020-04-26",7911,1128,374,1183,293,61
"California","2020-04-27",7959,1073,362,1191,298,59
"California","2020-04-28",8003,1019,351,1197,303,56
"California","2020-04-29",8044,967,339,1203,307,54
"California","2020-04-30",8081,917,328,1209,311,51
"California","2020-05-01",8114,869,317,1214,315,49
"California","2020-05-02",8145,822,306,1218,319,46
"California","2020-05-03",8173,777,295,1223,322,44
"California","2020-05-04",8199,734,284,1227,325,42
"California","2020-05-05",8222,693,273,1230,328,40
"California","2020-05-06",8243,654,263,1233,331,38
"California","2020-05-07",8263,617,253,1236,334,36
"California","2020-05-08",8280,582,243,1239,337,34
"California","2020-05-09",8296,548,233,1241,339,32
"California","2020-05-10",8311,516,224,1243,341,30
"California","2020-05-11",8324,485,215,1245,343,29
"California","2020-05-12",8336,457,206,1247,346,27
"California","2020-05-13",8347,429,197,1249,347,25
"California","2020-05-14",8357,404,189,1250,349,24
"California","2020-05-15",8365,379,181,1252,351,23
"California","2020-05-16",8373,356,173,1253,352,21
"California","2020-05-17",8381,335,166,1254,354,20
"California","2020-05-18",8387,314,159,1255,355,19
"California","2020-05-19",8393,295,152,1256,357,18
"California","2020-05-20",8398,277,145,1256,358,17
"California","2020-05-21",8403,260,139,1257,359,16
"California","2020-05-22",8408,244,132,1258,360,15
"California","2020-05-23",8412,229,126,1258,361,14
"California","2020-05-24",8415,215,121,1259,362,13
"California","2020-05-25",8418,202,115,1259,363,12
"California","2020-05-26",8421,189,110,1260,364,11
"California","2020-05-27",8424,178,105,1260,365,11
"California","2020-05-28",8426,167,100,1261,365,10
"California","2020-05-29",8428,157,95,1261,366,9
"California","2020-05-30",8430,147,91,1261,367,9
"California","2020-05-31",8432,138,87,1261,367,8
"California","2020-06-01",8433,130,83,1262,368,8
"California","2020-06-02",8434,122,79,1262,369,7
"California","2020-06-03",8436,114,75,1262,369,7
"California","2020-06-04",8437,107,72,1262,369,6
"California","2020-06-05",8438,101,68,1262,370,6
"California","2020-06-06",8439,95,65,1262,370,5
"California","2020-06-07",8439,89,62,1263,371,5
"California","2020-06-08",8440,84,59,1263,371,5
"California","2020-06-09",8441,79,56,1263,371,4
"California","2020-06-10",8441,74,53,1263,372,4
"California","2020-06-11",8442,70,51,1263,372,4
"California","2020-06-12",8442,65,48,1263,372,4
"California","2020-06-13",8443,62,46,1263,373,3
"California","2020-06-14",8443,58,44,1263,373,3
"California","2020-06-15",8443,55,42,1263,373,3
"Colorado","2020-03-27",1331,859,160,196,5,36
"Colorado","2020-03-28",1562,995,186,231,6,42
"Colorado","2020-03-29",1820,1144,216,270,7,49
"Colorado","2020-03-30",2107,1305,248,313,8,56
"Colorado","2020-03-31",2422,1478,283,360,9,64
"Colorado","2020-04-01",2766,1661,320,412,10,72
"Colorado","2020-04-02",3140,1855,360,468,11,80
"Colorado","2020-04-03",3542,2058,403,528,13,90
"Colorado","2020-04-04",3972,2267,447,593,14,99
"Colorado","2020-04-05",4430,2483,494,661,16,109
"Colorado","2020-04-06",4913,2702,542,734,18,119
"Colorado","2020-04-07",5421,2924,592,810,20,129
"Colorado","2020-04-08",5953,3147,642,890,22,140
"Colorado","2020-04-09",6505,3369,694,972,25,150
"Colorado","2020-04-10",7076,3588,746,1058,27,161
"Colorado","2020-04-11",7665,3802,798,1146,30,171
"Colorado","2020-04-12",8268,4011,850,1237,33,182
"Colorado","2020-04-13",8884,4212,901,1329,36,192
"Colorado","2020-04-14",9511,4404,951,1423,39,201
"Colorado","2020-04-15",10145,4586,1001,1518,43,211
"Colorado","2020-04-16",10785,4757,1049,1615,46,220
"Colorado","2020-04-17",11429,4915,1095,1711,50,228
"Colorado","2020-04-18",12075,5061,1139,1808,53,236
"Colorado","2020-04-19",12720,5193,1181,1905,57,243
"Colorado","2020-04-20",13362,5311,1221,2001,61,250
"Colorado","2020-04-21",14000,5414,1259,2097,65,256
"Colorado","2020-04-22",14632,5503,1294,2191,69,262
"Colorado","2020-04-23",15255,5576,1326,2285,73,267
"Colorado","2020-04-24",15870,5635,1355,2377,77,271
"Colorado","2020-04-25",16474,5679,1381,2468,82,275
"Colorado","2020-04-26",17066,5709,1405,2557,86,277
"Colorado","2020-04-27",17645,5725,1425,2643,90,280
"Colorado","2020-04-28",18210,5727,1443,2728,94,281
"Colorado","2020-04-29",18761,5715,1457,2811,99,282
"Colorado","2020-04-30",19296,5692,1469,2891,103,282
"Colorado","2020-05-01",19815,5656,1477,2969,107,282
"Colorado","2020-05-02",20317,5609,1483,3044,111,281
"Colorado","2020-05-03",20803,5552,1486,3117,115,280
"Colorado","2020-05-04",21271,5484,1487,3187,119,278
"Colorado","2020-05-05",21722,5408,1485,3255,124,275
"Colorado","2020-05-06",22156,5323,1480,3320,127,272
"Colorado","2020-05-07",22572,5231,1473,3383,131,269
"Colorado","2020-05-08",22971,5132,1464,3442,135,265
"Colorado","2020-05-09",23353,5027,1453,3500,139,261
"Colorado","2020-05-10",23718,4917,1440,3554,143,257
"Colorado","2020-05-11",24066,4802,1425,3607,146,252
"Colorado","2020-05-12",24398,4683,1408,3656,150,247
"Colorado","2020-05-13",24714,4561,1390,3704,153,242
"Colorado","2020-05-14",25014,4436,1370,3749,157,236
"Colorado","2020-05-15",25299,4309,1349,3792,160,230
"Colorado","2020-05-16",25569,4180,1326,3832,163,225
"Colorado","2020-05-17",25825,4051,1303,3870,166,219
"Colorado","2020-05-18",26067,3921,1279,3907,169,213
"Colorado","2020-05-19",26296,3791,1254,3941,172,207
"Colorado","2020-05-20",26512,3662,1228,3973,175,200
"Colorado","2020-05-21",26715,3533,1201,4004,177,194
"Colorado","2020-05-22",26907,3406,1174,4033,180,188
"Colorado","2020-05-23",27088,3280,1147,4060,182,182
"Colorado","2020-05-24",27257,3155,1119,4085,185,176
"Colorado","2020-05-25",27417,3033,1091,4109,187,170
"Colorado","2020-05-26",27566,2913,1063,4132,189,164
"Colorado","2020-05-27",27707,2796,1035,4153,191,158
"Colorado","2020-05-28",27838,2681,1007,4172,194,152
"Colorado","2020-05-29",27961,2569,978,4191,195,146
"Colorado","2020-05-30",28076,2459,950,4208,197,140
"Colorado","2020-05-31",28183,2353,923,4224,199,135
"Colorado","2020-06-01",28284,2250,895,4239,201,129
"Colorado","2020-06-02",28377,2150,868,4253,202,124
"Colorado","2020-06-03",28465,2053,841,4266,204,119
"Colorado","2020-06-04",28546,1959,814,4279,206,113
"Colorado","2020-06-05",28622,1869,788,4290,207,108
"Colorado","2020-06-06",28692,1781,762,4300,208,104
"Colorado","2020-06-07",28757,1697,736,4310,210,99
"Colorado","2020-06-08",28818,1616,712,4319,211,95
"Colorado","2020-06-09",28874,1538,687,4328,212,90
"Colorado","2020-06-10",28927,1464,663,4336,213,86
"Colorado","2020-06-11",28975,1392,640,4343,214,82
"Colorado","2020-06-12",29020,1323,617,4350,215,78
"Colorado","2020-06-13",29062,1257,595,4356,216,74
"Colorado","2020-06-14",29100,1194,573,4362,217,71
"Colorado","2020-06-15",29136,1134,552,4367,218,67
"Connecticut","2020-03-27",795,550,96,114,17,22
"Connecticut","2020-03-28",948,641,114,137,21,26
"Connecticut","2020-03-29",1112,734,132,162,26,30
"Connecticut","2020-03-30",1286,826,150,188,31,34
"Connecticut","2020-03-31",1466,915,169,215,37,38
"Connecticut","2020-04-01",1652,1002,187,243,44,42
"Connecticut","2020-04-02",1842,1083,205,271,51,46
"Connecticut","2020-04-03",2033,1159,223,300,59,50
"Connecticut","2020-04-04",2225,1227,239,329,67,53
"Connecticut","2020-04-05",2416,1288,255,357,76,56
"Connecticut","2020-04-06",2604,1340,269,386,85,59
"Connecticut","2020-04-07",2789,1385,282,413,94,61
"Connecticut","2020-04-08",2969,1421,294,440,104,63
"Connecticut","2020-04-09",3143,1448,304,467,114,65
"Connecticut","2020-04-10",3312,1467,313,492,124,66
"Connecticut","2020-04-11",3474,1479,320,516,134,67
"Connecticut","2020-04-12",3628,1483,326,539,144,68
"Connecticut","2020-04-13",3776,1480,331,561,154,68
"Connecticut","2020-04-14",3916,1470,335,583,164,68
"Connecticut","2020-04-15",4049,1455,337,602,175,68
"Connecticut","2020-04-16",4175,1435,338,621,185,67
"Connecticut","2020-04-17",4293,1409,337,639,194,67
"Connecticut","2020-04-18",4404,1380,336,656,204,66
"Connecticut","2020-04-19",4508,1347,334,671,213,65
"Connecticut","2020-04-20",4605,1312,331,686,223,64
"Connecticut","2020-04-21",4695,1273,327,699,231,62
"Connecticut","2020-04-22",4779,1233,322,712,240,61
"Connecticut","2020-04-23",4858,1191,317,724,248,59
"Connecticut","2020-04-24",4930,1148,311,735,257,57
"Connecticut","2020-04-25",4997,1104,305,745,264,55
"Connecticut","2020-04-26",5059,1060,298,754,272,54
"Connecticut","2020-04-27",5117,1016,291,763,279,52
"Connecticut","2020-04-28",5169,972,284,770,286,50
"Connecticut","2020-04-29",5218,928,276,778,292,48
"Connecticut","2020-04-30",5262,885,268,784,299,46
"Connecticut","2020-05-01",5303,843,261,791,305,44
"Connecticut","2020-05-02",5341,801,253,796,310,42
"Connecticut","2020-05-03",5375,761,244,801,316,40
"Connecticut","2020-05-04",5406,722,236,806,321,39
"Connecticut","2020-05-05",5435,684,228,810,326,37
"Connecticut","2020-05-06",5461,647,220,814,330,35
"Connecticut","2020-05-07",5485,612,212,818,334,33
"Connecticut","2020-05-08",5507,578,205,821,339,32
"Connecticut","2020-05-09",5527,545,197,824,342,30
"Connecticut","2020-05-10",5545,514,189,827,346,28
"Connecticut","2020-05-11",5561,484,182,829,350,27
"Connecticut","2020-05-12",5576,456,175,831,353,26
"Connecticut","2020-05-13",5589,429,168,833,356,24
"Connecticut","2020-05-14",5601,403,161,835,359,23
"Connecticut","2020-05-15",5612,379,154,837,361,22
"Connecticut","2020-05-16",5622,356,148,838,364,20
"Connecticut","2020-05-17",5631,334,141,840,366,19
"Connecticut","2020-05-18",5640,314,135,841,369,18
"Connecticut","2020-05-19",5647,294,129,842,371,17
"Connecticut","2020-05-20",5654,276,124,843,373,16
"Connecticut","2020-05-21",5660,258,118,844,374,15
"Connecticut","2020-05-22",5665,242,113,845,376,14
"Connecticut","2020-05-23",5670,227,108,846,378,13
"Connecticut","2020-05-24",5674,212,103,846,379,12
"Connecticut","2020-05-25",5678,199,98,847,381,12
"Connecticut","2020-05-26",5682,186,93,847,382,11
"Connecticut","2020-05-27",5685,174,89,848,383,10
"Connecticut","2020-05-28",5688,163,85,848,384,10
"Connecticut","2020-05-29",5691,153,81,849,386,9
"Connecticut","2020-05-30",5693,143,77,849,387,8
"Connecticut","2020-05-31",5695,134,73,849,387,8
"Connecticut","2020-06-01",5697,125,70,850,388,7
"Connecticut","2020-06-02",5699,117,66,850,389,7
"Connecticut","2020-06-03",5700,109,63,850,390,6
"Connecticut","2020-06-04",5702,102,60,850,391,6
"Connecticut","2020-06-05",5703,96,57,850,391,6
"Connecticut","2020-06-06",5704,90,54,851,392,5
"Connecticut","2020-06-07",5705,84,52,851,393,5
"Connecticut","2020-06-08",5706,79,49,851,393,5
"Connecticut","2020-06-09",5706,74,47,851,394,4
"Connecticut","2020-06-10",5707,69,44,851,394,4
"Connecticut","2020-06-11",5708,65,42,851,395,4
"Connecticut","2020-06-12",5708,60,40,851,395,3
"Connecticut","2020-06-13",5709,57,38,851,396,3
"Connecticut","2020-06-14",5709,53,36,851,396,3
"Connecticut","2020-06-15",5710,50,34,851,396,3
"Florida","2020-03-27",2292,1519,275,335,31,63
"Florida","2020-03-28",2724,1781,325,400,37,74
"Florida","2020-03-29",3212,2070,381,474,44,87
"Florida","2020-03-30",3758,2385,442,555,52,101
"Florida","2020-03-31",4361,2724,509,646,61,115
"Florida","2020-04-01",5021,3085,581,745,72,131
"Florida","2020-04-02",5738,3464,657,852,84,148
"Florida","2020-04-03",6509,3858,738,968,98,165
"Florida","2020-04-04",7331,4263,823,1091,113,183
"Florida","2020-04-05",8202,4675,910,1222,129,202
"Florida","2020-04-06",9118,5089,1000,1359,147,221
"Florida","2020-04-07",10074,5501,1091,1503,167,240
"Florida","2020-04-08",11065,5909,1183,1652,188,259
"Florida","2020-04-09",12088,6306,1275,1805,211,278
"Florida","2020-04-10",13136,6690,1366,1962,235,296
"Florida","2020-04-11",14205,7058,1456,2123,260,314
"Florida","2020-04-12",15291,7406,1544,2285,287,331
"Florida","2020-04-13",16387,7732,1629,2450,315,347
"Florida","2020-04-14",17489,8033,1711,2615,344,363
"Florida","2020-04-15",18593,8308,1790,2781,374,377
"Florida","2020-04-16",19695,8555,1864,2946,406,390
"Florida","2020-04-17",20789,8773,1933,3110,438,402
"Florida","2020-04-18",21873,8961,1998,3273,470,413
"Florida","2020-04-19",22943,9119,2057,3433,504,423
"Florida","2020-04-20",23995,9247,2111,3591,538,431
"Florida","2020-04-21",25027,9345,2159,3746,572,438
"Florida","2020-04-22",26037,9414,2202,3897,607,444
"Florida","2020-04-23",27022,9454,2238,4045,642,448
"Florida","2020-04-24",27980,9467,2270,4189,677,451
"Florida","2020-04-25",28909,9453,2295,4328,712,453
"Florida","2020-04-26",29809,9414,2315,4463,747,454
"Florida","2020-04-27",30678,9352,2329,4594,782,453
"Florida","2020-04-28",31516,9267,2339,4719,816,452
"Florida","2020-04-29",32322,9162,2343,4840,850,449
"Florida","2020-04-30",33095,9037,2342,4956,884,445
"Florida","2020-05-01",33836,8895,2336,5067,917,441
"Florida","2020-05-02",34544,8738,2326,5173,950,435
"Florida","2020-05-03",35221,8567,2312,5275,982,429
"Florida","2020-05-04",35865,8383,2293,5371,1013,422
"Florida","2020-05-05",36478,8188,2271,5463,1044,415
"Florida","2020-05-06",37060,7985,2246,5551,1074,406
"Florida","2020-05-07",37612,7773,2217,5634,1103,398
"Florida","2020-05-08",38135,7555,2186,5712,1131,389
"Florida","2020-05-09",38630,7332,2152,5786,1159,379
"Florida","2020-05-10",39096,7105,2115,5856,1185,369
"Florida","2020-05-11",39537,6875,2077,5922,1211,359
"Florida","2020-05-12",39952,6644,2036,5984,1236,349
"Florida","2020-05-13",40342,6412,1994,6043,1260,339
"Florida","2020-05-14",40708,6181,1951,6098,1284,328
"Florida","2020-05-15",41052,5951,1906,6150,1306,317
"Florida","2020-05-16",41375,5722,1861,6198,1328,307
"Florida","2020-05-17",41677,5497,1814,6243,1348,296
"Florida","2020-05-18",41959,5275,1767,6286,1368,285
"Florida","2020-05-19",42223,5056,1720,6325,1387,275
"Florida","2020-05-20",42470,4842,1672,6362,1406,264
"Florida","2020-05-21",42699,4633,1624,6397,1423,254
"Florida","2020-05-22",42914,4429,1577,6429,1440,244
"Florida","2020-05-23",43113,4230,1529,6459,1456,234
"Florida","2020-05-24",43298,4037,1482,6486,1471,224
"Florida","2020-05-25",43470,3849,1435,6512,1486,215
"Florida","2020-05-26",43630,3668,1388,6536,1500,205
"Florida","2020-05-27",43779,3492,1342,6559,1513,196
"Florida","2020-05-28",43916,3323,1297,6579,1526,187
"Florida","2020-05-29",44044,3159,1253,6598,1538,179
"Florida","2020-05-30",44161,3002,1209,6616,1549,170
