Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
None,None,None,2020-07-28,4306155,868999,168144,645845,149100,30917
None,None,None,2020-07-29,4366818,873940,169476,654943,150094,31081
None,None,None,2020-07-30,4427313,878424,170736,664016,151081,31220
None,None,None,2020-07-31,4487665,882511,171907,673072,152071,31345
None,None,None,2020-08-01,4547870,886227,173014,682101,153055,31467
None,None,None,2020-08-02,4607940,889598,174046,691113,154041,31573
None,None,None,2020-08-03,4667826,892595,175011,700094,155035,31658
None,None,None,2020-08-04,4727525,895250,175904,709052,156018,31737
None,None,None,2020-08-05,4787060,897595,176732,717978,157000,31802
None,None,None,2020-08-06,4846461,899669,177510,726893,157985,31857
None,None,None,2020-08-07,4905711,901492,178224,735778,158965,31912
None,None,None,2020-08-08,4964791,903055,178885,744642,159949,31947
None,None,None,2020-08-09,5023704,904365,179492,753472,160928,31983
None,None,None,2020-08-10,5082441,905441,180047,762285,161907,32000
None,None,None,2020-08-11,5141016,906304,180557,771073,162884,32019
None,None,None,2020-08-12,5199451,906997,181022,779840,163863,32026
None,None,None,2020-08-13,5257744,907527,181445,788581,164837,32032
None,None,None,2020-08-14,5315862,907864,181826,797295,165814,32029
None,None,None,2020-08-15,5373764,907986,182156,805981,166790,32024
None,None,None,2020-08-16,5431474,907920,182445,814644,167757,32004
None,None,None,2020-08-17,5488992,907680,182691,823273,168727,31988
None,None,None,2020-08-18,5546337,907299,182904,831872,169696,31961
None,None,None,2020-08-19,5603509,906790,183078,840450,170667,31929
None,None,None,2020-08-20,5660517,906166,183222,848997,171635,31897
None,None,None,2020-08-21,5717320,905400,183340,857520,172593,31853
None,None,None,2020-08-22,5773887,904456,183410,866002,173558,31814
None,None,None,2020-08-23,5830250,903379,183446,874461,174522,31761
None,None,None,2020-08-24,5886380,902150,183454,882876,175481,31709
None,None,None,2020-08-25,5942309,900807,183424,891272,176440,31651
None,None,None,2020-08-26,5998016,899352,183364,899621,177397,31586
None,None,None,2020-08-27,6053497,897780,183276,907946,178352,31523
None,None,None,2020-08-28,6108738,896071,183157,916235,179308,31450
None,None,None,2020-08-29,6163734,894238,183008,924481,180256,31382
None,None,None,2020-08-30,6218479,892289,182833,932693,181205,31301
None,None,None,2020-08-31,6272944,890187,182619,940865,182151,31215
None,None,None,2020-09-01,6327148,887968,182373,948995,183096,31128
None,None,None,2020-09-02,6381103,885650,182111,957086,184044,31039
None,None,None,2020-09-03,6434817,883251,181822,965143,184979,30943
None,None,None,2020-09-04,6488255,880737,181504,973157,185918,30848
None,None,None,2020-09-05,6541427,878131,181161,981133,186847,30750
None,None,None,2020-09-06,6594277,875385,180789,989066,187782,30640
None,None,None,2020-09-07,6646824,872507,180389,996948,188715,30537
None,None,None,2020-09-08,6699067,869517,179959,1004785,189641,30422
None,None,None,2020-09-09,6751031,866443,179512,1012578,190566,30308
None,None,None,2020-09-10,6802698,863275,179040,1020331,191486,30189
None,None,None,2020-09-11,6854052,860013,178538,1028035,192402,30066
None,None,None,2020-09-12,6905095,856654,178018,1035688,193313,29940
None,None,None,2020-09-13,6955798,853176,177471,1043292,194226,29807
None,None,None,2020-09-14,7006186,849611,176906,1050848,195137,29676
None,None,None,2020-09-15,7056237,845937,176314,1058362,196035,29540
None,None,None,2020-09-16,7105960,842183,175701,1065813,196940,29403
None,None,None,2020-09-17,7155333,838325,175062,1073223,197835,29265
None,None,None,2020-09-18,7204338,834347,174393,1080573,198728,29117
None,None,None,2020-09-19,7252985,830272,173712,1087867,199617,28964
None,None,None,2020-09-20,7301280,826105,173004,1095115,200502,28813
None,None,None,2020-09-21,7349252,821891,172281,1102306,201381,28658
None,None,None,2020-09-22,7396896,817621,171544,1109453,202265,28502
None,None,None,2020-09-23,7444166,813275,170786,1116546,203132,28346
None,None,None,2020-09-24,7491061,808824,170007,1123581,203998,28183
None,None,None,2020-09-25,7537531,804236,169196,1130552,204862,28014
None,None,None,2020-09-26,7583596,799538,168364,1137463,205724,27850
None,None,None,2020-09-27,7629267,794739,167515,1144309,206580,27667
None,None,None,2020-09-28,7674576,789895,166645,1151107,207427,27494
None,None,None,2020-09-29,7719540,785018,165769,1157856,208270,27320
None,None,None,2020-09-30,7764149,780107,164875,1164545,209113,27141
None,None,None,2020-10-01,7808371,775131,163969,1171175,209944,26961
None,None,None,2020-10-02,7852154,770037,163038,1177747,210775,26779
None,None,None,2020-10-03,7895525,764862,162088,1184248,211601,26590
None,None,None,2020-10-04,7938462,759564,161118,1190689,212422,26402
None,None,None,2020-10-05,7980991,754213,160132,1197068,213234,26207
None,None,None,2020-10-06,8023143,748827,159132,1203395,214044,26019
None,None,None,2020-10-07,8064920,743417,158123,1209657,214849,25822
None,None,None,2020-10-08,8106299,737945,157100,1215865,215648,25627
None,None,None,2020-10-09,8147262,732425,156062,1222008,216439,25425
None,None,None,2020-10-10,8187811,726841,155011,1228088,217227,25229
None,None,None,2020-10-11,8227925,721176,153944,1234108,218010,25026
None,None,None,2020-10-12,8267639,715485,152866,1240069,218786,24819
None,None,None,2020-10-13,8306946,709742,151774,1245962,219552,24617
None,None,None,2020-10-14,8345830,703953,150674,1251795,220320,24408
None,None,None,2020-10-15,8384278,698086,149557,1257562,221076,24198
North America,None,None,2020-07-28,4306155,868999,168144,645845,149100,30917
North America,None,None,2020-07-29,4366818,873940,169476,654943,150094,31081
North America,None,None,2020-07-30,4427313,878424,170736,664016,151081,31220
North America,None,None,2020-07-31,4487665,882511,171907,673072,152071,31345
North America,None,None,2020-08-01,4547870,886227,173014,682101,153055,31467
North America,None,None,2020-08-02,4607940,889598,174046,691113,154041,31573
North America,None,None,2020-08-03,4667826,892595,175011,700094,155035,31658
North America,None,None,2020-08-04,4727525,895250,175904,709052,156018,31737
North America,None,None,2020-08-05,4787060,897595,176732,717978,157000,31802
North America,None,None,2020-08-06,4846461,899669,177510,726893,157985,31857
North America,None,None,2020-08-07,4905711,901492,178224,735778,158965,31912
North America,None,None,2020-08-08,4964791,903055,178885,744642,159949,31947
North America,None,None,2020-08-09,5023704,904365,179492,753472,160928,31983
North America,None,None,2020-08-10,5082441,905441,180047,762285,161907,32000
North America,None,None,2020-08-11,5141016,906304,180557,771073,162884,32019
North America,None,None,2020-08-12,5199451,906997,181022,779840,163863,32026
North America,None,None,2020-08-13,5257744,907527,181445,788581,164837,32032
North America,None,None,2020-08-14,5315862,907864,181826,797295,165814,32029
North America,None,None,2020-08-15,5373764,907986,182156,805981,166790,32024
North America,None,None,2020-08-16,5431474,907920,182445,814644,167757,32004
North America,None,None,2020-08-17,5488992,907680,182691,823273,168727,31988
North America,None,None,2020-08-18,5546337,907299,182904,831872,169696,31961
North America,None,None,2020-08-19,5603509,906790,183078,840450,170667,31929
North America,None,None,2020-08-20,5660517,906166,183222,848997,171635,31897
North America,None,None,2020-08-21,5717320,905400,183340,857520,172593,31853
North America,None,None,2020-08-22,5773887,904456,183410,866002,173558,31814
North America,None,None,2020-08-23,5830250,903379,183446,874461,174522,31761
North America,None,None,2020-08-24,5886380,902150,183454,882876,175481,31709
North America,None,None,2020-08-25,5942309,900807,183424,891272,176440,31651
North America,None,None,2020-08-26,5998016,899352,183364,899621,177397,31586
North America,None,None,2020-08-27,6053497,897780,183276,907946,178352,31523
North America,None,None,2020-08-28,6108738,896071,183157,916235,179308,31450
North America,None,None,2020-08-29,6163734,894238,183008,924481,180256,31382
North America,None,None,2020-08-30,6218479,892289,182833,932693,181205,31301
North America,None,None,2020-08-31,6272944,890187,182619,940865,182151,31215
North America,None,None,2020-09-01,6327148,887968,182373,948995,183096,31128
North America,None,None,2020-09-02,6381103,885650,182111,957086,184044,31039
North America,None,None,2020-09-03,6434817,883251,181822,965143,184979,30943
North America,None,None,2020-09-04,6488255,880737,181504,973157,185918,30848
North America,None,None,2020-09-05,6541427,878131,181161,981133,186847,30750
North America,None,None,2020-09-06,6594277,875385,180789,989066,187782,30640
North America,None,None,2020-09-07,6646824,872507,180389,996948,188715,30537
North America,None,None,2020-09-08,6699067,869517,179959,1004785,189641,30422
North America,None,None,2020-09-09,6751031,866443,179512,1012578,190566,30308
North America,None,None,2020-09-10,6802698,863275,179040,1020331,191486,30189
North America,None,None,2020-09-11,6854052,860013,178538,1028035,192402,30066
North America,None,None,2020-09-12,6905095,856654,178018,1035688,193313,29940
North America,None,None,2020-09-13,6955798,853176,177471,1043292,194226,29807
North America,None,None,2020-09-14,7006186,849611,176906,1050848,195137,29676
North America,None,None,2020-09-15,7056237,845937,176314,1058362,196035,29540
