"Continent","Country","Province","Data Start Date","Infection Rate","Median Day of Action","Rate of Action","Mortality Rate","Internal Parameter 1","Internal Parameter 2"
"Asia","Afghanistan","None","2020-03-27",1.3403314520154241,-24.628782681268994,1.7967312250234806,0.0736311368002471,4.178065280636028,0.1019450893153939
"Europe","Albania","None","2020-03-23",1.1907272168063523,-24.062171075263024,1.815345395103309,0.11025000000000001,1.9460525324017308,0.665300602068673
"Africa","Algeria","None","2020-03-21",0.9597008180964999,-3.0546889977660197,1.8538382949938057,0.11024998025523701,5.127170662056315,4.165533207311145
"Europe","Andorra","None","2020-03-22",0.7871819243715151,-27.93927490466867,1.0346200862035708,0.10459776589096532,2.0540645863034657,0.867495465703136
"South America","Argentina","None","2020-03-20",1.0779372387153285,-27.300851899912224,1.916166149923149,0.08826191431195761,9.365661580705938,1.645779199755919
"Asia","Armenia","None","2020-03-19",1.2158891675612253,-22.202798753473488,1.4990223121873587,0.029945502986200072,3.711028314452704,0.09403313802826933
"Oceania","Australia","New South Wales","2020-03-14",1.249999990584923,-15.862666587520577,1.9463623309304199,0.015208040192609563,9.999959962781128,1.4111324105207064
"Oceania","Australia","Queensland","2020-03-19",0.6768801980677632,-18.372738093233,3.3074265517214916,0.010232751226963729,4.128323318501995,0.7755352753499783
"Oceania","Australia","South Australia","2020-03-22",0.75,-26.518739245244745,1.833055541032776,0.011718724533634265,0.5634179225571645,1.7502806948860397
"Oceania","Australia","Victoria","2020-03-18",0.7945101225300313,-26.318862017722243,1.9537489491146898,0.022213061493438664,7.107724734249964,0.09863396555596887
"Oceania","Australia","Western Australia","2020-03-22",0.75,-24.15077194540952,1.873383269447385,0.019998279486002843,1.8293071687716789,0.7906249383854262
"Europe","Austria","None","2020-03-08",0.6987839747754585,9.534612646875322,3.3074999982983515,0.04723578089091388,11.024999503018378,2.3039969029484304
"Asia","Azerbaijan","None","2020-03-26",1.1638342787690117,-27.104600995692703,1.686824001970357,0.02461350559078969,6.973017000312893,0.10491389160085068
"Asia","Bahrain","None","2020-03-10",1.2095437338324972,-11.68743860511616,0.9362470391074943,0.013722302024553492,0.09568135705711595,0.5709892659057306
"Asia","Bangladesh","None","2020-04-06",0.9204062156827613,8.603424376517236,2.0629315100138923,0.05862686948836137,1.5715456251606004,5.134481673142583
"Europe","Belarus","None","2020-03-30",1.0268793617189558,9.953198934186087,2.5334299709546246,0.06100425721010543,3.8052897222095727,0.32041981207165005
"Europe","Belgium","None","2020-03-06",1.2053268789862928,11.024999682988106,2.315507735019752,0.11025000000000001,3.5999601698265606,0.09315447605994316
"South America","Bolivia","None","2020-03-31",0.7730776800403701,-18.293508628587226,2.4994998349225384,0.1090633947886181,3.1130138263367835,0.10065703311774575
"Europe","Bosnia and Herzegovina","None","2020-03-22",0.8839567095670676,-22.66242134841277,2.65684891682233,0.09999718272406723,5.484566311479566,0.1
"South America","Brazil","None","2020-03-13",1.2725626305067075,-3.7919728771101977,1.1185707513076297,0.11024996345286149,0.09029184999237883,5.883730467879571
"Europe","Bulgaria","None","2020-03-20",0.9710801534409241,-23.90626422407787,2.201507797338751,0.08616652156989449,3.373405971847345,0.10547847678364732
"Africa","Burkina Faso","None","2020-03-24",1.2499981564327427,-20.9081476092935,2.5400058382077493,0.09999999017734372,2.985617882719683,0.1
"Asia","Cambodia","None","2020-03-29",0.7509122526985503,-32.93101262208335,2.40832355393251,0.011086180281016902,0.14765579836709142,0.10227209240647653
"Africa","Cameroon","None","2020-03-29",0.9132203481571652,-26.835047095783686,2.670861031794761,0.02427555621255846,6.744713578810313,0.7008863107395773
"North America","Canada","Alberta","2020-03-19",1.2734269503038873,-5.047701964936233,2.3232549303407275,0.06087927725439223,2.668815634306727,0.7391063677036365
"North America","Canada","British Columbia","2020-03-16",0.75,-10.685019572008096,2.1221053028045986,0.0766154265622727,8.787757091313535,0.7810399256847649
"North America","Canada","Manitoba","2020-03-31",0.7037891561533738,-25.973422798552935,1.8540470966497573,0.03460293810043442,0.09025,1.0639418332676709
"North America","Canada","New Brunswick","2020-04-06",0.7500184515685085,-29.999983749647562,2.3571744591463926,0.011318261258607827,0.10284302313965658,0.1
"North America","Canada","Newfoundland and Labrador","2020-03-27",0.75,-29.999999743079165,2.455341908030977,0.025391280827620138,0.6521291483589916,0.6093318676448168
"North America","Canada","Nova Scotia","2020-03-28",0.7592605450463061,-4.3909168786301125,1.,0.015008344956594267,1.3403588117561942,0.26236308314653173
