Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
Europe,Germany,None,2020-03-01,130,130,20,20,0,5
Europe,Germany,None,2020-03-02,137,128,20,21,1,5
Europe,Germany,None,2020-03-03,156,139,21,23,2,5
Europe,Germany,None,2020-03-04,191,164,26,29,3,6
Europe,Germany,None,2020-03-05,253,214,34,38,4,8
Europe,Germany,None,2020-03-06,357,301,47,54,5,11
Europe,Germany,None,2020-03-07,527,448,70,79,7,17
Europe,Germany,None,2020-03-08,800,684,107,120,11,25
Europe,Germany,None,2020-03-09,1215,1043,163,182,15,39
Europe,Germany,None,2020-03-10,1820,1564,244,273,22,58
Europe,Germany,None,2020-03-11,2662,2282,356,399,32,85
Europe,Germany,None,2020-03-12,3776,3217,503,566,46,120
Europe,Germany,None,2020-03-13,5197,4391,688,780,65,163
Europe,Germany,None,2020-03-14,6939,5801,912,1041,89,216
Europe,Germany,None,2020-03-15,9015,7446,1174,1352,121,277
Europe,Germany,None,2020-03-16,11428,9313,1473,1714,159,346
Europe,Germany,None,2020-03-17,14166,11376,1807,2125,206,422
Europe,Germany,None,2020-03-18,17219,13614,2171,2583,262,505
Europe,Germany,None,2020-03-19,20572,16001,2562,3086,327,593
Europe,Germany,None,2020-03-20,24197,18501,2975,3630,401,685
Europe,Germany,None,2020-03-21,28068,21079,3405,4210,484,780
Europe,Germany,None,2020-03-22,32159,23708,3848,4824,576,876
Europe,Germany,None,2020-03-23,36444,26360,4299,5467,678,973
Europe,Germany,None,2020-03-24,40889,28999,4752,6133,788,1070
Europe,Germany,None,2020-03-25,45465,31599,5204,6820,907,1164
Europe,Germany,None,2020-03-26,50144,34134,5651,7522,1034,1257
Europe,Germany,None,2020-03-27,54896,36580,6087,8234,1169,1345
Europe,Germany,None,2020-03-28,59693,38916,6510,8954,1310,1430
Europe,Germany,None,2020-03-29,64506,41119,6917,9676,1458,1509
Europe,Germany,None,2020-03-30,69320,43184,7304,10398,1611,1583
Europe,Germany,None,2020-03-31,74115,45104,7671,11117,1769,1651
Europe,Germany,None,2020-04-01,78871,46866,8016,11831,1931,1714
Europe,Germany,None,2020-04-02,83563,48457,8336,12534,2097,1770
Europe,Germany,None,2020-04-03,88166,49859,8628,13225,2266,1819
Europe,Germany,None,2020-04-04,92673,51080,8893,13901,2438,1861
Europe,Germany,None,2020-04-05,97082,52132,9131,14562,2611,1897
Europe,Germany,None,2020-04-06,101387,53018,9344,15208,2785,1927
Europe,Germany,None,2020-04-07,105575,53738,9530,15836,2960,1950
Europe,Germany,None,2020-04-08,109631,54286,9688,16445,3134,1968
Europe,Germany,None,2020-04-09,113538,54654,9816,17031,3309,1978
Europe,Germany,None,2020-04-10,117306,54864,9919,17596,3482,1983
Europe,Germany,None,2020-04-11,120941,54935,9997,18141,3654,1983
Europe,Germany,None,2020-04-12,124446,54878,10054,18667,3824,1978
Europe,Germany,None,2020-04-13,127818,54698,10088,19173,3992,1968
Europe,Germany,None,2020-04-14,131046,54393,10100,19657,4157,1954
Europe,Germany,None,2020-04-15,134119,53956,10088,20118,4320,1935
Europe,Germany,None,2020-04-16,137046,53405,10056,20557,4480,1912
