"State","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"Alabama","2020-04-07",2006,973,204,301,47,44
"Alabama","2020-04-08",2128,995,212,319,52,45
"Alabama","2020-04-09",2247,1012,218,337,57,46
"Alabama","2020-04-10",2363,1024,225,354,62,47
"Alabama","2020-04-11",2476,1033,230,371,66,48
"Alabama","2020-04-12",2584,1037,234,388,71,48
"Alabama","2020-04-13",2689,1037,238,403,76,49
"Alabama","2020-04-14",2790,1034,241,419,81,49
"Alabama","2020-04-15",2887,1027,243,433,86,49
"Alabama","2020-04-16",2980,1017,245,447,91,49
"Alabama","2020-04-17",3068,1005,245,460,96,48
"Alabama","2020-04-18",3152,990,246,473,100,48
"Alabama","2020-04-19",3232,972,245,485,105,47
"Alabama","2020-04-20",3308,952,244,496,109,47
"Alabama","2020-04-21",3379,931,242,507,114,46
"Alabama","2020-04-22",3447,908,240,517,118,45
"Alabama","2020-04-23",3511,884,238,527,123,44
"Alabama","2020-04-24",3571,859,235,536,127,43
"Alabama","2020-04-25",3628,833,231,544,131,42
"Alabama","2020-04-26",3681,806,227,552,134,41
"Alabama","2020-04-27",3731,778,223,560,138,40
"Alabama","2020-04-28",3777,751,219,567,142,39
"Alabama","2020-04-29",3820,723,215,573,145,38
"Alabama","2020-04-30",3861,695,210,579,149,36
"Alabama","2020-05-01",3899,668,205,585,152,35
"Alabama","2020-05-02",3934,641,200,590,155,34
"Alabama","2020-05-03",3966,613,195,595,158,33
"Alabama","2020-05-04",3997,587,190,600,161,31
"Alabama","2020-05-05",4025,561,184,604,164,30
"Alabama","2020-05-06",4051,535,179,608,166,29
"Alabama","2020-05-07",4075,510,174,611,169,28
"Alabama","2020-05-08",4097,486,168,615,171,27
"Alabama","2020-05-09",4118,463,163,618,173,25
"Alabama","2020-05-10",4137,440,158,621,175,24
"Alabama","2020-05-11",4154,418,152,623,177,23
"Alabama","2020-05-12",4170,396,147,626,179,22
"Alabama","2020-05-13",4185,376,142,628,181,21
"Alabama","2020-05-14",4199,356,137,630,183,20
"Alabama","2020-05-15",4211,338,132,632,184,19
"Alabama","2020-05-16",4223,319,127,633,186,18
"Alabama","2020-05-17",4234,302,122,635,187,17
"Alabama","2020-05-18",4243,286,118,636,189,16
"Alabama","2020-05-19",4252,270,113,638,190,16
"Alabama","2020-05-20",4260,255,109,639,191,15
"Alabama","2020-05-21",4268,241,104,640,193,14
"Alabama","2020-05-22",4274,227,100,641,194,13
"Alabama","2020-05-23",4281,214,96,642,195,12
"Alabama","2020-05-24",4286,202,92,643,196,12
"Alabama","2020-05-25",4291,190,88,644,197,11
"Alabama","2020-05-26",4296,179,85,644,198,10
"Alabama","2020-05-27",4300,169,81,645,198,10
"Alabama","2020-05-28",4304,159,78,646,199,9
"Alabama","2020-05-29",4308,149,74,646,200,9
"Alabama","2020-05-30",4311,141,71,647,201,8
"Alabama","2020-05-31",4314,132,68,647,201,8
"Alabama","2020-06-01",4317,124,65,648,202,7
"Alabama","2020-06-02",4319,117,62,648,202,7
"Alabama","2020-06-03",4321,110,59,648,203,6
"Alabama","2020-06-04",4323,103,57,649,203,6
"Alabama","2020-06-05",4325,97,54,649,204,6
"Alabama","2020-06-06",4327,91,52,649,204,5
"Alabama","2020-06-07",4328,86,49,649,205,5
"Alabama","2020-06-08",4330,81,47,649,205,5
"Alabama","2020-06-09",4331,76,45,650,205,4
"Alabama","2020-06-10",4332,71,43,650,206,4
"Alabama","2020-06-11",4333,67,41,650,206,4
"Alabama","2020-06-12",4334,63,39,650,206,4
"Alabama","2020-06-13",4335,59,37,650,207,3
"Alabama","2020-06-14",4336,56,35,650,207,3
"Alaska","2020-04-07",203,98,20,29,5,4
"Alaska","2020-04-08",214,98,21,30,5,4
"Alaska","2020-04-09",223,98,21,32,6,4
"Alaska","2020-04-10",233,97,22,33,6,5
"Alaska","2020-04-11",242,96,22,35,6,5
"Alaska","2020-04-12",250,95,22,36,7,5
"Alaska","2020-04-13",258,94,22,37,7,4
"Alaska","2020-04-14",266,92,22,38,8,4
"Alaska","2020-04-15",273,90,22,39,8,4
"Alaska","2020-04-16",280,88,22,40,8,4
"Alaska","2020-04-17",286,86,22,41,9,4
"Alaska","2020-04-18",292,84,22,42,9,4
"Alaska","2020-04-19",298,81,21,43,9,4
"Alaska","2020-04-20",303,78,21,44,10,4
"Alaska","2020-04-21",308,76,21,45,10,4
"Alaska","2020-04-22",313,73,20,45,10,4
"Alaska","2020-04-23",317,70,20,46,11,4
"Alaska","2020-04-24",321,67,20,46,11,4
"Alaska","2020-04-25",324,65,19,47,11,3
"Alaska","2020-04-26",327,62,19,47,12,3
"Alaska","2020-04-27",331,59,18,48,12,3
"Alaska","2020-04-28",333,56,18,48,12,3
"Alaska","2020-04-29",336,54,17,49,12,3
