Continent,Country,Province,Day,Shift,Total Detected,Total Detected Deaths
Asia,Afghanistan,None,2020-04-21,210,1347.96434352025,30.250762901333427
Asia,Afghanistan,None,2020-04-22,210,1496.059274166003,33.32879393975693
Asia,Afghanistan,None,2020-04-23,210,1659.925861995709,36.744544887483634
Asia,Afghanistan,None,2020-04-24,210,1841.2739355542421,40.535512124918775
Asia,Afghanistan,None,2020-04-25,210,2042.6434830370963,44.73849989995105
Asia,Afghanistan,None,2020-04-26,210,2266.5765277718747,49.39629084546771
Asia,Afghanistan,None,2020-04-27,210,2515.4856083912528,54.55943005772423
Asia,Afghanistan,None,2020-04-28,210,2791.6537788329792,60.28622509634427
Asia,Afghanistan,None,2020-04-29,210,3097.2346405269327,66.64274626908855
Asia,Afghanistan,None,2020-04-30,210,3434.978130422426,73.70062040191297
Asia,Afghanistan,None,2020-05-01,210,3809.6819900126166,81.52782550470005
Asia,Afghanistan,None,2020-05-02,210,4226.287521965498,90.20208109388376
Asia,Afghanistan,None,2020-05-03,210,4689.469193113722,99.81602566449583
Asia,Afghanistan,None,2020-05-04,210,5203.634634454598,110.4772166901657
Asia,Afghanistan,None,2020-05-05,210,5772.924641150092,122.30813062312063
Asia,Afghanistan,None,2020-05-06,210,6401.774950369298,135.4450267088545
Asia,Afghanistan,None,2020-05-07,210,7098.532205327367,150.01885533273477
Asia,Afghanistan,None,2020-05-08,210,7872.918405858607,166.16951886716612
Asia,Afghanistan,None,2020-05-09,210,8734.069237139527,184.06555149886964
Asia,Afghanistan,None,2020-05-10,210,9690.52616265879,203.90444706578722
Asia,Afghanistan,None,2020-05-11,210,10750.236424217208,225.91265905708153
Asia,Afghanistan,None,2020-05-12,210,11921.024024610857,250.34371391952442
Asia,Afghanistan,None,2020-05-13,210,13217.493901615517,277.4459857001219
Asia,Afghanistan,None,2020-05-14,210,14656.700435924999,307.4855677687566
Asia,Afghanistan,None,2020-05-15,210,16254.813832978694,340.7774272318173
Asia,Afghanistan,None,2020-05-16,210,18027.62453243301,377.68487849771077
Asia,Afghanistan,None,2020-05-17,210,19990.543208161376,418.6195832768623
Europe,Albania,None,2020-03-23,210,104.0,4.0
Europe,Albania,None,2020-03-24,210,116.49512925181864,4.410133537693803
Europe,Albania,None,2020-03-25,210,131.73193277849373,4.837552719263874
Europe,Albania,None,2020-03-26,210,148.72796225193483,5.290726679379908
Europe,Albania,None,2020-03-27,210,166.92921247446873,5.772870192955852
Europe,Albania,None,2020-03-28,210,185.90203092810702,6.2860763220284195
Europe,Albania,None,2020-03-29,210,205.48767223872522,6.829173947906567
Europe,Albania,None,2020-03-30,210,225.54528658022778,7.4011527963636965
Europe,Albania,None,2020-03-31,210,245.96184044739567,8.000982474604921
Europe,Albania,None,2020-04-01,210,266.7307547332743,8.626545282282056
Europe,Albania,None,2020-04-02,210,287.8300141081192,9.27620109209198
Europe,Albania,None,2020-04-03,210,309.2114949903776,9.948894893423612
Europe,Albania,None,2020-04-04,210,330.86913829149125,10.643232617544095
Europe,Albania,None,2020-04-05,210,352.8221082964923,11.357734142794685
Europe,Albania,None,2020-04-06,210,375.07408209640886,12.091268512650963
Europe,Albania,None,2020-04-07,210,397.6158199942364,12.843001736627851
Europe,Albania,None,2020-04-08,210,420.42881979610814,13.6123400476156
Europe,Albania,None,2020-04-09,210,443.52276870236267,14.398450142149699
Europe,Albania,None,2020-04-10,210,466.91593284064425,15.20058216642793
Europe,Albania,None,2020-04-11,210,490.6185977760009,16.01815144943132
Europe,Albania,None,2020-04-12,210,514.6340826136822,16.850710647880366
Europe,Albania,None,2020-04-13,210,538.9587399991381,17.697949746235054
Europe,Albania,None,2020-04-14,210,563.5819561180201,18.559696056694843
Europe,Albania,None,2020-04-15,210,588.4807412574689,19.435990893524583
Europe,Albania,None,2020-04-16,210,613.6593622305975,20.326638426900548
Europe,Albania,None,2020-04-17,210,639.1656618078177,21.230948618383003
Europe,Albania,None,2020-04-18,210,665.0326640802671,22.148442759457936
Europe,Albania,None,2020-04-19,210,691.2766183687531,23.078878107555404
Europe,Albania,None,2020-04-20,210,717.8969992237533,24.02224788604955
Europe,Albania,None,2020-04-21,210,744.8765064254144,24.97878128425858
Europe,Albania,None,2020-04-22,210,772.1810649835539,25.948943457444802
Europe,Albania,None,2020-04-23,210,799.7598251376586,26.933435526814577
Europe,Albania,None,2020-04-24,210,827.585648689125,27.932687236864282
Europe,Albania,None,2020-04-25,210,855.7613880930871,28.945474647010112
Europe,Albania,None,2020-04-26,210,884.3434020969963,29.97115162020418
Europe,Albania,None,2020-04-27,210,913.3474472794232,31.00963416196685
Europe,Albania,None,2020-04-28,210,942.7517369286414,32.061363398709965
Europe,Albania,None,2020-04-29,210,972.4969410426265,33.12730557773679
Europe,Albania,None,2020-04-30,210,1002.5394237249775,34.208222585640385
Europe,Albania,None,2020-05-01,210,1032.9600800046755,35.30318210583003
Europe,Albania,None,2020-05-02,210,1063.7906934432406,36.4119340653323
Europe,Albania,None,2020-05-03,210,1095.0408867254537,37.534538652030854
Europe,Albania,None,2020-05-04,210,1126.7005989715485,38.67133233338595
Europe,Albania,None,2020-05-05,210,1158.740085737211,39.822927856434376
Europe,Albania,None,2020-05-06,210,1191.1322432503587,40.98990794513567
Europe,Albania,None,2020-05-07,210,1223.9187048975057,42.17192020981067
Europe,Albania,None,2020-05-08,210,1257.1373563070767,43.36866993245985
Europe,Albania,None,2020-05-09,210,1290.8081777675263,44.58011230765294
Europe,Albania,None,2020-05-10,210,1324.933530633012,45.80644849481397
Europe,Albania,None,2020-05-11,210,1359.4981573233945,47.04812561822129
Europe,Albania,None,2020-05-12,210,1394.4691813242375,48.30583676700755
Europe,Albania,None,2020-05-13,210,1429.816945486805,49.580235261426495
Europe,Albania,None,2020-05-14,210,1465.606985239809,50.87067344680828
Europe,Albania,None,2020-05-15,210,1501.8591173707582,52.1771346089109
Europe,Albania,None,2020-05-16,210,1538.5752714209389,53.499851268172414
Europe,Albania,None,2020-05-17,210,1575.7488193356821,54.83917725124531
Africa,Algeria,None,2020-03-21,210,139.0,15.0
Africa,Algeria,None,2020-03-22,210,215.66605862945968,16.608629111492323
Africa,Algeria,None,2020-03-23,210,280.61847164530155,19.21998582122181
Africa,Algeria,None,2020-03-24,210,340.0759255613826,22.535753162456665
Africa,Algeria,None,2020-03-25,210,397.9084533307164,26.38024543809011
Africa,Algeria,None,2020-03-26,210,456.239540745026,30.669565891921458
Africa,Algeria,None,2020-03-27,210,516.6116041913209,35.35189322470776
Africa,Algeria,None,2020-03-28,210,579.7886800973954,40.417653039800946
Africa,Algeria,None,2020-03-29,210,646.529337939606,45.859967149262424
Africa,Algeria,None,2020-03-30,210,717.3202115627572,51.688386796469686
Africa,Algeria,None,2020-03-31,210,792.4840593575218,57.923468770078706
Africa,Algeria,None,2020-04-01,210,872.4712398149178,64.58196360283459
Africa,Algeria,None,2020-04-02,210,957.7014283350235,71.68505564290814
Africa,Algeria,None,2020-04-03,210,1048.4595873786748,79.26374226235586
Africa,Algeria,None,2020-04-04,210,1145.1036848089616,87.34854014473943
Africa,Algeria,None,2020-04-05,210,1248.0683883621268,95.96941963212947
Africa,Algeria,None,2020-04-06,210,1357.84863401076,105.15679055887009
Africa,Algeria,None,2020-04-07,210,1474.859893887711,114.94889539060793
Africa,Algeria,None,2020-04-08,210,1599.512623721907,125.38779893727977
Africa,Algeria,None,2020-04-09,210,1732.2855414247465,136.51669846750335
Africa,Algeria,None,2020-04-10,210,1873.7251251510454,148.3800273601934
Africa,Algeria,None,2020-04-11,210,2024.4456132990385,161.02345510456172
Africa,Algeria,None,2020-04-12,210,2185.1317894644108,174.49376850104085
Africa,Algeria,None,2020-04-13,210,2356.657909653649,188.83451282899867
Africa,Algeria,None,2020-04-14,210,2539.5378479247606,204.11173310020376
Africa,Algeria,None,2020-04-15,210,2734.222850350398,220.40053765123608
Africa,Algeria,None,2020-04-16,210,2941.341667050014,237.7745350801481
Africa,Algeria,None,2020-04-17,210,3161.7005521898654,256.30583424646477
Africa,Algeria,None,2020-04-18,210,3396.2832639830112,276.0650442711834
Africa,Algeria,None,2020-04-19,210,3646.2510646893143,297.12127453677385
Africa,Algeria,None,2020-04-20,210,3912.9427206154382,319.5421346871785
Africa,Algeria,None,2020-04-21,210,4197.859254418308,343.3946711755144
Africa,Algeria,None,2020-04-22,210,4501.943997680527,368.7858498522636
Africa,Algeria,None,2020-04-23,210,4825.605988779037,395.85931293571576
Africa,Algeria,None,2020-04-24,210,5169.768514384093,424.7432398580153
Africa,Algeria,None,2020-04-25,210,5535.912775208739,455.54934413821104
Africa,Algeria,None,2020-04-26,210,5926.077886008819,488.37287338225667
Africa,Algeria,None,2020-04-27,210,6342.761566090919,523.2979201569672
Africa,Algeria,None,2020-04-28,210,6787.224512229078,560.4863796302882
Africa,Algeria,None,2020-04-29,210,7260.420532259198,600.1290032751833
Africa,Algeria,None,2020-04-30,210,7763.960597451098,642.3995757568215
Africa,Algeria,None,2020-05-01,210,8299.995428849552,687.4617385622287
Africa,Algeria,None,2020-05-02,210,8871.215497274288,735.4689900002879
Africa,Algeria,None,2020-05-03,210,9480.767722020964,786.5696397704238
Africa,Algeria,None,2020-05-04,210,10130.831971595695,840.9826605848037
Africa,Algeria,None,2020-05-05,210,10822.971189625781,898.9763857355711
Africa,Algeria,None,2020-05-06,210,11559.425875247676,960.809281170245
Africa,Algeria,None,2020-05-07,210,12343.148723256321,1026.729208906615
Africa,Algeria,None,2020-05-08,210,13177.804624105152,1096.9734270327426
Africa,Algeria,None,2020-05-09,210,14067.77066390609,1171.7685897069591
Africa,Algeria,None,2020-05-10,210,15018.14758455217,1251.333312869328
Africa,Algeria,None,2020-05-11,210,16031.871264764615,1336.0286971132944
Africa,Algeria,None,2020-05-12,210,17110.27744136259,1426.324898884794
Africa,Algeria,None,2020-05-13,210,18256.26116300286,1522.651404590345
Africa,Algeria,None,2020-05-14,210,19474.3565903048,1625.393460667251
Africa,Algeria,None,2020-05-15,210,20770.736995850384,1734.892073583601
Africa,Algeria,None,2020-05-16,210,22153.214764184195,1851.4440098382706
Africa,Algeria,None,2020-05-17,210,23630.501354343836,1975.3402617368977
Europe,Andorra,None,2020-03-22,210,113.0,1.0
Europe,Andorra,None,2020-03-23,210,130.2258890040688,1.6552125287930801
Europe,Andorra,None,2020-03-24,210,155.61570084425423,2.3777774964520413
Europe,Andorra,None,2020-03-25,210,185.864391498252,3.1968202741266745
Europe,Andorra,None,2020-03-26,210,218.75682149729164,4.126082016815397
Europe,Andorra,None,2020-03-27,210,252.99935189428467,5.166486135681219
Europe,Andorra,None,2020-03-28,210,287.7729325432214,6.31314233031933
Europe,Andorra,None,2020-03-29,210,322.4799598235824,7.559261297357527
Europe,Andorra,None,2020-03-30,210,356.89614178350377,8.893641600764619
Europe,Andorra,None,2020-03-31,210,390.79295280437907,10.306503572389602
Europe,Andorra,None,2020-04-01,210,423.98511394227535,11.788635141667296
Europe,Andorra,None,2020-04-02,210,456.4758381353425,13.329076146551724
Europe,Andorra,None,2020-04-03,210,488.2466245113353,14.918245325058047
Europe,Andorra,None,2020-04-04,210,519.2356517250132,16.548170454522754
Europe,Andorra,None,2020-04-05,210,549.4112493658788,18.211260604362575
Europe,Andorra,None,2020-04-06,210,578.8209070049011,19.899664205753346
Europe,Andorra,None,2020-04-07,210,607.4894800900258,21.606603646864013
Europe,Andorra,None,2020-04-08,210,635.4223822718582,23.326180192147675
Europe,Andorra,None,2020-04-09,210,662.6055854036618,25.053373982341597
Europe,Andorra,None,2020-04-10,210,689.0325847980665,26.783545052681635
Europe,Andorra,None,2020-04-11,210,714.7464237297012,28.512020720114375
Europe,Andorra,None,2020-04-12,210,739.7791748011706,30.234885386796897
Europe,Andorra,None,2020-04-13,210,764.1527803340377,31.948666964737086
Europe,Andorra,None,2020-04-14,210,787.8791332127123,33.650334764808534
Europe,Andorra,None,2020-04-15,210,810.9600768844507,35.33729949675052
Europe,Andorra,None,2020-04-16,210,833.387405359356,37.00741326916806
Europe,Andorra,None,2020-04-17,210,855.1495431990617,38.658838912827555
Europe,Andorra,None,2020-04-18,210,876.2883183353042,40.28947591255136
Europe,Andorra,None,2020-04-19,210,896.8571817572979,41.89737724692804
Europe,Andorra,None,2020-04-20,210,916.8933503270313,43.4809551329435
Europe,Andorra,None,2020-04-21,210,936.4178021158984,45.03898104232397
Europe,Andorra,None,2020-04-22,210,955.4352764046986,46.57058570153595
Europe,Andorra,None,2020-04-23,210,973.9342736836364,48.075259091786265
Europe,Andorra,None,2020-04-24,210,991.8870556523215,49.55285044902202
Europe,Andorra,None,2020-04-25,210,1009.2506374442448,51.00355545590701
Europe,Andorra,None,2020-04-26,210,1026.0664738335906,52.42659526802271
Europe,Andorra,None,2020-04-27,210,1042.4203691621535,53.82065605491413
Europe,Andorra,None,2020-04-28,210,1058.3481600068799,55.185183784916326
Europe,Andorra,None,2020-04-29,210,1073.8627594048507,56.52005444983548
Europe,Andorra,None,2020-04-30,210,1088.9541568532823,57.82557406494893
Europe,Andorra,None,2020-05-01,210,1103.589418309526,59.102478669005194
Europe,Andorra,None,2020-05-02,210,1117.755814934826,60.351240703955135
Europe,Andorra,None,2020-05-03,210,1131.5159371412587,61.57120097174468
Europe,Andorra,None,2020-05-04,210,1144.8948632507222,62.762354054840515
Europe,Andorra,None,2020-05-05,210,1157.9064187362903,63.924900982046665
Europe,Andorra,None,2020-05-06,210,1170.5540603940651,65.05923482784864
Europe,Andorra,None,2020-05-07,210,1182.8308763431771,66.1659407124134
Europe,Andorra,None,2020-05-08,210,1194.7254755035233,67.24569890927181
Europe,Andorra,None,2020-05-09,210,1206.2623762128753,68.29864483420043
Europe,Andorra,None,2020-05-10,210,1217.4686315717956,69.32491476127792
Europe,Andorra,None,2020-05-11,210,1228.3623606267674,70.32479424623956
Europe,Andorra,None,2020-05-12,210,1238.954118296805,71.29869350043434
Europe,Andorra,None,2020-05-13,210,1249.2468953734547,72.24714739082498
Europe,Andorra,None,2020-05-14,210,1259.2361185207938,73.17081543998789
Europe,Andorra,None,2020-05-15,210,1268.9098272176882,74.07047904847093
Europe,Andorra,None,2020-05-16,210,1278.2863351332892,74.94645060285238
Europe,Andorra,None,2020-05-17,210,1287.3911311126008,75.79893450926616
South America,Argentina,None,2020-03-20,210,128.0,3.0
South America,Argentina,None,2020-03-21,210,219.64383522875448,3.783142698349258
South America,Argentina,None,2020-03-22,210,297.30318712481187,4.932385062814746
South America,Argentina,None,2020-03-23,210,367.39516123100776,6.375040013918993
South America,Argentina,None,2020-03-24,210,434.12583996949695,8.063696021440922
South America,Argentina,None,2020-03-25,210,499.66596401458804,9.974239452805293
South America,Argentina,None,2020-03-26,210,565.5771462667904,12.089868986650679
South America,Argentina,None,2020-03-27,210,632.7552796164532,14.401721240543296
South America,Argentina,None,2020-03-28,210,701.6345137188248,16.90657713583843
South America,Argentina,None,2020-03-29,210,772.7647890118787,19.600379944226564
South America,Argentina,None,2020-03-30,210,846.37366413122,22.48314224821617
South America,Argentina,None,2020-03-31,210,922.5586340468165,25.556787272564275
South America,Argentina,None,2020-04-01,210,1001.5313831061533,28.82239793498006
South America,Argentina,None,2020-04-02,210,1083.5486937703306,32.28098887331566
South America,Argentina,None,2020-04-03,210,1168.670258971841,35.93622849503828
South America,Argentina,None,2020-04-04,210,1256.9728327619882,39.792037208225956
South America,Argentina,None,2020-04-05,210,1348.5863760125585,43.85216952672537
South America,Argentina,None,2020-04-06,210,1443.6914903501931,48.12024252871388
South America,Argentina,None,2020-04-07,210,1542.5041233763498,52.59990963543383
South America,Argentina,None,2020-04-08,210,1645.1322796229238,57.296484238304885
South America,Argentina,None,2020-04-09,210,1751.6405034082486,62.216219073546995
South America,Argentina,None,2020-04-10,210,1862.1365198440076,67.36533623397818
South America,Argentina,None,2020-04-11,210,1976.7718962893578,72.7500201441969
South America,Argentina,None,2020-04-12,210,2095.74204235093,78.37641756058197
South America,Argentina,None,2020-04-13,210,2219.2862098828296,84.25063757129269
South America,Argentina,None,2020-04-14,210,2347.6935609690286,90.37868967480172
South America,Argentina,None,2020-04-15,210,2481.22186711431,96.76747449364362
South America,Argentina,None,2020-04-16,210,2619.8255646395064,103.42774787358923
South America,Argentina,None,2020-04-17,210,2763.5121696068018,110.37018221528288
South America,Argentina,None,2020-04-18,210,2912.410141389337,117.60463264249435
South America,Argentina,None,2020-04-19,210,3066.7688826712124,125.14013700211882
South America,Argentina,None,2020-04-20,210,3226.958739447489,132.98491586417686
South America,Argentina,None,2020-04-21,210,3393.471001024184,141.14637252181444
South America,Argentina,None,2020-04-22,210,3566.8733137192785,149.63160740226874
South America,Argentina,None,2020-04-23,210,3747.164584180746,158.45474244585907
South America,Argentina,None,2020-04-24,210,3934.095918742995,167.6332290741948
South America,Argentina,None,2020-04-25,210,4127.695163463567,177.1820647961568
South America,Argentina,None,2020-04-26,210,4328.266083391736,187.11382339948852
South America,Argentina,None,2020-04-27,210,4536.38836256851,197.43865495079604
South America,Argentina,None,2020-04-28,210,4752.9176040266275,208.16428579554793
South America,Argentina,None,2020-04-29,210,4978.416435322158,219.30244504633325
South America,Argentina,None,2020-04-30,210,5212.481699002551,230.8763838180941
South America,Argentina,None,2020-05-01,210,5455.016404415019,242.9066636972045
South America,Argentina,None,2020-05-02,210,5706.246332518216,255.41105609157782
South America,Argentina,None,2020-05-03,210,5966.719808365062,268.404544827306
South America,Argentina,None,2020-05-04,210,6237.30770110274,281.8993261486594
South America,Argentina,None,2020-05-05,210,6519.10043909547,295.9059813456075
South America,Argentina,None,2020-05-06,210,6812.119332211896,310.4479914259507
South America,Argentina,None,2020-05-07,210,7115.955285010418,325.55448816826004
South America,Argentina,None,2020-05-08,210,7430.632484647824,341.2507612749519
South America,Argentina,None,2020-05-09,210,7756.595743949459,357.55842659285247
South America,Argentina,None,2020-05-10,210,8094.710501409228,374.49542611319777
South America,Argentina,None,2020-05-11,210,8446.262821189592,392.07602797163355
South America,Argentina,None,2020-05-12,210,8812.397160710896,410.31716450201804
South America,Argentina,None,2020-05-13,210,9192.472903303056,429.25691470424624
South America,Argentina,None,2020-05-14,210,9586.478742269746,448.9274424958987
South America,Argentina,None,2020-05-15,210,9994.86910551819,469.3569803348338
South America,Argentina,None,2020-05-16,210,10418.509397314825,490.57044942474636
South America,Argentina,None,2020-05-17,210,10858.675998285305,512.5894597151678
Asia,Armenia,None,2020-03-19,210,115.0,0.0
Asia,Armenia,None,2020-03-20,210,124.85619537949653,0.28717529707973094
Asia,Armenia,None,2020-03-21,210,138.1055346282003,0.5643341900701124
Asia,Armenia,None,2020-03-22,210,153.87579748128354,0.8393348789818935
Asia,Armenia,None,2020-03-23,210,171.57558725131625,1.11820959523664
Asia,Armenia,None,2020-03-24,210,190.99750421359428,1.4045263717904268
Asia,Armenia,None,2020-03-25,210,212.02550658501062,1.7012710773288837
Asia,Armenia,None,2020-03-26,210,234.60795911540754,2.011036628008577
Asia,Armenia,None,2020-03-27,210,258.82115734597994,2.3356283786921197
Asia,Armenia,None,2020-03-28,210,284.7152301247512,2.677076999465918
Asia,Armenia,None,2020-03-29,210,312.3403467461297,3.0374845561906834
Asia,Armenia,None,2020-03-30,210,341.83063739753067,3.4184859071638107
Asia,Armenia,None,2020-03-31,210,373.3150181528113,3.8218498362747435
Asia,Armenia,None,2020-04-01,210,406.90998721062965,4.249552164170609
Asia,Armenia,None,2020-04-02,210,442.7246489538272,4.703750220460892
Asia,Armenia,None,2020-04-03,210,480.9138928548681,5.1864505196222375
Asia,Armenia,None,2020-04-04,210,521.6561313051945,5.699623461795988
Asia,Armenia,None,2020-04-05,210,565.1287376530995,6.245448492004914
Asia,Armenia,None,2020-04-06,210,611.5091720183588,6.826316473925321
Asia,Armenia,None,2020-04-07,210,660.9749812922313,7.444829689887049
Asia,Armenia,None,2020-04-08,210,713.7019013265603,8.103817400151856
Asia,Armenia,None,2020-04-09,210,769.8483921072119,8.80650698119854
Asia,Armenia,None,2020-04-10,210,829.7063806874345,9.555407980306462
Asia,Armenia,None,2020-04-11,210,893.5976647000248,10.353121039275242
Asia,Armenia,None,2020-04-12,210,961.8269879141089,11.202709136567698
Asia,Armenia,None,2020-04-13,210,1034.6820402351411,12.107697587309842
Asia,Armenia,None,2020-04-14,210,1112.4334577049053,13.072074043290893
Asia,Armenia,None,2020-04-15,210,1195.3348225015134,14.100288492963266
Asia,Armenia,None,2020-04-16,210,1283.6226629394064,15.197253261442574
Asia,Armenia,None,2020-04-17,210,1377.5265417312273,16.36829198194707
Asia,Armenia,None,2020-04-18,210,1477.5156833355977,17.617696705238576
Asia,Armenia,None,2020-04-19,210,1584.2484744459248,18.948974197948697
Asia,Armenia,None,2020-04-20,210,1698.2758211947903,20.366841630075754
Asia,Armenia,None,2020-04-21,210,1820.0287892264748,21.87733486689997
Asia,Armenia,None,2020-04-22,210,1949.8186036969569,23.487808468983488
Asia,Armenia,None,2020-04-23,210,2087.850553540942,25.206853047525037
Asia,Armenia,None,2020-04-24,210,2234.7377726444192,27.041138643304667
Asia,Armenia,None,2020-04-25,210,2391.410571675687,28.995910339120247
Asia,Armenia,None,2020-04-26,210,2558.648601991396,31.07811660632681
Asia,Armenia,None,2020-04-27,210,2737.109771130003,33.29628484537376
Asia,Armenia,None,2020-04-28,210,2927.3302428117713,35.6605213858049
Asia,Armenia,None,2020-04-29,210,3129.725762701745,38.18250494585785
Asia,Armenia,None,2020-04-30,210,3344.9639607805993,40.87327541877324
Asia,Armenia,None,2020-05-01,210,3574.3324797797873,43.74074489824249
Asia,Armenia,None,2020-05-02,210,3819.0340822197986,46.79437459737542
Asia,Armenia,None,2020-05-03,210,4080.107762739772,50.04582981091623
Asia,Armenia,None,2020-05-04,210,4358.428748097498,53.50897991524344
Asia,Armenia,None,2020-05-05,210,4654.7084971694185,57.19989836836992
Asia,Armenia,None,2020-05-06,210,4969.499108823288,61.13686514958642
Asia,Armenia,None,2020-05-07,210,5303.92909244158,65.33594143840331
Asia,Armenia,None,2020-05-08,210,5660.232305576074,69.80722836202168
Asia,Armenia,None,2020-05-09,210,6040.389791702696,74.56398401677818
Asia,Armenia,None,2020-05-10,210,6445.978651054359,79.62371202331059
Asia,Armenia,None,2020-05-11,210,6878.172040620967,85.00816152655771
Asia,Armenia,None,2020-05-12,210,7337.7391741494175,90.74332719575948
Asia,Armenia,None,2020-05-13,210,7825.109078144772,96.85904651570712
Asia,Armenia,None,2020-05-14,210,8342.964604461193,103.37261847648084
Asia,Armenia,None,2020-05-15,210,8894.20849754362,110.3018402166356
Asia,Armenia,None,2020-05-16,210,9480.765891992924,117.67281029587119
Asia,Armenia,None,2020-05-17,210,10104.36089041191,125.51504627614167
Oceania,Australia,Australian Capital Territory,2020-04-09,210,100.0,2.0
Oceania,Australia,Australian Capital Territory,2020-04-10,210,100.46810399490583,2.0740568110876394
Oceania,Australia,Australian Capital Territory,2020-04-11,210,100.92388577766837,2.1438788367190047
Oceania,Australia,Australian Capital Territory,2020-04-12,210,101.3632306632199,2.2097206953989588
Oceania,Australia,Australian Capital Territory,2020-04-13,210,101.7866235828641,2.2718110008758043
Oceania,Australia,Australian Capital Territory,2020-04-14,210,102.19347551023262,2.330368380035553
Oceania,Australia,Australian Capital Territory,2020-04-15,210,102.58122004604965,2.3856039747637743
Oceania,Australia,Australian Capital Territory,2020-04-16,210,102.94924697907994,2.4377123043540903
Oceania,Australia,Australian Capital Territory,2020-04-17,210,103.29990817663179,2.4868686846394006
Oceania,Australia,Australian Capital Territory,2020-04-18,210,103.63400072897565,2.5332420486703513
Oceania,Australia,Australian Capital Territory,2020-04-19,210,103.95189348720425,2.576993071159659
Oceania,Australia,Australian Capital Territory,2020-04-20,210,104.25367454346697,2.618274062246758
Oceania,Australia,Australian Capital Territory,2020-04-21,210,104.54029387878971,2.6572261451971926
Oceania,Australia,Australian Capital Territory,2020-04-22,210,104.81278561572356,2.6939803071280237
Oceania,Australia,Australian Capital Territory,2020-04-23,210,105.07194512332633,2.728661314899149
Oceania,Australia,Australian Capital Territory,2020-04-24,210,105.31836895014784,2.7613878901473203
Oceania,Australia,Australian Capital Territory,2020-04-25,210,105.5524548242299,2.7922727092861437
Oceania,Australia,Australian Capital Territory,2020-04-26,210,105.77445580668159,2.8214225278995
Oceania,Australia,Australian Capital Territory,2020-04-27,210,105.98510223115775,2.848936786392916
Oceania,Australia,Australian Capital Territory,2020-04-28,210,106.18522759848749,2.8749058637929097
Oceania,Australia,Australian Capital Territory,2020-04-29,210,106.37551056438755,2.89941585759109
Oceania,Australia,Australian Capital Territory,2020-04-30,210,106.55650611059954,2.9225491006821995
Oceania,Australia,Australian Capital Territory,2020-05-01,210,106.72864554488982,2.9443841613641126
Oceania,Australia,Australian Capital Territory,2020-05-02,210,106.89223650104952,2.964995843337838
Oceania,Australia,Australian Capital Territory,2020-05-03,210,107.04746293889461,2.9844551857075174
Oceania,Australia,Australian Capital Territory,2020-05-04,210,107.19445158837773,3.0028292385363575
Oceania,Australia,Australian Capital Territory,2020-05-05,210,107.33384055855153,3.020178455206024
Oceania,Australia,Australian Capital Territory,2020-05-06,210,107.46631200910497,3.0365587010982518
Oceania,Australia,Australian Capital Territory,2020-05-07,210,107.59238447836012,3.0520235958559163
Oceania,Australia,Australian Capital Territory,2020-05-08,210,107.71243820270627,3.066624527413157
Oceania,Australia,Australian Capital Territory,2020-05-09,210,107.82671511659997,3.0804106519953773
Oceania,Australia,Australian Capital Territory,2020-05-10,210,107.93531885256508,3.0934288941192443
Oceania,Australia,Australian Capital Territory,2020-05-11,210,108.03821474119272,3.105723946592689
Oceania,Australia,Australian Capital Territory,2020-05-12,210,108.13550425657795,3.117337328103768
Oceania,Australia,Australian Capital Territory,2020-05-13,210,108.22793508929733,3.128305593671594
