Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2
Asia,Afghanistan,None,2020-03-27,18.25205939944083,2.4084747404136784,-13.45938660527274,1.0206368705450382,0.544824922750976,0.021475317622356847,0.0,0.38169307028541644,0.029548448537834178
Europe,Albania,None,2020-03-23,19.96922581448696,0.5610011369690424,-919.7442068568472,0.008983189370086265,5.7535579188856785,0.027889250015610587,0.20722888976190434,0.059348263033970394,0.847531133972305
Africa,Algeria,None,2020-03-21,17.52637791582151,0.5082380180644216,-8.658340550230534,0.16223420393063862,8.659323081497725,0.085651139057959,0.14715017102840527,0.6170310600675583,9.40110407485261
Europe,Andorra,None,2020-03-22,9.804256455003806,0.8905170240394817,-41.45333629275335,0.7661098024323518,0.1095464392558587,0.06551705912603038,0.12506368876623972,0.12247376967409944,1.9764274474780794
Africa,Angola,None,2020-06-10,4.816083393805344,1.1083845491220643,-6.851823792297876,0.9554714461090087,0.1690425734164406,0.044546066448271346,0.0,0.0919395005150954,0.21605609503072395
South America,Argentina,None,2020-03-20,21.89485892046909,0.5109088352272392,-0.5349666613597069,0.0009856605143815282,2.621611225210988,0.02922209302212518,0.14291527481680785,0.03046137851115164,2.8708371597733695
Asia,Armenia,None,2020-03-19,16.16461455697286,0.9914435778388053,-80.73379439560861,0.1460769323162819,0.04096228292501819,0.03342189880279817,0.030764145344249733,0.2928273776648358,0.45460172387924513
Oceania,Australia,Australian Capital Territory,2020-04-09,1.098857935154142,1.7712624835510302,-27.188969003581345,2.145736843971349,0.2882708907076339,0.010508538463607366,0.23361401171314272,0.0163764275721047,0.0013393585078446742
Oceania,Australia,New South Wales,2020-03-14,7.261070930353405,45.417102049258766,-0.009668530758037985,292.24951986469756,0.048039300217216606,0.016051585099284813,0.1889897680314701,9.001284873474502,0.027809614659786274
Oceania,Australia,Queensland,2020-03-19,3.65373907915094,0.13387415169628908,-78.24239247003072,0.4783444616896785,0.15902234561721462,0.0055830332813461255,0.14966855948641833,5.452874139994995,0.21672670991174203
Oceania,Australia,South Australia,2020-03-22,3.409216038258015,0.0014699054298846642,-369.4251535793988,77.69495028014899,0.10014227488967647,0.009132313263161539,0.5,1.250800322943007,1.035454773416283
Oceania,Australia,Tasmania,2020-04-09,2.3103559006555363,0.0027464735489946663,-279.32631042652577,46.75902111892763,0.13866848752830055,0.04917746653636425,0.19372738899993347,0.9935277911044181,0.26651146561773603
Oceania,Australia,Victoria,2020-03-18,11.088622174372288,0.3450284134435533,-312.75343632994446,0.02433456152299289,0.6825803479888211,0.011355793945395449,0.42746181171160524,1.6732514118846786,2.17591754310941
Oceania,Australia,Western Australia,2020-03-22,7.246937391851947,0.4467480338822303,-93.79924234023512,0.2705922200882973,0.09435738904293337,0.01419154112252676,0.19334100750252584,0.4549407792002694,1.6197374917300815
Europe,Austria,None,2020-03-08,34.42376150899899,10.295450585031421,-0.2858101501739149,26.982957954998586,0.06522315293417986,0.0461690259335963,0.19433288282604322,10.880399294471609,0.39515956336609054
Asia,Azerbaijan,None,2020-03-26,10.13546600142331,0.5029739003632756,-22.721956252238197,0.013627913375499463,0.11889680111689845,0.015646486672639986,4.738781736263187e-06,0.05491124364736062,1.5472589156524414
Asia,Bahrain,None,2020-03-10,23.697856679958733,0.617342606335704,-0.04136782633429115,0.11143040709439732,0.14711907651684036,0.0024056437591869462,0.04870269950156997,0.0255144462129687,0.696172948780422
Asia,Bangladesh,None,2020-04-06,11.947836258615109,0.7031685567321084,-0.3569440218832393,0.22311570941497397,3.3152825770485554,0.015676776804646637,0.3520439955510193,0.1834895632482157,15.182213684311586
Europe,Belarus,None,2020-03-30,13.68547866738955,0.6168483524642021,0.10015460551164976,0.3311746116816397,0.9305749280778641,0.005134734562140175,0.12595232022232355,15.303400692705063,0.04072458372321697
Europe,Belgium,None,2020-03-06,49.028500358631455,2.282776286842834,5.709335513051373,3.242020799605716,0.19878166292665633,0.19298961192160946,0.13381077300479016,1.508511691221271,0.0261397192
Africa,Benin,None,2020-05-07,81.73399314046482,0.3951599886525032,-11.708988974702379,3.5126598370674658,0.003491521977260026,0.12118024454498251,0.0,0.04310773632272297,2.7180205794608976
South America,Bolivia,None,2020-03-31,7.850316159398726,1.1487165967653215,-47.293239759078496,0.2362250901003844,3.098364502262527,0.03844009488385126,0.09891527682375023,0.22644317237809564,0.7936834457302724
Europe,Bosnia and Herzegovina,None,2020-03-22,19.841064495615626,0.3952195230579102,-7.289744123348741,0.058010375672120584,0.2497193669524411,0.06578669454113242,0.19002445113511446,0.6243940064717095,1.635747401374083
South America,Brazil,None,2020-03-13,45.90622375032412,0.7567413644246862,9.475392117047054,0.22051775027482232,8.599230910522689,0.05752371090128835,0.09528891986346916,11.02522520693615,0.17044411758610964
Europe,Bulgaria,None,2020-03-20,13.609921283477657,1.7000927484202184,-30.977239283968768,0.8189290896664352,0.0634639888,0.061367375863806264,3.3918308579017342e-06,0.9237532376,0.1907718624
Africa,Burkina Faso,None,2020-03-24,6.579925777097668,0.9270095707151598,-980.3904654319139,0.041983160494397445,3.2600282551888347,0.06766805621106359,0.2810025335813561,1.6936196947393194,0.7468647839387754
Africa,Burundi,None,2020-06-16,6.065849444673802,0.5153904083437416,2.626154080388759,3.842382630479799,0.019131897603342087,0.003826378586835945,0.0,0.2826932308539807,0.14171855548483797
Africa,Cabo Verde,None,2020-04-26,10.398066158319219,0.8313034866807555,-41.13359329992359,0.2233955192602532,0.05336854730332106,0.014218440546047541,0.0,0.09182371072702353,0.22289929984791285
Asia,Cambodia,None,2020-03-29,,1.7244500902478501,-68.1064823357118,0.8237696273180063,0.0004383148641137747,1.729758496019759e-05,0.20242437824128606,0.027160443125580053,0.025214879168270428
Africa,Cameroon,None,2020-03-29,18.247962730700724,1.3067896131014491,-135.96383998190709,0.18814087046155553,1.6101317884073254,0.031979476641994756,0.16875552328929536,0.10618771457485773,1.834648411809672
North America,Canada,Alberta,2020-03-19,12.19796925446942,17.167571934324254,-0.1554726564183566,22.24442628777721,0.3437984851212216,0.021235834338891854,0.0975322853396513,0.25592502360508756,0.006568810725847711
North America,Canada,British Columbia,2020-03-16,7.423976598171608,0.42217076454355923,-62.81711985630491,0.11808893753052487,0.07831580073028759,0.06877830948192985,0.09223338977399312,2.1418608209945456,4.365880895268128
North America,Canada,Manitoba,2020-03-31,4.01062002596996,0.7331515407448089,-536.6405661958813,0.08098071422533602,0.13665157931368446,0.021829926958426508,0.5,0.0011792092735273638,0.9237216604704103
North America,Canada,New Brunswick,2020-04-06,32.61051400080831,3.333622197537433,-1506.4961831937062,0.06450657674802747,0.042137587808523405,0.004075663972119275,0.5,0.0002309475726495123,0.026923531249538505
North America,Canada,Newfoundland and Labrador,2020-03-27,4.394873288827821,0.0020677953859680937,-213.60703617829375,57.29909420467555,0.19979559053559762,0.0116146218753073,0.1972522596746009,1.0251522778185023,0.5324168421058805
North America,Canada,Nova Scotia,2020-03-28,30.794627907634094,84.19697181462082,-0.004427706548427295,293.2062163098018,0.054415074188847286,0.06215911696330418,0.0,0.9610372290537466,0.00043156387077371614
North America,Canada,Ontario,2020-03-15,112.53274200355084,0.5288341972112957,0.11890136676981161,0.26538178163236575,0.4841401862618119,0.08596493320349104,0.07296018156911416,18.66536668732563,0.003894702228751377
North America,Canada,Quebec,2020-03-19,44.63064208445786,0.9370031568822785,-3.9199612808676965,0.7680390792250512,0.07912926481840152,0.11051663649088278,0.045014469659132667,0.1357837583780045,10.251202800820764
North America,Canada,Saskatchewan,2020-03-28,11.497456790630066,0.4565722388183972,-9.869904824945303,0.22809690848561734,0.04193071735273697,0.02259354249451657,0.17798816482130464,0.0033469794722350834,0.4618975046089332
Africa,Central African Republic,None,2020-05-08,34.278785815905835,1.12796325,6.9061116252,3.4469820552000003,0.0318866976,0.0063776760000000005,0.5,0.8105220008274917,0.0706749736
Africa,Chad,None,2020-05-02,4.615333403528927,0.7027893176656026,4.704751990026764,4.888723625051227,12.08979260665171,0.0951726837108258,0.441798695347033,0.824412222009636,1.1744680435561967
South America,Chile,None,2020-03-16,25.52728172013898,0.8804822037786196,-7.237239706300372,0.21784238915154389,0.015260321445019641,0.06850719563699989,0.0,1.873931664469592,0.09246974313872838
South America,Colombia,None,2020-03-19,18.740385772831864,0.5115097334296692,-12.40626168844192,0.009624166131855004,1.626792303022036,0.03545472152153149,0.0,5.573005411291243,0.9279290452565806
Africa,Comoros,None,2020-05-30,20.95057154485058,1.2103182976697833,-7.420376727033593,1.5869045528625738,0.09710307011578263,0.019420397652088223,0.0,0.14867971530386848,0.1543625029207599
Africa,Congo (Brazzaville),None,2020-04-15,5.765898196552959,0.6248954801624345,-71.4076124119944,0.09975523235152964,0.05303589198721659,0.04258983131312755,0.0005504308564317495,0.016684640471888265,0.43628359395662347
Africa,Congo (Kinshasa),None,2020-04-01,13.15232419764499,1.1732426330418768,-26.431437754242513,0.3840740229296953,6.529049963210721,0.025279439013591382,0.1424884929010457,0.6134570252334924,0.14897716415129983
North America,Costa Rica,None,2020-03-21,24.17837662883956,0.6341963372070561,-789.4447438564716,0.010596569527375154,0.1671010583510199,0.005926969387211352,0.0,0.011318738673115832,0.32659653310091824
Africa,Cote d'Ivoire,None,2020-03-27,22.0047239689584,0.48405038548224116,-24.321442680848296,0.007109680357732792,3.0733815259854897,0.008088415371296948,0.0,0.033877256678137034,1.1084376412167891
Europe,Croatia,None,2020-03-19,13.831042825708046,3.662913428234438,-21.601975246924063,5.182826523612654,0.050416066834791204,0.0514439069305035,0.1450981551982564,7.267632391849545,0.15173330117854528
North America,Cuba,None,2020-03-28,13.340431071959133,0.9887309133090444,-43.998001908330224,0.590609389859734,3.4620811187091407,0.04334212384976132,0.2245087269782799,4.088189990909641,0.11487657327406275
Europe,Cyprus,None,2020-03-23,5.086457038022457,2.672153222533059,-488.8543489344896,0.34004327425532893,0.3806903023907647,0.017569413065953932,0.0,3.4799664595290403,0.0011085654661778088
Europe,Czechia,None,2020-03-13,56.884869360719755,0.3891996848828595,-65.47744018118135,0.08592698589956375,0.12771808361528203,0.03945989882481117,0.19836863790026377,11.869737133136697,2.2463369183335598
Europe,Denmark,None,2020-03-10,58.11322521882021,0.5739812556443591,0.01037782717959223,0.49570332963458347,0.6711177085372877,0.05185398894660392,0.05800475234876065,1.8320552890333759,1.5638232298060541
Africa,Djibouti,None,2020-04-08,34.53467329039884,1.4574766591216914,-36.966848047037736,0.622473103866794,0.009287938896732068,0.042538840868680095,0.12166021999091117,1.5867198740554136,0.02318185120937739
North America,Dominican Republic,None,2020-03-21,24.210593635172017,0.6104848615583055,-366.7512630181393,0.0281010704447807,9.443083815323897,0.03179787705149351,0.18489962452382883,2.8187878468710013,8.473902479886258
South America,Ecuador,None,2020-03-18,12.099550882642088,0.873307191900192,0.6470580286985437,0.6273495223327625,0.1240262159446832,0.09125877446281654,0.016957156515798627,8.710160543780246,0.5227167431816436
Africa,Egypt,None,2020-03-14,17.43227906455559,0.6140373926459167,-36.41845229943322,0.07263994047564937,3.033200615421555,0.042013204047817665,0.01649501464010708,3.985351723370781,0.21173130397364634
North America,El Salvador,None,2020-04-09,10.201488455926224,0.5744218632632289,-15.652548250138455,0.1062666939226602,0.027646736769209358,0.05153104519330973,0.0,1.6470862396546513,0.31793560034103685
Africa,Equatorial Guinea,None,2020-04-24,19.07382571092979,2.0245862454299934,-7.451987453241273,1.920497398430093,0.019484320046153282,0.03666170950600092,0.0,0.06894849801615377,0.11496321486454855
Europe,Estonia,None,2020-03-14,27.16719694799656,1.2063237602833279,-69.69379319960437,0.6319770416015561,0.0750116252334706,0.03950598963316406,0.12807859808838262,4.488144437350314,0.00017559808838985388
Africa,Ethiopia,None,2020-04-18,22.485441369665836,4.630316103557081,-2.7332451534162994,2.417263449425613,0.08445577098922406,0.025013379469245554,0.0,0.0033048349524987435,0.0019283688475495203
Europe,Finland,None,2020-03-13,43.66460198398151,2.7538562212092548,-14.787944193443945,2.2991184591450935,0.1372884356230079,0.05100430411170438,0.07559018680378926,2.572010311408479,0.0015775804904824627
Europe,France,None,2020-02-29,24.42937120835496,0.8428572662896507,20.561542788591645,2.225760108559619,0.19837736006810658,0.16620441099987845,0.05221531927229961,5.402256187863454,0.9118678697538112
Africa,Gabon,None,2020-04-17,13.30748189999686,1.146459299028462,-18.419796159197375,0.569870146655827,0.2030140633459508,0.007291483526543407,0.2860502125243668,1.1215104113463144,0.15888576576933833
Asia,Georgia,None,2020-03-30,7.444085572324479,0.8511728738121823,-83.20767255684332,0.2800752950044598,0.18090506251213737,0.017797266165372923,0.22933705959669745,0.6001073457393405,0.5815582533435821
Europe,Germany,None,2020-03-01,53.37296035084927,2.724531491707176,4.990736858746009,4.286252899679852,0.07088362525381134,0.05112766858181695,0.05441228634484774,2.7244835626731607,0.4087719507670246
Africa,Ghana,None,2020-03-26,15.078340857750323,1.111291990306625,-17.939892650283536,0.4025344566865454,0.16427563952661495,0.004736139109117977,0.17210888257264584,0.7907762802148669,0.021261227085817395
Europe,Greece,None,2020-03-13,6.149488544315557,1.0937336286783232,-91.10990049567668,0.42467387804094775,0.1192173668880108,0.06250284026639423,0.06615377345828635,3.932033258675526,0.010462156398330391
North America,Guatemala,None,2020-04-10,14.419506689539169,1.8520682688618144,-33.793890638892464,0.5385629795537674,0.02188159709080489,0.12833706916292248,0.0,0.5512486204967665,0.014956076191414567
Africa,Guinea,None,2020-04-04,9.279115554044264,4.14478387676145,-84.40968564544416,1.2184712550253156,3.243976381912706,0.005714148836164413,0.0,3.539608293519179,0.0021716469354809897
Africa,Guinea-Bissau,None,2020-04-29,7.298305100946306,0.2783209698261155,0.09064623877040591,0.2822867549677961,0.0024265619180305884,0.13240703266265752,0.0,2.138668468304788,0.3847098682833353
South America,Guyana,None,2020-05-10,4.866105183928386,0.8208615232537172,-15.827751783555621,0.3901813089325723,0.13426815636296616,0.020358184682320323,0.5,0.03190686319666265,0.09993035206483124
North America,Haiti,None,2020-05-05,5.993207481797168,0.8605867052146497,13.224423317726892,1.7933095062733773,0.6933479356775794,0.0155514536092803,0.0,0.029150619837012406,1.6741746377070919
North America,Honduras,None,2020-03-29,20.905713229201986,1.0166863229294052,-205.29418604565245,0.07406021863651985,4.302306855751906,0.036963839397763966,0.1399858344129792,0.12395007374091853,0.7232226258567283
Europe,Hungary,None,2020-03-21,8.485175693341219,5.02464999298657,-17.462034611496726,4.500410892367597,0.11296550376372375,0.15278414356928488,0.07110247134399367,3.0550613508808406,0.91805480290481
Europe,Iceland,None,2020-03-12,7.749346384082731,48.74081127706348,-0.00941870725152147,252.88459244315123,0.15058761064933984,0.004450237066913783,0.4301237816932517,3.919779377304936,0.00026453335092259937
Asia,India,None,2020-03-14,51.00349533308595,0.6378775045270619,0.16525747527144174,0.11190950641508862,3.7398947998377614,0.03074853161476817,0.0,18.086835637485756,0.21774087822805682
Asia,Indonesia,None,2020-03-15,16.579963156496696,0.4645239118662478,-103.28001077017309,0.015759205053527924,6.54912292288223,0.06678807785161328,0.11154308581910591,12.999600264993854,2.041521091552636
Asia,Iran,None,2020-02-26,56.19768876867202,0.37835884969691236,0.9287647199706218,0.00790324694379205,29.90893016877443,0.0605112129055273,0.12421746394009578,202.47539063231883,239.61845610979398
Asia,Iraq,None,2020-03-13,32.625121881587866,0.6107626988754736,-22.205445817570503,0.010440970437948607,1.6343302922776284,0.03771068084009034,0.0,0.006443706759368504,0.6102620588235108
Europe,Ireland,None,2020-03-14,19.9196720892597,0.6867496128025055,18.500607927424934,2.1227186851624413,0.13817401060288015,0.07219483726211869,0.06380778035134016,2.9297840720859445,0.6374830698071513
Asia,Israel,None,2020-03-12,15.779177266250631,6.219407319249808,0.44192737582581726,10.559062362085525,0.12108316103244149,0.016703804313065146,0.15380074370005126,2.2753017894160523,0.030363240358907435
Europe,Italy,None,2020-02-23,28.143267584201464,1.4453385915038484,0.02645751717194469,1.4838812538982182,0.19436249919406368,0.15231134530627335,0.03860266126868722,18.50585618819133,4.545281814844067
Africa,Jamaica,None,2020-04-15,5.364878671166791,0.29206758512847647,0.3285717088364283,0.1824247900879466,0.5477217402736186,0.008085893969517468,0.0,0.18125390867472527,1.3804543332041324
Asia,Japan,None,2020-02-21,20.67905393622488,2.1133114455480047,14.591202447326982,2.277830807507554,0.05376503912854949,0.05790637039992576,0.0,0.0037419684300322702,0.0004858475024798727
Asia,Jordan,None,2020-03-22,17.996635447794876,0.9480182782813807,-493.74050496614456,0.056092509072101074,2.1018791331355597,0.011445239282789083,0.5,0.0023614726710461747,0.6672724570907242
Asia,Kazakhstan,None,2020-03-26,20.16445674661137,0.4943358193841069,-1.5509475343105406,0.044306662379439636,0.22149989499348113,0.005591652624862552,0.2256860025473434,0.12796052769829608,3.1728587857765147
Africa,Kenya,None,2020-04-02,12.352103933898224,1.1861412839001184,-79.35991276437922,0.1987720957174375,1.3140772002896166,0.032255347579235295,0.16700582064048913,0.0020772508201076954,0.28006194316577243
Asia,"Korea, South",None,2020-02-20,10.04929461333151,0.22569439329709354,0.36660011767961487,0.007057792913652661,0.05556054075335016,0.025251623542880505,0.12095711062765938,25.990268517549637,16.968312960956773
Europe,Kosovo,None,2020-03-31,34.636156555090736,1.3856967489768757,-51.23152567959607,0.42550163301700383,5.762625155161701,0.02566101466972235,0.2712553619746887,0.4396653338691504,0.01633418821116333
Asia,Kuwait,None,2020-03-14,25.14913665563972,2.2898203795538508,-0.06183932881642347,1.0879073716275478,0.3421251590078219,0.008398078221229474,0.0,0.029253597691031346,0.004448983443951589
Europe,Latvia,None,2020-03-20,14.001512284406127,0.6493517898623111,-312.1760547125203,0.08295900834752065,0.024700704958581704,0.035108437850810296,0.08121879378392524,1.7609844413423321,0.7599257074496362
Asia,Lebanon,None,2020-03-15,15.183985756766976,0.408160370257358,-697.541231988756,0.004913467714947711,4.281530577558298,0.024652771491204397,0.29318386037735655,0.053424528515300884,1.1956144199997627
Africa,Liberia,None,2020-04-21,11.663314990650395,0.5632683109962751,-269.3319091102331,0.01789000425977609,3.413836888299645,0.059721820620322476,0.25942736780222275,0.02266521165394375,0.40465082832066296
Africa,Libya,None,2020-05-28,16.56320522733199,1.2004158444472044,-4.996149504753645,1.783728144914346,0.08075194541595791,0.030788450996877756,0.0,1.178551835404078,0.31644062087730446
Europe,Lithuania,None,2020-03-22,4.997304059504358,1.0354893521743338,-185.2175357818982,0.24924961188698747,0.04464209864498289,0.051961490826538,0.199939081989856,2.783715716849083,0.9097331380849143
Europe,Luxembourg,None,2020-03-17,3.5835104048733015,0.44908199259840365,-534.9693500657547,0.05748811251487783,0.08379849832078275,0.028773096703828435,0.16485959022496555,16.074686788541978,0.1412150400651927
Africa,Madagascar,None,2020-04-11,15.547491274905475,3.997495120557776,-4.974427538749337,2.0796092939856883,0.006130985138861169,0.07516961901434141,0.07807602791894108,0.003028627371957803,0.0013100082955345618
Africa,Malawi,None,2020-05-25,17.876291979339435,1.211088234335118,-12.701638558994897,0.9121853365548709,0.040614259352251325,0.02068024128058229,0.0,1.019165661989026,0.3326381001173761
Asia,Malaysia,None,2020-03-09,25.381230637712726,0.7885813488843466,-136.3462212600595,0.17640548555591992,1.5976215618917498,0.016546017268424824,0.2655863028268129,12.344241882351636,0.015057230244664743
Asia,Maldives,None,2020-04-23,8.984468289102164,0.4699887568695349,6.588621479444579,0.5534630124201204,0.6640109483257353,0.00373914953275593,0.0,0.10478598660926261,2.0224701403915324
Africa,Mali,None,2020-04-12,6.207662013912554,0.8555100087971831,-49.6297532023104,0.27868633957620215,0.5726461024615799,0.06081682289061682,0.12021529956544227,0.0228625977239673,1.8844129239893377
Europe,Malta,None,2020-03-23,7.6396266870928695,0.41711741369863714,-282.60604651872774,0.03625646789293519,0.03276914543249088,0.017566006036855927,0.16090181825168975,0.60963676878125,0.5657772995920204
Africa,Mauritania,None,2020-05-19,14.384662498031346,0.939480187473065,-10.105505498045066,0.551323000514198,0.2169526268291813,0.05229316623076111,0.5,1.0779971938300732,1.0165970706560008
Africa,Mauritius,None,2020-03-28,2.5259698808915303,0.002103059319630962,-332.2255982348836,45.25893775838109,0.44484880866686094,0.024556201344827434,0.0,1.9763619296666621,0.6330947806457993
North America,Mexico,None,2020-03-19,35.89106414482293,1.3564927997489185,-67.19910995680657,0.26210607197112745,0.12487842223305523,0.15464399128045683,0.013785665830282123,4.783884644795557,1.447268939979021
Europe,Moldova,None,2020-03-23,42.82356127078602,0.4319318273684735,-71.14912805447803,0.008627590635026315,0.48317690638047084,0.03978701733727073,0.09560095844912853,2.710500555382291,2.8403517809156473
Europe,Monaco,None,2020-06-22,3.5889254644422772,0.5400125599152453,-0.4217309584299581,2.9992242785211647,0.036047586663600265,0.007204563575451057,0.0,0.07200146904609936,0.0720031419855793
Asia,Mongolia,None,2020-05-16,,1.7768078145933042,-3.728129352526083,4.801993591868605,0.0009004814392441869,0.00015001533528805536,0.3915782613017469,0.15356617902920092,0.006077360477778354
Europe,Montenegro,None,2020-03-31,10.23843973062995,0.06869524959593737,-70.08111247074213,21.04238495017876,0.04841127804366713,0.02308896363802309,0.1656974069405596,2.3507464710270116,0.18842587677118247
Africa,Morocco,None,2020-03-22,24.329361281707293,0.4997586298271242,-30.850255075515996,0.14092731030669683,3.5968086056533726,0.02846552567596617,0.2795483543645637,0.09843726392021186,7.637721636793138
Africa,Mozambique,None,2020-05-11,8.771144057341195,0.5373674330918693,20.086443560517036,1.1677433063052225,0.07421887708505574,0.00915941670091628,0.2569599412304036,0.05005719343062697,0.1814509567904773
