Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2
Asia,Nepal,None,2020-05-07,19.02016621634049,3.485000382643825,-10.343683869968926,2.0550189903554767,1.372229891833762,0.0025062638958812914,0.0,0.960923399408724,0.07781494751801588
Europe,Netherlands,None,2020-03-06,47.11065346919963,1.0680980545429857,0.43452646531828304,1.2102156946223073,0.2865688124726974,0.13908575885256264,0.08353778430264094,14.328411097480119,0.2260090670337225
Oceania,New Zealand,None,2020-03-22,29.29113731412306,24.45734332274883,-0.006104282991398018,367.5374579010252,0.06154932884074648,0.015153898297940694,0.11451609866938925,8.2897170305533,0.0014879923309359749
North America,Nicaragua,None,2020-05-19,10.87862036242404,0.4514124777323488,0.8085833373051747,0.446888880506285,0.675050576946685,0.030959418236285056,0.2237278808160854,2.302899610189829,0.609326558835574
Africa,Niger,None,2020-04-03,6.686459911495671,0.24633908728836024,41.2887632972388,0.015865162951467022,0.05265571913136108,0.08034178440808235,0.34014797340333125,0.003823157417642686,3.0856852146653106
Africa,Nigeria,None,2020-03-29,25.929277481924245,0.920317058631105,-76.92957905825307,0.15781856931318322,1.4912121861639525,0.0310675325180063,0.16001313067005274,2.8842576366789583,0.08579159433403324
Europe,North Macedonia,None,2020-03-22,25.98780465977331,0.5996741412003143,-270.9122383941752,0.025393748657078836,1.5449852996992741,0.05951360674681884,0.11949539627692016,0.20096999162677803,0.6999469442917774
Europe,Norway,None,2020-03-06,25.23948978713372,10.209284034762982,-24.375803284962654,10.024803882578258,0.07854196416157705,0.03149879211071309,0.14265231926119407,15.62753579315451,0.0015742054191726807
Asia,Oman,None,2020-03-26,14.584434997229009,0.7276944738263427,0.047196041392970796,0.16835151238462132,2.061349044976349,0.004465802248788895,0.0,0.04543511094526328,0.5960711891985819
Asia,Pakistan,None,2020-03-16,33.46254174166085,0.5953955323794371,-7.33447886410175,0.08861782046413286,1.836984181567021,0.02126740730022716,0.03101512301619816,0.58629759470298,5.650611404519045
North America,Panama,None,2020-03-19,20.16537883493972,0.446628376122717,-1.7186031558848343,0.006328104708846381,6.5801679721949125,0.02546387880523291,0.17642398545972743,6.572387109715117,0.5921447381622467
South America,Paraguay,None,2020-04-05,17.882218419425918,1.0903917993432164,-58.73369514724685,0.2933058172025159,3.0203436778509043,0.007282009604019028,0.0,0.1839187474099005,0.2875232442058216
South America,Peru,None,2020-03-17,10.399253862146084,1.0226316753817335,-1.2091889612222182,0.4343218319124266,0.5785312442443249,0.03190010465518338,0.0,5.257631875924678,0.024285690009355928
Asia,Philippines,None,2020-03-14,27.693743330258805,0.41107917778228287,0.5347127230792116,0.0037364466288217907,5.970508083989826,0.05139194734063969,0.14412459176340559,13.328465172476795,5.568128406880864
Europe,Poland,None,2020-03-14,55.93417897824661,0.7646169573295329,-85.9768697248236,0.1551400784948745,1.0684035038376232,0.05323742352311705,0.14071445677231748,13.953687454995553,3.243954888872238
Europe,Portugal,None,2020-03-13,60.889595483012506,0.3264725619405731,0.19136765139750833,0.028330737256260403,0.24483306004111047,0.047832536638625245,0.14363402019048221,53.312313454712445,0.06348111790231478
Asia,Qatar,None,2020-03-11,22.422415439970656,1.230826890137448,-0.015639190056048982,0.4764095805659985,0.00937714119265449,0.0038507833630364993,0.049965504508660497,0.0760614875581579,0.05495467589698792
Europe,Romania,None,2020-03-14,48.51992185500359,0.3830468948256272,0.09888489945247918,0.0741478421523432,0.29029854406541467,0.07010096448073085,0.05425420019256777,18.79470310364534,0.0012926355554216294
Asia,Russia,None,2020-03-17,33.472609620079766,0.9645860016699023,1.58192633377652,0.4951490938296111,0.05004401551596517,0.02180798379362147,0.13541085457662605,21.8407083207241,0.1998784864346064
Africa,Rwanda,None,2020-04-04,23.58954373002257,2.0191792916725158,-25.217202924203846,0.692228648224883,0.018293134987153636,0.004449147721408957,0.5,0.013438967001975347,0.00408351464509859
Europe,San Marino,None,2020-03-15,6.864799063556033,0.7399881818088364,-0.6606433313165075,0.8476665574973796,27.5622487581763,0.07071559771347795,0.27287528236443676,0.016864569012625102,0.49805773436627054
Africa,Sao Tome and Principe,None,2020-05-05,8.645484006527584,2.458294715743672,-0.6019378061257076,4.340184617016106,0.8652386540061231,0.01700221275314402,0.5,0.12924149727681655,0.024539399425785556
Asia,Saudi Arabia,None,2020-03-14,27.552498034199623,0.5972750259121236,-2.155044160129156,0.12506981734898637,0.04431947215975447,0.01327441067724099,0.0,13.72120472638346,0.15982222407768223
Africa,Senegal,None,2020-03-26,10.700646615007773,2.9414249166960174,-46.56786571564878,0.9254966393684159,0.042347115379562664,0.022582783658671935,0.0,0.15391225985662677,0.2796970759550601
Europe,Serbia,None,2020-03-19,42.18942253684929,0.6241839985332724,0.4904838744867104,0.6094055094579361,3.5359150784940576,0.02424286098786845,0.2679080261044179,6.626601980898609,2.509919267433535
Africa,Sierra Leone,None,2020-04-28,8.20464249883152,0.687673026956464,-45.441006214027546,0.2818778485811081,8.024304563087437,0.0503643304874479,0.3262254924107191,1.9636056898217034,0.427185955711472
Asia,Singapore,None,2020-02-29,25.297055047105577,10.796718323962546,-0.050480737919444414,6.236457326186946,6.06751081715129,0.000670983351054422,0.0,0.003143817103637921,0.00037844411654234443
Europe,Slovakia,None,2020-03-18,31.84332571737626,48.97827762467262,-0.07526027435236533,103.71907794776328,0.100129597954865,0.017811870442545324,0.0,0.4589434320255311,0.000436309988260991
Europe,Slovenia,None,2020-03-13,22.316739233367763,2.53436206563139,-3.8872648106816294,6.359187125967156,0.06806663686841227,0.0779539107590935,0.09165457632409496,2.103311465165291,0.014833408372549662
Africa,Somalia,None,2020-04-17,7.041996048156035,0.8646578703141665,-29.739348169776658,0.47694584587092215,5.623450479133294,0.03837148996018963,0.297325674658163,0.7707987566906159,2.2219161607003137
Africa,South Africa,None,2020-03-18,27.572064257710903,1.1503122980037257,-511.7207147949179,0.03769875778096641,0.08292817693135052,0.04008644618051329,0.15489368695012573,0.06227956614871325,2.1402502615461487
