"State","Data Start Date","Infection Rate","Median Day of Action","Rate of Action","Mortality Rate","Internal Parameter 1","Internal Parameter 2"
"Alabama","2020-03-20",1.2166053728989734,-2.8445855309057237,1.6988853580657342,0.07935376778496543,6.56451019011006,0.22260474245515796
"Alaska","2020-03-28",0.985549249283217,-7.505837197061458,2.1958634432120983,0.05330257237717286,1.0625178587543531,0.15811773661289527
"Arizona","2020-03-21",1.005092076175508,1.3411477685440973,2.7470318228237582,0.08686489994691753,7.543214321354165,1.442871459375774
"Arkansas","2020-03-20",0.8097509540798062,-5.707942566709118,2.3137600143284978,0.04725875388508758,5.692836019348946,0.16579185574244742
"California","2020-03-19",0.8684460298088787,4.95941947832147,2.313862365969956,0.07545497613946499,4.137471456135124,0.45632500911321705
"Colorado","2020-03-19",0.7445175633987116,5.3879861083682155,2.885603672204373,0.09319485413489635,7.262658059573501,0.24498101989056179
"Connecticut","2020-03-19",0.7783595658150827,12.586776262465852,2.436013770781658,0.13087488162738137,7.856827690807076,1.1382322539793894
"Delaware","2020-03-24",1.428627528520228,-4.229585036759277,1.5002312529175454,0.07202571848702369,3.1513183077299423,0.17671917737935625
"District of Columbia","2020-03-22",1.3146347182618545,-2.9662154743012312,1.6229634841177252,0.07027067614857127,3.999415455051906,0.15544308877545884
"Florida","2020-03-19",0.8235083057801883,8.042024394668388,2.111579519556643,0.065683150761594,2.092298658466908,2.840463255809819
"Georgia","2020-03-19",0.7372364803244098,9.713717147251474,2.4297362589548532,0.10707230516139266,7.83890246009088,1.4739980379386903
"Hawaii","2020-03-26",0.5368958783101648,-7.854617039093888,3.2180419451972204,0.029461342429380397,3.387214747462741,0.07177676944435411
"Idaho","2020-03-25",0.5782973675416219,3.554928040952401,2.8350153586406024,0.050252893948609795,5.40169679343945,0.46532895461235235
"Illinois","2020-03-19",0.9549178663301625,7.163878408635529,2.4843745971766538,0.09588793360043076,5.941318077852604,0.3182732068993027
"Indiana","2020-03-21",0.7175414219839789,10.064783852273703,2.394468550554389,0.12158036521307096,6.8475390791167845,4.636286870118889
"Iowa","2020-03-23",1.1452564309073061,-4.18004220945064,1.7167769912217175,0.0671548480271349,4.390180617654943,0.17828968736653775
"Kansas","2020-03-24",0.9840208081405393,-6.199406630664731,2.3239594600656117,0.08875583387233613,9.30045384787996,0.23499255500125746
"Kentucky","2020-03-22",1.2449453344654362,-4.626280986038742,2.0951948559693716,0.13695144030480652,8.242556348335869,0.1692130074467103
"Louisiana","2020-03-19",1.0704086680878824,7.931663770860463,3.4930876849203027,0.11929281913154177,4.1299161035411895,1.0653961433607866
"Maine","2020-03-23",0.6913295582508562,-7.000017568774099,1.9822473308847237,0.07083057157622984,2.9972136869626507,0.1037187919411758
"Maryland","2020-03-19",1.0434922251317245,8.769914077282507,2.2126939437017015,0.06602621765337043,5.368245622166446,0.47730365954236964
"Massachusetts","2020-03-19",1.1549033866233078,6.212790341576967,2.7733395078948657,0.0847845976055191,7.079659137838332,0.0920132125747786
"Michigan","2020-03-19",0.7447635849767273,9.01675619256928,3.3323716374382153,0.15008504082725468,10.668885296722662,1.210779797638471
"Minnesota","2020-03-20",0.8258468970262699,-4.414973539487392,2.0995750989773194,0.06703296573032644,5.068148375318673,0.10766075892844218
