Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
Africa,Algeria,None,2020-06-11,10662,2010,416,1586,804,70
Africa,Algeria,None,2020-06-12,10780,1991,413,1604,813,70
Africa,Algeria,None,2020-06-13,10897,1971,410,1621,822,69
Africa,Algeria,None,2020-06-14,11010,1949,407,1638,831,68
Africa,Algeria,None,2020-06-15,11121,1927,404,1655,839,67
Africa,Algeria,None,2020-06-16,11230,1905,400,1671,848,66
Africa,Algeria,None,2020-06-17,11336,1881,397,1687,856,65
Africa,Algeria,None,2020-06-18,11440,1857,393,1702,864,65
Africa,Algeria,None,2020-06-19,11541,1832,389,1718,871,64
Africa,Algeria,None,2020-06-20,11640,1806,385,1732,879,63
Africa,Algeria,None,2020-06-21,11736,1780,380,1747,886,62
Africa,Algeria,None,2020-06-22,11829,1753,376,1761,893,61
Africa,Algeria,None,2020-06-23,11921,1725,371,1775,900,60
Africa,Algeria,None,2020-06-24,12010,1698,367,1788,907,59
Africa,Algeria,None,2020-06-25,12096,1669,362,1801,914,58
Africa,Algeria,None,2020-06-26,12180,1641,357,1814,920,57
Africa,Algeria,None,2020-06-27,12262,1612,352,1826,926,56
Africa,Algeria,None,2020-06-28,12341,1583,347,1838,932,55
Africa,Algeria,None,2020-06-29,12418,1553,341,1849,938,53
Africa,Algeria,None,2020-06-30,12493,1524,336,1860,944,52
Africa,Algeria,None,2020-07-01,12565,1494,331,1871,950,51
Africa,Algeria,None,2020-07-02,12635,1464,325,1882,955,50
Africa,Algeria,None,2020-07-03,12703,1434,320,1892,960,49
Africa,Algeria,None,2020-07-04,12769,1404,314,1902,965,48
Africa,Algeria,None,2020-07-05,12833,1374,309,1911,970,47
Africa,Algeria,None,2020-07-06,12894,1344,303,1921,975,46
Africa,Algeria,None,2020-07-07,12954,1314,298,1930,979,45
Africa,Algeria,None,2020-07-08,13011,1284,292,1938,984,44
Africa,Algeria,None,2020-07-09,13067,1254,286,1947,988,43
Africa,Algeria,None,2020-07-10,13121,1224,281,1955,992,42
Africa,Algeria,None,2020-07-11,13172,1195,275,1962,996,41
Africa,Algeria,None,2020-07-12,13222,1166,269,1970,1000,40
Africa,Algeria,None,2020-07-13,13271,1137,264,1977,1004,39
Africa,Algeria,None,2020-07-14,13317,1108,258,1984,1007,37
Africa,Algeria,None,2020-07-15,13362,1079,253,1991,1011,36
Africa,Algeria,None,2020-07-16,13405,1051,247,1997,1014,35
Africa,Algeria,None,2020-07-17,13446,1023,241,2003,1017,34
Africa,Algeria,None,2020-07-18,13486,996,236,2009,1020,34
Africa,Algeria,None,2020-07-19,13524,968,230,2015,1023,33
Africa,Algeria,None,2020-07-20,13561,942,225,2021,1026,32
Africa,Algeria,None,2020-07-21,13596,915,220,2026,1029,31
Africa,Algeria,None,2020-07-22,13630,889,214,2031,1031,30
Africa,Algeria,None,2020-07-23,13663,863,209,2036,1034,29
Africa,Algeria,None,2020-07-24,13694,838,204,2041,1036,28
Africa,Algeria,None,2020-07-25,13724,813,199,2045,1039,27
Africa,Algeria,None,2020-07-26,13753,789,194,2049,1041,26
Africa,Algeria,None,2020-07-27,13780,765,189,2054,1043,25
Africa,Algeria,None,2020-07-28,13807,742,184,2058,1045,25
Africa,Algeria,None,2020-07-29,13832,719,179,2061,1047,24
Africa,Algeria,None,2020-07-30,13856,696,174,2065,1049,23
Africa,Algeria,None,2020-07-31,13879,674,169,2068,1051,22
Africa,Algeria,None,2020-08-01,13901,652,165,2072,1052,22
Africa,Algeria,None,2020-08-02,13923,631,160,2075,1054,21
Africa,Algeria,None,2020-08-03,13943,610,156,2078,1056,20
Africa,Algeria,None,2020-08-04,13962,590,151,2081,1057,19
Africa,Algeria,None,2020-08-05,13981,570,147,2084,1059,19
Africa,Algeria,None,2020-08-06,13998,551,143,2086,1060,18
Africa,Algeria,None,2020-08-07,14015,532,138,2089,1061,17
Africa,Algeria,None,2020-08-08,14031,514,134,2091,1062,17
Africa,Algeria,None,2020-08-09,14046,496,130,2093,1064,16
Africa,Algeria,None,2020-08-10,14061,479,126,2096,1065,16
Africa,Algeria,None,2020-08-11,14075,462,123,2098,1066,15
Africa,Algeria,None,2020-08-12,14088,446,119,2100,1067,14
Africa,Algeria,None,2020-08-13,14100,430,115,2102,1068,14
Africa,Algeria,None,2020-08-14,14112,414,112,2103,1069,13
Africa,Algeria,None,2020-08-15,14124,399,108,2105,1070,13
Africa,Benin,None,2020-06-11,246,29,8,35,4,1
Africa,Benin,None,2020-06-12,246,27,7,35,4,1
Africa,Benin,None,2020-06-13,246,26,7,35,4,1
Africa,Benin,None,2020-06-14,246,24,7,35,4,1
Africa,Benin,None,2020-06-15,246,23,6,35,4,1
Africa,Benin,None,2020-06-16,246,22,6,35,4,1
Africa,Benin,None,2020-06-17,246,21,6,35,4,1
Africa,Benin,None,2020-06-18,246,19,6,35,4,1
Africa,Benin,None,2020-06-19,246,18,5,35,4,1
Africa,Benin,None,2020-06-20,246,17,5,35,4,1
Africa,Benin,None,2020-06-21,246,16,5,35,4,1
Africa,Benin,None,2020-06-22,246,15,5,35,4,0
Africa,Benin,None,2020-06-23,246,15,5,35,4,0
Africa,Benin,None,2020-06-24,246,14,4,35,4,0
Africa,Benin,None,2020-06-25,246,13,4,35,4,0
Africa,Benin,None,2020-06-26,246,12,4,35,4,0
Africa,Benin,None,2020-06-27,246,12,4,35,4,0
Africa,Benin,None,2020-06-28,246,11,4,35,4,0
Africa,Benin,None,2020-06-29,246,11,3,35,4,0
Africa,Benin,None,2020-06-30,246,10,3,35,4,0
Africa,Benin,None,2020-07-01,246,10,3,35,4,0
Africa,Benin,None,2020-07-02,246,9,3,35,4,0
Africa,Benin,None,2020-07-03,246,9,3,35,4,0
Africa,Benin,None,2020-07-04,246,8,3,35,4,0
Africa,Benin,None,2020-07-05,246,8,3,35,4,0
Africa,Benin,None,2020-07-06,246,7,3,35,4,0
Africa,Benin,None,2020-07-07,246,7,2,35,4,0
Africa,Benin,None,2020-07-08,246,7,2,35,4,0
Africa,Benin,None,2020-07-09,246,6,2,35,4,0
Africa,Benin,None,2020-07-10,246,6,2,35,4,0
Africa,Benin,None,2020-07-11,246,6,2,35,4,0
Africa,Benin,None,2020-07-12,246,6,2,35,4,0
Africa,Benin,None,2020-07-13,246,5,2,35,4,0
Africa,Benin,None,2020-07-14,246,5,2,35,4,0
Africa,Benin,None,2020-07-15,246,5,2,35,4,0
Africa,Benin,None,2020-07-16,246,5,2,35,4,0
Africa,Benin,None,2020-07-17,246,4,2,35,5,0
Africa,Benin,None,2020-07-18,246,4,2,35,5,0
Africa,Benin,None,2020-07-19,246,4,1,35,5,0
Africa,Benin,None,2020-07-20,246,4,1,35,5,0
Africa,Benin,None,2020-07-21,246,4,1,35,5,0
Africa,Benin,None,2020-07-22,246,4,1,35,5,0
Africa,Benin,None,2020-07-23,246,3,1,35,5,0
Africa,Benin,None,2020-07-24,246,3,1,35,5,0
Africa,Benin,None,2020-07-25,246,3,1,35,5,0
Africa,Benin,None,2020-07-26,246,3,1,35,5,0
Africa,Benin,None,2020-07-27,246,3,1,35,5,0
Africa,Benin,None,2020-07-28,246,3,1,35,5,0
Africa,Benin,None,2020-07-29,246,3,1,35,5,0
Africa,Benin,None,2020-07-30,246,3,1,35,5,0
Africa,Benin,None,2020-07-31,246,3,1,35,5,0
Africa,Benin,None,2020-08-01,246,2,1,35,5,0
Africa,Benin,None,2020-08-02,246,2,1,35,5,0
Africa,Benin,None,2020-08-03,246,2,1,35,5,0
Africa,Benin,None,2020-08-04,246,2,1,35,5,0
Africa,Benin,None,2020-08-05,246,2,1,35,5,0
Africa,Benin,None,2020-08-06,246,2,1,35,5,0
Africa,Benin,None,2020-08-07,246,2,1,35,5,0
Africa,Benin,None,2020-08-08,246,2,1,35,5,0
Africa,Benin,None,2020-08-09,246,2,1,35,5,0
Africa,Benin,None,2020-08-10,246,2,1,35,5,0
Africa,Benin,None,2020-08-11,246,2,1,35,5,0
Africa,Benin,None,2020-08-12,246,2,1,35,5,0
Africa,Benin,None,2020-08-13,246,2,1,35,5,0
Africa,Benin,None,2020-08-14,246,2,1,35,5,0
Africa,Benin,None,2020-08-15,246,2,1,35,5,0
Africa,Burkina Faso,None,2020-06-11,889,65,16,130,56,2
Africa,Burkina Faso,None,2020-06-12,891,63,16,130,56,2
Africa,Burkina Faso,None,2020-06-13,893,61,15,130,56,2
Africa,Burkina Faso,None,2020-06-14,895,59,15,131,56,2
Africa,Burkina Faso,None,2020-06-15,897,58,14,131,56,2
Africa,Burkina Faso,None,2020-06-16,899,56,14,131,57,2
Africa,Burkina Faso,None,2020-06-17,901,54,14,132,57,2
Africa,Burkina Faso,None,2020-06-18,903,52,13,132,57,2
Africa,Burkina Faso,None,2020-06-19,905,51,13,132,57,2
Africa,Burkina Faso,None,2020-06-20,906,49,13,132,57,2
Africa,Burkina Faso,None,2020-06-21,908,48,12,133,57,2
Africa,Burkina Faso,None,2020-06-22,910,46,12,133,57,2
Africa,Burkina Faso,None,2020-06-23,911,45,12,133,57,1
Africa,Burkina Faso,None,2020-06-24,913,43,11,133,57,1
Africa,Burkina Faso,None,2020-06-25,914,42,11,134,58,1
Africa,Burkina Faso,None,2020-06-26,915,41,11,134,58,1
Africa,Burkina Faso,None,2020-06-27,917,39,10,134,58,1
