Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Internal Parameter 1,Internal Parameter 2
Asia,Afghanistan,None,3/27/2020,10.67954524,0.750000194,5.672915672,1.000000014,0.140231648,0.044935201,0.100000058,1.0512166
Europe,Albania,None,3/23/2020,7.730246896,0.826807317,-9.999992951,1.00000024,0.499999877,0.042233649,0.10000043,1.140849386
Africa,Algeria,None,3/21/2020,18.18426581,0.913412368,-9.999996766,1.000000205,0.499999958,0.148664778,9.999999181,1.847518609
Europe,Andorra,None,3/22/2020,14.76083581,0.750000219,-5.398283322,2.999999541,0.123078987,0.05965169,2.122758447,0.754713878
South America,Argentina,None,3/20/2020,8.054416088,1.049740878,-9.9999998,1.000000003,0.083518437,0.07563188,0.100000105,2.791985565
Asia,Armenia,None,3/19/2020,12.23173609,0.7500001,-1.578740772,1.056692618,0.050053139,0.031640251,1.522891279,0.459922079
Oceania,Australia,Australian Capital Territory,4/10/2020,10.39326519,0.750000001,-9.99999999,2.999999997,0.23424059,0.010000001,0.1,0.1
Oceania,Australia,New South Wales,3/14/2020,16.65939996,0.750000002,-2.068114672,2.999999995,0.055406628,0.012969453,9.999999937,1.411891014
Oceania,Australia,Queensland,3/19/2020,11.88723081,0.750000011,-9.999999363,2.999999984,0.05,0.01,1.453009043,1.930586738
Oceania,Australia,South Australia,3/23/2020,10.83106258,0.750000017,-9.999999478,2.999999936,0.050000082,0.013318032,0.100000045,1.126336187
Oceania,Australia,Tasmania,4/9/2020,5.718749705,0.750000087,-9.999999028,2.999999737,0.050000018,0.072866186,0.262352223,0.493904648
Oceania,Australia,Victoria,3/18/2020,11.47203779,0.750000008,-9.999999651,2.999999954,0.113135116,0.012870608,4.924667981,1.146091647
Oceania,Australia,Western Australia,3/22/2020,10.94205912,0.750000093,-9.99999704,2.999999605,0.050674294,0.017668826,0.788219774,1.298653753
Europe,Austria,None,3/8/2020,85.32657135,0.75,7.115036937,2.999999999,0.05,0.048182987,9.999999981,4.041018012
Asia,Azerbaijan,None,3/26/2020,4.603382251,0.750000178,0.68832728,2.999999528,0.111310471,0.015164003,4.996790268,0.100000329
Asia,Bahrain,None,3/10/2020,29.67880994,1.249999998,1.048819072,1.000000002,0.05,0.01,0.10000001,0.134751341
Asia,Bangladesh,None,4/6/2020,11.55206007,1.023626428,5.907542083,2.999999601,0.499999981,0.033662267,9.999983636,3.357556562
Europe,Belarus,None,3/30/2020,24.0513731,1.249999996,-3.897945528,1.000000001,0.342342066,0.01,0.100000434,3.162360702
Europe,Belgium,None,3/6/2020,82.18211893,1.25,9.999999991,2.065182142,0.06664941,0.249999998,3.674664946,0.100000241
South America,Bolivia,None,3/31/2020,7.38371327,1.249999861,-4.964687633,1.000000056,0.499999689,0.060405073,0.100000231,0.604807013
Europe,Bosnia and Herzegovina,None,3/22/2020,13.97296396,1.249989763,-7.197530054,2.216208921,0.499999816,0.04001392,2.85978608,0.100000276
South America,Brazil,None,3/13/2020,39.88577749,1.25,4.838896262,1,0.096562878,0.119245267,0.100000084,1.893895033
Europe,Bulgaria,None,3/20/2020,18.73943969,1.249999907,-9.999999313,1.15412278,0.097105325,0.065001319,0.100000299,0.627810835
Africa,Burkina Faso,None,3/24/2020,4.466931118,0.750001303,0.865734407,2.999995531,0.144734025,0.07104269,0.306790686,0.906521401
Asia,Cambodia,None,3/29/2020,,0.750000477,-9.999989822,2.999997792,0.479039238,0.010000042,0.100000075,0.100000055
Africa,Cameroon,None,3/29/2020,22.59937444,0.875958495,-9.999997759,1.000000076,0.050000004,0.063039636,0.100000227,2.231810138
North America,Canada,Alberta,3/19/2020,38.12082134,0.809084601,9.999999175,1.000000002,0.499999992,0.021433861,0.10000002,0.756784481
North America,Canada,British Columbia,3/16/2020,10.28999208,0.750000022,-9.999999763,1.082205567,0.050000002,0.079245427,0.10001296,4.248490551
North America,Canada,Manitoba,3/31/2020,6.315413021,0.750000003,-9.99999993,2.999999988,0.082911948,0.02518244,0.100000006,0.846619812
North America,Canada,New Brunswick,4/6/2020,,0.750001419,-9.999970932,2.999993401,0.493105911,0.010000093,0.100000189,0.100000126
North America,Canada,Newfoundland and Labrador,3/27/2020,13.03061676,0.750000002,-9.999999973,2.999999993,0.136637326,0.013128063,0.100000002,0.742527526
