Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay,Internal Parameter 3
Asia,Afghanistan,None,2020-07-01,2.367231307016518,0.9996254187844678,-43.16791951763124,2.482258432707058,0.021829788517970794,0.04185736830752339,3.6879539377689796,0.06680677756845786,0.07352691150865788,0.4745494686173755,145.00850746082,81.13466476288372,2.208739353520454
Europe,Albania,None,2020-07-01,0.722551859118275,1.328810765167814,-18.94917667579627,1.0916442051283721,0.42813634948637425,0.04002957492317781,0.20884838734676664,3.30983692684593,4.6425294504548464e-07,0.31001066933592586,142.87085731382777,59.694888451634505,0.19902052340091353
Africa,Algeria,None,2020-07-01,2.0056774742946266,0.24001686208512163,37.586505707669396,0.8122919465531205,0.0431567330280859,0.02711038059321086,0.0,0.7814064554666469,2.863179660086702,3.1164540387340094,179.14346993688244,63.794219948315984,0.29864186251095665
Europe,Andorra,None,2020-07-01,1.6373941127875025,1.43765525086822,23.75971442619971,0.9346387257428515,0.05479937870542613,0.1148222021482872,3.0056853023705026,0.0014673113124023668,0.0008774269617684016,0.26178713784359825,99.9664127719784,18.63882283246997,0.15880824110029776
Africa,Angola,None,2020-07-01,1.6796328309959352,0.15543907186020262,116.54896777272309,7.756533685086714,0.020000000000000004,0.19781976132609672,1.0049360855341691,2.509065887288811,1.2265633875919495,1.270636109626922,148.38668597340862,84.7898501059949,0.5849021715896333
North America,Antigua and Barbuda,None,2020-09-27,6.664097593714058,0.4221731677529311,-20.27926786608042,0.15575865722504942,0.020000000000000004,0.006448654872373394,0.0,4.254235226347491e-06,0.06571266030363918,0.0,300.0,1.0,0.999
South America,Argentina,None,2020-07-01,1.001427050314513,0.46614609778413885,15.462948073334784,0.06915398958960045,0.08254171104470877,0.030555745105106405,0.0,0.5530050702111202,1.014665763975659,0.0,166.613619257397,57.162685828258674,0.421081244740722
Asia,Armenia,None,2020-07-01,0.8471253254845665,0.1580584824924934,96.33643421937239,1.146144854045476,0.08667116390244911,0.021207182996259316,0.07613491475175566,0.6613587167195717,0.43242321154793345,3.8813651646754,100.0611929766146,19.209646776499067,0.5746485620892218
Oceania,Australia,Australian Capital Territory,2020-07-01,0.321095724463386,2.8324106657326307,-95.60906868612227,15.942379723355412,0.632906905992076,1.9052816984638232e-05,0.09013999588832554,0.4914005560089735,4.873042060340464,5.827835502216808,99.67517279664109,2.9432736942377438,0.8704898429359222
Oceania,Australia,New South Wales,2020-07-01,0.2765905854003929,0.571795687352362,-13.037818176888504,1.008537478200455,0.03151016092573608,0.009760149317752195,2.6608643955063065,0.0035993632859680907,3.6218708816060654,0.5189957106224001,110.50618460598257,57.44788117639583,0.6738649495149411
Oceania,Australia,Queensland,2020-07-01,0.5361163224008887,0.128457378635418,-152.57816579238306,2.909473757456364,0.020029977173078292,4.804753353238045e-07,6.2753803118237306e-06,7.456280497448728,0.025640723399009024,3.417099600533238,4.063240762068584,81.84723279524067,0.2182302205377896
Oceania,Australia,South Australia,2020-07-01,0.8519511804871207,0.11797154781972585,-67.19022306068392,0.828062564901743,0.020000000000000004,0.0,0.04487841507571236,6.629066782561366,0.0,4.454212987640966,158.85096790820472,118.96063072389526,0.2519805019557155
Oceania,Australia,Tasmania,2020-07-01,0.004084148340676486,1.4472497288902584,8.247396259797174,4.251404354468465,0.2200545158763466,0.0,1.213468925742589e-05,0.00045747717318447845,0.03493130068101913,0.04132084676530212,234.67788184853268,2.025638536626196,0.26836248836808496
Oceania,Australia,Victoria,2020-07-01,1.0703958939321252,0.40916131539930206,23.584364500487997,1.7589924208166685,0.04837113057697162,0.04545049969661519,0.0,8.361543950304343,1.0047898421433212,0.5514175799328963,63.16833036344945,2.5651711043457874,0.1623585877911247
Oceania,Australia,Western Australia,2020-07-01,0.5892009859487207,0.7830122008044438,-17.476352766906068,3.7944235027014943,0.837650067562739,0.0,0.03148581063771208,4.874294039802542,0.1839031195857094,0.9322192316098324,79.70325231079256,22.03148593817704,0.7911148919697575
Europe,Austria,None,2020-07-01,4.102652009024634,0.30433594298313615,-18.589509557908507,1.7669770889012304,0.06413735525687297,0.010945501679155478,0.0,2.8767335004171075,0.5967438393987236,1.8592397310369257,97.88418293758986,61.80718511927061,0.7758706482585708
Asia,Azerbaijan,None,2020-07-01,0.7931864649882695,0.19498233148490754,-57.49943856170573,6.782845748557754,0.1114242335642818,0.014930766164310702,0.0,2.7330287313924737,0.0,2.9538097170031867,113.17483374589737,57.05058793924499,0.5385764856767968
Asia,Bahrain,None,2020-07-01,0.4605535060897318,0.11124304731138643,-55.83773450022079,5.840637178366381,0.08285488248047794,0.004248710732722469,0.0,0.27886491209674696,1.8308767603006404,4.299039945363986,56.479432642330735,55.705450357221224,0.2642886602053041
Asia,Bangladesh,None,2020-07-01,0.5096931249462097,0.11911935073984173,48.83384685139862,3.1527269188686473,0.020000000000000004,0.04386499615005715,0.9684978760546652,1.029466141766856,0.7288921280758168,3.2309284528896516,128.65063806662346,69.06621062648577,0.3586400793308413
North America,Barbados,None,2020-07-11,0.6717735715725376,0.8039065632650387,11.127973300043054,6.019642587278889,0.24514781567082955,0.0,0.012913555345201208,0.02933940316617084,2.322706481790171e-05,0.4768487461851447,81.69820714666777,36.389985301781614,0.9990115255970673
