Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
None,None,None,2020-07-01,46646,249,50,50,4326,12
None,None,None,2020-07-02,47019,561,103,124,4350,29
None,None,None,2020-07-03,47299,751,129,180,4382,39
None,None,None,2020-07-04,47517,865,138,224,4414,45
None,None,None,2020-07-05,47691,931,138,259,4443,50
None,None,None,2020-07-06,47836,968,133,288,4470,52
None,None,None,2020-07-07,47959,984,125,313,4493,54
None,None,None,2020-07-08,48067,988,117,334,4512,54
None,None,None,2020-07-09,48164,984,108,353,4530,55
None,None,None,2020-07-10,48251,975,100,371,4545,55
None,None,None,2020-07-11,48331,961,92,387,4559,54
None,None,None,2020-07-12,48405,945,85,402,4571,54
None,None,None,2020-07-13,48475,927,79,416,4583,53
None,None,None,2020-07-14,48540,908,73,429,4593,52
None,None,None,2020-07-15,48601,888,68,441,4603,51
None,None,None,2020-07-16,48658,867,64,452,4611,50
None,None,None,2020-07-17,48713,846,59,463,4620,49
None,None,None,2020-07-18,48765,824,56,474,4628,48
None,None,None,2020-07-19,48814,802,52,484,4635,47
None,None,None,2020-07-20,48861,781,49,493,4642,46
None,None,None,2020-07-21,48906,759,46,502,4649,45
None,None,None,2020-07-22,48949,738,44,510,4655,43
None,None,None,2020-07-23,48989,716,42,519,4661,42
None,None,None,2020-07-24,49028,695,39,526,4667,41
None,None,None,2020-07-25,49066,674,37,534,4673,40
None,None,None,2020-07-26,49102,654,36,541,4678,39
None,None,None,2020-07-27,49136,634,34,548,4683,38
None,None,None,2020-07-28,49169,615,32,555,4688,36
None,None,None,2020-07-29,49201,596,31,561,4692,35
None,None,None,2020-07-30,49232,578,30,567,4697,34
None,None,None,2020-07-31,49261,560,28,573,4701,33
None,None,None,2020-08-01,49290,542,27,579,4705,32
None,None,None,2020-08-02,49317,525,26,584,4709,31
None,None,None,2020-08-03,49344,509,25,590,4713,30
None,None,None,2020-08-04,49370,493,24,595,4717,29
None,None,None,2020-08-05,49395,478,23,600,4720,28
None,None,None,2020-08-06,49420,463,23,605,4724,28
None,None,None,2020-08-07,49443,449,22,609,4727,27
None,None,None,2020-08-08,49467,436,21,614,4730,26
None,None,None,2020-08-09,49489,423,21,618,4734,25
None,None,None,2020-08-10,49511,410,20,623,4737,24
None,None,None,2020-08-11,49533,398,19,627,4740,24
None,None,None,2020-08-12,49554,386,19,631,4743,23
None,None,None,2020-08-13,49574,375,18,636,4746,22
None,None,None,2020-08-14,49594,365,18,640,4748,22
None,None,None,2020-08-15,49614,354,17,644,4751,21
None,None,None,2020-08-16,49634,345,17,647,4754,20
None,None,None,2020-08-17,49653,335,17,651,4757,20
None,None,None,2020-08-18,49672,327,16,655,4759,19
None,None,None,2020-08-19,49690,318,16,659,4762,19
None,None,None,2020-08-20,49709,310,16,662,4764,18
None,None,None,2020-08-21,49727,303,16,666,4767,18
None,None,None,2020-08-22,49745,295,15,670,4769,18
None,None,None,2020-08-23,49763,289,15,673,4772,17
None,None,None,2020-08-24,49780,282,15,677,4774,17
None,None,None,2020-08-25,49798,276,15,680,4777,16
None,None,None,2020-08-26,49815,270,15,684,4779,16
None,None,None,2020-08-27,49833,265,14,687,4781,16
None,None,None,2020-08-28,49850,260,14,691,4784,15
None,None,None,2020-08-29,49867,255,14,694,4786,15
None,None,None,2020-08-30,49884,251,14,698,4788,15
None,None,None,2020-08-31,49902,246,14,701,4791,15
None,None,None,2020-09-01,49919,242,14,704,4793,14
None,None,None,2020-09-02,49936,239,14,708,4795,14
None,None,None,2020-09-03,49953,236,14,711,4797,14
None,None,None,2020-09-04,49970,233,14,715,4800,14
None,None,None,2020-09-05,49988,230,14,718,4802,13
None,None,None,2020-09-06,50005,227,14,722,4804,13
None,None,None,2020-09-07,50023,225,14,725,4807,13
None,None,None,2020-09-08,50041,223,14,729,4809,13
None,None,None,2020-09-09,50059,222,14,732,4811,13
None,None,None,2020-09-10,50077,220,14,736,4814,13
None,None,None,2020-09-11,50095,219,14,740,4816,13
None,None,None,2020-09-12,50113,218,14,743,4819,13
None,None,None,2020-09-13,50132,217,15,747,4821,13
None,None,None,2020-09-14,50151,217,15,751,4824,13
None,None,None,2020-09-15,50170,217,15,755,4826,13
None,None,None,2020-09-16,50189,217,15,759,4829,13
None,None,None,2020-09-17,50209,217,15,763,4831,13
None,None,None,2020-09-18,50229,217,15,767,4834,13
None,None,None,2020-09-19,50250,218,16,771,4836,13
None,None,None,2020-09-20,50270,219,16,775,4839,13
None,None,None,2020-09-21,50292,220,16,779,4842,13
None,None,None,2020-09-22,50313,222,16,783,4845,13
None,None,None,2020-09-23,50335,223,17,788,4847,13
None,None,None,2020-09-24,50358,225,17,792,4850,13
None,None,None,2020-09-25,50381,227,17,797,4853,13
None,None,None,2020-09-26,50404,230,18,802,4856,13
None,None,None,2020-09-27,50428,232,18,806,4859,13
None,None,None,2020-09-28,50453,235,18,811,4863,14
None,None,None,2020-09-29,50478,239,19,816,4866,14
None,None,None,2020-09-30,50504,242,19,821,4869,14
None,None,None,2020-10-01,50530,246,20,827,4872,14
None,None,None,2020-10-02,50558,250,20,832,4876,14
None,None,None,2020-10-03,50586,254,21,838,4879,15
None,None,None,2020-10-04,50614,259,21,844,4883,15
None,None,None,2020-10-05,50644,264,22,849,4887,15
None,None,None,2020-10-06,50674,269,22,856,4891,15
None,None,None,2020-10-07,50706,275,23,862,4895,16
None,None,None,2020-10-08,50738,281,24,868,4899,16
None,None,None,2020-10-09,50771,287,24,875,4903,16
None,None,None,2020-10-10,50805,294,25,882,4907,17
None,None,None,2020-10-11,50840,301,26,889,4912,17
