Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay,Internal Parameter 3,Rate of Detection,Rate of Hospitalization
Asia,Afghanistan,None,2021-01-01,,1.6123381090734643,-71.46394145401695,1.0673266564696526,0.16081572992023324,0.04610543888284924,0.0423796156566393,7.538626568098673e-05,1.0709775858854853,0.6737467846689027,54.737144843754564,1.5262479170309757,0.043551733496729465,0.19988002399459007,0.030007126720859256
Europe,Albania,None,2021-01-01,,0.792586560082459,-16.692745764580902,0.34430215370154943,0.04849276163072069,0.01719020236665289,-0.1426729569622906,0.0021127376087106,0.9186260999211971,1.1311726409758438,-74.13693838055474,7.859455186597465,0.17515999887734787,0.19979160835525334,0.03006659861063242
Africa,Algeria,None,2021-01-01,,0.2850775001270109,55.186400174773084,0.1569236285828604,0.021342962140266805,0.011570636946015525,-0.19994965040604912,0.1128988438049657,0.0310293599676325,2.108370017014089,-47.401500965375256,13.75549635270802,0.3371443056956075,0.20012366787070274,0.029997304354495005
Europe,Andorra,None,2021-01-01,,0.7247761361897957,20.04942400410357,0.0,0.09113377018554981,0.01416803516090219,0.680710828946707,2.276196273537605,0.0,0.4471012485757942,-99.86339482704149,32.36905976558688,0.3035750036975305,0.20151699537408663,0.029983783592386057
Africa,Angola,None,2021-01-01,,0.2568015486888806,13.389178792787297,0.4595532706637111,0.0331290835176877,0.0748885566993956,2.1181075894406574,1.7981431566398045,1.4936366806189705e-05,2.129462779391635,49.02487252835401,4.055983281354447,0.3770214483062009,0.2,0.03
North America,Antigua and Barbuda,None,2021-01-01,,1.1118437432234145,-22.526020749350206,0.6134367961834561,0.02039148417940824,0.07090023636255695,-0.035111437232538394,0.1396858465786245,4.200487264862278,0.7478885967397695,30.822642045167253,3.8461901997275465,0.027965196886312486,0.20040767598228443,0.02932828902888185
South America,Argentina,None,2021-01-01,,0.14258882670875964,43.349575282452214,0.11218057831502029,0.023729940107799052,0.04052880450224343,1.1158260939203957,0.8265488067498059,0.3558796815522492,1.8034515814023244,57.91880853890028,57.02066992011887,0.230017988893073,0.19999918187838095,0.030000002330648354
Asia,Armenia,None,2021-01-01,,0.23268266404594656,23.227239285746045,0.0,0.06893390796089827,0.01841288222101739,0.04039336820218324,0.4279287239408874,5.577286590854079e-05,2.2454740299732356,54.49199037029795,15.853215370695878,0.23859800957299404,0.2001757942101702,0.020347447668428997
Oceania,Australia,Australian Capital Territory,2021-01-01,,0.0,-0.8940616976210204,9.274332900934452,0.020000000000000004,0.0010000000000000009,0.2509538528545413,0.0,0.0,0.6906934846819339,54.803570581825134,1.0,0.0,0.2,0.03
Oceania,Australia,New South Wales,2021-01-01,,0.2040774049247725,-43.87413783782076,0.029642465558993844,0.020000000000000004,0.0010000000000000009,0.3536982211649528,1.4456081346723466,0.6705460544998783,2.9340340001398624,47.61540071617006,5.792205086067512,0.1925573110583314,0.2000381166199731,0.029999886917917093
