"State","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"Alabama","2020-04-04",1488,773,158,223,30,34
"Alabama","2020-04-05",1584,789,164,238,33,35
"Alabama","2020-04-06",1677,801,170,252,37,36
"Alabama","2020-04-07",1766,809,175,265,40,37
"Alabama","2020-04-08",1852,812,179,278,44,37
"Alabama","2020-04-09",1933,811,182,290,47,38
"Alabama","2020-04-10",2011,807,184,302,51,38
"Alabama","2020-04-11",2084,800,186,313,54,38
"Alabama","2020-04-12",2154,790,187,323,57,38
"Alabama","2020-04-13",2220,777,187,333,61,37
"Alabama","2020-04-14",2281,762,187,342,64,37
"Alabama","2020-04-15",2339,745,186,351,67,36
"Alabama","2020-04-16",2394,727,185,359,71,36
"Alabama","2020-04-17",2445,707,183,367,74,35
"Alabama","2020-04-18",2492,686,181,374,77,34
"Alabama","2020-04-19",2537,664,179,380,80,33
"Alabama","2020-04-20",2578,641,176,387,82,33
"Alabama","2020-04-21",2616,618,173,392,85,32
"Alabama","2020-04-22",2652,595,170,398,88,31
"Alabama","2020-04-23",2685,571,166,403,90,30
"Alabama","2020-04-24",2715,548,162,407,93,29
"Alabama","2020-04-25",2743,524,158,411,95,28
"Alabama","2020-04-26",2769,501,154,415,97,27
"Alabama","2020-04-27",2793,478,150,419,99,26
"Alabama","2020-04-28",2815,456,146,422,101,25
"Alabama","2020-04-29",2835,434,142,425,103,24
"Alabama","2020-04-30",2854,413,138,428,105,23
"Alabama","2020-05-01",2871,392,133,431,107,22
"Alabama","2020-05-02",2886,372,129,433,108,21
"Alabama","2020-05-03",2901,353,125,435,110,20
"Alabama","2020-05-04",2914,334,121,437,112,19
"Alabama","2020-05-05",2926,316,116,439,113,18
"Alabama","2020-05-06",2937,299,112,440,114,17
"Alabama","2020-05-07",2947,283,108,442,116,16
"Alabama","2020-05-08",2956,267,104,443,117,15
"Alabama","2020-05-09",2964,252,100,445,118,15
"Alabama","2020-05-10",2971,237,96,446,119,14
"Alabama","2020-05-11",2978,224,93,447,120,13
"Alabama","2020-05-12",2984,211,89,448,121,12
"Alabama","2020-05-13",2990,198,85,449,122,12
"Alabama","2020-05-14",2995,187,82,449,123,11
"Alabama","2020-05-15",3000,176,79,450,123,10
"Alabama","2020-05-16",3004,165,75,451,124,10
"Alabama","2020-05-17",3008,155,72,451,125,9
"Alabama","2020-05-18",3011,146,69,452,125,9
"Alabama","2020-05-19",3014,137,66,452,126,8
"Alabama","2020-05-20",3017,129,63,453,127,8
"Alabama","2020-05-21",3020,121,61,453,127,7
"Alabama","2020-05-22",3022,114,58,453,128,7
"Alabama","2020-05-23",3024,107,55,454,128,6
"Alabama","2020-05-24",3026,100,53,454,129,6
"Alabama","2020-05-25",3028,94,51,454,129,6
"Alabama","2020-05-26",3029,88,48,454,129,5
"Alabama","2020-05-27",3031,83,46,455,130,5
"Alabama","2020-05-28",3032,78,44,455,130,5
"Alabama","2020-05-29",3033,73,42,455,130,4
"Alabama","2020-05-30",3034,68,40,455,131,4
"Alabama","2020-05-31",3035,64,38,455,131,4
"Alabama","2020-06-01",3036,60,37,455,131,4
"Alabama","2020-06-02",3037,57,35,455,131,3
"Alabama","2020-06-03",3037,53,33,456,132,3
"Alabama","2020-06-04",3038,50,32,456,132,3
