"State","Data Start Date","Infection Rate","Median Day of Action","Rate of Action","Mortality Rate","Internal Parameter 1","Internal Parameter 2"
"Alabama","2020-03-20",0.8864795254788378,-3.148108099958553,2.269765874289352,0.06686864020845618,8.756275912457602,0.1804379463506509
"Alaska","2020-03-28",0.8889112127857877,-9.935730026490713,2.4279004167582356,0.055039969585412546,1.1442548910366037,0.14541953902104682
"Arizona","2020-03-21",0.983602079065976,1.2827598288206858,2.953833155713496,0.0751141802923172,7.3833487952543795,1.6770344795439733
"Arkansas","2020-03-20",0.6176496287609645,-7.505215807335757,3.2251251619525876,0.05772343114711312,6.316207563626708,0.11829744269047171
"California","2020-03-19",1.0149012672315074,4.287846040527249,2.0328426795455914,0.07798906943314661,3.3693865644939454,0.5047010727218038
"Colorado","2020-03-19",0.807209130095887,4.6250619097174255,2.589263897199691,0.08674880408757882,7.086937348904583,0.31413633822208503
"Connecticut","2020-03-19",0.8646318683678573,10.819682635375008,2.57671310545336,0.10940016213459801,6.741763051016828,1.3367436112273177
"Delaware","2020-03-24",0.9911820499086952,-5.002742101499219,1.9991687261816835,0.07395316984515829,3.597173208064585,0.17366801312882424
"District of Columbia","2020-03-22",0.9887442632433191,-3.1392778369132204,2.2932856971017586,0.055418857196119206,5.449889486037346,0.13545841747189058
"Florida","2020-03-19",1.040692024175562,6.127383457500448,2.1909397712731433,0.04528477914066869,2.260784208772753,2.281520390070719
"Georgia","2020-03-19",0.8521232442204606,8.65497059426355,2.220734237530491,0.08884931319469187,6.751629057919574,1.4934921669728909
"Hawaii","2020-03-26",0.7748991459645815,-8.246092096881465,2.450422625271254,0.020234155975141346,3.2532739231613843,0.08383881381640672
"Idaho","2020-03-25",0.8680588887476541,5.068090010285513,2.0662625596068063,0.057536265063154006,5.569674193111398,0.4208872037912241
"Illinois","2020-03-19",0.9467815070691631,6.337238409961837,2.739214948778874,0.08091272774208948,6.540403944628943,0.3439819015178939
"Indiana","2020-03-21",0.7471046685560149,11.462414548936112,2.880645586557403,0.11087648610465811,6.097353290936464,4.052813371108467
"Iowa","2020-03-23",0.9733303243962046,-5.066969638108558,2.0030398941215366,0.060281027220827746,5.136278633917156,0.16495904421507818
"Kansas","2020-03-24",0.7435351854681609,-8.831574012583431,3.1384449028301558,0.09150377812569208,10.099451594161387,0.16776227874855493
"Kentucky","2020-03-22",0.9217705653428091,-5.694004237696313,2.5929799256222914,0.11245202527694682,9.588444617064177,0.13700536327118112
"Louisiana","2020-03-19",1.136887169799058,9.386601959606917,2.7523759539220674,0.11857047287217293,3.069174732338442,1.1318938076713665
"Maine","2020-03-23",0.9585019732758678,-7.4158794747501595,1.7104399902517524,0.06778977298958025,2.687698857700072,0.10631140944081707
"Maryland","2020-03-19",1.0364763431985609,6.417867217601129,2.185671241274318,0.0474598607332714,6.164222607879166,0.5343405808449956
"Massachusetts","2020-03-19",1.0274899357483904,6.78167686973857,3.357639936887579,0.06850472693348494,8.127234126981564,0.08502382049990498
"Michigan","2020-03-19",0.8539586040976017,10.904982919621869,2.403581467140582,0.10884012899315874,7.325685239137577,1.3503880948850862
"Minnesota","2020-03-20",0.7325796354964736,-5.74651920779127,2.5000389775021943,0.05515375135796964,5.114037037800329,0.0948741483680417
"Mississippi","2020-03-21",0.7968224790855776,-4.467295778310302,1.0595882811376014,0.07373130856930504,4.775175237411046,0.9264726018390799
"Missouri","2020-03-22",1.1030327662052135,2.028190383792343,1.753282784972241,0.05922096426549986,2.8599194968482147,3.249137480562756
"Montana","2020-03-27",0.775710589919481,-3.0369025591040906,2.5435704542445756,0.07029592131692802,2.0611569508840537,0.1556299690268948
"Nebraska","2020-03-27",0.7197823646228452,-5.71272101477182,3.0725066571836774,0.046060801300476115,5.028034220538736,0.13554375260400103
"Nevada","2020-03-20",0.7678442663020173,3.9113268948044673,2.723545453597927,0.08588530233143389,5.10821847680189,0.15362769386322728
"New Hampshire","2020-03-23",1.0753003631826814,-7.189900753561933,2.0428716751019556,0.031803244053655505,4.539784200681995,0.14977356111702098
"New Jersey","2020-03-19",0.9003981866484931,9.827990011992297,1.7789432416400777,0.07873350515471735,4.435134271525348,3.4337268558065586
"New Mexico","2020-03-24",0.6851680246472276,-5.641516854951925,2.7236645326112083,0.0659154003543469,4.653481443248414,0.13665131213307705
"New York","2020-03-19",0.7050185494575785,4.071779060213664,1.790195393403803,0.0695928840334052,3.7533605805549923,4.748687111951016
"North Carolina","2020-03-19",0.8682034065558324,5.511022435039064,2.170756475032472,0.026209597191020548,2.768860750698795,1.8649995142892006
"Ohio","2020-03-19",0.8123135108476658,6.45316246978056,2.518130407259615,0.09765537124449039,8.798124794836312,0.5782961973058031
"Oklahoma","2020-03-24",0.8414266252272737,2.9347706983964787,2.3367891406849752,0.11537959852953246,6.639476161469175,1.851030471060655
"Oregon","2020-03-20",0.9278238573620251,-1.573134222237003,2.3321708076307948,0.08007618040572774,6.103829420611258,0.18854240227220972
"Pennsylvania","2020-03-19",1.0130959825852828,10.136094546665522,1.9867449403417754,0.056765145715234604,3.9186561003530955,2.390751198150056
"Rhode Island","2020-03-23",0.8754618596035951,2.3119079233163684,2.506865727362268,0.06970070020722205,4.528074170009195,0.16748416179481335
"South Carolina","2020-03-20",0.8975075283822838,8.126570621620576,1.00258552727552,0.07544895946449591,4.116684533337139,1.012596150004126
"Tennessee","2020-03-19",1.1229094271471842,-1.6359697253923609,1.3152245555392819,0.032991155387984666,1.9593420423492396,2.5474757243368726
"Texas","2020-03-19",1.103816045111748,1.8016701725122768,1.6689710127682604,0.04876576563909655,0.9746291973084208,3.661128846141412
"Utah","2020-03-20",1.2796800666558072,-5.674440792144662,1.8742788457259427,0.01973055431698527,4.539301594048185,0.6077706430324843
"Vermont","2020-03-24",0.744260474052204,-9.233771551561576,3.1218089532585958,0.10069688560244215,9.998806875904487,0.15103835979755537
"Virginia","2020-03-20",1.0966443271942776,2.630212610247818,2.1105116787430482,0.044418238319651596,8.204852255658755,0.11217211667244706
"Washington","2020-03-19",0.6810868675324326,-0.8892781798649654,3.062634804534234,0.09818936191503859,8.5727388905941,0.6327922275960723
"West Virginia","2020-03-28",0.8240955889804678,-6.332130045424404,1.785465681332139,0.03743701897487274,2.638551884850709,0.11339653370372432
"Wisconsin","2020-03-19",0.9663033660069806,-0.4105281299023806,2.2789003435138304,0.06737837233356585,4.748026694162669,0.994195699691721
