"Continent","Country","Province","Data Start Date","Infection Rate","Median Day of Action","Rate of Action","Mortality Rate","Internal Parameter 1","Internal Parameter 2"
"North America","Cuba","None","2020-03-28",1.1865053215696602,-20.48118363746786,2.888771074615901,0.08888470471591259,4.315284566265017,0.1
"Europe","Cyprus","None","2020-03-23",1.0901537890927133,-7.4150478144105945,2.0807509072003376,0.054044794390397166,2.1071424282560716,0.13077421878579468
"Europe","Denmark","None","2020-03-10",1.25,-29.007077760217324,1.,0.09514060018799064,5.737633864920321,0.10001814320610848
"South America","Ecuador","None","2020-03-18",1.160034247779239,-2.7093850123085494,1.9059959224554346,0.1,0.1,7.3203668607144845
"Europe","Estonia","None","2020-03-14",1.249997144111922,-12.716269950958942,1.4626886474905003,0.04153207620171308,2.823774730716004,0.10101628489577139
"Europe","Finland","None","2020-03-13",1.2499999927693777,-29.852594792031244,1.,0.037379909971207,5.264920559120989,0.10000042168115969
"Europe","France","None","2020-02-29",1.217066642961234,9.999999885712581,1.0633883446835972,0.1,0.2086355686097511,4.15417906182906
"Asia","Georgia","None","2020-03-30",0.7601969940675644,-20.815314692619484,1.5762204857521807,0.04616025397337554,1.1475407034649192,0.24107305635996046
"Europe","Germany","None","2020-03-01",1.081800301014721,9.999999958069623,1.6376158749831349,0.04891503987300109,0.8322681487765219,6.841900185371032
"Africa","Ghana","None","2020-03-26",0.914835623034788,-13.579025712522284,1.7941743686900578,0.01807533104591573,1.5539399449097626,0.11236366068916147
"Europe","Greece","None","2020-03-13",0.9649165557309516,-14.245695280233175,2.325291041560489,0.09367133662851519,5.127819063844859,0.1
"Africa","Guinea","None","2020-04-04",0.8139667906714132,-15.983953030285193,2.5521962570937387,0.07009084669242048,2.220534786362358,0.1546492790888534
"North America","Honduras","None","2020-03-29",0.8422456390886037,-25.189995746181317,2.360195522928035,0.09999999974513524,3.1067247021934903,0.15088699273991207
"Europe","Hungary","None","2020-03-21",1.2499995416764706,-29.940008822214608,1.5894508168871562,0.0999999921353946,7.877770933912234,0.10000000227381607
"Europe","Iceland","None","2020-03-12",1.2476950267926488,-29.98323196365883,1.0022010676524298,0.010056358249391105,5.340637416726444,0.1095384343654687
"Asia","India","None","2020-03-14",1.0107608950138212,-1.144639700970135,1.7409354773052976,0.05296647481924999,5.097081383112545,5.20705595060039
"Asia","Indonesia","None","2020-03-15",1.1474528560210335,-5.163218826484647,1.6112845329861072,0.09999998785723233,1.1234183546988525,4.013047430237754
"Asia","Iraq","None","2020-03-13",1.0097488179580862,-5.871423618165889,2.873050997687578,0.09999999028965915,9.99996008370765,0.10000570346118506
"Europe","Ireland","None","2020-03-14",0.75,9.999999793794311,1.,0.1,7.368769739555509,0.11446785511334834
"Asia","Israel","None","2020-03-12",0.8578443838554138,9.994957364462099,2.9999999935770316,0.022725021775964627,8.214510772296727,0.1000002787692482
"Europe","Italy","None","2020-02-23",1.032315616005228,9.999999902358923,1.6336921902523416,0.1,0.507562654350858,7.928157076934067
"Asia","Japan","None","2020-02-21",0.9756679824322628,4.831037057551679,1.6146849922751476,0.035359828034142955,1.8546468874053925,0.1
"Asia","Jordan","None","2020-03-22",0.7500000008947186,-29.594272359560065,2.578001055702362,0.04335712913190766,1.4494450691123626,0.605636901854464
"Africa","Kazakhstan","None","2020-03-26",1.2499999936523893,-28.792575945756496,1.3948176438410655,0.03159137666493785,2.8269504282766236,1.5675846103101687
"Africa","Kenya","None","2020-04-02",0.8889112127857877,-29.935730026490713,2.4279004167582356,0.055039969585412546,1.1442548910366037,0.14541953902104682
"Europe","Kosovo","None","2020-03-31",0.9051191203883764,-29.99951410742722,2.2741548280948525,0.07985605267257072,1.3051678668503497,0.16162641796390895
"Asia","Kuwait","None","2020-03-14",1.2499936213139418,2.3712665112411413,1.036938302100226,0.01,0.2320418688871194,0.1092299605833823
"Europe","Latvia","None","2020-03-20",1.035587544389878,-13.461938832925032,2.311633334331687,0.01,2.097289442812614,0.5361130143537186
"Asia","Lebanon","None","2020-03-15",1.2465891378556913,-24.282426063997967,2.482695547336748,0.06174115543450839,3.270596775654454,0.10000191556558628
"Europe","Lithuania","None","2020-03-22",1.2499999971261677,-26.68493241252797,1.9115989028925109,0.051329392083824255,4.071585449525373,0.2947774172645291
"Europe","Luxembourg","None","2020-03-17",1.2053013202625888,-11.125507376590535,2.9999973328091554,0.03785181915344896,9.99999994735258,2.219127722931538
"Asia","Malaysia","None","2020-03-09",1.2499999870373388,-7.378587655511791,1.3934277312701795,0.0388624829699283,0.3025646404100262,2.9750908823402367
"Europe","Malta","None","2020-03-23",0.7570118689170664,9.776218043161144,2.054654451026867,0.012090339380623765,0.12914034817463924,0.1827338259376977
"Africa","Mauritius","None","2020-03-28",1.249999993187696,-18.876018448244114,2.719034491276101,0.07748703261181553,2.2719738195716013,0.10023557091434995
"North America","Mexico","None","2020-03-19",0.8588835159974796,-4.416650107834182,1.9664986714670152,0.09999999350699575,7.889284155394905,2.536050353208338
"Europe","Moldova","None","2020-03-23",1.2499999926599599,-29.905594700851875,1.0000025584156202,0.07012670522647302,5.676816378489335,0.7210134150354268
"Europe","Montenegro","None","2020-03-31",0.75,-26.602298028674507,1.663966754108788,0.01,1.9201170639353258,0.2727093081197214
"Africa","Morocco","None","2020-03-22",0.8029463005374234,-26.547238092937963,2.373890992800927,0.0999999904974233,9.996509416416897,0.8040370543755957
"Europe","Netherlands","None","2020-03-06",1.1205119072741785,8.59983618174341,2.206609138978944,0.1,0.10000019913968726,2.2701869434655246
"Africa","Niger","None","2020-04-03",0.7939747760926694,-29.971801065619644,2.823214153494701,0.08746611729014593,8.303699011686266,0.1580378482749975
"Africa","Nigeria","None","2020-03-29",0.8139667906714132,-15.983953030285193,2.5521962570937387,0.07009084669242048,2.220534786362358,0.1546492790888534
"Europe","Norway","None","2020-03-06",0.75,8.97030650651244,2.9999832307538092,0.0315612995296473,0.100062196579463,2.7233859924596375
"Asia","Oman","None","2020-03-26",1.249998506232357,-19.883925219355493,1.6043914401914396,0.020122247778573847,2.401950195064245,0.1
"Asia","Pakistan","None","2020-03-16",1.0478974902095173,-5.214157774639214,1.,0.04503325000912757,0.7034734710174402,2.9620544335098877
"North America","Panama","None","2020-03-19",0.9410302795716584,-0.5851068302573094,1.,0.083045509316158,0.7032413866815481,2.4164963924255995
"South America","Peru","None","2020-03-17",1.2499999632767704,9.679267054496217,1.0003110606397656,0.1,0.10000000023418966,0.6673016197780748
"Asia","Philippines","None","2020-03-14",1.0280416089089655,-1.921431460746981,1.7443629345106422,0.09999998876861908,4.834193361371283,4.898710408342017
"Europe","Poland","None","2020-03-14",0.8873680674559453,5.302776425974643,1.0000001024696648,0.08991566842622625,2.966244022189444,2.2526912709881413
"Europe","Portugal","None","2020-03-13",0.929953592255703,8.840414511832304,2.9999999822994727,0.08534564875206771,6.362460478374186,1.864464815014391
"Asia","Qatar","None","2020-03-11",1.005567250774842,9.999998336738397,1.,0.01,0.1,0.1
"Europe","Romania","None","2020-03-14",0.9987862645292075,-1.0391520828322731,1.0000008211472855,0.1,2.3693373424986786,1.8189869173018447
"Africa","Rwanda","None","2020-04-04",0.9923987618659733,-24.004775041377954,2.306121616106041,0.01295405744477169,0.15154774489390987,0.10575332496942172
"Africa","Senegal","None","2020-03-26",0.8847378244289206,-11.199850742974064,2.4855686780707784,0.02630550135000842,0.8193513757508637,0.41533441125469617
"Europe","Serbia","None","2020-03-19",0.860989235235587,9.999999995852228,2.7959776815630275,0.0902260218113002,3.3382926165389146,0.10182601020233768
"Asia","Singapore","None","2020-02-29",1.2499999911761088,-4.789579441713012,2.2167369979073124,0.01,0.4521582079089373,1.1033137137942919
"Europe","Slovenia","None","2020-03-13",1.2371111036625027,-2.8294809513162926,2.990302294713183,0.07406318079567534,1.7318855862751859,0.21572265129757098
"Europe","Spain","None","2020-03-02",1.0755647374127812,9.999999921532947,1.8643053429672687,0.1,9.97181327354705,7.9500822579441985
"Europe","Sweden","None","2020-03-06",0.8216877639168352,9.999965843655344,1.,0.1,4.856344431605603,0.10002922355448723
"Europe","Switzerland","None","2020-03-05",0.8991881522534743,9.999981226027845,3.,0.08666365503600855,9.99999999082314,1.1062725567664056
"Asia","Thailand","None","2020-03-15",1.2499999995744537,-17.550273221416106,1.8052064158310306,0.023798678592940214,5.509011608301357,2.728351874958415
"Africa","Tunisia","None","2020-03-24",0.75,-29.960804999277517,2.372396526138224,0.09843770895817404,5.1494503923982045,0.7808912303080315
"Asia","Turkey","None","2020-03-19",0.9476963255686931,8.763505963050893,1.6917056350573945,0.08464929562547399,7.370165653025628,9.99999996351138
"Europe","Ukraine","None","2020-03-25",1.0210239800080338,-1.8430513857252202,2.176582750496022,0.09999998879308081,6.252482288623665,1.1026128539674014
"South America","Uruguay","None","2020-03-21",0.75,-22.494086908840963,1.1431206551980502,0.03487545286768414,1.1714387328153815,0.7400709149687658
"North America","US","Alabama","2020-03-20",1.2074166809274776,-2.8827701155622365,1.6805400515583653,0.07959251895000001,6.561036625355189,0.20636268844929354
"North America","US","Alaska","2020-03-28",0.9550933262219506,-7.378896274976879,2.3562369294892567,0.05725935978433339,1.047528159,0.1486725292033532
"North America","US","Arizona","2020-03-21",0.9697014436964955,1.4125219791297519,2.735902710038029,0.09032577645,7.371966620243793,1.442856396223805
"North America","US","Arkansas","2020-03-20",0.7932398541061979,-5.902578438167444,2.3280255194788997,0.05104192695,5.849646983961111,0.15127411925
"North America","US","California","2020-03-19",0.8462191679998321,4.861332959780905,2.3696170388792166,0.0783164004,3.937336406826334,0.4561668438393968
"North America","US","Colorado","2020-03-19",0.692729980590573,5.333368677823996,2.993063962475677,0.09935449334999999,7.188437345139907,0.24504932297968476
"North America","US","Connecticut","2020-03-19",0.766325535264712,12.347624373023192,2.2731451496,0.13415734185,7.127064012045863,1.1369736496
"North America","US","Delaware","2020-03-24",1.3893746964963343,-4.026463588970379,1.4511119028541797,0.07515060735000001,3.1486736255,0.17672782006181423
"North America","US","District of Columbia","2020-03-22",1.250764756,-2.7895697713596337,1.637298531847992,0.07027067564999999,3.8889912405000002,0.14663909965
"North America","US","Florida","2020-03-19",0.8087327731999999,7.348583461799658,2.2322893528200503,0.06568717260000001,2.312253858757257,2.8044111193960712
"North America","US","Georgia","2020-03-19",0.7112587091,9.717287638805082,2.201442038888436,0.11734161619245159,7.102434968791971,1.3446028281084608
"North America","US","Hawaii","2020-03-26",0.5352178576681721,-7.924564603641963,3.2437568520925444,0.02948875545,3.394083006177723,0.07039397569644033
"North America","US","Idaho","2020-03-25",0.57829736745,3.55492804115,2.8350132511783848,0.05433747247674241,5.618197720010714,0.4653275693140254
"North America","US","Illinois","2020-03-19",0.9014402061081671,7.300134309472621,2.3889332206000002,0.10198076595,6.181189900352729,0.3067390922316054
"North America","US","Indiana","2020-03-21",0.6933833647000001,9.181267971928312,2.318452117555846,0.12265707364733391,6.403675120092925,4.6203234771499995
"North America","US","Iowa","2020-03-23",1.1671691308323133,-4.131603386437546,1.7634555809130028,0.0715933932,4.34287654145,0.17451136279131166
"North America","US","Kansas","2020-03-24",0.8911329498,-6.502019453883274,2.548820743030333,0.09329633775,9.1849897337,0.21410718898921005
"North America","US","Kentucky","2020-03-22",1.1280139792,-5.077396299443219,2.227853722855212,0.1370707949480144,8.239503484030312,0.158041202
"North America","US","Louisiana","2020-03-19",1.0006893571,7.9193398438,3.4935204711004664,0.1286364765,3.9360789161310206,1.1738601136570102
"North America","US","Maine","2020-03-23",0.6796107280373916,-6.862228613485937,2.0878021056986547,0.07351345785,3.070998753342739,0.10370350708912617
"North America","US","Maryland","2020-03-19",1.030391131281952,8.670776871613239,2.0902911336849006,0.06626008935000001,5.288784752501559,0.4671854044313396
"North America","US","Massachusetts","2020-03-19",1.1258375148840114,5.9443532301653415,2.773339311437964,0.08695637265,7.7045827901718065,0.0848594059452391
"North America","US","Michigan","2020-03-19",0.7158061682306213,9.548705545208094,3.3331807291201785,0.15269786805,10.572806001746892,1.09619506176192
"North America","US","Minnesota","2020-03-20",0.8184622530447361,-4.534975273168244,2.0607907653824378,0.06782719335,4.9183078609058155,0.10162706636661129
"North America","US","Mississippi","2020-03-21",0.8618314684468208,-3.554344542174553,1.0463994345017988,0.092392356,4.342195263677511,0.825668948232237
"North America","US","Missouri","2020-03-22",0.8972524774,2.2463912043055707,1.7378907857300672,0.07363941869469733,3.0043103434518748,3.3850772283497887
"North America","US","Montana","2020-03-27",0.5195162870187804,-3.136983107286456,2.9497229144465873,0.048951757356028025,1.783941176981907,0.19554413631217993
"North America","US","Nebraska","2020-03-27",0.8157798124,-5.001991257531585,3.020297445134148,0.0656658093,5.177027240213097,0.13705921605000002
"North America","US","Nevada","2020-03-20",0.7447769996184403,4.351639083853544,2.707432060121018,0.09490328505000001,4.810616288417327,0.1254708567
"North America","US","New Hampshire","2020-03-23",0.9575215969933927,-5.858543767383198,2.331823956479209,0.04603351515,4.661537700476688,0.12558446625
"North America","US","New Jersey","2020-03-19",0.8463599263399746,7.383571376670079,2.233000839242668,0.105485772,6.308011390713731,3.4503160265606874
"North America","US","New Mexico","2020-03-24",0.9904494663,-4.14962507015104,1.8556660652656147,0.05716107495,4.45308883825,0.14666493425604146
"North America","US","New York","2020-03-19",0.7523754760187681,4.985501890106588,2.0350279450500004,0.102820368,3.9327199761000005,3.641355436100534
"North America","US","North Carolina","2020-03-19",0.8268099819558514,7.305095330061817,2.4354011431956035,0.03379863585,2.8978424521525485,1.697947985200549
"North America","US","North Dakota","2020-03-30",0.92358583615,-12.21244115056067,1.32049949745,0.011566929149999322,1.88226867275,0.13732893253342449
"North America","US","Ohio","2020-03-19",0.7276794389889694,7.846552826708524,2.744279417393894,0.11221015995,9.413486647694985,0.44158901300000003
"North America","US","Oklahoma","2020-03-24",0.6186177643,3.068163258952796,2.59217021682689,0.14876565835783812,7.706847140659003,1.73444017405
"North America","US","Oregon","2020-03-20",0.84611929835,-1.384929781558166,2.5330093776336207,0.08470065969661572,5.962889337061767,0.14008345816279313
"North America","US","Pennsylvania","2020-03-19",0.9137870352368676,11.51591484765353,2.3642153588652772,0.06912292484999999,4.871111414281983,2.0529497340276603
"North America","US","Rhode Island","2020-03-23",1.0504402726931492,2.7601661839354756,2.056662360701607,0.08426669369999999,4.380909296441277,0.16013023495224302
"North America","US","South Carolina","2020-03-20",0.6532851719,7.5610899932562265,1.2981343596360695,0.07478493479731156,5.279669613427725,1.0766567127866946
"North America","US","South Dakota","2020-03-30",1.0598614501797943,-4.510085896439996,2.130947915891517,0.04498876725,3.8154194397658854,0.14099757405231578
"North America","US","Tennessee","2020-03-19",0.8883002401123286,-1.4351012459859662,1.293814211395653,0.04770216045,2.2587291721262073,3.3261593783844297
"North America","US","Texas","2020-03-19",1.158569838656012,2.239105170582687,1.6202197959,0.05847242415,0.9121258614953414,3.043866358911242
"North America","US","Utah","2020-03-20",1.1552925067183941,-4.801627943158957,1.843332219979489,0.0219151275,5.143970234445664,0.5082405019
"North America","US","Vermont","2020-03-24",0.9513631929999999,-7.45805344725,2.39303102325,0.087755794,8.35562141675,0.16924033495000002
"North America","US","Virginia","2020-03-20",1.185554761195472,2.890623602654814,1.9887716625913496,0.0633288138,6.86917981525,0.11258441827636698
"North America","US","Washington","2020-03-19",0.9020090229000001,-0.9672764913,2.63520489855,0.10716025839999999,6.40102501175,0.59319746195
"North America","US","West Virginia","2020-03-28",0.9614853091833173,-4.64068925438138,1.5347100330173395,0.03420292785,2.5432850197631067,0.10173932945
"North America","US","Wisconsin","2020-03-19",0.9961972667976402,-0.3214130660628943,2.2032930723343056,0.09375323055000001,4.367192069531413,0.918020533811347
"North America","US","Wyoming","2020-03-31",0.6545476734526021,-5.6549321104386125,3.028803245205156,0.007737809849999999,0.40420688960869117,0.5111320855822674
"Asia","Uzbekistan","None","2020-03-28",1.249999984775502,-23.008971504358243,2.0687448929041166,0.01,4.6768617004209885,0.765393449533306
"Asia","Vietnam","None","2020-03-22",0.7810479201609983,-23.375595121098154,2.553342823654434,0.033190643403634174,0.11519372407734685,0.7937120696766101
