"State","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"Alabama","2020-04-11",3034,1391,296,455,80,63
"Alabama","2020-04-12",3214,1428,308,482,87,65
"Alabama","2020-04-13",3393,1461,319,509,94,67
"Alabama","2020-04-14",3570,1487,328,535,101,68
"Alabama","2020-04-15",3743,1509,337,561,109,70
"Alabama","2020-04-16",3914,1526,346,587,116,71
"Alabama","2020-04-17",4080,1539,353,612,124,72
"Alabama","2020-04-18",4243,1546,359,636,132,72
"Alabama","2020-04-19",4401,1549,364,660,139,73
"Alabama","2020-04-20",4555,1547,368,683,147,73
"Alabama","2020-04-21",4704,1541,372,706,155,73
"Alabama","2020-04-22",4848,1531,374,727,163,73
"Alabama","2020-04-23",4986,1518,376,748,170,73
"Alabama","2020-04-24",5119,1501,377,768,178,73
"Alabama","2020-04-25",5248,1481,376,787,185,72
"Alabama","2020-04-26",5370,1458,376,806,193,71
"Alabama","2020-04-27",5488,1433,374,823,200,71
"Alabama","2020-04-28",5600,1405,372,840,207,70
"Alabama","2020-04-29",5707,1375,369,856,214,68
"Alabama","2020-04-30",5808,1343,365,871,221,67
"Alabama","2020-05-01",5905,1310,361,886,227,66
"Alabama","2020-05-02",5997,1275,357,900,234,64
"Alabama","2020-05-03",6084,1240,351,913,240,63
"Alabama","2020-05-04",6166,1203,346,925,246,61
"Alabama","2020-05-05",6243,1166,340,937,252,60
"Alabama","2020-05-06",6317,1129,334,948,258,58
"Alabama","2020-05-07",6386,1091,327,958,263,57
"Alabama","2020-05-08",6451,1053,320,968,269,55
"Alabama","2020-05-09",6512,1015,313,977,274,53
"Alabama","2020-05-10",6569,977,306,985,279,51
"Alabama","2020-05-11",6623,940,299,993,284,50
"Alabama","2020-05-12",6673,903,291,1001,288,48
"Alabama","2020-05-13",6721,866,283,1008,293,46
"Alabama","2020-05-14",6765,830,276,1015,297,44
"Alabama","2020-05-15",6806,795,268,1021,301,43
"Alabama","2020-05-16",6844,761,260,1027,305,41
"Alabama","2020-05-17",6880,727,252,1032,308,39
"Alabama","2020-05-18",6914,694,245,1037,312,38
"Alabama","2020-05-19",6945,662,237,1042,315,36
"Alabama","2020-05-20",6973,632,229,1046,319,35
"Alabama","2020-05-21",7000,602,222,1050,322,33
"Alabama","2020-05-22",7025,573,214,1054,325,32
"Alabama","2020-05-23",7048,545,207,1057,327,30
