Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Vaccinated,Fully Vaccinated,Total Detected True,Total Detected Deaths True,Total Detected LB,Total Detected Deaths LB,Total Detected UB,Total Detected Deaths UB
Africa,Sudan,None,2021-05-02,29257,49,2,820,2076,0,334494.5178221289,0.0,,,29257,2074,30570,2266
Africa,Sudan,None,2021-05-03,29257,48,2,820,2077,0,334494.5178221289,0.0,,,29257,2074,30865,2309
Africa,Sudan,None,2021-05-04,29257,47,2,820,2078,0,334494.5178221289,0.0,,,29257,2074,31114,2346
Africa,Sudan,None,2021-05-05,29257,46,2,820,2079,0,334494.5178221289,0.0,,,29257,2074,31333,2379
Africa,Sudan,None,2021-05-06,29257,45,2,820,2080,0,334494.5178221289,0.0,,,29257,2074,31531,2409
Africa,Sudan,None,2021-05-07,29257,44,2,820,2081,0,334494.5178221289,0.0,,,29257,2074,31713,2436
Africa,Sudan,None,2021-05-08,29257,43,1,820,2081,0,334494.5178221289,0.0,,,29257,2074,31883,2461
Africa,Sudan,None,2021-05-09,29257,43,1,820,2082,0,334494.5178221289,0.0,,,29257,2074,32042,2485
Africa,Sudan,None,2021-05-10,29257,42,1,820,2083,0,334494.5178221289,0.0,,,29257,2074,32193,2507
Africa,Sudan,None,2021-05-11,29257,41,1,820,2084,0,334494.5178221289,0.0,,,29257,2074,32336,2529
Africa,Sudan,None,2021-05-12,29257,40,1,820,2085,0,334494.5178221289,0.0,,,29257,2074,32473,2550
Africa,Sudan,None,2021-05-13,29257,39,1,820,2086,0,334494.5178221289,0.0,,,29257,2074,32604,2570
Africa,Sudan,None,2021-05-14,29257,38,1,820,2086,0,334494.5178221289,0.0,,,29257,2074,32731,2588
Africa,Sudan,None,2021-05-15,29257,38,1,820,2087,0,334494.5178221289,0.0,,,29257,2074,32852,2607
None,None,None,2021-04-30,29257,51,2,820,2074,0,334494.5178221289,0.0,,,29257,2074,29257,2074
None,None,None,2021-05-01,29257,50,2,820,2075,0,334494.5178221289,0.0,,,29257,2074,96463623,2036033
None,None,None,2021-05-02,29257,49,2,820,2076,0,334494.5178221289,0.0,,,29257,2074,136408045,2878527
None,None,None,2021-05-03,29257,48,2,820,2077,0,334494.5178221289,0.0,,,29257,2074,167058478,3524995
None,None,None,2021-05-04,29257,47,2,820,2078,0,334494.5178221289,0.0,,,29257,2074,192897988,4069993
None,None,None,2021-05-05,29257,46,2,820,2079,0,334494.5178221289,0.0,,,29257,2074,215663054,4550147
None,None,None,2021-05-06,29257,45,2,820,2080,0,334494.5178221289,0.0,,,29257,2074,236244247,4984239
None,None,None,2021-05-07,29257,44,2,820,2081,0,334494.5178221289,0.0,,,29257,2074,255170606,5383427
None,None,None,2021-05-08,29257,43,1,820,2081,0,334494.5178221289,0.0,,,29257,2074,272786833,5754982
None,None,None,2021-05-09,29257,43,1,820,2082,0,334494.5178221289,0.0,,,29257,2074,289332354,6103955
None,None,None,2021-05-10,29257,42,1,820,2083,0,334494.5178221289,0.0,,,29257,2074,304981497,6434022
None,None,None,2021-05-11,29257,41,1,820,2084,0,334494.5178221289,0.0,,,29257,2074,319865865,6747959
None,None,None,2021-05-12,29257,40,1,820,2085,0,334494.5178221289,0.0,,,29257,2074,334087699,7047921
None,None,None,2021-05-13,29257,39,1,820,2086,0,334494.5178221289,0.0,,,29257,2074,347728307,7335625
None,None,None,2021-05-14,29257,38,1,820,2086,0,334494.5178221289,0.0,,,29257,2074,360853614,7612459
None,None,None,2021-05-15,29257,38,1,820,2087,0,334494.5178221289,0.0,,,29257,2074,373517949,7879571
