"Continent","Country","Province","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"Asia","Afghanistan","None","2020-04-14",647,350,61,93,20,13
"Asia","Afghanistan","None","2020-04-15",672,353,62,97,21,13
"Asia","Afghanistan","None","2020-04-16",696,354,62,101,23,13
"Asia","Afghanistan","None","2020-04-17",720,355,63,104,24,13
"Asia","Afghanistan","None","2020-04-18",742,354,63,108,26,13
"Asia","Afghanistan","None","2020-04-19",763,353,64,111,27,13
"Asia","Afghanistan","None","2020-04-20",783,351,64,114,29,13
"Asia","Afghanistan","None","2020-04-21",802,347,64,117,30,13
"Asia","Afghanistan","None","2020-04-22",820,344,63,119,32,12
"Asia","Afghanistan","None","2020-04-23",837,339,63,122,33,12
"Asia","Afghanistan","None","2020-04-24",853,334,63,124,34,12
"Asia","Afghanistan","None","2020-04-25",868,328,62,127,36,12
"Asia","Afghanistan","None","2020-04-26",883,322,61,129,37,12
"Asia","Afghanistan","None","2020-04-27",896,316,61,131,39,11
"Asia","Afghanistan","None","2020-04-28",909,309,60,133,40,11
"Asia","Afghanistan","None","2020-04-29",921,302,59,135,41,11
"Asia","Afghanistan","None","2020-04-30",933,294,58,136,43,10
"Asia","Afghanistan","None","2020-05-01",943,287,57,138,44,10
"Asia","Afghanistan","None","2020-05-02",953,279,56,139,45,10
"Asia","Afghanistan","None","2020-05-03",963,271,54,141,47,10
"Asia","Afghanistan","None","2020-05-04",971,263,53,142,48,9
"Asia","Afghanistan","None","2020-05-05",980,255,52,143,49,9
"Asia","Afghanistan","None","2020-05-06",987,247,51,144,50,9
"Asia","Afghanistan","None","2020-05-07",994,239,50,146,51,8
"Asia","Afghanistan","None","2020-05-08",1001,231,48,147,52,8
"Asia","Afghanistan","None","2020-05-09",1007,223,47,147,53,8
"Asia","Afghanistan","None","2020-05-10",1013,215,46,148,55,7
"Asia","Afghanistan","None","2020-05-11",1018,207,45,149,56,7
"Asia","Afghanistan","None","2020-05-12",1023,200,43,150,57,7
"Asia","Afghanistan","None","2020-05-13",1028,192,42,151,58,7
"Asia","Afghanistan","None","2020-05-14",1032,185,41,151,58,6
"Asia","Afghanistan","None","2020-05-15",1036,177,39,152,59,6
"Asia","Afghanistan","None","2020-05-16",1040,170,38,152,60,6
"Asia","Afghanistan","None","2020-05-17",1043,163,37,153,61,6
"Asia","Afghanistan","None","2020-05-18",1047,157,36,153,62,5
"Asia","Afghanistan","None","2020-05-19",1050,150,35,154,63,5
"Asia","Afghanistan","None","2020-05-20",1052,144,33,154,64,5
"Asia","Afghanistan","None","2020-05-21",1055,138,32,155,64,5
"Asia","Afghanistan","None","2020-05-22",1057,132,31,155,65,4
"Asia","Afghanistan","None","2020-05-23",1059,126,30,155,66,4
"Asia","Afghanistan","None","2020-05-24",1061,120,29,156,66,4
