"State","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"Alabama","2020-04-14",3952,1751,375,593,115,79
"Alabama","2020-04-15",4183,1801,390,627,125,82
"Alabama","2020-04-16",4413,1846,404,662,135,84
"Alabama","2020-04-17",4641,1885,417,696,145,86
"Alabama","2020-04-18",4867,1918,429,730,155,88
"Alabama","2020-04-19",5091,1946,440,764,165,90
"Alabama","2020-04-20",5311,1969,451,797,176,91
"Alabama","2020-04-21",5528,1986,460,829,187,93
"Alabama","2020-04-22",5740,1998,467,861,197,94
"Alabama","2020-04-23",5947,2004,474,892,208,94
"Alabama","2020-04-24",6150,2006,480,923,219,95
"Alabama","2020-04-25",6347,2002,485,952,230,95
"Alabama","2020-04-26",6539,1994,488,981,240,95
"Alabama","2020-04-27",6725,1982,491,1009,251,95
"Alabama","2020-04-28",6905,1965,493,1036,262,95
"Alabama","2020-04-29",7078,1944,493,1062,272,94
"Alabama","2020-04-30",7246,1920,493,1087,283,94
"Alabama","2020-05-01",7407,1893,492,1111,293,93
"Alabama","2020-05-02",7562,1862,490,1134,303,92
"Alabama","2020-05-03",7711,1829,487,1157,313,90
"Alabama","2020-05-04",7853,1793,483,1178,323,89
"Alabama","2020-05-05",7989,1755,479,1198,332,88
"Alabama","2020-05-06",8120,1715,474,1218,342,86
"Alabama","2020-05-07",8244,1673,468,1237,351,84
"Alabama","2020-05-08",8362,1631,462,1254,360,82
"Alabama","2020-05-09",8474,1586,455,1271,368,81
"Alabama","2020-05-10",8581,1541,448,1287,377,79
"Alabama","2020-05-11",8682,1496,440,1302,385,77
"Alabama","2020-05-12",8778,1449,432,1317,393,75
"Alabama","2020-05-13",8869,1403,423,1330,401,72
"Alabama","2020-05-14",8955,1356,415,1343,408,70
"Alabama","2020-05-15",9036,1309,406,1355,415,68
"Alabama","2020-05-16",9113,1263,396,1367,422,66
"Alabama","2020-05-17",9185,1217,387,1378,429,64
"Alabama","2020-05-18",9252,1171,377,1388,435,62
"Alabama","2020-05-19",9316,1126,368,1397,442,60
"Alabama","2020-05-20",9376,1082,358,1406,447,57
"Alabama","2020-05-21",9432,1038,348,1415,453,55
"Alabama","2020-05-22",9485,995,338,1423,459,53
"Alabama","2020-05-23",9534,953,329,1430,464,51
"Alabama","2020-05-24",9581,913,319,1437,469,49
"Alabama","2020-05-25",9624,873,309,1444,474,47
"Alabama","2020-05-26",9664,834,300,1450,478,45
"Alabama","2020-05-27",9702,796,290,1455,483,43
"Alabama","2020-05-28",9737,760,281,1461,487,42
"Alabama","2020-05-29",9770,725,271,1466,491,40
"Alabama","2020-05-30",9801,691,262,1470,495,38
"Alabama","2020-05-31",9829,658,253,1474,498,36
"Alabama","2020-06-01",9856,626,244,1478,502,35
"Alabama","2020-06-02",9880,595,235,1482,505,33
"Alabama","2020-06-03",9903,566,227,1485,508,31
"Alabama","2020-06-04",9924,538,219,1489,511,30
"Alabama","2020-06-05",9944,510,211,1492,514,29
"Alabama","2020-06-06",9962,484,203,1494,517,27
"Alabama","2020-06-07",9979,459,195,1497,519,26
"Alabama","2020-06-08",9995,436,187,1499,522,24
"Alabama","2020-06-09",10009,413,180,1501,524,23
"Alabama","2020-06-10",10022,391,173,1503,526,22
"Alabama","2020-06-11",10035,370,166,1505,528,21
"Alabama","2020-06-12",10046,350,159,1507,530,20
"Alabama","2020-06-13",10057,332,153,1509,532,19
"Alabama","2020-06-14",10066,314,147,1510,534,18
"Alaska","2020-04-14",289,107,25,42,7,5
"Alaska","2020-04-15",299,107,25,43,7,5
"Alaska","2020-04-16",309,106,26,45,8,5
"Alaska","2020-04-17",318,105,26,46,8,5
"Alaska","2020-04-18",327,103,26,47,8,5
"Alaska","2020-04-19",336,102,26,49,9,5
"Alaska","2020-04-20",344,100,26,50,9,5
"Alaska","2020-04-21",352,98,26,51,9,5
"Alaska","2020-04-22",359,96,25,52,10,5
"Alaska","2020-04-23",366,94,25,53,10,5
"Alaska","2020-04-24",373,91,25,54,11,5
"Alaska","2020-04-25",379,89,25,55,11,5
"Alaska","2020-04-26",385,86,24,56,11,4
"Alaska","2020-04-27",390,83,24,57,11,4
"Alaska","2020-04-28",395,81,24,58,12,4
"Alaska","2020-04-29",400,78,23,58,12,4
