Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Internal Parameter 1,Internal Parameter 2
Asia,Afghanistan,None,2020-03-27,1.898,2.37465060757353,-22.960052590158824,0.841016831904769,5.135020152524467,0.01893818600729168,0.6361936068235253,0.027426035830175336
Europe,Albania,None,2020-03-23,11.378,0.4618375168062227,-107.69648092304679,0.06622401551548218,1.5393994658454977,0.02739950958326608,0.3194823361993301,1.5535843015695987
Africa,Algeria,None,2020-03-21,2.126,0.636435802169374,-16.266313991067257,0.26250651600087765,16.862610969550882,0.07262662702143616,0.5120888726492846,7.504120225859752
Europe,Andorra,None,2020-03-22,2.817,1.5705341352034592,-7.932002952387826,3.9361514976463834,0.10923760779639535,0.06294448162178412,0.12664327942647408,1.4877014754711404
South America,Argentina,None,2020-03-20,3.576,0.5077351267380608,-0.8299271107542646,0.001586779937475427,2.7250623367571194,0.027757907159057932,0.0361590157949798,2.949565351340091
Oceania,Australia,Australian Capital Territory,2020-04-09,0.289,1.8638638779381107,-4.582490133175648,8.01084126079603,0.2537592222878298,0.01052946933857701,0.003253245427903712,0.02357160830481143
Oceania,Australia,New South Wales,2020-03-14,1.499,46.91382403579711,-0.013803309826422356,309.22185822712504,0.04739429900324808,0.01567813837741418,9.215861606167412,0.03333068922903631
Oceania,Australia,Queensland,2020-03-19,1.613,0.2115562075857805,-20.12260187376846,2.4138351821744615,0.14694695862788199,0.0058182315393920546,5.485333564138942,0.17921527649937852
Oceania,Australia,South Australia,2020-03-22,0.821,0.0016257794401937703,-383.6234103210574,82.02542871691483,0.09646226794390378,0.009234028911775605,2.01488466371869,1.388403122907115
Oceania,Australia,Tasmania,2020-04-09,0.518,0.0030994837547706107,-241.93953164211453,62.35043251170714,0.14109517461498444,0.04818418712436257,0.9946414028926214,0.26594665292066355
Oceania,Australia,Victoria,2020-03-18,2.669,0.457526347076269,-135.34791770806882,0.1432389110331854,0.3142568137448944,0.011472353837949164,4.477479264144129,0.6106634383755292
Oceania,Australia,Western Australia,2020-03-22,3.037,0.426643891377863,-8.761418513574004,2.5293998439552903,0.08433054005411326,0.014347312144446815,1.8223414292931288,0.8150692091198419
Europe,Austria,None,2020-03-08,3.626,10.048580374567788,-0.2320270413450107,29.22083915238339,0.061587073013398476,0.04341138894006357,12.913838990246177,0.4907915621720674
Asia,Azerbaijan,None,2020-03-26,1.006,0.7215280777640615,-254.6114430777788,0.036487282672873954,0.17628831101448533,0.014248792632340027,0.08647019498543153,1.3036879216390438
Asia,Bahrain,None,2020-03-10,7.389,0.5596132288653444,-0.04902730537815576,0.06535820139947214,1.4087722425844733,0.0022689302972845084,0.03519260482890145,1.0327848792625036
Asia,Bangladesh,None,2020-04-06,0.841,0.6612240355250062,-0.639087039052868,0.1812304221924854,5.4972738098978295,0.013317120096405385,1.4271351849087204,17.44821683117992
Europe,Belarus,None,2020-03-30,0.896,0.6152708473109584,0.07405219711607978,0.3264818042375133,3.2124839904767595,0.00571562490303873,15.243989438395301,0.05474373272800421
Europe,Belgium,None,2020-03-06,1.187,2.323494816814528,5.641604638779911,3.3619049810099035,0.22878029136830075,0.16525791067862133,1.5078942410507548,0.03267464915077795
South America,Bolivia,None,2020-03-31,1.256,1.1922134488002023,-35.77409154889185,0.28535232638890606,6.401266309281547,0.03296837791180068,0.24548620111069955,0.6004955595741708
Europe,Bosnia and Herzegovina,None,2020-03-22,3.862,1.0081983851663785,-35.93278199681453,0.5602665190201219,0.0900163419836026,0.06294639335999627,2.034443864250147,0.5088015894399791
South America,Brazil,None,2020-03-13,2.611,0.8164554011719009,11.721511408329599,0.2754334724023338,5.401933371161202,0.051533043941723755,6.834682546599585,0.15718710342778536
Europe,Bulgaria,None,2020-03-20,3.325,0.5363569770487967,-13.54014785570412,0.17694939981818833,0.1507468674178521,0.05802517424626452,0.02431813545732835,1.2026662968252326
Africa,Burkina Faso,None,2020-03-24,2.092,0.836775285776409,-631.3624498917322,0.05901763715210238,1.691082277772946,0.058668253291365324,1.886364590963039,0.6603907114331552
Africa,Cameroon,None,2020-03-29,5.828,1.017427522967558,-427.9610490505908,0.05033410719859898,0.41511498866162067,0.02943452620572815,0.17618964493298744,2.33249779441506
North America,Canada,Alberta,2020-03-19,1.302,16.364594720956642,-0.18349788963702826,21.870513924903456,0.33495207803974064,0.0202430783452666,0.20596858454899308,0.020678463173975845
North America,Canada,British Columbia,2020-03-16,4.931,1.1282872618977624,-28.163221436860503,0.9452282496310292,0.06570235448932588,0.06967549756688025,2.9772242917370932,2.42275561919484
North America,Canada,Manitoba,2020-03-31,1.543,0.6989842122138973,-1022.0976892665648,0.04557229842517164,0.13380680114040303,0.020801072894846426,0.0008604737602782294,1.0038512335934584
North America,Canada,New Brunswick,2020-04-06,50.34,2.7549168500277696,-1259.5542542432424,0.05681112984871809,0.004819075343414976,0.0006366976210805028,0.0005767379231954837,0.016678266280949733
North America,Canada,Newfoundland and Labrador,2020-03-27,0.396,0.0029053651180020977,-288.90161598901256,80.64443670962298,0.20008754606335963,0.011585734898049663,1.0241118508391296,0.5331711774012269
North America,Canada,Nova Scotia,2020-03-28,1.382,44.169189255914915,-0.01285453558056959,153.2755659902503,0.05125827991611094,0.06344723703723817,0.980610966625287,0.0007531848009619442
North America,Canada,Ontario,2020-03-15,1.537,0.5499899730801219,0.2527717039674741,0.2979322108737512,0.35781857195032396,0.08017457051725649,17.642073760183614,0.007726679474727841
North America,Canada,Quebec,2020-03-19,0.554,0.7230204834173835,0.4789014607632273,0.5986104264466847,0.08034864156996048,0.10568594345828983,15.085729663590245,4.633450207138998
North America,Canada,Saskatchewan,2020-03-28,5.098,0.6327630313284364,-5.775347959056853,0.5515879348043956,0.06526018134198618,0.01922317198809826,0.0034656935138641315,0.3102463911415128
South America,Chile,None,2020-03-16,4.441,0.66033060747977,-14.075534367365337,0.07646590993780052,0.1561314265136036,0.02129379482893287,3.4038157127800117,0.8855409489662726
