"State","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"Alabama","2020-03-30",804,529,98,121,4,22
"Alabama","2020-03-31",918,585,110,138,5,25
"Alabama","2020-04-01",1036,641,123,155,6,28
"Alabama","2020-04-02",1158,694,135,174,7,30
"Alabama","2020-04-03",1283,745,147,192,8,33
"Alabama","2020-04-04",1410,794,158,211,9,35
"Alabama","2020-04-05",1538,839,170,231,11,37
"Alabama","2020-04-06",1667,880,181,250,12,39
"Alabama","2020-04-07",1796,918,191,269,14,41
"Alabama","2020-04-08",1925,952,201,289,15,43
"Alabama","2020-04-09",2053,982,211,308,17,45
"Alabama","2020-04-10",2179,1008,219,327,18,46
"Alabama","2020-04-11",2302,1029,227,345,20,48
"Alabama","2020-04-12",2424,1046,234,364,21,49
"Alabama","2020-04-13",2542,1059,241,381,23,50
"Alabama","2020-04-14",2658,1068,246,399,25,50
"Alabama","2020-04-15",2770,1073,251,415,26,51
"Alabama","2020-04-16",2878,1074,255,432,28,51
"Alabama","2020-04-17",2982,1072,259,447,30,52
"Alabama","2020-04-18",3083,1067,261,462,31,52
"Alabama","2020-04-19",3179,1058,263,477,33,52
"Alabama","2020-04-20",3272,1047,265,491,35,52
"Alabama","2020-04-21",3360,1033,265,504,36,51
"Alabama","2020-04-22",3444,1016,265,517,38,51
"Alabama","2020-04-23",3524,998,264,529,40,50
"Alabama","2020-04-24",3600,978,263,540,41,50
"Alabama","2020-04-25",3672,956,261,551,43,49
"Alabama","2020-04-26",3740,933,259,561,44,48
"Alabama","2020-04-27",3804,908,257,571,46,47
"Alabama","2020-04-28",3865,883,253,580,47,46
"Alabama","2020-04-29",3922,856,250,588,49,45
"Alabama","2020-04-30",3976,830,246,596,50,44
"Alabama","2020-05-01",4026,802,242,604,51,43
"Alabama","2020-05-02",4074,775,238,611,52,41
"Alabama","2020-05-03",4118,747,233,618,54,40
"Alabama","2020-05-04",4159,719,228,624,55,39
"Alabama","2020-05-05",4198,692,223,630,56,38
"Alabama","2020-05-06",4234,664,218,635,57,36
"Alabama","2020-05-07",4268,637,213,640,58,35
"Alabama","2020-05-08",4299,611,208,645,59,34
"Alabama","2020-05-09",4328,585,202,649,60,33
"Alabama","2020-05-10",4355,559,197,653,61,31
"Alabama","2020-05-11",4380,534,191,657,62,30
"Alabama","2020-05-12",4403,510,186,660,63,29
"Alabama","2020-05-13",4424,486,180,664,63,28
"Alabama","2020-05-14",4444,463,175,667,64,26
"Alabama","2020-05-15",4462,441,169,669,65,25
"Alabama","2020-05-16",4479,419,164,672,65,24
"Alabama","2020-05-17",4495,398,158,674,66,23
"Alabama","2020-05-18",4509,379,153,676,67,22
"Alabama","2020-05-19",4523,359,148,678,67,21
"Alabama","2020-05-20",4535,341,143,680,68,20
"Alabama","2020-05-21",4546,323,138,682,68,19
"Alabama","2020-05-22",4556,306,133,683,69,18
"Alabama","2020-05-23",4566,290,128,685,69,17
"Alabama","2020-05-24",4574,275,123,686,70,16
"Alabama","2020-05-25",4582,260,119,687,70,16
"Alabama","2020-05-26",4590,246,114,688,71,15
"Alabama","2020-05-27",4596,233,110,689,71,14
"Alabama","2020-05-28",4602,220,106,690,71,13
"Alabama","2020-05-29",4608,208,102,691,72,13
"Alabama","2020-05-30",4613,196,98,692,72,12
"Alabama","2020-05-31",4618,185,94,693,72,11
"Alabama","2020-06-01",4622,175,90,693,73,11
"Alabama","2020-06-02",4626,165,86,694,73,10
"Alabama","2020-06-03",4629,156,83,694,73,9
"Alabama","2020-06-04",4633,147,79,695,73,9
"Alabama","2020-06-05",4636,139,76,695,74,8
"Alabama","2020-06-06",4638,131,73,696,74,8
"Alabama","2020-06-07",4641,124,70,696,74,7
"Alabama","2020-06-08",4643,117,67,696,74,7
"Alabama","2020-06-09",4645,110,64,697,74,7
"Alabama","2020-06-10",4647,104,61,697,75,6
"Alabama","2020-06-11",4649,98,59,697,75,6
"Alabama","2020-06-12",4650,92,56,698,75,6
"Alabama","2020-06-13",4651,87,54,698,75,5
"Alabama","2020-06-14",4653,82,52,698,75,5
"Alabama","2020-06-15",4654,77,49,698,75,5
"Arizona","2020-03-30",940,629,113,138,17,26
"Arizona","2020-03-31",1072,692,127,157,21,29
"Arizona","2020-04-01",1204,749,140,177,25,32
"Arizona","2020-04-02",1334,800,152,197,29,34
"Arizona","2020-04-03",1463,843,163,216,34,36
"Arizona","2020-04-04",1588,880,173,235,39,38
"Arizona","2020-04-05",1710,909,182,253,44,40
"Arizona","2020-04-06",1828,933,190,271,49,41
"Arizona","2020-04-07",1941,949,197,288,54,42
"Arizona","2020-04-08",2049,960,203,304,59,43
"Arizona","2020-04-09",2153,965,208,320,65,44
"Arizona","2020-04-10",2251,965,212,334,70,44
"Arizona","2020-04-11",2344,960,214,348,76,44
"Arizona","2020-04-12",2431,951,216,361,81,44
"Arizona","2020-04-13",2514,938,218,374,86,44
"Arizona","2020-04-14",2591,922,218,385,91,44
"Arizona","2020-04-15",2664,903,218,396,96,43
"Arizona","2020-04-16",2731,881,216,406,101,42
"Arizona","2020-04-17",2794,858,215,416,106,42
"Arizona","2020-04-18",2853,832,212,425,111,41
"Arizona","2020-04-19",2907,806,210,433,116,40
"Arizona","2020-04-20",2958,778,207,440,120,39
"Arizona","2020-04-21",3005,749,203,447,124,38
"Arizona","2020-04-22",3048,720,199,454,128,37
"Arizona","2020-04-23",3087,691,195,460,132,35
"Arizona","2020-04-24",3124,662,190,465,136,34
"Arizona","2020-04-25",3157,633,186,470,140,33
"Arizona","2020-04-26",3188,604,181,475,143,32
"Arizona","2020-04-27",3217,575,176,479,146,30
"Arizona","2020-04-28",3243,547,171,483,149,29
"Arizona","2020-04-29",3266,520,165,487,152,28
"Arizona","2020-04-30",3288,494,160,490,155,27
"Arizona","2020-05-01",3308,468,155,493,158,25
"Arizona","2020-05-02",3326,443,150,496,160,24
"Arizona","2020-05-03",3342,419,145,498,163,23
"Arizona","2020-05-04",3357,396,140,500,165,22
"Arizona","2020-05-05",3371,374,135,502,167,21
"Arizona","2020-05-06",3383,353,130,504,169,20
"Arizona","2020-05-07",3394,332,125,506,171,19
"Arizona","2020-05-08",3404,313,120,507,173,18
"Arizona","2020-05-09",3413,295,115,509,175,17
"Arizona","2020-05-10",3422,277,111,510,176,16
"Arizona","2020-05-11",3429,261,106,511,178,15
"Arizona","2020-05-12",3436,245,102,512,179,14
"Arizona","2020-05-13",3442,230,97,513,180,13
"Arizona","2020-05-14",3448,216,93,514,182,13
"Arizona","2020-05-15",3453,202,89,515,183,12
"Arizona","2020-05-16",3457,190,86,515,184,11
"Arizona","2020-05-17",3461,178,82,516,185,11
"Arizona","2020-05-18",3465,167,78,516,186,10
"Arizona","2020-05-19",3468,156,75,517,187,9
"Arizona","2020-05-20",3471,147,71,517,188,9
"Arizona","2020-05-21",3474,137,68,518,188,8
"Arizona","2020-05-22",3477,129,65,518,189,8
"Arizona","2020-05-23",3479,121,62,519,190,7
"Arizona","2020-05-24",3481,113,59,519,191,7
"Arizona","2020-05-25",3482,106,57,519,191,6
"Arizona","2020-05-26",3484,99,54,519,192,6
"Arizona","2020-05-27",3485,93,51,520,192,6
"Arizona","2020-05-28",3487,87,49,520,193,5
"Arizona","2020-05-29",3488,81,47,520,193,5
"Arizona","2020-05-30",3489,76,45,520,194,5
"Arizona","2020-05-31",3490,71,42,520,194,4
"Arizona","2020-06-01",3490,67,40,520,194,4
"Arizona","2020-06-02",3491,63,38,520,195,4
"Arizona","2020-06-03",3492,59,37,520,195,3
"Arizona","2020-06-04",3492,55,35,521,195,3
"Arizona","2020-06-05",3493,51,33,521,196,3
"Arizona","2020-06-06",3493,48,32,521,196,3
"Arizona","2020-06-07",3494,45,30,521,196,3
"Arizona","2020-06-08",3494,42,29,521,197,2
"Arizona","2020-06-09",3495,40,27,521,197,2
"Arizona","2020-06-10",3495,37,26,521,197,2
"Arizona","2020-06-11",3495,35,25,521,197,2
"Arizona","2020-06-12",3495,33,23,521,197,2
"Arizona","2020-06-13",3496,31,22,521,198,2
