Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay
North America,US,Alabama,2020-03-20,0.7261987136731265,0.4333020182547921,4.519999303360145,0.041843085371336006,0.30262590531459793,0.20411913916694968,4.204923818551085,6.666391345821278,4.436997355182874,0.4252794243017802,93.59553290232766,9.420282795764471
North America,US,Alaska,2020-03-28,3.2939008300758177,0.3644788192686091,-1543.2827360310587,0.0,0.02,0.10767890054707882,154.56982191637374,0.046962548589417785,0.5289418275959364,0.887658897616157,86.00988208782177,10.478974641725694
North America,US,Arizona,2020-03-21,0.841894349286112,0.4732196447130122,-3.466568858695076,0.11932255954993723,0.0411380759309047,0.18961262372739582,1.417893550105556,0.34321091811717663,10.2095031974566,0.7464862696826446,79.41106017542157,12.493508635524353
North America,US,Arkansas,2020-03-20,2.49768445228473,0.38697901392480405,-237.01165805222197,0.0,0.02,0.024806146814661634,0.0,1.5785750737147533,3.782380600815677,0.8503759795428423,71.54688658249651,5.879959748105271
North America,US,California,2020-03-07,0.7023560479808021,0.519290501602776,-75.60140993010425,0.060094880486120016,0.03442832953855213,0.9999549422949787,11.223117751349255,64.80320599141666,1.2896369562800127,0.37354341285863457,104.68519134961403,11.99642144930892
North America,US,Colorado,2020-03-14,3.4234196504033174,0.37737187485247325,-0.3113632749143408,0.044863940666726075,0.05972205500835719,0.3950473139742212,4.321002611058379,29.623854948017133,1.4720555015202685,0.24263686822448738,172.96922583588287,50.0
North America,US,Connecticut,2020-03-19,1.3156588828146552,0.7001920708376423,0.36438641311919184,0.6942266612466261,0.0902014666625921,0.18661141129329453,0.6704029342441348,22.394610789711752,0.005864846976783225,0.5259747560702832,150.34125923305234,40.30475801768114
North America,US,Delaware,2020-03-24,2.190606610403503,0.6348922319577314,-5.808142185024869,0.4765701489838371,0.05326033457385529,0.12267866466832805,1.1252160090004728,6.389088150768639,0.535681555594471,0.4674340840321631,141.85751523881612,50.0
North America,US,District of Columbia,2020-03-23,1.948831176044082,0.5672154747617169,1.6927545009442813,0.3788009740160719,0.09462474815459176,0.12725723546391512,0.903339712339458,7.231877935236826,4.032051653417777e-05,0.5642284358628094,129.62346994280227,26.6988648181392
North America,US,Florida,2020-03-16,0.7085990588713564,0.40270037847039325,1.2225231753001928,0.06071180905672998,0.023557891274402026,0.21465613273031214,1.738988944473679,8.091947828688207,47.967375220369,1.0889428111177044,93.59898401622135,11.114770976437166
North America,US,Georgia,2020-03-16,0.5225320414195693,0.37859107753064714,0.20533121725787584,0.027572751120841937,0.023066731779350206,0.3819993158776771,3.361586349958268,44.8769834972749,0.12830150696854542,0.6740292928454195,100.08147061061378,12.203606076661238
North America,US,Hawaii,2020-03-26,3.0399789901281915,0.6035832301111559,-299.9254838464484,0.05987392588370835,0.0694358692163227,0.054809857732210844,3.776864101762572,0.4606253261544946,0.8089689785983327,0.8892443430754311,113.13869194248245,17.084709844051133
North America,US,Idaho,2020-03-25,1.6423495148562006,0.4451469489166227,-2615.28141087456,0.002767525020197132,0.04316753489154018,0.05965587729200691,1.9564922969735263,0.15918675103299704,3.034249485063726,1.3467331654217556,87.25310030515494,7.569499157920841
North America,US,Illinois,2020-03-17,3.092146462462722,0.557404170169155,22.804276442765197,0.823668137532335,0.06905860688001077,0.2881250720162138,2.3634894049540147,2.576547111171264,7.503146154725361,0.698730517498487,141.64596257335992,44.66789959688521
North America,US,Indiana,2020-03-21,2.1808066845014706,0.34624530118044716,-0.19917379430096885,0.0,0.03677552804031833,0.9905575510626065,11.156540260910473,46.38274833348456,2.4521185416150146,0.31831898838317857,120.83932951511429,16.051787757967208
North America,US,Iowa,2020-03-23,0.982361024755467,0.3856150054707792,-0.7554083029582379,0.0,0.027635463708544493,0.2722678708856715,6.136963100942199,11.489153593909496,6.771924375983186,0.9615653876537608,146.64104937785189,2.5603217081741567
North America,US,Kansas,2020-03-24,1.771385861904102,0.38900101944911647,-11.37839243573164,0.0,0.031840675906986846,0.7517799590219784,83.93987328670693,3.9817913639564804,3.528073394947519,0.9793854480646483,99.90332439417406,1.8464582233549027
North America,US,Kentucky,2020-03-22,0.8384783019799256,0.37907309789159055,-153.20910304730526,0.0,0.02496093986737765,0.9999727894289018,15.715817684092992,9.723931502905398,2.5293140447767,0.7772765520354876,106.85019969708699,3.976624626995322
North America,US,Louisiana,2020-03-16,0.5986129987542543,0.32896335399671023,0.3032675107467215,0.015263770405286205,0.03836172357191385,0.26110577495705173,2.3207955417270156,40.47875306305725,32.092786358877696,1.1474898560630384,99.39337948712019,11.26254690703552
North America,US,Maine,2020-03-23,0.9730634197109664,0.554624453718694,-36.64112875028537,0.14231874528495206,0.5,0.06951757271683426,0.7302026988884839,0.42730189834635945,0.9946929168819814,0.3619859652358355,160.6586961863703,25.806640763365085
North America,US,Maryland,2020-03-19,2.6632642252904386,0.7437648145364553,-0.33805188439969697,0.4955528457563402,0.1434980249003896,0.20079950942686212,1.678059453806602,17.301030826242936,0.0015176362390845076,0.37872703933839114,135.48387708794445,36.67647375486202
North America,US,Massachusetts,2020-03-12,0.42074531396860076,2.5014217984189915,0.4616076625803221,2.5611432289989797,0.06516170546926403,0.10060661680111453,0.16062128336532996,3.8315315788292152,0.4543253905906504,0.15271005556944386,155.6370598869623,41.46827362862197
North America,US,Michigan,2020-03-19,1.6892489730325269,0.28548472215364706,0.496934725550393,0.0,0.053409848622575626,0.46425984930459285,3.8290914662729048,98.8135224352316,0.9611856872639729,0.46652338251153413,130.07747184784665,37.7662644262486
North America,US,Minnesota,2020-03-20,4.695127208548477,1.8066129759089145,-0.9650496900318589,1.27892710337018,1.0,1.0,12.140865767473077,0.0,0.2433499786916056,0.1629359759632474,149.6029421886019,50.0
