"Continent","Country","Province","Data Start Date","Infection Rate","Median Day of Action","Rate of Action","Mortality Rate","Internal Parameter 1","Internal Parameter 2"
"Asia","India","None","2020-03-14",1.0413738590057187,-1.1272654146770757,1.707080858324789,0.05216687124256316,4.894970487702189,5.152636986397348
"Asia","Indonesia","None","2020-03-15",1.1814504875027583,-5.084908918270689,1.5800355942973843,0.10499997415914514,1.078718533933937,3.970763433754735
"Asia","Iraq","None","2020-03-13",1.0602362478953362,-5.933714096534145,2.745685521468195,0.10499997897303322,9.503152932040566,0.09840002679581919
"Europe","Ireland","None","2020-03-14",0.778492742992079,10.034230738320964,0.9971806046593857,0.10500000000000001,7.000502296938662,0.11750468941537498
"Asia","Israel","None","2020-03-12",0.8421106106143766,10.193042815408415,3.1499999805863137,0.023063402491318146,8.288928743947132,0.09500026483078579
"Europe","Italy","None","2020-02-23",1.0261084694574025,10.49608341833882,1.6863823669444067,0.10500000000000001,0.48218862578940813,7.531749223087363
"Asia","Japan","None","2020-02-21",1.0098231808102542,4.607918665178845,1.5339507426613903,0.03712777398330398,1.7745434396796391,0.095
"Asia","Jordan","None","2020-03-22",0.7832933702857339,-29.053505613929886,2.4719364335359852,0.04118927267531228,1.4028223294820856,0.6188928565350158
"Africa","Kazakhstan","None","2020-03-26",1.306731597849173,-28.111705728022045,1.329986766132844,0.030362023000033666,2.8842302271258164,1.5874966329885984
"Africa","Kenya","None","2020-04-02",0.886449015654452,-28.828432578942966,2.3221095054671475,0.057508249433567436,1.2008093085648355,0.15147527877032288
"Europe","Kosovo","None","2020-03-31",0.9501115201787137,-28.756114027950396,2.1672052041022085,0.07586337477163328,1.3704262579578923,0.16953699333517777
"Asia","Kuwait","None","2020-03-14",1.2769560815413075,2.3613369874703416,1.0017404920875304,0.0095,0.2204397754427634,0.10376846255421318
"Europe","Latvia","None","2020-03-20",1.0311001661305674,-12.811502050852726,2.3949363973196345,0.0105,2.141458135389478,0.5123073584594955
"Asia","Lebanon","None","2020-03-15",1.3078741171308608,-23.89667385099298,2.359372346523385,0.05956765037271387,3.108512391125041,0.10495165178310972
"Europe","Lithuania","None","2020-03-22",1.2360682773353555,-25.73228906865046,1.9338474510239199,0.051426276615872325,4.0665586199915715,0.28003854832154745
"Europe","Luxembourg","None","2020-03-17",1.1511035074565452,-10.569232041759626,3.149995939796409,0.03891892282388284,10.499999944720209,2.1402311439001416
"Asia","Malaysia","None","2020-03-09",1.252467189580606,-7.029581966681125,1.4630680599506547,0.03750507062163532,0.31769287128194695,3.0474695394189215
"Europe","Malta","None","2020-03-23",0.7263135973900128,9.41279893899274,2.157251744331714,0.012694856349654953,0.13559736085147853,0.1918705172345826
"Africa","Mauritius","None","2020-03-28",1.1925631365184262,-19.612161465790365,2.7610041493425435,0.07361268098122475,2.2238100790097373,0.10524732881544964
"North America","Mexico","None","2020-03-19",0.8975026062287512,-4.478831118767837,1.876864733802016,0.09545424183184469,7.651428598173224,2.5334716613960024
"Europe","Moldova","None","2020-03-23",1.310156657409464,-28.486061100187662,0.950073229577168,0.06662036996514936,5.417481836218739,0.6849627442836554
"Europe","Montenegro","None","2020-03-31",0.7125,-27.848915433479178,1.7435832031114595,0.0095,1.8335826001495088,0.26084366899769446
"Africa","Morocco","None","2020-03-22",0.840649948207863,-25.339802088267287,2.2551964431608806,0.10499998991210216,10.494967089440236,0.8363734904548569
"Europe","Netherlands","None","2020-03-06",1.1000974824613463,8.670585918894107,2.096278682029997,0.10500000000000001,0.10496908292562934,2.38353111197396
"Africa","Niger","None","2020-04-03",0.7599589435130109,-31.185728245598025,2.96130494530842,0.08309281142563864,7.895499113975857,0.15026995526944548
"Africa","Nigeria","None","2020-03-29",0.7800705819360372,-16.50052582523257,2.6510846798933105,0.07247135652922079,2.1207656334197527,0.14700578989029925
"Europe","Norway","None","2020-03-06",0.7236394983248715,9.418821802919252,3.091695310623367,0.033073068867220855,0.10505255786310946,2.7802322696876924
"Asia","Oman","None","2020-03-26",1.308988210376485,-18.93392364942941,1.5376037984128055,0.019226016921085862,2.4808998569728566,0.10466664871294125
"Asia","Pakistan","None","2020-03-16",1.0379605075029936,-5.0552706806693815,0.9919357881824683,0.045410401260986916,0.6846856579263889,2.9655748231945362
"North America","Panama","None","2020-03-19",0.9380976963321966,-0.5810005194916107,0.95,0.07982370073908386,0.6814446688973382,2.399748057850663
"South America","Paraguay","None","2020-04-05",0.7550492223323545,-8.439461743382036,2.2635090264493107,0.08916280811336873,0.1848283834469998,0.2555598692469403
"South America","Peru","None","2020-03-17",1.2795881610548097,9.785690118793601,0.9502955076077774,0.10499998851868789,0.09500253389319499,0.6339366109568522
"Asia","Philippines","None","2020-03-14",1.025570125473624,-1.8955417913219788,1.65714478778511,0.1049999834191955,4.68979629702922,4.818096873212306
"Europe","Poland","None","2020-03-14",0.8872698141121923,5.566392462290253,1.050000107593148,0.09388176474783638,3.0269036753505123,2.140056707438734
"Europe","Portugal","None","2020-03-13",0.9667251295856272,8.398393786240689,2.991975788319705,0.08353140815626313,6.35342474823215,1.771243111988272
"Asia","Qatar","None","2020-03-11",1.0261119471082307,9.831825373043113,0.95,0.0095,0.095,0.095
"Europe","Romania","None","2020-03-14",1.0089151247843668,-0.9875097279333045,1.0004140527814123,0.10500000000000001,2.443771914201343,1.728037583005947
"Africa","Rwanda","None","2020-04-04",1.037511270530371,-23.307180431932903,2.1933463072704615,0.01238961026541443,0.15469142901043045,0.10208236511121542
"Africa","Senegal","None","2020-03-26",0.8436153714059598,-11.727153824635074,2.5954214061928216,0.02521063299669284,0.7877307028569338,0.3957388894728489
"Europe","Serbia","None","2020-03-19",0.8831854903545777,9.980453936325114,2.7966643814266168,0.08571472072073519,3.1990852642077483,0.0967347096922208
"Asia","Singapore","None","2020-02-29",1.3109644294526306,-4.883785424215684,2.1059007168061874,0.0095,0.4295509917190037,1.0892547544997753
"Europe","Slovenia","None","2020-03-13",1.203335314603923,-2.779372303679588,2.9744644406432945,0.07776633903015624,1.7851095925957192,0.21245980027403202
"Europe","Spain","None","2020-03-02",1.058830915382892,10.499999815049403,1.9575206101156322,0.10500000000000001,9.473222615467357,7.83814905825994
"Europe","Sweden","None","2020-03-06",0.807405380523509,9.91486671170207,0.9557027578441915,0.10500000000000001,5.09916161510615,0.10503067843158079
"Europe","Switzerland","None","2020-03-05",0.8638701777515333,10.49998008775904,3.1499999942887307,0.08685398522519847,10.465565779825749,1.0509616314888703
"Asia","Thailand","None","2020-03-15",1.2879471579881057,-17.2838763795723,1.7700465482834735,0.02498860879459371,5.290575717049085,2.6998453656731876
"Africa","Tunisia","None","2020-03-24",0.7261489416060479,-29.25584831545155,2.3431447141674133,0.09862824255872493,5.220695431426236,0.74184666879263
"Asia","Turkey","None","2020-03-19",0.945054374654599,8.560557455892972,1.6071203533045249,0.08041683084420029,7.410933662518778,10.450866091009384
"Europe","Ukraine","None","2020-03-25",1.072075171515155,-1.9113245788392412,2.0704566700138964,0.10499998678505372,6.369889840468678,1.110326761627172
"South America","Uruguay","None","2020-03-21",0.7125224725813951,-23.61026075009785,1.102853203851457,0.034007657914372214,1.1590375050088146,0.7770744585105462
"North America","US","Alabama","2020-03-20",1.2348050321809294,-2.937398411124916,1.5965133718965134,0.0835721448975,6.23469398828309,0.19604455402682885
"North America","US","Alaska","2020-03-28",0.9739192315573157,-7.200434247794268,2.3249179203450003,0.05946372045369604,1.0423679869761204,0.14125530538873574
"North America","US","Arizona","2020-03-21",0.9723727830519897,1.4736579761042372,2.7271783053027394,0.09484206527250001,7.418799421040388,1.3707721137748812
"North America","US","Arkansas","2020-03-20",0.8239275647704439,-5.706942209931076,2.2310036954483725,0.053594020608190275,5.589367685264854,0.1475063688048752
"North America","US","California","2020-03-19",0.8604750301066878,4.956443971545104,2.4880871753905005,0.08223221745407999,3.8504430869832316,0.4333596844076189
"North America","US","Colorado","2020-03-19",0.7207758248343518,5.350706712324669,2.8434219457094256,0.1043222180175,6.8333706717193845,0.23304136432686579
"North America","US","Connecticut","2020-03-19",0.736269249657618,12.858683831653144,2.3867871364884055,0.1408652089425,7.394764121645624,1.1011455356317528
"North America","US","Delaware","2020-03-24",1.4248896384716114,-4.121949562771604,1.406191104468826,0.07890813771750001,2.9912405698641176,0.1740667237475559
"North America","US","District of Columbia","2020-03-22",1.256963712407033,-2.813895527162803,1.5686453338733222,0.07378420943249998,3.707283195413376,0.1538594578205706
"North America","US","Florida","2020-03-19",0.7846333991937637,7.558575128731198,2.3439026857359733,0.06897153123000001,2.4278607242518335,2.855782320811239
"North America","US","Georgia","2020-03-19",0.6955386189545598,9.83393570491533,2.236047850511494,0.12216724225940163,6.747333563777924,1.2773726867030377
"North America","US","Hawaii","2020-03-26",0.5084569647847634,-7.937823991480097,3.3488885957247354,0.0309631932225,3.4414211863544306,0.07391359134763487
"North America","US","Idaho","2020-03-25",0.5493824990775,3.3771840574505996,2.976763892659134,0.05705433880130546,5.777062019333705,0.4562265499121378
"North America","US","Illinois","2020-03-19",0.9046759960825145,7.397510492203708,2.2694865595700002,0.1070798042475,6.107398629297433,0.29322462509517994
"North America","US","Indiana","2020-03-21",0.6641998375801058,9.640296041851334,2.434373543267586,0.1287899273297006,6.723805200134895,4.389307303292499
"North America","US","Iowa","2020-03-23",1.1701806699449717,-4.055589468440371,1.7835622524437318,0.07517306286,4.3607787676231435,0.1657857946517461
"North America","US","Kansas","2020-03-24",0.8893121550086298,-6.568460389272923,2.6719896651414805,0.0979611546375,8.72769895854454,0.20340182953974956
"North America","US","Kentucky","2020-03-22",1.1498590851844712,-4.865951607134293,2.2648321067752573,0.14392433469541513,7.864924762622534,0.15923377400544295
"North America","US","Louisiana","2020-03-19",0.9904626067585176,7.6360273395495195,3.668196399283355,0.1350681373679998,4.132882848635455,1.232553119339801
"North America","US","Maine","2020-03-23",0.6456302166573398,-6.716666520183073,2.116716099628416,0.07718912768391742,3.1586117284187383,0.09851833173466985
"North America","US","Maryland","2020-03-19",1.0303489515259747,8.998429077626728,1.9857765770006557,0.06957309381750001,5.024351083919424,0.4839595598784118
"North America","US","Massachusetts","2020-03-19",1.1327652696918975,6.233915203637224,2.6346723458660657,0.0913041912825,7.319356617204631,0.08061725002264374
"North America","US","Michigan","2020-03-19",0.6803333569155106,9.799976366740808,3.499839670039347,0.1603327614525,11.049993202004616,1.1483576843060372
"North America","US","Minnesota","2020-03-20",0.8519996761549173,-4.366341901368821,1.9577526264251999,0.07121855301749999,4.843125155873821,0.09654571304828072
"North America","US","Mississippi","2020-03-21",0.8561508214737408,-3.510334018001324,0.9940794627767089,0.0970119738,4.338894245504692,0.7843855008206252
"North America","US","Missouri","2020-03-22",0.8669063861916424,2.3027302456745895,1.8247853055199552,0.07732138962943219,3.091897373047777,3.554331018923493
"North America","US","Montana","2020-03-27",0.49354047266784135,-3.29336972727898,3.060557638932575,0.046504169488226624,1.8414765916280003,0.19096480372962493
"North America","US","Nebraska","2020-03-27",0.8563036380676017,-4.7895413746266176,2.872580063743019,0.06894909976500001,4.97877493741793,0.14391178525357803
"North America","US","Nevada","2020-03-20",0.7492483668935065,4.40446332323031,2.6533544199569143,0.09964844930250001,4.751620685134843,0.11919731386499999
"North America","US","New Hampshire","2020-03-23",1.0053976659795327,-5.866850390266111,2.248196148187798,0.048335190907500006,4.466632126335603,0.1193052429375
"North America","US","New Jersey","2020-03-19",0.8338199446127521,7.674318377565472,2.3446508692123973,0.1107600606,6.5937995011944155,3.277800225232653
"North America","US","New Mexico","2020-03-24",1.0381657146492433,-4.018667920484636,1.7912204418729099,0.06001912562787507,4.243988683684944,0.15399095714533573
"North America","US","New York","2020-03-19",0.7363849385975039,5.216968602395115,1.9332765477975005,0.1079613864,3.737289644396742,3.7902717741570355
"North America","US","North Carolina","2020-03-19",0.8067690414781296,7.544783922079268,2.469096232122086,0.0354885676425,2.9388997379205115,1.7485908442685612
"North America","US","North Dakota","2020-03-30",0.8779379283525997,-12.740991157536554,1.3754726735170284,0.012145275607499288,1.7922782066477574,0.13046248590675327
"North America","US","Ohio","2020-03-19",0.701556719170381,8.211255655191591,2.6070654476016712,0.1178206679475,9.676483571422182,0.41951011032829655
"North America","US","Oklahoma","2020-03-24",0.5921579232945123,3.103183419471656,2.4625617686779564,0.15620393043121847,7.3215260327308345,1.6478041023526635
"North America","US","Oregon","2020-03-20",0.846012760242461,-1.3540712268049677,2.4901424565721673,0.08797704450709143,5.664744870208678,0.13322531902584436
"North America","US","Pennsylvania","2020-03-19",0.9194268057751971,10.940119105270853,2.482414254374484,0.07257907109249999,5.113189025860946,2.0677835612992848
"North America","US","Rhode Island","2020-03-23",1.1029622822938723,2.73283587980187,1.9538320360522037,0.08848002838499999,4.176029906802841,0.1608486514727808
"North America","US","South Carolina","2020-03-20",0.636839149217142,7.698743577926985,1.363041062096827,0.0758474858938527,5.5004934709458775,1.0298653107988611
"North America","US","South Dakota","2020-03-30",1.112854520076575,-4.2845858498270095,2.0244127463952246,0.04723819695244934,3.8053595092903576,0.13394769699387807
"North America","US","Tennessee","2020-03-19",0.8744808192241303,-1.4182862669073533,1.358423967942038,0.0500872684725,2.3713078087899535,3.4438103517095775
"North America","US","Texas","2020-03-19",1.156913039679903,2.351058827289044,1.539208806105,0.0613960453575,0.8773182620025692,2.9215762434468555
"North America","US","Utah","2020-03-20",1.165004258270516,-4.650814664112332,1.9354987952515905,0.022572073436213376,5.24910314256996,0.4830247357313113
"North America","US","Vermont","2020-03-24",0.90379503335,-7.8309561196125,2.5126825744124996,0.08336800429999999,7.937840345912499,0.16077831820250002
"North America","US","Virginia","2020-03-20",1.1737734197998755,3.02150533906844,1.9932102281771453,0.06649525448999999,6.887749848268193,0.11171151771134372
"North America","US","Washington","2020-03-19",0.856908571755,-1.015640315865,2.7669651434775,0.10180224547999998,6.080973761162499,0.5635375888525
"North America","US","West Virginia","2020-03-28",0.9134211317577668,-4.56541636689539,1.6114455217837238,0.0359130742425,2.5978332797203443,0.10682489114648931
"North America","US","Wisconsin","2020-03-19",0.9777455461063672,-0.31238197028128073,2.177718558535511,0.09844089207750001,4.562560819568213,0.8726534578284949
"North America","US","Wyoming","2020-03-31",0.6786251629958616,-5.711344051812322,2.9124813101640536,0.007350919357499999,0.39739563164145336,0.5110635884558353
"Asia","Uzbekistan","None","2020-03-28",1.3089843723425931,-21.902717832147733,1.9826354935040789,0.0095,4.83058638488635,0.8011612440439241
"Asia","Vietnam","None","2020-03-22",0.8135732807009173,-24.49282713225915,2.4284559569918898,0.031550206889197,0.11451274300577166,0.7578582497951771
