"State","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"Alabama","2020-03-29",687,466,85,103,3,20
"Alabama","2020-03-30",794,522,97,119,4,22
"Alabama","2020-03-31",907,578,109,136,5,25
"Alabama","2020-04-01",1024,633,121,154,6,27
"Alabama","2020-04-02",1145,686,133,172,7,30
"Alabama","2020-04-03",1269,737,145,190,8,32
"Alabama","2020-04-04",1395,786,157,209,9,35
"Alabama","2020-04-05",1522,831,168,228,10,37
"Alabama","2020-04-06",1651,873,179,248,11,39
"Alabama","2020-04-07",1780,911,190,267,13,41
"Alabama","2020-04-08",1908,945,200,286,14,43
"Alabama","2020-04-09",2035,976,209,305,16,44
"Alabama","2020-04-10",2161,1002,218,324,17,46
"Alabama","2020-04-11",2285,1024,226,343,19,47
"Alabama","2020-04-12",2407,1041,233,361,20,49
"Alabama","2020-04-13",2526,1055,240,379,22,49
"Alabama","2020-04-14",2641,1065,245,396,23,50
"Alabama","2020-04-15",2754,1071,250,413,25,51
"Alabama","2020-04-16",2862,1073,255,429,27,51
"Alabama","2020-04-17",2967,1071,258,445,28,52
"Alabama","2020-04-18",3069,1066,261,460,30,52
"Alabama","2020-04-19",3166,1059,263,475,31,52
"Alabama","2020-04-20",3259,1048,264,489,33,52
"Alabama","2020-04-21",3348,1035,265,502,35,51
"Alabama","2020-04-22",3433,1019,265,515,36,51
"Alabama","2020-04-23",3514,1001,265,527,38,50
"Alabama","2020-04-24",3591,982,264,539,39,50
"Alabama","2020-04-25",3664,960,262,550,41,49
"Alabama","2020-04-26",3733,937,260,560,42,48
"Alabama","2020-04-27",3798,913,257,570,44,47
"Alabama","2020-04-28",3860,888,254,579,45,46
"Alabama","2020-04-29",3918,862,251,588,46,45
"Alabama","2020-04-30",3973,836,247,596,47,44
"Alabama","2020-05-01",4024,809,243,604,49,43
"Alabama","2020-05-02",4072,781,239,611,50,42
"Alabama","2020-05-03",4117,754,235,618,51,40
"Alabama","2020-05-04",4159,726,230,624,52,39
"Alabama","2020-05-05",4199,699,225,630,53,38
"Alabama","2020-05-06",4236,672,220,635,54,37
"Alabama","2020-05-07",4270,645,215,640,55,35
"Alabama","2020-05-08",4302,618,209,645,56,34
"Alabama","2020-05-09",4332,592,204,650,57,33
"Alabama","2020-05-10",4359,566,198,654,58,32
"Alabama","2020-05-11",4385,541,193,658,59,30
"Alabama","2020-05-12",4409,517,187,661,60,29
"Alabama","2020-05-13",4431,493,182,665,60,28
"Alabama","2020-05-14",4451,470,176,668,61,27
"Alabama","2020-05-15",4470,447,171,670,62,26
"Alabama","2020-05-16",4487,426,166,673,63,25
"Alabama","2020-05-17",4503,405,160,675,63,23
"Alabama","2020-05-18",4518,385,155,678,64,22
"Alabama","2020-05-19",4532,365,150,680,64,21
"Alabama","2020-05-20",4544,347,145,682,65,20
"Alabama","2020-05-21",4556,329,139,683,65,19
"Alabama","2020-05-22",4567,312,135,685,66,18
"Alabama","2020-05-23",4576,296,130,686,66,18
"Alabama","2020-05-24",4585,280,125,688,67,17
"Alabama","2020-05-25",4594,265,120,689,67,16
"Alabama","2020-05-26",4601,251,116,690,68,15
"Alabama","2020-05-27",4608,237,111,691,68,14
"Alabama","2020-05-28",4614,224,107,692,68,13
"Alabama","2020-05-29",4620,212,103,693,69,13
"Alabama","2020-05-30",4625,200,99,694,69,12
"Alabama","2020-05-31",4630,189,95,695,69,11
"Alabama","2020-06-01",4635,179,91,695,69,11
"Alabama","2020-06-02",4639,169,88,696,70,10
"Alabama","2020-06-03",4642,159,84,696,70,10
"Alabama","2020-06-04",4646,150,81,697,70,9
"Alabama","2020-06-05",4649,142,77,697,70,9
"Alabama","2020-06-06",4652,134,74,698,71,8
"Alabama","2020-06-07",4654,126,71,698,71,8
"Alabama","2020-06-08",4657,119,68,698,71,7
"Alabama","2020-06-09",4659,113,65,699,71,7
"Alabama","2020-06-10",4661,106,63,699,71,6
"Alabama","2020-06-11",4662,100,60,699,72,6
"Alabama","2020-06-12",4664,94,57,700,72,6
"Alabama","2020-06-13",4665,89,55,700,72,5
"Alabama","2020-06-14",4667,84,52,700,72,5
"Alabama","2020-06-15",4668,79,50,700,72,5
"Arizona","2020-03-29",605,425,75,89,10,17
"Arizona","2020-03-30",707,479,86,104,13,20
"Arizona","2020-03-31",811,530,97,120,15,22
"Arizona","2020-04-01",915,577,107,136,18,24
"Arizona","2020-04-02",1018,619,117,151,22,26
"Arizona","2020-04-03",1121,656,126,167,25,28
"Arizona","2020-04-04",1222,687,135,182,29,30
"Arizona","2020-04-05",1321,714,142,196,33,31
"Arizona","2020-04-06",1417,735,149,211,37,32
"Arizona","2020-04-07",1510,752,155,225,41,33
"Arizona","2020-04-08",1599,764,160,238,45,34
"Arizona","2020-04-09",1685,771,165,251,50,35
"Arizona","2020-04-10",1767,774,168,263,54,35
"Arizona","2020-04-11",1845,774,171,275,58,36
"Arizona","2020-04-12",1919,770,173,286,62,36
"Arizona","2020-04-13",1989,762,175,297,67,36
"Arizona","2020-04-14",2055,752,176,307,71,35
"Arizona","2020-04-15",2117,739,176,316,75,35
"Arizona","2020-04-16",2175,724,176,325,79,35
"Arizona","2020-04-17",2230,707,175,333,83,34
"Arizona","2020-04-18",2281,689,173,341,87,34
"Arizona","2020-04-19",2329,669,172,348,91,33
"Arizona","2020-04-20",2373,648,169,354,94,32
"Arizona","2020-04-21",2414,626,167,360,98,31
"Arizona","2020-04-22",2452,604,164,366,101,30
"Arizona","2020-04-23",2487,581,161,371,105,29
"Arizona","2020-04-24",2520,558,158,376,108,29
"Arizona","2020-04-25",2550,535,154,381,111,28
"Arizona","2020-04-26",2578,512,150,385,114,27
"Arizona","2020-04-27",2604,489,146,389,117,26
"Arizona","2020-04-28",2627,467,143,392,119,25
"Arizona","2020-04-29",2649,445,138,396,122,24
"Arizona","2020-04-30",2669,423,134,399,124,23
"Arizona","2020-05-01",2687,402,130,401,126,22
"Arizona","2020-05-02",2703,381,126,404,129,21
"Arizona","2020-05-03",2718,362,122,406,131,20
"Arizona","2020-05-04",2732,342,118,408,133,19
"Arizona","2020-05-05",2745,324,114,410,135,18
"Arizona","2020-05-06",2756,306,110,412,136,17
"Arizona","2020-05-07",2767,289,106,413,138,16
"Arizona","2020-05-08",2776,273,102,415,139,15
"Arizona","2020-05-09",2785,257,98,416,141,15
"Arizona","2020-05-10",2793,242,94,417,142,14
"Arizona","2020-05-11",2800,228,90,418,144,13
"Arizona","2020-05-12",2807,215,87,419,145,12
"Arizona","2020-05-13",2812,202,83,420,146,12
"Arizona","2020-05-14",2818,190,80,421,147,11
"Arizona","2020-05-15",2823,178,77,422,148,10
"Arizona","2020-05-16",2827,168,73,422,149,10
"Arizona","2020-05-17",2831,157,70,423,150,9
"Arizona","2020-05-18",2834,148,67,424,151,9
"Arizona","2020-05-19",2838,139,64,424,152,8
"Arizona","2020-05-20",2841,130,61,424,152,8
"Arizona","2020-05-21",2843,122,59,425,153,7
"Arizona","2020-05-22",2846,114,56,425,154,7
"Arizona","2020-05-23",2848,107,54,426,154,6
"Arizona","2020-05-24",2850,100,51,426,155,6
"Arizona","2020-05-25",2851,94,49,426,156,6
"Arizona","2020-05-26",2853,88,47,426,156,5
"Arizona","2020-05-27",2854,83,44,426,156,5
"Arizona","2020-05-28",2856,77,42,427,157,5
"Arizona","2020-05-29",2857,73,40,427,157,4
"Arizona","2020-05-30",2858,68,39,427,158,4
"Arizona","2020-05-31",2859,64,37,427,158,4
"Arizona","2020-06-01",2859,60,35,427,158,4
"Arizona","2020-06-02",2860,56,33,427,159,3
"Arizona","2020-06-03",2861,52,32,427,159,3
"Arizona","2020-06-04",2861,49,30,428,159,3
"Arizona","2020-06-05",2862,46,29,428,160,3
"Arizona","2020-06-06",2862,43,27,428,160,3
"Arizona","2020-06-07",2863,40,26,428,160,2
"Arizona","2020-06-08",2863,38,25,428,160,2
"Arizona","2020-06-09",2864,36,24,428,161,2
"Arizona","2020-06-10",2864,33,22,428,161,2
"Arizona","2020-06-11",2864,31,21,428,161,2
"Arizona","2020-06-12",2864,29,20,428,161,2
"Arizona","2020-06-13",2865,28,19,428,161,2
"Arizona","2020-06-14",2865,26,18,428,161,1
"Arizona","2020-06-15",2865,24,17,428,161,1
"California","2020-03-29",4415,2347,471,659,88,103
"California","2020-03-30",4777,2462,501,713,98,109
"California","2020-03-31",5137,2566,529,767,109,114
"California","2020-04-01",5494,2656,555,821,120,119
"California","2020-04-02",5846,2734,579,874,132,123
"California","2020-04-03",6192,2798,601,925,144,127
"California","2020-04-04",6529,2849,621,976,156,130
"California","2020-04-05",6857,2886,638,1025,169,133
"California","2020-04-06",7175,2911,653,1073,181,135
"California","2020-04-07",7481,2923,666,1119,194,136
"California","2020-04-08",7777,2924,676,1163,207,137
"California","2020-04-09",8059,2914,684,1206,219,138
"California","2020-04-10",8330,2894,690,1246,232,138
"California","2020-04-11",8588,2864,694,1285,244,137
"California","2020-04-12",8833,2825,696,1322,257,136
"California","2020-04-13",9066,2779,695,1357,269,135
"California","2020-04-14",9286,2726,693,1390,281,133
"California","2020-04-15",9493,2667,689,1421,292,132
"California","2020-04-16",9689,2603,684,1450,304,129
"California","2020-04-17",9873,2535,677,1478,315,127
"California","2020-04-18",10046,2463,669,1504,326,124
"California","2020-04-19",10208,2387,660,1528,336,121
"California","2020-04-20",10359,2310,649,1551,346,118
"California","2020-04-21",10500,2231,638,1572,356,115
"California","2020-04-22",10632,2151,626,1592,366,111
"California","2020-04-23",10755,2070,613,1610,375,108
"California","2020-04-24",10869,1989,599,1627,384,104
"California","2020-04-25",10975,1908,585,1643,392,101
"California","2020-04-26",11073,1828,571,1658,400,97
"California","2020-04-27",11163,1749,556,1671,408,93
"California","2020-04-28",11247,1671,541,1684,415,90
"California","2020-04-29",11325,1594,526,1695,422,86
"California","2020-04-30",11396,1520,510,1706,429,83
"California","2020-05-01",11462,1447,495,1716,436,79
"California","2020-05-02",11523,1376,479,1725,442,76
"California","2020-05-03",11579,1308,464,1734,447,72
"California","2020-05-04",11630,1241,448,1741,453,69
"California","2020-05-05",11677,1177,433,1748,458,66
"California","2020-05-06",11720,1116,418,1755,463,63
"California","2020-05-07",11760,1057,403,1761,468,60
"California","2020-05-08",11796,1000,389,1766,472,57
"California","2020-05-09",11829,945,374,1771,477,54
"California","2020-05-10",11860,893,360,1776,480,51
"California","2020-05-11",11887,844,347,1780,484,49
"California","2020-05-12",11913,796,333,1784,488,46
"California","2020-05-13",11936,751,320,1787,491,44
"California","2020-05-14",11957,708,307,1790,494,41
"California","2020-05-15",11976,668,295,1793,497,39
"California","2020-05-16",11993,629,283,1796,500,37
"California","2020-05-17",12009,592,271,1798,503,35
"California","2020-05-18",12023,558,260,1800,505,33
"California","2020-05-19",12036,525,249,1802,508,31
"California","2020-05-20",12048,494,239,1804,510,29
"California","2020-05-21",12059,464,229,1806,512,28
"California","2020-05-22",12069,437,219,1807,514,26
"California","2020-05-23",12078,410,209,1808,516,24
"California","2020-05-24",12086,386,200,1810,517,23
"California","2020-05-25",12093,363,191,1811,519,22
"California","2020-05-26",12100,341,183,1812,520,20
"California","2020-05-27",12106,320,175,1813,522,19
"California","2020-05-28",12111,301,167,1813,523,18
"California","2020-05-29",12116,282,159,1814,525,17
"California","2020-05-30",12120,265,152,1815,526,16
"California","2020-05-31",12124,249,145,1815,527,15
"California","2020-06-01",12128,234,139,1816,528,14
"California","2020-06-02",12131,220,132,1816,529,13
"California","2020-06-03",12134,207,126,1817,530,12
"California","2020-06-04",12136,194,120,1817,531,11
"California","2020-06-05",12139,182,115,1818,531,11
"California","2020-06-06",12141,171,109,1818,532,10
"California","2020-06-07",12143,161,104,1818,533,9
"California","2020-06-08",12145,151,99,1818,534,9
"California","2020-06-09",12146,142,95,1819,534,8
"California","2020-06-10",12148,134,90,1819,535,8
"California","2020-06-11",12149,126,86,1819,535,7
"California","2020-06-12",12150,118,82,1819,536,7
"California","2020-06-13",12151,111,78,1819,536,6
"California","2020-06-14",12152,105,74,1819,537,6
"California","2020-06-15",12153,99,71,1820,537,5
"Colorado","2020-03-29",1983,1274,237,294,7,54
"Colorado","2020-03-30",2327,1476,277,346,9,63
"Colorado","2020-03-31",2711,1698,321,403,10,73
"Colorado","2020-04-01",3138,1939,369,467,11,83
"Colorado","2020-04-02",3609,2198,421,538,13,95
"Colorado","2020-04-03",4124,2474,477,615,15,107
"Colorado","2020-04-04",4684,2766,537,699,17,120
"Colorado","2020-04-05",5288,3072,601,790,19,134
"Colorado","2020-04-06",5936,3390,668,887,22,148
"Colorado","2020-04-07",6627,3718,739,991,25,163
"Colorado","2020-04-08",7358,4054,812,1100,28,178
"Colorado","2020-04-09",8130,4396,888,1216,32,194
"Colorado","2020-04-10",8938,4740,965,1337,35,210
"Colorado","2020-04-11",9781,5084,1045,1464,39,227
"Colorado","2020-04-12",10656,5427,1125,1595,44,243
"Colorado","2020-04-13",11560,5764,1206,1731,48,259
"Colorado","2020-04-14",12491,6095,1287,1870,53,276
"Colorado","2020-04-15",13444,6416,1367,2013,58,291
"Colorado","2020-04-16",14417,6726,1447,2159,64,307
"Colorado","2020-04-17",15405,7022,1525,2308,69,322
"Colorado","2020-04-18",16407,7303,1602,2458,75,336
"Colorado","2020-04-19",17418,7568,1677,2609,81,350
"Colorado","2020-04-20",18435,7813,1749,2762,87,363
"Colorado","2020-04-21",19455,8040,1818,2915,94,376
"Colorado","2020-04-22",20475,8246,1884,3068,101,387
"Colorado","2020-04-23",21492,8430,1946,3221,107,398
"Colorado","2020-04-24",22503,8593,2005,3372,114,407
"Colorado","2020-04-25",23506,8734,2060,3523,121,416
"Colorado","2020-04-26",24497,8852,2110,3671,129,424
"Colorado","2020-04-27",25475,8948,2157,3818,136,431
"Colorado","2020-04-28",26438,9021,2199,3962,143,436
"Colorado","2020-04-29",27383,9073,2236,4104,151,441
"Colorado","2020-04-30",28309,9103,2269,4243,158,445
"Colorado","2020-05-01",29214,9112,2297,4379,166,447
"Colorado","2020-05-02",30097,9102,2321,4511,173,449
"Colorado","2020-05-03",30957,9072,2341,4640,180,450
"Colorado","2020-05-04",31793,9023,2356,4766,188,449
"Colorado","2020-05-05",32604,8957,2366,4887,195,448
"Colorado","2020-05-06",33389,8874,2373,5005,202,446
"Colorado","2020-05-07",34149,8776,2375,5119,210,444
"Colorado","2020-05-08",34881,8664,2373,5229,217,440
"Colorado","2020-05-09",35587,8539,2367,5335,224,436
"Colorado","2020-05-10",36266,8401,2358,5437,231,431
"Colorado","2020-05-11",36919,8253,2345,5535,238,425
"Colorado","2020-05-12",37545,8094,2329,5628,244,419
"Colorado","2020-05-13",38144,7927,2310,5718,251,413
"Colorado","2020-05-14",38718,7752,2288,5804,257,405
"Colorado","2020-05-15",39265,7571,2263,5886,263,398
"Colorado","2020-05-16",39788,7384,2236,5965,270,390
"Colorado","2020-05-17",40286,7192,2206,6040,276,381
"Colorado","2020-05-18",40760,6996,2174,6111,281,373
