Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Vaccinated,Fully Vaccinated,Total Detected True,Total Detected Deaths True,Total Detected LB,Total Detected Deaths LB,Total Detected UB,Total Detected Deaths UB
Africa,None,None,2020-07-17,10151,308,16,286,663,2,0.0,0.0,10527.0,673.0,10151,663,10151,663
Africa,None,None,2020-07-18,10152,299,16,286,667,2,0.0,0.0,10762.0,693.0,10152,667,10152,667
Africa,None,None,2020-07-19,10153,289,15,286,671,2,0.0,0.0,10992.0,693.0,10153,671,10153,671
Africa,None,None,2020-07-20,10154,281,15,286,674,2,0.0,0.0,10992.0,693.0,10154,674,10154,674
Africa,None,None,2020-07-21,10156,272,14,286,678,2,0.0,0.0,11127.0,708.0,10156,678,10156,678
Africa,None,None,2020-07-22,10157,264,14,286,682,2,0.0,0.0,11237.0,708.0,10157,682,10157,682
Africa,None,None,2020-07-23,10158,256,13,286,685,2,0.0,0.0,11302.0,715.0,10158,685,10158,685
Africa,None,None,2020-07-24,10159,249,13,287,689,2,0.0,0.0,11302.0,717.0,10159,689,10159,689
Africa,None,None,2020-07-25,10160,242,12,287,692,2,0.0,0.0,11385.0,717.0,10160,692,10160,692
Africa,None,None,2020-07-26,10161,235,12,287,696,2,0.0,0.0,11424.0,720.0,10161,696,10161,696
Africa,None,None,2020-07-27,10163,228,12,287,699,2,0.0,0.0,11496.0,725.0,10163,699,10163,699
Africa,None,None,2020-07-28,10164,222,11,287,702,2,0.0,0.0,11579.0,725.0,10164,702,10164,702
Africa,None,None,2020-07-29,10165,216,11,287,706,1,0.0,0.0,11579.0,725.0,10165,706,10165,706
Africa,None,None,2020-07-30,10166,211,11,287,709,1,0.0,0.0,11579.0,746.0,10166,709,10166,709
Africa,None,None,2020-07-31,10167,205,10,287,712,1,0.0,0.0,11644.0,752.0,10167,712,10167,712
Africa,None,None,2020-08-01,10168,200,10,287,715,1,0.0,0.0,11738.0,752.0,10168,715,10168,715
Africa,None,None,2020-08-02,10170,195,10,287,718,1,0.0,0.0,11738.0,752.0,10170,718,10170,718
Africa,None,None,2020-08-03,10171,190,9,287,721,1,0.0,0.0,11780.0,763.0,10171,721,10171,721
Africa,None,None,2020-08-04,10172,186,9,287,724,1,0.0,0.0,11780.0,763.0,10172,724,10172,724
Africa,None,None,2020-08-05,10174,181,9,287,726,1,0.0,0.0,11850.0,763.0,10174,726,10174,726
Africa,None,None,2020-08-06,10175,177,8,287,729,1,0.0,0.0,11894.0,773.0,10175,729,10175,729
Africa,None,None,2020-08-07,10176,173,8,287,732,1,0.0,0.0,11894.0,773.0,10176,732,10176,732
Africa,None,None,2020-08-08,10178,169,8,287,735,1,0.0,0.0,11956.0,781.0,10178,735,10178,735
Africa,None,None,2020-08-09,10179,166,8,287,737,1,0.0,0.0,12033.0,781.0,10179,737,10179,737
Africa,None,None,2020-08-10,10181,162,8,287,740,1,0.0,0.0,12033.0,786.0,10181,740,10181,740
Africa,None,None,2020-08-11,10182,159,7,287,742,1,0.0,0.0,12115.0,786.0,10182,742,10182,742
Africa,None,None,2020-08-12,10184,156,7,287,745,1,0.0,0.0,12162.0,792.0,10184,745,10184,745
Africa,None,None,2020-08-13,10186,153,7,287,747,1,0.0,0.0,12211.0,793.0,10186,747,10186,747
Africa,None,None,2020-08-14,10187,150,7,287,749,1,0.0,0.0,12314.0,796.0,10187,749,10187,749
Africa,None,None,2020-08-15,10189,147,7,287,752,1,0.0,0.0,12410.0,798.0,10189,752,10189,752
Africa,None,None,2020-08-16,10191,145,6,287,754,1,0.0,0.0,12485.0,803.0,10191,754,10191,754
Africa,None,None,2020-08-17,10193,142,6,287,756,1,0.0,0.0,12546.0,805.0,10193,756,10193,756
Africa,None,None,2020-08-18,10195,140,6,288,758,1,0.0,0.0,12582.0,808.0,10195,758,10195,758
Africa,None,None,2020-08-19,10198,138,6,288,761,1,0.0,0.0,12623.0,812.0,10198,761,10198,761
Africa,None,None,2020-08-20,10200,136,6,288,763,1,0.0,0.0,12682.0,812.0,10200,763,10200,763
Africa,None,None,2020-08-21,10202,135,6,288,765,1,0.0,0.0,12836.0,815.0,10202,765,10202,765
Africa,None,None,2020-08-22,10205,133,6,288,767,1,0.0,0.0,12903.0,815.0,10205,767,10205,767
Africa,None,None,2020-08-23,10208,132,6,288,769,1,0.0,0.0,12974.0,818.0,10208,769,10208,769
Africa,None,None,2020-08-24,10211,130,5,288,771,1,0.0,0.0,12974.0,819.0,10211,771,10211,771
Africa,None,None,2020-08-25,10214,129,5,288,773,1,0.0,0.0,13045.0,819.0,10214,773,10214,773
Africa,None,None,2020-08-26,10217,128,5,288,775,1,0.0,0.0,13082.0,823.0,10217,775,10217,775
Africa,None,None,2020-08-27,10221,128,5,288,776,1,0.0,0.0,13189.0,823.0,10221,776,10221,776
Africa,None,None,2020-08-28,10224,127,5,288,778,1,0.0,0.0,13189.0,823.0,10224,778,10224,778
Africa,None,None,2020-08-29,10228,127,5,288,780,1,0.0,0.0,13189.0,823.0,10228,780,10228,780
Africa,None,None,2020-08-30,10232,127,5,289,782,1,0.0,0.0,13189.0,823.0,10232,782,10232,782
Africa,None,None,2020-08-31,10237,127,5,289,784,1,0.0,0.0,13189.0,823.0,10237,784,10237,784
Africa,None,None,2020-09-01,10242,127,5,289,785,1,0.0,0.0,13189.0,823.0,10242,785,10242,785
Africa,None,None,2020-09-02,10247,127,5,289,787,1,0.0,0.0,13189.0,823.0,10247,787,10247,787
Africa,None,None,2020-09-03,10252,128,5,289,789,1,0.0,0.0,13189.0,823.0,10252,789,10252,789
Africa,None,None,2020-09-04,10258,129,5,289,790,1,0.0,0.0,13407.0,832.0,10258,790,10258,790
Africa,None,None,2020-09-05,10265,131,5,289,792,1,0.0,0.0,13437.0,833.0,10265,792,10265,792
Africa,None,None,2020-09-06,10272,132,5,290,793,1,0.0,0.0,13437.0,833.0,10272,793,10272,793
Africa,None,None,2020-09-07,10279,135,5,290,795,1,0.0,0.0,13470.0,833.0,10279,795,10279,795
Africa,None,None,2020-09-08,10287,137,5,290,797,1,0.0,0.0,13470.0,833.0,10287,797,10287,797
Africa,None,None,2020-09-09,10295,140,5,290,798,1,0.0,0.0,13470.0,833.0,10295,798,10295,798
Africa,None,None,2020-09-10,10305,143,5,291,800,1,0.0,0.0,13516.0,834.0,10305,800,10305,800
Africa,None,None,2020-09-11,10314,146,5,291,801,1,0.0,0.0,13532.0,834.0,10314,801,10314,801
Africa,None,None,2020-09-12,10325,150,5,291,803,1,0.0,0.0,13532.0,835.0,10325,803,10325,803
Africa,None,None,2020-09-13,10337,155,5,291,804,1,0.0,0.0,13532.0,836.0,10337,804,10337,804
Africa,None,None,2020-09-14,10349,160,6,292,806,1,0.0,0.0,13535.0,836.0,10349,806,10349,806
Africa,None,None,2020-09-15,10362,166,6,292,807,1,0.0,0.0,13535.0,836.0,10362,807,10362,807
Africa,None,None,2020-09-16,10377,172,6,293,808,1,0.0,0.0,13535.0,836.0,10377,808,10377,808
Africa,None,None,2020-09-17,10392,179,6,293,810,1,0.0,0.0,13555.0,836.0,10392,810,10392,810
Africa,None,None,2020-09-18,10409,187,6,293,811,1,0.0,0.0,13555.0,836.0,10409,811,10409,811
Africa,None,None,2020-09-19,10428,196,7,294,813,1,0.0,0.0,13555.0,836.0,10428,813,10428,813
Africa,None,None,2020-09-20,10447,205,7,295,814,1,0.0,0.0,13576.0,836.0,10447,814,10447,814
Africa,None,None,2020-09-21,10469,216,7,295,816,1,0.0,0.0,13578.0,836.0,10469,816,10469,816
Africa,None,None,2020-09-22,10492,227,8,296,817,2,0.0,0.0,13578.0,836.0,10492,817,10492,817
Africa,None,None,2020-09-23,10517,239,8,297,818,2,0.0,0.0,13592.0,836.0,10517,818,10517,818
Africa,None,None,2020-09-24,10544,253,8,297,820,2,0.0,0.0,13604.0,836.0,10544,820,10544,820
Africa,None,None,2020-09-25,10573,268,9,298,821,2,0.0,0.0,13606.0,836.0,10573,821,10573,821
Africa,None,None,2020-09-26,10604,284,9,299,823,2,0.0,0.0,13610.0,836.0,10604,823,10604,823
Africa,None,None,2020-09-27,10638,301,10,300,824,2,0.0,0.0,13613.0,836.0,10638,824,10638,824
Africa,None,None,2020-09-28,10675,320,11,301,826,2,0.0,0.0,13640.0,836.0,10675,826,10675,826
Africa,None,None,2020-09-29,10714,341,11,302,827,2,0.0,0.0,13646.0,836.0,10714,827,10714,827
Africa,None,None,2020-09-30,10756,363,12,303,829,3,0.0,0.0,13653.0,836.0,10756,829,10756,829
Africa,None,None,2020-10-01,10802,387,13,304,830,3,0.0,0.0,13657.0,836.0,10802,830,10802,830
Africa,None,None,2020-10-02,10852,413,14,306,832,3,0.0,0.0,13658.0,836.0,10852,832,10852,832
Africa,None,None,2020-10-03,10905,441,14,307,834,3,0.0,0.0,13660.0,836.0,10905,834,10905,834
Africa,None,None,2020-10-04,10962,470,15,309,835,3,0.0,0.0,13660.0,836.0,10962,835,10962,835
Africa,None,None,2020-10-05,11023,502,16,311,837,3,0.0,0.0,13668.0,836.0,11023,837,11023,837
Africa,None,None,2020-10-06,11088,537,18,312,839,4,0.0,0.0,13668.0,836.0,11088,839,11088,839
Africa,None,None,2020-10-07,11159,574,19,314,841,4,0.0,0.0,13670.0,836.0,11159,841,11159,841
Africa,None,None,2020-10-08,11235,614,20,317,843,4,0.0,0.0,13673.0,836.0,11235,843,11235,843
Africa,None,None,2020-10-09,11316,656,21,319,845,5,0.0,0.0,13682.0,836.0,11316,845,11316,845
Africa,None,None,2020-10-10,11403,701,23,321,847,5,0.0,0.0,13685.0,836.0,11403,847,11403,847
Africa,None,None,2020-10-11,11495,749,24,324,849,5,0.0,0.0,13691.0,836.0,11495,849,11495,849
Africa,None,None,2020-10-12,11593,799,26,327,851,6,0.0,0.0,13691.0,836.0,11593,851,11593,851
Africa,None,None,2020-10-13,11698,853,28,330,853,6,0.0,0.0,13697.0,836.0,11698,853,11698,853
Africa,None,None,2020-10-14,11810,911,30,333,856,6,0.0,0.0,13697.0,836.0,11810,856,11810,856
Africa,None,None,2020-10-15,11930,972,32,336,858,7,0.0,0.0,13700.0,836.0,11930,858,11930,858
Africa,None,None,2020-10-16,12056,1036,34,340,861,7,0.0,0.0,13700.0,836.0,12056,861,12056,861
Africa,None,None,2020-10-17,12189,1103,36,343,864,8,0.0,0.0,13711.0,836.0,12189,864,12189,864
Africa,None,None,2020-10-18,12330,1173,38,347,867,8,0.0,0.0,13724.0,836.0,12330,867,12330,867
Africa,None,None,2020-10-19,12480,1247,41,351,870,9,0.0,0.0,13724.0,836.0,12480,870,12480,870
Africa,None,None,2020-10-20,12639,1325,43,356,873,9,0.0,0.0,13728.0,836.0,12639,873,12639,873
Africa,None,None,2020-10-21,12806,1407,46,360,876,10,0.0,0.0,13728.0,836.0,12806,876,12806,876
Africa,None,None,2020-10-22,12981,1492,49,365,880,10,0.0,0.0,13733.0,836.0,12981,880,12981,880
Africa,None,None,2020-10-23,13165,1579,52,371,883,11,0.0,0.0,13733.0,837.0,13165,883,13165,883
Africa,None,None,2020-10-24,13358,1670,55,376,887,12,0.0,0.0,13742.0,837.0,13358,887,13358,887
Africa,None,None,2020-10-25,13560,1765,58,382,891,12,0.0,0.0,13742.0,837.0,13560,891,13560,891
Africa,None,None,2020-10-26,13773,1863,62,387,895,13,0.0,0.0,13747.0,837.0,13773,895,13773,895
Africa,None,None,2020-10-27,13994,1964,65,394,900,14,0.0,0.0,13765.0,837.0,13994,900,13994,900
Africa,None,None,2020-10-28,14224,2067,68,400,905,14,0.0,0.0,13777.0,837.0,14224,905,14224,905
Africa,None,None,2020-10-29,14462,2172,72,407,909,15,0.0,0.0,13804.0,837.0,14462,909,14462,909
Africa,None,None,2020-10-30,14710,2279,76,414,915,16,0.0,0.0,13804.0,837.0,14710,915,14710,915
Africa,None,None,2020-10-31,14967,2390,80,421,920,17,0.0,0.0,13804.0,837.0,14967,920,14967,920
Africa,None,None,2020-11-01,15234,2503,83,428,925,17,0.0,0.0,13819.0,837.0,15234,925,15234,925
Africa,None,None,2020-11-02,15509,2616,87,436,931,18,0.0,0.0,13866.0,837.0,15509,931,15509,931
Africa,None,None,2020-11-03,15791,2730,91,444,937,19,0.0,0.0,13905.0,837.0,15791,937,15791,937
Africa,None,None,2020-11-04,16081,2844,95,452,944,20,0.0,0.0,13996.0,837.0,16081,944,16081,944
Africa,None,None,2020-11-05,16378,2958,99,460,950,21,0.0,0.0,14033.0,837.0,16378,950,16378,950
Africa,None,None,2020-11-06,16683,3073,104,469,957,21,0.0,0.0,14090.0,837.0,16683,957,16683,957
Africa,None,None,2020-11-07,16996,3189,108,478,964,22,0.0,0.0,14155.0,1115.0,16996,964,16996,964
Africa,None,None,2020-11-08,17314,3303,112,486,972,23,0.0,0.0,14205.0,1116.0,17314,972,17314,972
Africa,None,None,2020-11-09,17637,3415,116,495,980,24,0.0,0.0,14301.0,1116.0,17637,980,17637,980
Africa,None,None,2020-11-10,17964,3524,120,505,988,24,0.0,0.0,14346.0,1116.0,17964,988,17964,988
Africa,None,None,2020-11-11,18296,3630,124,514,996,25,0.0,0.0,14401.0,1116.0,18296,996,18296,996
Africa,None,None,2020-11-12,18631,3734,128,523,1004,26,0.0,0.0,14498.0,1116.0,18631,1004,18631,1004
Africa,None,None,2020-11-13,18971,3836,131,533,1013,27,0.0,0.0,14626.0,1116.0,18971,1013,18971,1013
Africa,None,None,2020-11-14,19313,3934,135,542,1022,27,0.0,0.0,14728.0,1116.0,19313,1022,19313,1022
Africa,None,None,2020-11-15,19656,4027,139,552,1032,28,0.0,0.0,15047.0,1119.0,19656,1032,19656,1032
Africa,None,None,2020-11-16,19999,4114,142,561,1041,29,0.0,0.0,15153.0,1175.0,19999,1041,19999,1041
Africa,None,None,2020-11-17,20342,4196,145,571,1051,29,0.0,0.0,15299.0,1175.0,20342,1051,20342,1051
Africa,None,None,2020-11-18,20683,4272,149,581,1061,30,0.0,0.0,15530.0,1179.0,20683,1061,20683,1061
Africa,None,None,2020-11-19,21025,4343,152,590,1071,30,0.0,0.0,15839.0,1185.0,21025,1071,21025,1071
Africa,None,None,2020-11-20,21364,4409,154,600,1082,31,0.0,0.0,16052.0,1193.0,21364,1082,21364,1082
Africa,None,None,2020-11-21,21701,4468,157,609,1093,31,0.0,0.0,16187.0,1197.0,21701,1093,21701,1093
Africa,None,None,2020-11-22,22033,4519,159,618,1104,31,0.0,0.0,16431.0,1197.0,22033,1104,22033,1104
Africa,None,None,2020-11-23,22360,4562,162,627,1115,32,0.0,0.0,16649.0,1202.0,22360,1115,22360,1115
Africa,None,None,2020-11-24,22682,4598,163,636,1127,32,0.0,0.0,16864.0,1210.0,22682,1127,22682,1127
Africa,None,None,2020-11-25,22998,4627,165,645,1138,32,0.0,0.0,17068.0,1215.0,22998,1138,22998,1138
Africa,None,None,2020-11-26,23309,4649,167,654,1150,32,0.0,0.0,17404.0,1215.0,23309,1150,23309,1150
Africa,None,None,2020-11-27,23614,4663,168,662,1162,32,0.0,0.0,17627.0,1235.0,23614,1162,23614,1162
Africa,None,None,2020-11-28,23910,4670,169,671,1174,32,0.0,0.0,17810.0,1235.0,23910,1174,23910,1174
Africa,None,None,2020-11-29,24199,4669,169,679,1186,32,0.0,0.0,18045.0,1249.0,24199,1186,24199,1186
Africa,None,None,2020-11-30,24479,4660,170,687,1199,32,0.0,0.0,18254.0,1255.0,24479,1199,24479,1199
Africa,None,None,2020-12-01,24751,4643,170,694,1211,32,0.0,0.0,18535.0,1265.0,24751,1211,24751,1211
Africa,None,None,2020-12-02,25014,4619,170,702,1224,32,0.0,0.0,18884.0,1271.0,25014,1224,25014,1224
Africa,None,None,2020-12-03,25268,4589,170,709,1236,32,0.0,0.0,19196.0,1271.0,25268,1236,25268,1236
Africa,None,None,2020-12-04,25512,4551,169,716,1249,31,0.0,0.0,19468.0,1290.0,25512,1249,25512,1249
Africa,None,None,2020-12-05,25746,4506,168,722,1262,31,0.0,0.0,19747.0,1295.0,25746,1262,25746,1262
Africa,None,None,2020-12-06,25972,4456,167,728,1275,31,0.0,0.0,20084.0,1301.0,25972,1275,25972,1275
Africa,None,None,2020-12-07,26187,4400,166,734,1288,30,0.0,0.0,20296.0,1301.0,26187,1288,26187,1288
Africa,None,None,2020-12-08,26394,4339,165,740,1300,30,0.0,0.0,20468.0,1307.0,26394,1300,26394,1300
Africa,None,None,2020-12-09,26591,4272,163,746,1313,30,0.0,0.0,20844.0,1319.0,26591,1313,26591,1313
Africa,None,None,2020-12-10,26777,4200,161,751,1326,29,0.0,0.0,21147.0,1340.0,26777,1326,26777,1326
Africa,None,None,2020-12-11,26954,4123,159,756,1339,28,0.0,0.0,21386.0,1344.0,26954,1339,26954,1339
Africa,None,None,2020-12-12,27121,4042,157,760,1352,28,0.0,0.0,21591.0,1347.0,27121,1352,27121,1352
Africa,None,None,2020-12-13,27279,3957,155,765,1364,27,0.0,0.0,21864.0,1355.0,27279,1364,27279,1364
Africa,None,None,2020-12-14,27428,3870,152,769,1377,27,0.0,0.0,22082.0,1372.0,27428,1377,27428,1377
Africa,None,None,2020-12-15,27569,3780,150,773,1390,26,0.0,0.0,22265.0,1384.0,27569,1390,27569,1390
Africa,None,None,2020-12-16,27702,3688,147,777,1402,25,0.0,0.0,22621.0,1408.0,27702,1402,27702,1402
Africa,None,None,2020-12-17,27826,3593,144,780,1415,25,0.0,0.0,22823.0,1408.0,27826,1415,27826,1415
Africa,None,None,2020-12-18,27941,3496,141,783,1427,24,0.0,0.0,22990.0,1425.0,27941,1427,27941,1427
Africa,None,None,2020-12-19,28049,3398,138,786,1439,23,0.0,0.0,23100.0,1434.0,28049,1439,28049,1439
Africa,None,None,2020-12-20,28150,3299,135,789,1451,23,0.0,0.0,23316.0,1450.0,28150,1451,28150,1451
