Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Vaccinated,Fully Vaccinated,Total Detected True,Total Detected Deaths True,Total Detected LB,Total Detected Deaths LB,Total Detected UB,Total Detected Deaths UB
Europe,Germany,None,2020-10-14,337020,28345,0,0,9653,0,0.0,0.0,352107.0,9739.0,337020,9653,337020,9653
Europe,Germany,None,2020-10-15,341958,31277,0,0,9677,0,0.0,0.0,359802.0,9773.0,341958,9677,341958,9677
Europe,Germany,None,2020-10-16,347261,34371,0,0,9705,0,0.0,0.0,364664.0,9785.0,347261,9705,347261,9705
Europe,Germany,None,2020-10-17,352953,37641,0,0,9735,0,0.0,0.0,368671.0,9798.0,352953,9735,352953,9735
Europe,Germany,None,2020-10-18,359068,41108,0,0,9769,0,0.0,0.0,377068.0,9842.0,359068,9769,359068,9769
Europe,Germany,None,2020-10-19,365626,44785,0,0,9807,0,0.0,0.0,385591.0,9882.0,365626,9807,365626,9807
Europe,Germany,None,2020-10-20,372621,48646,0,0,9848,0,0.0,0.0,397922.0,9911.0,372621,9848,372621,9848
Europe,Germany,None,2020-10-21,380051,52676,0,0,9893,0,0.0,0.0,403874.0,9960.0,380051,9893,380051,9893
Europe,Germany,None,2020-10-22,387931,56878,0,0,9943,0,0.0,0.0,417350.0,9978.0,387931,9943,387931,9943
Europe,Germany,None,2020-10-23,396293,61270,0,0,9998,0,0.0,0.0,427808.0,10035.0,396293,9998,396293,9998
Europe,Germany,None,2020-10-24,405180,65889,0,0,10057,0,0.0,0.0,437698.0,10062.0,405180,10057,405180,10057
Europe,Germany,None,2020-10-25,414634,70765,0,0,10121,0,0.0,0.0,450258.0,10091.0,414634,10121,414634,10121
Europe,Germany,None,2020-10-26,424624,75850,0,0,10191,0,0.0,0.0,463419.0,10121.0,424624,10191,424624,10191
Europe,Germany,None,2020-10-27,435120,81096,0,0,10267,0,0.0,0.0,479621.0,10218.0,435120,10267,435120,10267
Europe,Germany,None,2020-10-28,446122,86485,0,0,10349,0,0.0,0.0,498354.0,10305.0,446122,10349,446122,10349
Europe,Germany,None,2020-10-29,457655,92034,0,0,10437,0,0.0,0.0,517736.0,10391.0,457655,10437,457655,10437
Europe,Germany,None,2020-10-30,469770,97789,0,0,10532,0,0.0,0.0,531790.0,10483.0,469770,10532,469770,10532
Europe,Germany,None,2020-10-31,482530,103807,0,0,10633,0,0.0,0.0,544346.0,10513.0,482530,10633,482530,10633
Europe,Germany,None,2020-11-01,495887,110023,0,0,10742,0,0.0,0.0,569598.0,10669.0,495887,10742,495887,10742
Europe,Germany,None,2020-11-02,509792,116368,0,0,10859,0,0.0,0.0,577131.0,10717.0,509792,10859,509792,10859
Europe,Germany,None,2020-11-03,524230,122815,0,0,10984,0,0.0,0.0,608611.0,10949.0,524230,10984,524230,10984
Europe,Germany,None,2020-11-04,539216,129373,0,0,11117,0,0.0,0.0,631172.0,11110.0,539216,11117,539216,11117
Europe,Germany,None,2020-11-05,554794,136081,0,0,11258,0,0.0,0.0,653992.0,11240.0,554794,11258,554794,11258
Europe,Germany,None,2020-11-06,571011,142989,0,0,11408,0,0.0,0.0,668114.0,11306.0,571011,11408,571011,11408
Europe,Germany,None,2020-11-07,587807,150019,0,0,11568,0,0.0,0.0,682624.0,11372.0,587807,11568,587807,11568
Europe,Germany,None,2020-11-08,605133,157111,0,0,11737,0,0.0,0.0,689146.0,11408.0,605133,11737,605133,11737
Europe,Germany,None,2020-11-09,622970,164237,0,0,11915,0,0.0,0.0,715693.0,11781.0,622970,11915,622970,11915
Europe,Germany,None,2020-11-10,641319,171400,0,0,12104,0,0.0,0.0,738094.0,11994.0,641319,12104,641319,12104
Europe,Germany,None,2020-11-11,660209,178628,0,0,12303,0,0.0,0.0,762832.0,12216.0,660209,12303,660209,12303
Europe,Germany,None,2020-11-12,679670,185957,0,0,12512,0,0.0,0.0,785093.0,12404.0,679670,12512,679670,12512
Europe,Germany,None,2020-11-13,699640,193318,0,0,12732,0,0.0,0.0,799733.0,12511.0,699640,12732,699640,12732
Europe,Germany,None,2020-11-14,720061,200646,0,0,12963,0,0.0,0.0,802946.0,12573.0,720061,12963,720061,12963
Europe,Germany,None,2020-11-15,740899,207904,0,0,13206,0,0.0,0.0,817526.0,12833.0,740899,13206,740899,13206
Europe,Germany,None,2020-11-16,762140,215086,0,0,13459,0,0.0,0.0,843757.0,13138.0,762140,13459,762140,13459
Europe,Germany,None,2020-11-17,783797,222212,0,0,13724,0,0.0,0.0,867484.0,13390.0,783797,13724,783797,13724
Europe,Germany,None,2020-11-18,805903,229327,0,0,14001,0,0.0,0.0,891525.0,13662.0,805903,14001,805903,14001
Europe,Germany,None,2020-11-19,828433,236415,0,0,14289,0,0.0,0.0,914118.0,13918.0,828433,14289,828433,14289
Europe,Germany,None,2020-11-20,851297,243381,0,0,14589,0,0.0,0.0,927990.0,14061.0,851297,14589,851297,14589
Europe,Germany,None,2020-11-21,874431,250165,0,0,14901,0,0.0,0.0,932367.0,14159.0,874431,14901,874431,14901
Europe,Germany,None,2020-11-22,897800,256740,0,0,15226,0,0.0,0.0,946822.0,14460.0,897800,15226,897800,15226
Europe,Germany,None,2020-11-23,921396,263112,0,0,15562,0,0.0,0.0,963192.0,14832.0,921396,15562,921396,15562
Europe,Germany,None,2020-11-24,945238,269319,0,0,15911,0,0.0,0.0,995879.0,15210.0,945238,15911,945238,15911
Europe,Germany,None,2020-11-25,969370,275431,0,0,16271,0,0.0,0.0,1017830.0,15640.0,969370,16271,969370,16271
Europe,Germany,None,2020-11-26,993746,281410,0,0,16643,0,0.0,0.0,1038649.0,16011.0,993746,16643,993746,16643
Europe,Germany,None,2020-11-27,1018253,287148,0,0,17028,0,0.0,0.0,1052494.0,16181.0,1018253,17028,1018253,17028
Europe,Germany,None,2020-11-28,1042817,292579,0,0,17424,0,0.0,0.0,1055691.0,16306.0,1042817,17424,1042817,17424
Europe,Germany,None,2020-11-29,1067398,297678,0,0,17833,0,0.0,0.0,1069912.0,16694.0,1067398,17833,1067398,17833
Europe,Germany,None,2020-11-30,1091994,302463,0,0,18253,0,0.0,0.0,1094678.0,17177.0,1091994,18253,1091994,18253
Europe,Germany,None,2020-12-01,1116633,306993,0,0,18685,0,0.0,0.0,1117953.0,17659.0,1116633,18685,1116633,18685
Europe,Germany,None,2020-12-02,1141377,311360,0,0,19128,0,0.0,0.0,1141544.0,18097.0,1141377,19128,1141377,19128
Europe,Germany,None,2020-12-03,1166165,315521,0,0,19582,0,0.0,0.0,1157514.0,18577.0,1166165,19582,1166165,19582
Europe,Germany,None,2020-12-04,1190879,319359,0,0,20048,0,0.0,0.0,1183640.0,18839.0,1190879,20048,1190879,20048
Europe,Germany,None,2020-12-05,1215449,322821,0,0,20524,0,0.0,0.0,1194550.0,18989.0,1215449,20524,1215449,20524
Europe,Germany,None,2020-12-06,1239840,325892,0,0,21011,0,0.0,0.0,1200006.0,19434.0,1239840,21011,1239840,21011
Europe,Germany,None,2020-12-07,1264055,328598,0,0,21509,0,0.0,0.0,1229269.0,20002.0,1264055,21509,1264055,21509
Europe,Germany,None,2020-12-08,1288129,331008,0,0,22016,0,0.0,0.0,1254358.0,20460.0,1288129,22016,1288129,22016
Europe,Germany,None,2020-12-09,1312121,333214,0,0,22534,0,0.0,0.0,1287092.0,21064.0,1312121,22534,1312121,22534
Europe,Germany,None,2020-12-10,1335946,335146,0,0,23060,0,0.0,0.0,1314309.0,21567.0,1335946,23060,1335946,23060
Europe,Germany,None,2020-12-11,1359517,336726,0,0,23596,0,0.0,0.0,1336101.0,21900.0,1359517,23596,1359517,23596
Europe,Germany,None,2020-12-12,1382786,337922,0,0,24141,0,0.0,0.0,1350810.0,22106.0,1382786,24141,1382786,24141
Europe,Germany,None,2020-12-13,1405732,338737,0,0,24695,0,0.0,0.0,1357261.0,22634.0,1405732,24695,1405732,24695
Europe,Germany,None,2020-12-14,1428360,339201,0,0,25257,0,0.0,0.0,1391086.0,23544.0,1428360,25257,1428360,25257
Europe,Germany,None,2020-12-15,1450705,339378,0,0,25826,0,0.0,0.0,1423830.0,24273.0,1450705,25826,1450705,25826
Europe,Germany,None,2020-12-16,1472801,339333,0,0,26403,0,0.0,0.0,1454009.0,25027.0,1472801,26403,1472801,26403
Europe,Germany,None,2020-12-17,1494574,339003,0,0,26987,0,0.0,0.0,1486839.0,25754.0,1494574,26987,1494574,26987
Europe,Germany,None,2020-12-18,1515969,338345,0,0,27578,0,0.0,0.0,1508518.0,26171.0,1515969,27578,1515969,27578
Europe,Germany,None,2020-12-19,1536956,337347,0,0,28175,0,0.0,0.0,1514962.0,26400.0,1536956,28175,1536956,28175
Europe,Germany,None,2020-12-20,1557522,336015,0,0,28777,0,0.0,0.0,1534218.0,27110.0,1557522,28777,1557522,28777
Europe,Germany,None,2020-12-21,1577675,334380,0,0,29386,0,0.0,0.0,1570371.0,28096.0,1577675,29386,1577675,29386
Europe,Germany,None,2020-12-22,1597440,332490,0,0,29999,0,0.0,0.0,1604129.0,28909.0,1597440,29999,1597440,29999
Europe,Germany,None,2020-12-23,1616853,330407,0,0,30617,0,0.0,0.0,1630596.0,29330.0,1616853,30617,1616853,30617
Europe,Germany,None,2020-12-24,1635874,328103,0,0,31239,0,0.0,0.0,1632736.0,29580.0,1635874,31239,1635874,31239
Europe,Germany,None,2020-12-25,1654458,325541,0,0,31865,0,0.0,0.0,1646240.0,29946.0,1654458,31865,1654458,31865
Europe,Germany,None,2020-12-26,1672579,322710,0,0,32494,0,23555.0,0.0,1658639.0,30297.0,1672579,32494,1672579,32494
Europe,Germany,None,2020-12-27,1690230,319613,0,0,33126,0,18746.0,0.0,1672643.0,31145.0,1690230,33126,1690230,33126
Europe,Germany,None,2020-12-28,1707413,316271,0,0,33761,0,42580.0,0.0,1692109.0,32267.0,1707413,33761,1707413,33761
Europe,Germany,None,2020-12-29,1724149,312720,0,0,34398,0,57944.0,0.0,1741153.0,33230.0,1724149,34398,1724149,34398
Europe,Germany,None,2020-12-30,1740470,309014,0,0,35037,0,38519.0,0.0,1760520.0,33791.0,1740470,35037,1740470,35037
Europe,Germany,None,2020-12-31,1756388,305175,0,0,35677,0,24754.0,0.0,1762637.0,34145.0,1756388,35677,1756388,35677
Europe,Germany,None,2021-01-01,1771870,301174,0,0,36318,0,51845.0,0.0,1773540.0,34480.0,1771870,36318,1771870,36318
Europe,Germany,None,2021-01-02,1787066,297174,0,0,36960,0,24990.0,0.0,1783896.0,34791.0,1787066,36960,1787066,36960
Europe,Germany,None,2021-01-03,1802251,293438,0,0,37602,0,48608.0,0.0,1796216.0,35748.0,1802251,37602,1802251,37602
Europe,Germany,None,2021-01-04,1817822,290328,0,0,38246,0,52385.0,0.0,1814565.0,36757.0,1817822,38246,1817822,38246
Europe,Germany,None,2021-01-05,1834379,288400,0,0,38890,0,58681.0,0.0,1841228.0,37835.0,1834379,38890,1834379,38890
Europe,Germany,None,2021-01-06,1852343,287955,0,0,39537,0,58402.0,0.0,1886561.0,38987.0,1852343,39537,1852343,39537
Europe,Germany,None,2021-01-07,1871783,288953,0,0,40187,0,60397.0,0.0,1905638.0,40022.0,1871783,40187,1871783,40187
Europe,Germany,None,2021-01-08,1892449,291077,0,0,40843,0,57198.0,0.0,1928462.0,40597.0,1892449,40843,1892449,40843
Europe,Germany,None,2021-01-09,1913792,293730,0,0,41505,0,33293.0,0.0,1929410.0,40936.0,1913792,41505,1913792,41505
Europe,Germany,None,2021-01-10,1935331,296404,0,0,42172,0,65597.0,0.0,1941116.0,41799.0,1935331,42172,1935331,42172
Europe,Germany,None,2021-01-11,1956790,298848,0,0,42846,0,82008.0,0.0,1968326.0,42889.0,1956790,42846,1956790,42846
Europe,Germany,None,2021-01-12,1977904,300821,0,0,43525,0,98996.0,0.0,1993892.0,44096.0,1977904,43525,1977904,43525
Europe,Germany,None,2021-01-13,1998428,302089,0,0,44210,0,99998.0,115.0,2015235.0,45207.0,1998428,44210,1998428,44210
Europe,Germany,None,2021-01-14,2018310,302654,0,0,44899,0,92312.0,429.0,2023828.0,45705.0,2018310,44899,2018310,44899
Europe,Germany,None,2021-01-15,2037580,302604,0,0,45592,0,56722.0,397.0,2038645.0,46464.0,2037580,45592,2037580,45592
Europe,Germany,None,2021-01-16,2056212,301956,0,0,46289,0,30945.0,13610.0,2050129.0,46901.0,2056212,46289,2056212,46289
Europe,Germany,None,2021-01-17,2074132,300669,0,0,46988,0,57825.0,16410.0,2059382.0,47263.0,2074132,46988,2074132,46988
Europe,Germany,None,2021-01-18,2091327,298765,0,0,47689,0,67726.0,27264.0,2071615.0,48997.0,2091327,47689,2091327,47689
Europe,Germany,None,2021-01-19,2107852,296344,0,0,48392,0,77992.0,50655.0,2100618.0,50010.0,2107852,48392,2107852,48392
Europe,Germany,None,2021-01-20,2123729,293463,0,0,49095,0,60546.0,35392.0,2108895.0,50876.0,2123729,49095,2123729,49095
Europe,Germany,None,2021-01-21,2138963,290158,0,0,49799,0,84041.0,31033.0,2125261.0,51713.0,2138963,49799,2138963,49799
Europe,Germany,None,2021-01-22,2153544,286442,0,0,50502,0,48790.0,43589.0,2137691.0,51873.0,2153544,50502,2153544,50502
Europe,Germany,None,2021-01-23,2167484,282348,0,0,51204,0,38075.0,28027.0,2147769.0,52296.0,2167484,51204,2167484,51204
Europe,Germany,None,2021-01-24,2180820,277942,0,0,51905,0,57744.0,39530.0,2154656.0,53127.0,2180820,51905,2180820,51905
Europe,Germany,None,2021-01-25,2193581,273272,0,0,52604,0,53112.0,49553.0,2164043.0,53619.0,2193581,52604,2193581,52604
Europe,Germany,None,2021-01-26,2205788,268374,0,0,53300,0,54018.0,58757.0,2179679.0,54498.0,2205788,53300,2205788,53300
Europe,Germany,None,2021-01-27,2217451,263276,0,0,53993,0,51580.0,48706.0,2194562.0,55883.0,2217451,53993,2217451,53993
Europe,Germany,None,2021-01-28,2228577,257992,0,0,54683,0,55754.0,53197.0,2207393.0,56286.0,2228577,54683,2228577,54683
Europe,Germany,None,2021-01-29,2239164,252530,0,0,55370,0,39469.0,47574.0,2224911.0,57105.0,2239164,55370,2239164,55370
Europe,Germany,None,2021-01-30,2249235,246920,0,0,56052,0,31317.0,31352.0,2225659.0,57163.0,2249235,56052,2249235,56052
Europe,Germany,None,2021-01-31,2258831,241215,0,0,56730,0,49696.0,65734.0,2232327.0,58059.0,2258831,56730,2258831,56730
Europe,Germany,None,2021-02-01,2267987,235458,0,0,57402,0,57746.0,69636.0,2240017.0,58992.0,2267987,57402,2267987,57402
Europe,Germany,None,2021-02-02,2276726,229676,0,0,58070,0,57606.0,84444.0,2252504.0,59776.0,2276726,58070,2276726,58070
Europe,Germany,None,2021-02-03,2285062,223884,0,0,58732,0,62917.0,72444.0,2265536.0,60634.0,2285062,58732,2285062,58732
Europe,Germany,None,2021-02-04,2292996,218083,0,0,59388,0,59074.0,72648.0,2276371.0,61324.0,2292996,59388,2292996,59388
Europe,Germany,None,2021-02-05,2300521,212262,0,0,60039,0,48468.0,55160.0,2285003.0,61551.0,2300521,60039,2300521,60039
Europe,Germany,None,2021-02-06,2307620,206399,0,0,60683,0,32882.0,26522.0,2291673.0,61708.0,2307620,60683,2307620,60683
Europe,Germany,None,2021-02-07,2314337,200539,0,0,61321,0,55756.0,51621.0,2296323.0,62191.0,2314337,61321,2314337,61321
Europe,Germany,None,2021-02-08,2320718,194731,0,0,61953,0,59940.0,64500.0,2302051.0,63006.0,2320718,61953,2320718,61953
Europe,Germany,None,2021-02-09,2326784,188994,0,0,62577,0,74972.0,74012.0,2311297.0,63672.0,2326784,62577,2326784,62577
Europe,Germany,None,2021-02-10,2332551,183340,0,0,63195,0,71166.0,72327.0,2321225.0,64224.0,2332551,63195,2332551,63195
Europe,Germany,None,2021-02-11,2338023,177764,0,0,63805,0,79710.0,77954.0,2330422.0,64771.0,2338023,63805,2338023,63805
Europe,Germany,None,2021-02-12,2343192,172253,0,0,64408,0,63218.0,46604.0,2336906.0,64990.0,2343192,64408,2343192,64408
Europe,Germany,None,2021-02-13,2348063,166801,0,0,65004,0,39784.0,26983.0,2341744.0,65107.0,2348063,65004,2348063,65004
Europe,Germany,None,2021-02-14,2352668,161440,0,0,65592,0,70700.0,56016.0,2346876.0,65288.0,2352668,65592,2352668,65592
Europe,Germany,None,2021-02-15,2357028,156183,0,0,66173,0,81356.0,54737.0,2352766.0,65829.0,2357028,66173,2357028,66173
Europe,Germany,None,2021-02-16,2361155,151038,0,0,66746,0,94237.0,54582.0,2362364.0,66732.0,2361155,66746,2361155,66746
Europe,Germany,None,2021-02-17,2365060,146005,0,0,67312,0,92678.0,52002.0,2372209.0,67245.0,2365060,67312,2365060,67312
Europe,Germany,None,2021-02-18,2368746,141081,0,0,67869,0,96044.0,53337.0,2381259.0,67741.0,2368746,67869,2368746,67869
Europe,Germany,None,2021-02-19,2372214,136257,0,0,68419,0,74831.0,37486.0,2388421.0,67883.0,2372214,68419,2372214,68419
Europe,Germany,None,2021-02-20,2375478,131538,0,0,68961,0,56585.0,28943.0,2394515.0,67946.0,2375478,68961,2375478,68961
Europe,Germany,None,2021-02-21,2378555,126937,0,0,69495,0,98617.0,51995.0,2399499.0,68363.0,2378555,69495,2378555,69495
Europe,Germany,None,2021-02-22,2381460,122459,0,0,70022,0,103064.0,54472.0,2405263.0,68785.0,2381460,70022,2381460,70022
Europe,Germany,None,2021-02-23,2384202,118107,0,0,70540,0,114746.0,55586.0,2416037.0,69170.0,2384202,70540,2384202,70540
Europe,Germany,None,2021-02-24,2386790,113881,0,0,71051,0,124019.0,48119.0,2427069.0,69343.0,2386790,71051,2386790,71051
Europe,Germany,None,2021-02-25,2389227,109774,0,0,71553,0,118835.0,49930.0,2436506.0,69939.0,2389227,71553,2389227,71553
Europe,Germany,None,2021-02-26,2391513,105778,0,0,72048,0,103432.0,35416.0,2444177.0,70092.0,2391513,72048,2391513,72048
Europe,Germany,None,2021-02-27,2393650,101886,0,0,72535,0,80057.0337872378,66735.2681780429,2450295.0,70152.0,2393650,72535,2393650,72535
Europe,Germany,None,2021-02-28,2395658,98110,0,0,73014,0,80702.90086940647,67757.49198379142,,,2395658,73014,2395658,73014
Europe,Germany,None,2021-03-01,2397546,94454,0,0,73485,0,81348.76795157514,68779.71578953993,,,2397546,73485,2397546,73485
Europe,Germany,None,2021-03-02,2399325,90920,0,0,73949,0,81994.6350337438,69801.93959528845,,,2397546,73485,2417314,75129
Europe,Germany,None,2021-03-03,2400999,87505,0,0,74405,0,82640.50211591247,70824.16340103696,,,2397546,73485,2426440,76073
Europe,Germany,None,2021-03-04,2402573,84205,0,0,74853,0,83286.36919808114,71846.38720678548,,,2397546,73485,2433731,76896
Europe,Germany,None,2021-03-05,2404044,81009,0,0,75294,0,83932.23628024981,72868.61101253399,,,2397546,73485,2440022,77653
Europe,Germany,None,2021-03-06,2405416,77912,0,0,75728,0,84578.10336241848,73890.83481828251,,,2397546,73485,2445641,78366
Europe,Germany,None,2021-03-07,2406699,74920,0,0,76153,0,85223.97044458715,74913.05862403102,,,2397546,73485,2450763,79042
Europe,Germany,None,2021-03-08,2407904,72034,0,0,76572,0,85869.83752675581,75935.28242977955,,,2397546,73485,2455499,79693
Europe,Germany,None,2021-03-09,2409035,69254,0,0,76983,0,86515.70460892448,76957.50623552805,,,2397546,73647,2459916,80319
Europe,Germany,None,2021-03-10,2410097,66578,0,0,77387,0,87161.57169109315,77979.73004127658,,,2397546,73848,2464065,80926
Europe,Germany,None,2021-03-11,2411092,64000,0,0,77784,0,87807.43877326182,79001.95384702508,,,2397546,74054,2467979,81514
Europe,Germany,None,2021-03-12,2412020,61515,0,0,78174,0,88453.30585543049,80024.1776527736,,,2397546,74262,2471683,82086
Europe,Germany,None,2021-03-13,2412883,59115,0,0,78557,0,89099.17293759916,81046.40145852212,,,2397546,74471,2475199,82643
Europe,Germany,None,2021-03-14,2413688,56803,0,0,78932,0,89745.04001976782,82068.62526427064,,,2397546,74679,2478549,83185
Europe,Germany,None,2021-03-15,2414440,54580,0,0,79301,0,90390.9071019365,83090.84907001915,,,2397546,74887,2481749,83715
Europe,Germany,None,2021-03-16,2415146,52445,0,0,79664,0,91036.77418410516,84113.07287576766,,,2397546,75096,2484818,84232
Europe,Germany,None,2021-03-17,2415806,50395,0,0,80020,0,91682.64126627384,85135.29668151618,,,2397546,75302,2487763,84738
Europe,Germany,None,2021-03-18,2416424,48426,0,0,80369,0,92328.50834844251,86157.5204872647,,,2397546,75505,2490595,85233
Europe,Germany,None,2021-03-19,2416999,46533,0,0,80711,0,92974.37543061118,87179.74429301321,,,2397546,75706,2493321,85716
Europe,Germany,None,2021-03-20,2417532,44710,0,0,81048,0,93620.24251277985,88201.96809876172,,,2397546,75906,2495945,86190
Europe,Germany,None,2021-03-21,2418027,42958,0,0,81378,0,94266.10959494852,89224.19190451024,,,2397546,76103,2498477,86653
Europe,Germany,None,2021-03-22,2418489,41277,0,0,81702,0,94911.97667711719,90246.41571025875,,,2397546,76297,2500926,87107
Europe,Germany,None,2021-03-23,2418920,39665,0,0,82019,0,95557.84375928585,91268.63951600727,,,2397546,76486,2503297,87552
Europe,Germany,None,2021-03-24,2419324,38120,0,0,82331,0,96203.71084145452,92290.86332175578,,,2397546,76674,2505597,87988
Europe,Germany,None,2021-03-25,2419700,36640,0,0,82637,0,96849.57792362319,93313.0871275043,,,2397546,76858,2507829,88416
Europe,Germany,None,2021-03-26,2420050,35219,0,0,82937,0,97495.44500579186,94335.31093325281,,,2397546,77039,2509996,88835
Europe,Germany,None,2021-03-27,2420373,33854,0,0,83231,0,98141.31208796053,95357.53473900133,,,2397546,77216,2512100,89246
Europe,Germany,None,2021-03-28,2420673,32545,0,0,83520,0,98787.1791701292,96379.75854474984,,,2397546,77391,2514147,89649
Europe,Germany,None,2021-03-29,2420951,31290,0,0,83803,0,99433.04625229786,97401.98235049835,,,2397546,77561,2516141,90045
Europe,Germany,None,2021-03-30,2421211,30088,0,0,84081,0,100078.91333446653,98424.20615624687,,,2397546,77729,2518086,90433
Europe,Germany,None,2021-03-31,2421453,28938,0,0,84353,0,100724.7804166352,99446.4299619954,,,2397546,77892,2519984,90814
Europe,Germany,None,2021-04-01,2421678,27836,0,0,84620,0,101370.64749880387,100468.6537677439,,,2397546,78052,2521837,91188
Europe,Germany,None,2021-04-02,2421887,26781,0,0,84882,0,102016.51458097254,101490.87757349241,,,2397546,78209,2523649,91555
Europe,Germany,None,2021-04-03,2422080,25768,0,0,85139,0,102662.3816631412,102513.10137924094,,,2397546,78363,2525420,91915
Europe,Germany,None,2021-04-04,2422258,24797,0,0,85391,0,103308.24874530987,103535.32518498946,,,2397546,78513,2527152,92269
Europe,Germany,None,2021-04-05,2422423,23868,0,0,85638,0,103954.11582747854,104557.54899073797,,,2397546,78660,2528848,92616
Europe,Germany,None,2021-04-06,2422577,22979,0,0,85880,0,104599.98290964721,105579.77279648648,,,2397546,78803,2530512,92957
Europe,Germany,None,2021-04-07,2422720,22127,0,0,86117,0,105245.84999181588,106601.996602235,,,2397546,78942,2532144,93292
Europe,Germany,None,2021-04-08,2422853,21313,0,0,86350,0,105891.71707398455,107624.2204079835,,,2397546,79079,2533746,93621
Europe,Germany,None,2021-04-09,2422975,20533,0,0,86578,0,106537.58415615321,108646.44421373203,,,2397546,79212,2535317,93944
Europe,Germany,None,2021-04-10,2423088,19785,0,0,86802,0,107183.45123832188,109668.66801948054,,,2397546,79342,2536862,94262
Europe,Germany,None,2021-04-11,2423193,19068,0,0,87021,0,107829.31832049057,110690.89182522905,,,2397546,79468,2538380,94574
Europe,Germany,None,2021-04-12,2423289,18382,0,0,87236,0,108475.18540265923,111713.11563097757,,,2397546,79591,2539872,94881
Europe,Germany,None,2021-04-13,2423379,17725,0,0,87447,0,109121.0524848279,112735.33943672609,,,2397546,79712,2541342,95182
Europe,Germany,None,2021-04-14,2423462,17096,0,0,87653,0,109766.91956699657,113757.5632424746,,,2397546,79829,2542789,95477
Europe,Germany,None,2021-04-15,2423539,16495,0,0,87856,0,110412.78664916524,114779.78704822311,,,2397546,79943,2544214,95769
Europe,Germany,None,2021-04-16,2423610,15918,0,0,88054,0,111058.6537313339,115802.01085397163,,,2397546,80054,2545619,96054
Europe,Germany,None,2021-04-17,2423675,15366,0,0,88248,0,111704.52081350258,116824.23465972015,,,2397546,80161,2547003,96335
Europe,Germany,None,2021-04-18,2423735,14836,0,0,88439,0,112350.38789567124,117846.45846546866,,,2397546,80267,2548368,96611
Europe,Germany,None,2021-04-19,2423791,14329,0,0,88626,0,112996.25497783991,118868.68227121717,,,2397546,80369,2549715,96883
Europe,Germany,None,2021-04-20,2423842,13842,0,0,88809,0,113642.12206000858,119890.9060769657,,,2397546,80468,2551045,97150
Europe,Germany,None,2021-04-21,2423890,13377,0,0,88988,0,114287.98914217725,120913.12988271422,,,2397546,80564,2552358,97412
Europe,Germany,None,2021-04-22,2423934,12931,0,0,89164,0,114933.85622434592,121935.35368846272,,,2397546,80658,2553656,97670
Europe,Germany,None,2021-04-23,2423974,12503,0,0,89337,0,115579.72330651458,122957.57749421123,,,2397546,80750,2554937,97924
Europe,Germany,None,2021-04-24,2424011,12093,0,0,89506,0,116225.59038868325,123979.80129995974,,,2397546,80838,2556204,98174
Europe,Germany,None,2021-04-25,2424046,11700,0,0,89671,0,116871.45747085192,125002.02510570826,,,2397546,80923,2557457,98419
Europe,Germany,None,2021-04-26,2424077,11322,0,0,89833,0,117517.32455302059,126024.24891145679,,,2397546,81006,2558696,98660
Europe,Germany,None,2021-04-27,2424106,10960,0,0,89992,0,118163.19163518926,127046.4727172053,,,2397546,81086,2559921,98898
Europe,Germany,None,2021-04-28,2424133,10613,0,0,90148,0,118809.05871735793,128068.6965229538,,,2397546,81165,2561134,99131
