Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay
Africa,Benin,None,2020-05-07,86.52384911413613,0.47814358617749025,-10.72899275005354,2.8452544691591295,0.002947877177971744,0.14662809208484925,0.025110120990272638,0.05216035960828618,2.632435394114082,1.707351899619407,34.41040077929559,1.260394659069455
Europe,Bulgaria,None,2020-03-20,8.162427818966716,1.828356110086379,-34.31725508614798,0.8980472358400204,0.055727178477279135,0.08268304656677751,0.1600334124310563,1.0122090482955994,0.2270313396421651,1.9569927956571007,83.09420217130516,1.418428210818711
Africa,Congo (Brazzaville),None,2020-04-15,5.593175399800648,0.649470748268262,-70.95099605127872,0.11438216045419244,0.0501913517378881,0.043802077171637345,0.0,0.021152852442230804,0.44455451688086967,3.19370242423388,74.28497495857832,1.8699607940755452
Europe,Croatia,None,2020-03-19,14.01445591215229,4.62207898909032,-26.038676897914634,5.6342184160224305,0.055531742814851556,0.051035799222882976,0.11511179779369703,6.804169814646698,0.1659787476931249,1.8705432306543748,91.876953858971,1.9252337529685333
Africa,Ethiopia,None,2020-04-18,25.16623606022239,4.697836539126891,-2.494235745885638,2.580499512495107,0.09071337837784502,0.024883592326090196,0.05565458150949058,0.004431644579328172,0.0022926647409756322,0.0,66.33115487149581,0.9036701318017837
Asia,Israel,None,2020-03-12,15.397983840835845,6.563678762069277,0.5107575716063197,12.247090581221745,0.10897260528954271,0.017187690475990027,0.14646874319741324,2.556310547768844,0.05489581017953681,1.6397948997758212,93.73370598602456,1.6811773902283547
Europe,Luxembourg,None,2020-03-17,3.6562402638911258,0.5208284305083889,-538.1438240415964,0.07243187795316584,0.08368077960617884,0.02902472908820183,0.1869062011595209,16.444399168867925,0.11510985278771343,5.3552404516865595,77.58056372735007,1.8588751736368334
Europe,Montenegro,None,2020-03-31,12.81325078724988,0.08181909570173226,-62.61060230921481,18.570767723007233,0.03793307251677513,0.023597442875276743,0.06988410911764936,2.5692986170317424,0.17057482414195943,0.11079777046530807,85.15648279105106,0.9047041572212063
Europe,Serbia,None,2020-03-19,42.443024388941545,0.5745494633334193,0.41079565026804216,0.5063895140108357,4.148002670760572,0.022341451768518532,0.14386573697961325,7.014717876716965,2.9119555073338144,1.286571075850038,87.41541713547299,1.1999724133051497
Europe,Slovenia,None,2020-03-13,21.869041926067347,2.796737777113383,-4.475678702737752,6.656020248238466,0.07322570972131111,0.07351515642880026,0.0,2.08372840572625,0.01643951755353637,0.585942398373542,83.78675572656005,1.2208331847247005
