Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Vaccinated,Fully Vaccinated
Europe,Monaco,None,2021-05-06,2128,7,3,264,32,0,224.5775261324042,57.903832752613226
Europe,Monaco,None,2021-05-07,2128,7,2,264,32,0,227.94773519163766,58.32473867595817
Europe,Monaco,None,2021-05-08,2128,7,2,264,32,0,231.3179442508711,58.74564459930312
Europe,Monaco,None,2021-05-09,2128,7,2,264,33,0,234.68815331010455,59.166550522648066
Europe,Monaco,None,2021-05-10,2128,6,2,264,33,0,238.058362369338,59.58745644599301
Europe,Monaco,None,2021-05-11,2128,6,2,264,33,0,241.42857142857144,60.00836236933796
Europe,Monaco,None,2021-05-12,2128,6,2,264,33,0,244.7987804878049,60.42926829268291
Europe,Monaco,None,2021-05-13,2128,6,2,264,33,0,248.16898954703834,60.85017421602786
Europe,Monaco,None,2021-05-14,2128,5,2,264,33,0,251.53919860627178,61.271080139372806
Europe,Monaco,None,2021-05-15,2128,5,2,264,33,0,254.90940766550523,61.69198606271775
Europe,Montenegro,None,2021-04-21,69875,68,11,5341,1203,1,1535.4788248100397,903.0465179123191
Europe,Montenegro,None,2021-04-22,69875,67,10,5341,1205,1,1563.8907466978078,931.9844613944952
Europe,Montenegro,None,2021-04-23,69875,65,10,5341,1206,1,1592.302668585576,960.9224048766711
Europe,Montenegro,None,2021-04-24,69875,64,9,5341,1207,1,1620.7145904733443,989.8603483588471
Europe,Montenegro,None,2021-04-25,69875,62,9,5341,1208,1,1649.1265123611124,1018.798291841023
Europe,Montenegro,None,2021-04-26,69875,61,9,5341,1209,1,1677.5384342488805,1047.736235323199
Europe,Montenegro,None,2021-04-27,69875,59,9,5341,1210,1,1705.9503561366487,1076.674178805375
Europe,Montenegro,None,2021-04-28,69875,58,8,5341,1211,1,1734.3622780244168,1105.6121222875508
Europe,Montenegro,None,2021-04-29,69875,56,8,5341,1212,1,1762.774199912185,1134.5500657697269
Europe,Montenegro,None,2021-04-30,69875,55,8,5341,1213,1,1791.1861217999533,1163.488009251903
Europe,Montenegro,None,2021-05-01,69875,54,7,5341,1214,1,1819.5980436877214,1192.425952734079
Europe,Montenegro,None,2021-05-02,69875,53,7,5341,1215,1,1848.0099655754896,1221.363896216255
Europe,Montenegro,None,2021-05-03,69875,51,7,5341,1216,1,1876.421887463258,1250.3018396984307
Europe,Montenegro,None,2021-05-04,69875,50,7,5341,1217,1,1904.833809351026,1279.2397831806068
Europe,Montenegro,None,2021-05-05,69875,49,7,5341,1218,1,1933.2457312387942,1308.1777266627828
Europe,Montenegro,None,2021-05-06,69875,48,6,5341,1219,1,1961.6576531265623,1337.1156701449586
Europe,Montenegro,None,2021-05-07,69875,47,6,5341,1220,1,1990.0695750143304,1366.0536136271348
Europe,Montenegro,None,2021-05-08,69875,46,6,5341,1220,1,2018.4814969020986,1394.9915571093106
Europe,Montenegro,None,2021-05-09,69875,45,6,5341,1221,1,2046.893418789867,1423.9295005914867
Europe,Montenegro,None,2021-05-10,69875,44,6,5341,1222,1,2075.3053406776353,1452.8674440736627
Europe,Montenegro,None,2021-05-11,69875,43,5,5341,1223,1,2103.717262565403,1481.8053875558385
Europe,Montenegro,None,2021-05-12,69875,42,5,5341,1224,1,2132.1291844531715,1510.7433310380145
Europe,Montenegro,None,2021-05-13,69875,41,5,5341,1224,1,2160.5411063409397,1539.6812745201905
Europe,Montenegro,None,2021-05-14,69875,40,5,5341,1225,1,2188.953028228708,1568.6192180023663
Europe,Montenegro,None,2021-05-15,69875,39,5,5341,1226,1,2217.364950116476,1597.5571614845426
Europe,Netherlands,None,2021-04-21,969520,146,2,3040,15873,0,40362.38509088619,18740.23364084764
Europe,Netherlands,None,2021-04-22,969520,142,2,3040,15876,0,40683.914277318334,18902.799397150164
Europe,Netherlands,None,2021-04-23,969520,137,2,3040,15880,0,41005.443463750475,19065.365153452683
Europe,Netherlands,None,2021-04-24,969520,133,2,3040,15883,0,41326.972650182615,19227.930909755203
Europe,Netherlands,None,2021-04-25,969520,129,1,3040,15886,0,41648.501836614756,19390.496666057727
Europe,Netherlands,None,2021-04-26,969520,125,1,3040,15890,0,41970.0310230469,19553.062422360246
Europe,Netherlands,None,2021-04-27,969520,121,1,3040,15893,0,42291.56020947904,19715.628178662766
Europe,Netherlands,None,2021-04-28,969520,117,1,3040,15896,0,42613.08939591117,19878.19393496529
Europe,Netherlands,None,2021-04-29,969520,114,1,3040,15899,0,42934.61858234331,20040.75969126781
Europe,Netherlands,None,2021-04-30,969520,110,1,3040,15902,0,43256.14776877545,20203.32544757033
Europe,Netherlands,None,2021-05-01,969520,107,1,3040,15904,0,43577.67695520759,20365.891203872852
Europe,Netherlands,None,2021-05-02,969520,104,1,3040,15907,0,43899.206141639734,20528.456960175372
Europe,Netherlands,None,2021-05-03,969520,101,1,3040,15910,0,44220.735328071874,20691.02271647789
Europe,Netherlands,None,2021-05-04,969520,98,1,3040,15912,0,44542.264514504015,20853.588472780415
Europe,Netherlands,None,2021-05-05,969520,95,1,3040,15915,0,44863.79370093615,21016.154229082935
Europe,Netherlands,None,2021-05-06,969520,92,1,3040,15917,0,45185.3228873683,21178.719985385454
Europe,Netherlands,None,2021-05-07,969520,89,1,3040,15920,0,45506.85207380043,21341.285741687978
Europe,Netherlands,None,2021-05-08,969520,87,1,3040,15922,0,45828.38126023257,21503.851497990498
Europe,Netherlands,None,2021-05-09,969520,84,1,3040,15924,0,46149.91044666471,21666.417254293017
Europe,Netherlands,None,2021-05-10,969520,82,1,3040,15927,0,46471.43963309685,21828.98301059554
Europe,Netherlands,None,2021-05-11,969520,79,1,3040,15929,0,46792.96881952899,21991.54876689806
Europe,Netherlands,None,2021-05-12,969520,77,1,3040,15931,0,47114.498005961126,22154.11452320058
Europe,Netherlands,None,2021-05-13,969520,75,1,3040,15933,0,47436.027192393274,22316.680279503104
Europe,Netherlands,None,2021-05-14,969520,73,1,3040,15935,0,47757.55637882541,22479.246035805623
Europe,Netherlands,None,2021-05-15,969520,70,1,3040,15937,0,48079.08556525755,22641.811792108143
Europe,None,None,2021-04-20,3860593,3597,710,501068,102228,108,214314.15854791022,88113.96329415678
Europe,None,None,2021-04-21,26543161,24518,4535,2937535,770004,680,1948882.554782879,902366.6761241612
Europe,None,None,2021-04-22,26543161,23964,4394,2937535,770452,665,1963322.4821903994,908991.4881612767
Europe,None,None,2021-04-23,26543161,23422,4264,2937535,770890,651,1977762.4095979198,915616.3001983921
Europe,None,None,2021-04-24,26543161,22895,4130,2937535,771317,635,1992202.3370054401,922241.1122355079
Europe,None,None,2021-04-25,26543161,22383,4005,2937535,771740,621,2006642.264412961,928865.9242726234
Europe,None,None,2021-04-26,26543161,21881,3888,2937535,772152,610,2021082.1918204809,935490.7363097386
Europe,None,None,2021-04-27,26543161,21393,3773,2937535,772554,597,2035522.1192280017,942115.5483468542
Europe,None,None,2021-04-28,26543161,20912,3662,2937535,772951,585,2049962.0466355225,948740.3603839697
Europe,None,None,2021-04-29,26543161,20449,3549,2937535,773338,572,2064401.9740430429,955365.1724210852
Europe,None,None,2021-04-30,26543161,19997,3451,2937535,773722,559,2078841.9014505632,961989.9844582006
Europe,None,None,2021-05-01,26543161,19555,3348,2937535,774093,549,2093281.8288580836,968614.7964953159
Europe,None,None,2021-05-02,26543161,19126,3250,2937535,774454,534,2107721.756265605,975239.6085324314
Europe,None,None,2021-05-03,26543161,18703,3157,2937535,774813,522,2122161.6836731243,981864.4205695472
Europe,None,None,2021-05-04,26543161,18295,3064,2937535,775166,513,2136601.6110806447,988489.2326066627
Europe,None,None,2021-05-05,26543161,17896,2977,2937535,775509,503,2151041.538488165,995114.0446437779
Europe,None,None,2021-05-06,26543161,17506,2895,2937535,775844,492,2165481.4658956854,1001738.8566808936
Europe,None,None,2021-05-07,26543161,17126,2811,2937535,776174,481,2179921.393303206,1008363.668718009
Europe,None,None,2021-05-08,26543161,16754,2732,2937535,776498,472,2194361.3207107265,1014988.4807551246
Europe,None,None,2021-05-09,26543161,16389,2656,2937535,776813,462,2208801.2481182474,1021613.2927922399
Europe,None,None,2021-05-10,26543161,16038,2583,2937535,777127,453,2223241.175525768,1028238.1048293554
Europe,None,None,2021-05-11,26543161,15688,2511,2937535,777431,446,2237681.1029332876,1034862.916866471
Europe,None,None,2021-05-12,26543161,15353,2440,2937535,777726,436,2252121.030340809,1041487.7289035864
Europe,None,None,2021-05-13,26543161,15027,2375,2937535,778018,426,2266534.6535880533,1048112.5409407018
Europe,None,None,2021-05-14,26543161,14703,2311,2937535,778302,419,2280939.9798420016,1054737.3529778174
Europe,None,None,2021-05-15,26543161,14387,2246,2937535,778584,410,2295345.3060959494,1061362.1650149329
Europe,North Macedonia,None,2021-04-21,102604,124,17,8739,3704,3,2576.952150178251,0.0
Europe,North Macedonia,None,2021-04-22,102604,121,16,8739,3706,2,2664.883091020497,0.0
Europe,North Macedonia,None,2021-04-23,102604,118,16,8739,3709,2,2752.814031862743,0.0
Europe,North Macedonia,None,2021-04-24,102604,115,15,8739,3711,2,2840.7449727049893,0.0
Europe,North Macedonia,None,2021-04-25,102604,113,15,8739,3713,2,2928.6759135472353,0.0
Europe,North Macedonia,None,2021-04-26,102604,110,14,8739,3716,2,3016.606854389481,0.0
Europe,North Macedonia,None,2021-04-27,102604,107,14,8739,3718,2,3104.537795231727,0.0
Europe,North Macedonia,None,2021-04-28,102604,105,13,8739,3720,2,3192.468736073973,0.0
Europe,North Macedonia,None,2021-04-29,102604,102,13,8739,3722,2,3280.399676916219,0.0
Europe,North Macedonia,None,2021-04-30,102604,100,13,8739,3724,2,3368.330617758465,0.0
Europe,North Macedonia,None,2021-05-01,102604,98,12,8739,3726,2,3456.2615586007114,0.0
Europe,North Macedonia,None,2021-05-02,102604,95,12,8739,3728,2,3544.1924994429573,0.0
Europe,North Macedonia,None,2021-05-03,102604,93,11,8739,3730,2,3632.1234402852033,0.0
Europe,North Macedonia,None,2021-05-04,102604,91,11,8739,3732,2,3720.0543811274492,0.0
Europe,North Macedonia,None,2021-05-05,102604,89,11,8739,3734,2,3807.985321969695,0.0
Europe,North Macedonia,None,2021-05-06,102604,87,10,8739,3736,2,3895.916262811941,0.0
Europe,North Macedonia,None,2021-05-07,102604,85,10,8739,3738,2,3983.847203654187,0.0
Europe,North Macedonia,None,2021-05-08,102604,83,10,8739,3739,2,4071.778144496433,0.0
Europe,North Macedonia,None,2021-05-09,102604,81,10,8739,3741,2,4159.709085338679,0.0
Europe,North Macedonia,None,2021-05-10,102604,79,9,8739,3743,2,4247.640026180925,0.0
Europe,North Macedonia,None,2021-05-11,102604,77,9,8739,3744,2,4335.570967023171,0.0
Europe,North Macedonia,None,2021-05-12,102604,75,9,8739,3746,2,4423.501907865417,0.0
Europe,North Macedonia,None,2021-05-13,102604,74,9,8739,3747,2,4511.432848707663,0.0
Europe,North Macedonia,None,2021-05-14,102604,72,8,8739,3749,1,4599.363789549909,0.0
Europe,North Macedonia,None,2021-05-15,102604,70,8,8739,3750,1,4687.2947303921555,0.0
Europe,Norway,None,2021-04-21,64711,19,13,30888,615,1,18838.480954780855,6674.432741489016
Europe,Norway,None,2021-04-22,64711,18,13,30888,615,1,19007.895718941123,6674.432741489016
Europe,Norway,None,2021-04-23,64711,18,12,30888,616,1,19177.31048310139,6674.432741489016
Europe,Norway,None,2021-04-24,64711,17,12,30888,616,1,19346.72524726166,6674.432741489016
Europe,Norway,None,2021-04-25,64711,17,11,30888,616,1,19516.14001142193,6674.432741489016
Europe,Norway,None,2021-04-26,64711,16,11,30888,616,1,19685.554775582194,6674.432741489016
Europe,Norway,None,2021-04-27,64711,16,11,30888,616,1,19854.969539742462,6674.432741489016
Europe,Norway,None,2021-04-28,64711,15,10,30888,617,1,20024.38430390273,6674.432741489016
Europe,Norway,None,2021-04-29,64711,15,10,30888,617,1,20193.799068063,6674.432741489016
Europe,Norway,None,2021-04-30,64711,14,10,30888,617,1,20363.213832223268,6674.432741489016
Europe,Norway,None,2021-05-01,64711,14,9,30888,617,1,20532.628596383536,6674.432741489016
Europe,Norway,None,2021-05-02,64711,13,9,30888,617,1,20702.043360543805,6674.432741489016
Europe,Norway,None,2021-05-03,64711,13,9,30888,618,1,20871.458124704073,6674.432741489016
Europe,Norway,None,2021-05-04,64711,13,8,30888,618,1,21040.87288886434,6674.432741489016
Europe,Norway,None,2021-05-05,64711,12,8,30888,618,1,21210.28765302461,6674.432741489016
Europe,Norway,None,2021-05-06,64711,12,8,30888,618,1,21379.70241718488,6674.432741489016
Europe,Norway,None,2021-05-07,64711,12,8,30888,618,1,21549.117181345147,6674.432741489016
Europe,Norway,None,2021-05-08,64711,11,7,30888,618,1,21718.531945505416,6674.432741489016
Europe,Norway,None,2021-05-09,64711,11,7,30888,618,1,21887.946709665684,6674.432741489016
Europe,Norway,None,2021-05-10,64711,11,7,30888,619,1,22057.36147382595,6674.432741489016
Europe,Norway,None,2021-05-11,64711,10,7,30888,619,1,22226.776237986218,6674.432741489016
Europe,Norway,None,2021-05-12,64711,10,6,30888,619,1,22396.191002146486,6674.432741489016
Europe,Norway,None,2021-05-13,64711,10,6,30888,619,1,22565.605766306755,6674.432741489016
Europe,Norway,None,2021-05-14,64711,10,6,30888,619,1,22735.020530467023,6674.432741489016
Europe,Norway,None,2021-05-15,64711,9,6,30888,619,1,22904.435294627292,6674.432741489016
Europe,Poland,None,2021-04-21,1679956,2005,3,1732,49441,1,104639.8487576377,38238.92313329769
Europe,Poland,None,2021-04-22,1679956,1964,3,1732,49480,1,105512.82950488839,38238.92313329769
Europe,Poland,None,2021-04-23,1679956,1923,3,1732,49518,0,106385.8102521391,38238.92313329769
Europe,Poland,None,2021-04-24,1679956,1883,3,1732,49555,0,107258.7909993898,38238.92313329769
Europe,Poland,None,2021-04-25,1679956,1845,3,1732,49592,0,108131.7717466405,38238.92313329769
Europe,Poland,None,2021-04-26,1679956,1807,3,1732,49628,0,109004.7524938912,38238.92313329769
Europe,Poland,None,2021-04-27,1679956,1770,3,1732,49663,0,109877.7332411419,38238.92313329769
Europe,Poland,None,2021-04-28,1679956,1733,3,1732,49698,0,110750.71398839261,38238.92313329769
Europe,Poland,None,2021-04-29,1679956,1698,2,1732,49732,0,111623.69473564331,38238.92313329769
Europe,Poland,None,2021-04-30,1679956,1663,2,1732,49765,0,112496.675482894,38238.92313329769
Europe,Poland,None,2021-05-01,1679956,1629,2,1732,49797,0,113369.65623014471,38238.92313329769
Europe,Poland,None,2021-05-02,1679956,1596,2,1732,49829,0,114242.63697739542,38238.92313329769
Europe,Poland,None,2021-05-03,1679956,1564,2,1732,49860,0,115115.61772464612,38238.92313329769
Europe,Poland,None,2021-05-04,1679956,1532,2,1732,49891,0,115988.59847189681,38238.92313329769
Europe,Poland,None,2021-05-05,1679956,1501,2,1732,49921,0,116861.57921914752,38238.92313329769
Europe,Poland,None,2021-05-06,1679956,1470,2,1732,49950,0,117734.55996639823,38238.92313329769
Europe,Poland,None,2021-05-07,1679956,1440,2,1732,49979,0,118607.54071364892,38238.92313329769
Europe,Poland,None,2021-05-08,1679956,1411,2,1732,50007,0,119480.52146089962,38238.92313329769
Europe,Poland,None,2021-05-09,1679956,1383,2,1732,50035,0,120353.50220815033,38238.92313329769
Europe,Poland,None,2021-05-10,1679956,1355,2,1732,50062,0,121226.48295540104,38238.92313329769
Europe,Poland,None,2021-05-11,1679956,1328,2,1732,50089,0,122099.46370265173,38238.92313329769
Europe,Poland,None,2021-05-12,1679956,1301,2,1732,50115,0,122972.44444990242,38238.92313329769
Europe,Poland,None,2021-05-13,1679956,1275,2,1732,50141,0,123845.42519715313,38238.92313329769
Europe,Poland,None,2021-05-14,1679956,1249,2,1732,50166,0,124718.40594440384,38238.92313329769
Europe,Poland,None,2021-05-15,1679956,1224,2,1732,50190,0,125591.38669165454,38238.92313329769
Europe,Portugal,None,2021-04-21,640852,772,472,319734,15640,75,31833.896254796757,9853.279563681663
Europe,Portugal,None,2021-04-22,640852,752,459,319734,15652,73,32109.995317037952,9905.939679885334
Europe,Portugal,None,2021-04-23,640852,733,445,319734,15663,72,32386.094379279148,9958.599796089005
Europe,Portugal,None,2021-04-24,640852,714,432,319734,15674,70,32662.193441520347,10011.259912292679
Europe,Portugal,None,2021-04-25,640852,696,420,319734,15685,69,32938.29250376154,10063.92002849635
Europe,Portugal,None,2021-04-26,640852,678,408,319734,15696,67,33214.39156600274,10116.580144700023
Europe,Portugal,None,2021-04-27,640852,661,396,319734,15707,66,33490.49062824393,10169.240260903694
Europe,Portugal,None,2021-04-28,640852,644,385,319734,15717,65,33766.58969048513,10221.900377107368
Europe,Portugal,None,2021-04-29,640852,628,374,319734,15727,63,34042.688752726324,10274.560493311039
Europe,Portugal,None,2021-04-30,640852,612,363,319734,15737,62,34318.78781496752,10327.22060951471
Europe,Portugal,None,2021-05-01,640852,597,353,319734,15747,61,34594.88687720872,10379.880725718383
Europe,Portugal,None,2021-05-02,640852,582,343,319734,15756,59,34870.985939449914,10432.540841922055
Europe,Portugal,None,2021-05-03,640852,567,334,319734,15765,58,35147.08500169111,10485.200958125728
Europe,Portugal,None,2021-05-04,640852,553,324,319734,15775,57,35423.184063932305,10537.8610743294
Europe,Portugal,None,2021-05-05,640852,540,315,319734,15784,56,35699.283126173505,10590.521190533073
Europe,Portugal,None,2021-05-06,640852,527,307,319734,15792,55,35975.382188414704,10643.181306736744
Europe,Portugal,None,2021-05-07,640852,514,298,319734,15801,54,36251.481250655896,10695.841422940415
Europe,Portugal,None,2021-05-08,640852,501,290,319734,15809,53,36527.580312897095,10748.501539144088
Europe,Portugal,None,2021-05-09,640852,489,282,319734,15818,51,36803.679375138294,10801.16165534776
Europe,Portugal,None,2021-05-10,640852,478,275,319734,15826,50,37079.778437379486,10853.821771551433
Europe,Portugal,None,2021-05-11,640852,466,268,319734,15834,49,37355.877499620685,10906.481887755104
Europe,Portugal,None,2021-05-12,640852,455,260,319734,15841,48,37631.97656186188,10959.142003958776
Europe,Portugal,None,2021-05-13,640852,444,254,319734,15849,47,37908.075624103076,11011.802120162449
Europe,Portugal,None,2021-05-14,640852,434,247,319734,15857,47,38184.174686344275,11064.46223636612
Europe,Portugal,None,2021-05-15,640852,423,240,319734,15864,46,38460.27374858547,11117.122352569793
Europe,Romania,None,2021-04-21,762325,912,569,381070,23032,86,37526.175390208715,27901.515734079578
Europe,Romania,None,2021-04-22,762325,886,551,381070,23046,84,37788.404677943596,28131.31988772097
Europe,Romania,None,2021-04-23,762325,862,534,381070,23060,82,38050.633965678484,28361.12404136236
Europe,Romania,None,2021-04-24,762325,838,517,381070,23074,80,38312.86325341337,28590.928195003748
Europe,Romania,None,2021-04-25,762325,815,501,381070,23087,78,38575.09254114825,28820.73234864514
Europe,Romania,None,2021-04-26,762325,793,486,381070,23100,77,38837.32182888314,29050.536502286526
Europe,Romania,None,2021-04-27,762325,771,471,381070,23113,75,39099.55111661803,29280.340655927917
Europe,Romania,None,2021-04-28,762325,750,457,381070,23125,73,39361.78040435292,29510.144809569305
Europe,Romania,None,2021-04-29,762325,730,443,381070,23138,72,39624.0096920878,29739.948963210696
Europe,Romania,None,2021-04-30,762325,710,430,381070,23150,70,39886.23897982269,29969.753116852087
Europe,Romania,None,2021-05-01,762325,691,417,381070,23161,69,40148.468267557575,30199.557270493475
Europe,Romania,None,2021-05-02,762325,673,405,381070,23173,67,40410.697555292456,30429.361424134866
Europe,Romania,None,2021-05-03,762325,655,393,381070,23184,66,40672.926843027344,30659.165577776257
Europe,Romania,None,2021-05-04,762325,638,381,381070,23195,64,40935.15613076223,30888.969731417645
Europe,Romania,None,2021-05-05,762325,621,370,381070,23206,63,41197.38541849711,31118.773885059036
Europe,Romania,None,2021-05-06,762325,605,359,381070,23217,61,41459.614706232,31348.578038700423
Europe,Romania,None,2021-05-07,762325,589,349,381070,23227,60,41721.84399396689,31578.382192341815
Europe,Romania,None,2021-05-08,762325,573,339,381070,23237,59,41984.07328170177,31808.186345983202
Europe,Romania,None,2021-05-09,762325,558,329,381070,23247,57,42246.30256943666,32037.990499624593
Europe,Romania,None,2021-05-10,762325,544,319,381070,23257,56,42508.53185717155,32267.794653265984
Europe,Romania,None,2021-05-11,762325,530,310,381070,23266,55,42770.76114490643,32497.598806907372
Europe,Romania,None,2021-05-12,762325,516,301,381070,23275,54,43032.990432641316,32727.402960548763
Europe,Romania,None,2021-05-13,762325,503,293,381070,23285,53,43295.219720376204,32957.207114190154
Europe,Romania,None,2021-05-14,762325,490,285,381070,23293,51,43557.449008111085,33187.01126783154
Europe,Romania,None,2021-05-15,762325,478,277,381070,23302,50,43819.67829584597,33416.81542147293
Europe,San Marino,None,2021-04-21,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-04-22,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-04-23,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-04-24,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-04-25,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-04-26,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-04-27,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-04-28,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-04-29,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-04-30,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-05-01,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-05-02,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-05-03,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-05-04,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-05-05,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-05-06,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-05-07,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-05-08,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-05-09,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-05-10,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-05-11,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-05-12,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-05-13,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-05-14,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,San Marino,None,2021-05-15,3236,1,0,3,76,0,332.03000000000003,332.03000000000003
Europe,Serbia,None,2021-04-21,429746,309,139,111305,5129,15,21637.51162533989,70574.12
Europe,Serbia,None,2021-04-22,429746,301,134,111305,5134,15,21709.27530418372,70574.12
Europe,Serbia,None,2021-04-23,429746,292,130,111305,5138,14,21781.03898302755,70574.12
Europe,Serbia,None,2021-04-24,429746,284,125,111305,5142,14,21852.80266187138,70574.12
Europe,Serbia,None,2021-04-25,429746,276,121,111305,5146,14,21924.566340715213,70574.12
Europe,Serbia,None,2021-04-26,429746,269,117,111305,5150,13,21996.330019559045,70574.12
Europe,Serbia,None,2021-04-27,429746,262,113,111305,5154,13,22068.093698402878,70574.12
Europe,Serbia,None,2021-04-28,429746,254,109,111305,5158,13,22139.85737724671,70574.12
Europe,Serbia,None,2021-04-29,429746,248,105,111305,5162,12,22211.621056090542,70574.12
Europe,Serbia,None,2021-04-30,429746,241,102,111305,5165,12,22283.384734934374,70574.12
Europe,Serbia,None,2021-05-01,429746,235,98,111305,5169,12,22355.148413778206,70574.12
Europe,Serbia,None,2021-05-02,429746,228,95,111305,5172,12,22426.91209262204,70574.12
Europe,Serbia,None,2021-05-03,429746,222,92,111305,5176,11,22498.67577146587,70574.12
Europe,Serbia,None,2021-05-04,429746,217,89,111305,5179,11,22570.4394503097,70574.12
Europe,Serbia,None,2021-05-05,429746,211,86,111305,5182,11,22642.20312915353,70574.12
Europe,Serbia,None,2021-05-06,429746,206,83,111305,5186,11,22713.966807997364,70574.12
Europe,Serbia,None,2021-05-07,429746,200,81,111305,5189,10,22785.730486841196,70574.12
Europe,Serbia,None,2021-05-08,429746,195,78,111305,5192,10,22857.494165685028,70574.12
Europe,Serbia,None,2021-05-09,429746,190,75,111305,5195,10,22929.25784452886,70574.12
Europe,Serbia,None,2021-05-10,429746,185,73,111305,5198,10,23001.021523372692,70574.12
Europe,Serbia,None,2021-05-11,429746,181,71,111305,5201,10,23072.785202216524,70574.12
Europe,Serbia,None,2021-05-12,429746,176,68,111305,5204,9,23144.548881060357,70574.12
Europe,Serbia,None,2021-05-13,429746,172,66,111305,5207,9,23216.31255990419,70574.12
Europe,Serbia,None,2021-05-14,429746,168,64,111305,5209,9,23288.07623874802,70574.12
Europe,Serbia,None,2021-05-15,429746,163,62,111305,5212,9,23359.839917591853,70574.12
Europe,Slovakia,None,2021-04-21,262511,315,12,6299,7569,2,15517.103705614058,4982.404590324366
Europe,Slovakia,None,2021-04-22,262511,309,11,6299,7575,2,15634.414949385278,5010.718763953483
Europe,Slovakia,None,2021-04-23,262511,302,11,6299,7581,2,15751.726193156497,5039.0329375826
Europe,Slovakia,None,2021-04-24,262511,296,11,6299,7587,2,15869.037436927718,5067.347111211719
Europe,Slovakia,None,2021-04-25,262511,290,10,6299,7593,2,15986.348680698939,5095.661284840836
Europe,Slovakia,None,2021-04-26,262511,284,10,6299,7598,2,16103.65992447016,5123.975458469953
Europe,Slovakia,None,2021-04-27,262511,278,10,6299,7604,2,16220.971168241378,5152.28963209907
Europe,Slovakia,None,2021-04-28,262511,272,10,6299,7609,2,16338.282412012599,5180.603805728188
Europe,Slovakia,None,2021-04-29,262511,266,9,6299,7614,2,16455.593655783818,5208.917979357306
Europe,Slovakia,None,2021-04-30,262511,261,9,6299,7620,2,16572.90489955504,5237.232152986423
Europe,Slovakia,None,2021-05-01,262511,255,9,6299,7625,2,16690.21614332626,5265.54632661554
Europe,Slovakia,None,2021-05-02,262511,250,9,6299,7630,1,16807.52738709748,5293.8605002446575
Europe,Slovakia,None,2021-05-03,262511,245,8,6299,7634,1,16924.8386308687,5322.174673873775
Europe,Slovakia,None,2021-05-04,262511,240,8,6299,7639,1,17042.14987463992,5350.488847502893
Europe,Slovakia,None,2021-05-05,262511,235,8,6299,7644,1,17159.46111841114,5378.80302113201
Europe,Slovakia,None,2021-05-06,262511,230,8,6299,7648,1,17276.77236218236,5407.117194761127
Europe,Slovakia,None,2021-05-07,262511,225,7,6299,7653,1,17394.08360595358,5435.431368390245
Europe,Slovakia,None,2021-05-08,262511,221,7,6299,7657,1,17511.394849724802,5463.745542019362
Europe,Slovakia,None,2021-05-09,262511,216,7,6299,7661,1,17628.70609349602,5492.05971564848
Europe,Slovakia,None,2021-05-10,262511,212,7,6299,7666,1,17746.017337267243,5520.373889277597
Europe,Slovakia,None,2021-05-11,262511,207,7,6299,7670,1,17863.328581038462,5548.688062906715
Europe,Slovakia,None,2021-05-12,262511,203,6,6299,7674,1,17980.63982480968,5577.002236535832
Europe,Slovakia,None,2021-05-13,262511,199,6,6299,7678,1,18097.951068580904,5605.31641016495
Europe,Slovakia,None,2021-05-14,262511,195,6,6299,7682,1,18215.262312352123,5633.630583794067
