Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Total Detected True,Total Detected Deaths True,Total Detected LB,Total Detected Deaths LB,Total Detected UB,Total Detected Deaths UB
Europe,Germany,None,2020-10-13,319670,30533,6008,47951,10315,1082,,,319670,10315,319670,10315
Europe,Germany,None,2020-10-14,321607,30497,6020,48241,10345,1080,,,319670,10315,345311,10813
Europe,Germany,None,2020-10-15,323498,30419,6024,48525,10375,1076,,,319670,10315,357021,11037
Europe,Germany,None,2020-10-16,325340,30298,6021,48801,10406,1071,,,319670,10315,366397,11217
Europe,Germany,None,2020-10-17,327140,30143,6012,49071,10435,1065,,,319670,10315,374548,11371
Europe,Germany,None,2020-10-18,328900,29960,5997,49335,10465,1057,,,319670,10315,381904,11512
Europe,Germany,None,2020-10-19,330617,29748,5977,49593,10495,1049,,,319670,10315,388680,11642
Europe,Germany,None,2020-10-20,332289,29507,5951,49843,10524,1039,,,319670,10315,395004,11763
Europe,Germany,None,2020-10-21,333910,29232,5919,50086,10553,1029,,,319670,10315,400955,11877
Europe,Germany,None,2020-10-22,335475,28920,5880,50321,10581,1016,,,319670,10315,406587,11986
Europe,Germany,None,2020-10-23,336988,28577,5835,50548,10610,1003,,,319670,10315,411947,12091
Europe,Germany,None,2020-10-24,338452,28209,5785,50768,10638,989,,,319670,10315,417070,12191
Europe,Germany,None,2020-10-25,339867,27817,5730,50980,10665,974,,,319670,10315,421981,12287
Europe,Germany,None,2020-10-26,341234,27404,5671,51185,10692,959,,,319670,10315,426700,12380
Europe,Germany,None,2020-10-27,342549,26968,5607,51382,10719,942,,,319670,10315,431242,12471
Europe,Germany,None,2020-10-28,343808,26505,5537,51571,10745,925,,,319670,10315,435614,12559
Europe,Germany,None,2020-10-29,345010,26015,5462,51752,10771,907,,,319670,10315,439827,12644
Europe,Germany,None,2020-10-30,346160,25506,5383,51924,10796,888,,,319670,10315,443895,12727
Europe,Germany,None,2020-10-31,347261,24982,5301,52089,10821,868,,,319670,10315,447829,12808
Europe,Germany,None,2020-11-01,348316,24446,5215,52247,10845,848,,,319670,10315,451640,12886
Europe,Germany,None,2020-11-02,349324,23900,5126,52399,10869,828,,,319670,10315,455332,12963
Europe,Germany,None,2020-11-03,350284,23343,5035,52543,10892,808,,,319670,10315,458910,13038
Europe,Germany,None,2020-11-04,351193,22772,4940,52679,10915,787,,,319670,10315,462375,13111
Europe,Germany,None,2020-11-05,352049,22184,4841,52807,10937,765,,,319670,10315,465730,13183
Europe,Germany,None,2020-11-06,352859,21588,4741,52929,10958,743,,,319670,10315,468985,13252
Europe,Germany,None,2020-11-07,353627,20990,4638,53044,10979,721,,,319670,10315,472148,13320
Europe,Germany,None,2020-11-08,354355,20392,4535,53153,10999,700,,,319670,10315,475223,13387
Europe,Germany,None,2020-11-09,355045,19794,4431,53257,11019,678,,,319670,10315,478215,13452
Europe,Germany,None,2020-11-10,355695,19196,4325,53354,11038,656,,,319670,10315,481125,13516
Europe,Germany,None,2020-11-11,356302,18594,4218,53445,11056,634,,,319670,10315,483953,13578
Europe,Germany,None,2020-11-12,356869,17991,4110,53530,11074,612,,,319670,10315,486702,13639
Europe,Germany,None,2020-11-13,357401,17391,4002,53610,11091,591,,,319670,10315,489380,13698
Europe,Germany,None,2020-11-14,357900,16797,3894,53685,11108,569,,,319670,10315,491991,13757
Europe,Germany,None,2020-11-15,358368,16212,3786,53755,11124,548,,,319670,10315,494538,13814
Europe,Germany,None,2020-11-16,358807,15634,3679,53821,11140,527,,,319670,10315,497025,13870
Europe,Germany,None,2020-11-17,359215,15064,3572,53882,11155,507,,,319670,10315,499451,13925
Europe,Germany,None,2020-11-18,359593,14500,3465,53939,11169,487,,,319670,10315,501818,13978
Europe,Germany,None,2020-11-19,359944,13944,3360,53992,11183,467,,,319670,10315,504131,14031
Europe,Germany,None,2020-11-20,360270,13400,3255,54040,11196,448,,,319670,10315,506392,14082
Europe,Germany,None,2020-11-21,360573,12868,3152,54086,11209,429,,,319670,10315,508605,14133
Europe,Germany,None,2020-11-22,360855,12349,3051,54128,11222,410,,,319670,10315,510773,14183
Europe,Germany,None,2020-11-23,361116,11842,2951,54167,11233,392,,,319670,10315,512896,14231
Europe,Germany,None,2020-11-24,361356,11347,2852,54203,11245,375,,,319670,10315,514976,14280
Europe,Germany,None,2020-11-25,361577,10863,2756,54236,11256,358,,,319670,10315,517015,14326
Europe,Germany,None,2020-11-26,361780,10393,2660,54267,11266,341,,,319670,10315,519015,14372
Europe,Germany,None,2020-11-27,361967,9937,2567,54295,11276,325,,,319670,10315,520979,14417
Europe,Germany,None,2020-11-28,362140,9495,2477,54321,11285,310,,,319670,10315,522909,14461
Europe,Germany,None,2020-11-29,362300,9068,2388,54345,11294,295,,,319670,10315,524807,14504
Europe,Germany,None,2020-11-30,362446,8655,2301,54367,11303,280,,,319670,10315,526673,14547
Europe,Germany,None,2020-12-01,362579,8255,2216,54387,11311,266,,,319670,10315,528508,14589
Europe,Germany,None,2020-12-02,362700,7868,2134,54405,11319,253,,,319670,10315,530314,14630
