"State","Data Start Date","Infection Rate","Median Day of Action","Rate of Action","Mortality Rate","Internal Parameter 1","Internal Parameter 2"
"Alabama","2020-03-20",1.1855935554237083,-2.7458167167742236,1.7689877881094533,0.07580239912520273,6.906351134512642,0.2172235657984714
"Alaska","2020-03-28",0.958364573011471,-7.730858335315043,2.2676985498055715,0.05453272676047082,1.1026612196713996,0.1546227325156682
"Arizona","2020-03-21",1.002224810049359,1.411734493204313,2.757380418094986,0.0860245487537404,7.355644157807184,1.5187962055325301
"Arkansas","2020-03-20",0.7717407030420276,-6.004432977232393,2.431559400870218,0.048611359038473995,5.990939859845475,0.1592359152839158
"California","2020-03-19",0.8787542248076674,4.864885675454145,2.2971360445915456,0.07458704805163012,4.065817125759765,0.4758217532095285
"Colorado","2020-03-19",0.7226311974576449,5.372755919690334,2.9428306116166647,0.09462332659107597,7.562529596525033,0.24756835786663964
"Connecticut","2020-03-19",0.7988982134710259,12.381627342279037,2.392784367530625,0.1277688970673104,7.482697518302862,1.1968143684167725
"Delaware","2020-03-24",1.3655098121835676,-4.0640278069526445,1.5110985589630324,0.07157200710655807,3.3143932904367475,0.18602018671511183
"District of Columbia","2020-03-22",1.3165944797065634,-2.9357294613681333,1.6659441861958146,0.06692445347482978,4.093674990364264,0.15435694729298094
"Florida","2020-03-19",0.8512976556608943,7.735350793372656,2.127069235078193,0.06255921221563482,2.202323161022809,2.7054292837845475
"Georgia","2020-03-19",0.7486933781981797,10.224848706074795,2.3140345537561466,0.11175394439337301,7.465621482529058,1.4038076691414108
"Hawaii","2020-03-26",0.5633872167875686,-8.102069907495894,3.0918643032706137,0.028084529101949706,3.3777104783178915,0.07362474545010765
"Idaho","2020-03-25",0.6087340710964441,3.742029516792001,2.700014671522141,0.05174997388805709,5.350675897640052,0.44317055574172004
"Illinois","2020-03-19",0.9476703904892011,7.081767128193633,2.5146665476903616,0.09712453904901497,6.01696928486632,0.32249486520969156
"Indiana","2020-03-21",0.729877225735993,9.664286819859404,2.304800090037025,0.11681626574966829,6.740709782970061,4.863498397028798
"Iowa","2020-03-23",1.1115896612091223,-4.244468252437928,1.7508239027249903,0.06818418437404132,4.571448990544348,0.1801726727466809
"Kansas","2020-03-24",0.938034683565105,-6.5191049484252765,2.42745997573799,0.08885365457046328,9.668410245559748,0.22536319321811332
"Kentucky","2020-03-22",1.187383136142551,-4.835615594272422,2.1217655714059926,0.13054362305125317,8.673161311090333,0.16635915998577963
"Louisiana","2020-03-19",1.0533572184218527,8.336147203635297,3.3271623625872473,0.12251092965726214,3.9356211741873013,1.1179669697553996
"Maine","2020-03-23",0.7153797121028362,-7.158749422785936,1.9883830705460155,0.07001281674803088,3.0244965786764593,0.09877980184873886
"Maryland","2020-03-19",1.0492290267771103,8.382312521146497,2.1964482262957707,0.06310484746470375,5.5669923481627706,0.48125143678295557
"Massachusetts","2020-03-19",1.1210822593165009,6.257176055255437,2.9193044668542627,0.08281559339224247,7.443809408705196,0.08879543476159638
"Michigan","2020-03-19",0.7499921504435303,9.491322307967664,3.174457863841528,0.14542654131585064,10.16148408734417,1.1531237357102149
"Minnesota","2020-03-20",0.787240454724806,-4.531584511060473,2.1680663425103055,0.06459732687712279,5.177166166628744,0.10265023319857008
"Mississippi","2020-03-21",0.8857071409785073,-3.7059282171477776,1.036240490274471,0.08799272014761843,4.3857668389568305,0.8258779887489041
"Missouri","2020-03-22",0.944476291701267,2.3646203108126658,1.6551481476110763,0.07013278640057477,3.1360046990899475,3.563239135581509
"Montana","2020-03-27",0.5468535411161255,-3.2772287122320063,2.809259922798917,0.04936427522293568,1.855678300199403,0.18623341137094368
"Nebraska","2020-03-27",0.8587155922426628,-4.801838067119807,2.8854463584283616,0.06253886563711311,5.443983828808935,0.1442728592484896
"Nevada","2020-03-20",0.7744001028337464,4.243756429411014,2.657277527033424,0.09038408097369278,4.950698942368253,0.13207458583890927
"New Hampshire","2020-03-23",1.0074545516703997,-6.004085273356422,2.22137137676256,0.04384144257971172,4.681286244610032,0.1321941747189917
"New Jersey","2020-03-19",0.878883246359043,7.624362659892397,2.1266674771150256,0.1004626397419429,6.007629944643508,3.3823926257318107
"New Mexico","2020-03-24",0.9432852060934136,-4.293857081769209,1.944080814711054,0.05443911894218888,4.687461935299438,0.1421622469837442
"New York","2020-03-19",0.758545629948213,5.133828628554933,2.142134678516662,0.09792415992555939,4.139705237849271,3.6260629863862954
"North Carolina","2020-03-19",0.842852209523626,6.975269781271683,2.36093794983926,0.032189177223608874,2.876074757572896,1.7132568364405898
"North Dakota","2020-03-30",0.9721956172031256,-11.940382187212036,1.25761856937921,0.011016122569368519,1.9813354448037648,0.1445476601365349
