Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Total Detected True,Total Detected Deaths True,Total Detected LB,Total Detected Deaths LB,Total Detected UB,Total Detected Deaths UB
None,None,None,2020-10-15,7734400,566697,122839,1160081,216088,19582,708642.0,24770.0,7734400,216088,7734400,216088
None,None,None,2020-10-16,7764259,560891,121703,1164560,216652,19375,140992.0,9647.0,7734400,216088,26527989,800063
None,None,None,2020-10-17,7793703,555054,120566,1168977,217202,19169,,,7734400,216088,34329624,1042269
None,None,None,2020-10-18,7822739,549167,119409,1173331,217746,18961,,,7734400,216088,40322473,1228243
None,None,None,2020-10-19,7851362,543255,118251,1177620,218283,18752,,,7734400,216088,45378822,1385104
None,None,None,2020-10-20,7879586,537312,117085,1181861,218811,18540,,,7734400,216088,49836562,1523357
None,None,None,2020-10-21,7907408,531351,115909,1186029,219335,18330,,,7734400,216088,53868972,1648394
None,None,None,2020-10-22,7934836,525374,114729,1190145,219848,18118,,,7734400,216088,57578999,1763408
None,None,None,2020-10-23,7961877,519381,113542,1194202,220351,17904,,,7734400,216088,61033720,1870486
None,None,None,2020-10-24,7988522,513382,112356,1198198,220855,17693,,,7734400,216088,64279712,1971087
None,None,None,2020-10-25,8014786,507384,111164,1202138,221347,17480,,,7734400,216088,67350910,2066254
None,None,None,2020-10-26,8040673,501394,109971,1206025,221829,17270,,,7734400,216088,70272925,2156783
None,None,None,2020-10-27,8066177,495403,108779,1209851,222308,17056,,,7734400,216088,73065644,2243302
None,None,None,2020-10-28,8091302,489413,107581,1213614,222779,16844,,,7734400,216088,75744892,2326296
None,None,None,2020-10-29,8116036,483416,106380,1217326,223244,16632,,,7734400,216088,78323485,2406167
None,None,None,2020-10-30,8140398,477420,105180,1220980,223700,16425,,,7734400,216088,80812011,2483240
None,None,None,2020-10-31,8164381,471432,103974,1224578,224149,16211,,,7734400,216088,83219301,2557792
None,None,None,2020-11-01,8188022,465475,102775,1228122,224590,16003,,,7734400,216088,85552862,2630054
None,None,None,2020-11-02,8211332,459567,101583,1231620,225027,15795,,,7734400,216088,87819096,2700229
None,None,None,2020-11-03,8234296,453699,100393,1235065,225455,15589,,,7734400,216088,90023498,2768483
None,None,None,2020-11-04,8256922,447861,99202,1238458,225876,15382,,,7734400,216088,92170873,2834968
None,None,None,2020-11-05,8279199,442051,98023,1241800,226291,15179,,,7734400,216088,94265412,2899815
None,None,None,2020-11-06,8301129,436250,96838,1245086,226703,14973,,,7734400,216088,96310823,2963142
None,None,None,2020-11-07,8322717,430474,95657,1248327,227101,14770,,,7734400,216088,98310404,3025040
None,None,None,2020-11-08,8343985,424756,94482,1251519,227494,14570,,,7734400,216088,100267113,3085611
None,None,None,2020-11-09,8364952,419086,93321,1254667,227882,14369,,,7734400,216088,102183601,3144936
None,None,None,2020-11-10,8385624,413487,92164,1257766,228267,14176,,,7734400,216088,104062249,3203090
None,None,None,2020-11-11,8406006,407954,91017,1260824,228642,13983,,,7734400,216088,105905207,3260133
None,None,None,2020-11-12,8426082,402466,89885,1263829,229011,13792,,,7734400,216088,107714408,3316130
None,None,None,2020-11-13,8445857,397025,88745,1266800,229376,13602,,,7734400,216088,109491635,3371139
None,None,None,2020-11-14,8465331,391626,87625,1269721,229735,13414,,,7734400,216088,111238512,3425207
None,None,None,2020-11-15,8484522,386274,86508,1272595,230084,13224,,,7734400,216088,112956549,3478377
None,None,None,2020-11-16,8503449,381003,85401,1275441,230432,13039,,,7734400,216088,114647134,3530701
None,None,None,2020-11-17,8522127,375815,84308,1278237,230768,12863,,,7734400,216088,116311549,3582207
None,None,None,2020-11-18,8540555,370706,83234,1281001,231105,12685,,,7734400,216088,117950961,3632945
None,None,None,2020-11-19,8558723,365664,82156,1283730,231430,12506,,,7734400,216088,119566446,3682934
None,None,None,2020-11-20,8576634,360675,81101,1286415,231752,12336,,,7734400,216088,121159013,3732216
None,None,None,2020-11-21,8594283,355740,80052,1289064,232072,12165,,,7734400,216088,122729596,3780821
None,None,None,2020-11-22,8611689,350874,79010,1291673,232382,11995,,,7734400,216088,124279088,3828767
None,None,None,2020-11-23,8628879,346098,77984,1294247,232690,11829,,,7734400,216088,125808335,3876089
None,None,None,2020-11-24,8645858,341409,76983,1296801,232991,11669,,,7734400,216088,127318106,3922804
None,None,None,2020-11-25,8662629,336808,75989,1299313,233291,11506,,,7734400,216088,128809123,3968942
None,None,None,2020-11-26,8679175,332272,75004,1301794,233576,11354,,,7734400,216088,130282043,4014510
None,None,None,2020-11-27,8695493,327794,74035,1304245,233865,11199,,,7734400,216088,131737498,4059545
None,None,None,2020-11-28,8711594,323379,73075,1306660,234151,11041,,,7734400,216088,133176097,4104060
None,None,None,2020-11-29,8727500,319046,72128,1309047,234426,10888,,,7734400,216088,134598427,4148064
None,None,None,2020-11-30,8743229,314805,71204,1311409,234697,10751,,,7734400,216088,136005037,4191581
None,None,None,2020-12-01,8758783,310651,70288,1313738,234973,10604,,,7734400,216088,137396434,4234635
None,None,None,2020-12-02,8774151,306581,69395,1316045,235228,10464,,,7734400,216088,138773085,4277216
None,None,None,2020-12-03,8789326,302573,68504,1318321,235490,10328,,,7734400,216088,140135435,4319365
None,None,None,2020-12-04,8804319,298621,67630,1320568,235743,10190,,,7734400,216088,141483925,4361080
None,None,None,2020-12-05,8819133,294747,66775,1322789,235997,10061,,,7734400,216088,142818967,4402383
