"State","Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"California","2020-03-24",1648,963,185,246,37,41
"California","2020-03-25",1817,1030,200,271,42,44
"California","2020-03-26",1988,1091,215,297,48,47
"California","2020-03-27",2160,1148,230,322,54,50
"California","2020-03-28",2331,1198,243,348,60,53
"California","2020-03-29",2501,1243,256,373,67,55
"California","2020-03-30",2668,1281,267,399,74,57
"California","2020-03-31",2833,1313,278,423,81,59
"California","2020-04-01",2993,1339,287,447,88,61
"California","2020-04-02",3150,1358,296,471,96,62
"California","2020-04-03",3302,1372,303,494,103,63
"California","2020-04-04",3449,1379,309,516,111,64
"California","2020-04-05",3590,1381,314,537,118,64
"California","2020-04-06",3726,1378,318,557,126,64
"California","2020-04-07",3856,1369,321,577,134,65
"California","2020-04-08",3981,1357,323,595,141,64
"California","2020-04-09",4099,1340,324,613,148,64
"California","2020-04-10",4211,1319,324,630,156,63
"California","2020-04-11",4317,1295,324,646,163,63
"California","2020-04-12",4418,1268,322,661,170,62
"California","2020-04-13",4513,1239,320,675,177,61
"California","2020-04-14",4602,1207,317,689,184,60
"California","2020-04-15",4686,1174,313,701,190,58
"California","2020-04-16",4765,1139,309,713,196,57
"California","2020-04-17",4839,1103,304,724,203,56
"California","2020-04-18",4908,1066,299,735,209,54
"California","2020-04-19",4972,1028,293,744,214,52
"California","2020-04-20",5032,990,287,753,220,51
"California","2020-04-21",5088,952,281,762,225,49
"California","2020-04-22",5140,914,274,769,230,48
"California","2020-04-23",5188,876,267,777,235,46
"California","2020-04-24",5233,838,260,783,240,44
"California","2020-04-25",5274,801,253,789,244,42
"California","2020-04-26",5312,765,246,795,249,41
"California","2020-04-27",5348,729,239,800,253,39
"California","2020-04-28",5380,695,232,805,257,37
"California","2020-04-29",5410,661,224,810,260,36
"California","2020-04-30",5438,628,217,814,264,34
"California","2020-05-01",5463,597,210,818,267,33
"California","2020-05-02",5487,566,203,821,271,31
"California","2020-05-03",5508,536,196,825,274,30
"California","2020-05-04",5528,508,189,828,276,28
"California","2020-05-05",5546,481,182,830,279,27
"California","2020-05-06",5562,455,175,833,282,26
"California","2020-05-07",5577,430,168,835,284,24
"California","2020-05-08",5591,406,162,837,286,23
"California","2020-05-09",5604,383,156,839,289,22
"California","2020-05-10",5615,361,149,841,291,21
"California","2020-05-11",5626,341,143,842,293,20
"California","2020-05-12",5635,321,138,844,294,18
"California","2020-05-13",5644,302,132,845,296,17
"California","2020-05-14",5652,285,127,846,298,16
"California","2020-05-15",5659,268,121,847,299,16
"California","2020-05-16",5666,252,116,848,301,15
"California","2020-05-17",5672,237,111,849,302,14
"California","2020-05-18",5677,223,106,850,303,13
"California","2020-05-19",5682,209,102,851,304,12
"California","2020-05-20",5687,197,97,851,306,12
"California","2020-05-21",5691,185,93,852,307,11
"California","2020-05-22",5694,174,89,853,308,10
"California","2020-05-23",5698,163,85,853,308,10
"California","2020-05-24",5701,153,81,853,309,9
"California","2020-05-25",5704,144,77,854,310,8
"California","2020-05-26",5706,135,74,854,311,8
"California","2020-05-27",5708,127,70,855,312,7
"California","2020-05-28",5710,119,67,855,312,7
"California","2020-05-29",5712,112,64,855,313,7
"California","2020-05-30",5714,105,61,855,314,6
"California","2020-05-31",5715,98,58,856,314,6
"California","2020-06-01",5717,92,55,856,315,5
"California","2020-06-02",5718,87,53,856,315,5
"California","2020-06-03",5719,81,50,856,316,5
"California","2020-06-04",5720,76,48,856,316,4
"California","2020-06-05",5721,72,46,856,316,4
"California","2020-06-06",5721,67,43,857,317,4
"California","2020-06-07",5722,63,41,857,317,4
"California","2020-06-08",5723,59,39,857,317,3
"California","2020-06-09",5723,56,37,857,318,3
"California","2020-06-10",5724,52,36,857,318,3
"California","2020-06-11",5724,49,34,857,318,3
"California","2020-06-12",5725,46,32,857,319,3
"California","2020-06-13",5725,43,31,857,319,2
"California","2020-06-14",5726,41,29,857,319,2
"California","2020-06-15",5726,38,28,857,319,2
"Colorado","2020-03-24",594,385,70,86,7,16
"Colorado","2020-03-25",684,433,80,99,9,18
"Colorado","2020-03-26",780,481,90,114,10,20
"Colorado","2020-03-27",880,530,101,129,12,23
"Colorado","2020-03-28",985,578,111,144,13,25
"Colorado","2020-03-29",1094,625,122,161,15,27
"Colorado","2020-03-30",1205,670,132,178,17,29
"Colorado","2020-03-31",1320,713,143,195,19,31
"Colorado","2020-04-01",1436,755,153,212,21,33
"Colorado","2020-04-02",1554,794,163,230,24,35
"Colorado","2020-04-03",1673,830,172,248,26,37
"Colorado","2020-04-04",1792,863,182,266,29,39
"Colorado","2020-04-05",1911,893,190,283,31,40
"Colorado","2020-04-06",2030,920,199,301,34,42
"Colorado","2020-04-07",2148,943,206,319,37,43
"Colorado","2020-04-08",2264,964,213,336,40,44
"Colorado","2020-04-09",2379,980,220,354,43,45
"Colorado","2020-04-10",2491,994,226,370,46,46
"Colorado","2020-04-11",2602,1004,231,387,49,47
"Colorado","2020-04-12",2709,1010,236,403,52,48
"Colorado","2020-04-13",2814,1014,240,419,55,48
"Colorado","2020-04-14",2916,1015,243,434,58,49
"Colorado","2020-04-15",3015,1012,246,449,61,49
"Colorado","2020-04-16",3110,1007,248,463,64,49
"Colorado","2020-04-17",3202,1000,250,477,67,49
"Colorado","2020-04-18",3290,990,250,490,70,48
"Colorado","2020-04-19",3375,978,251,503,73,48
"Colorado","2020-04-20",3457,964,251,515,76,48
"Colorado","2020-04-21",3534,948,250,527,79,47
"Colorado","2020-04-22",3609,930,249,538,81,47
"Colorado","2020-04-23",3680,911,247,549,84,46
"Colorado","2020-04-24",3747,891,245,559,87,45
"Colorado","2020-04-25",3811,869,243,568,90,44
"Colorado","2020-04-26",3872,847,240,577,92,43
"Colorado","2020-04-27",3930,824,237,586,95,42
"Colorado","2020-04-28",3984,800,234,594,97,41
"Colorado","2020-04-29",4035,776,230,602,100,40
"Colorado","2020-04-30",4084,751,226,609,102,39
"Colorado","2020-05-01",4130,727,222,616,104,38
"Colorado","2020-05-02",4173,702,217,623,106,37
"Colorado","2020-05-03",4213,677,213,629,108,36
"Colorado","2020-05-04",4251,652,208,634,110,35
"Colorado","2020-05-05",4287,627,203,640,112,34
"Colorado","2020-05-06",4320,603,199,645,114,33
"Colorado","2020-05-07",4351,579,194,649,116,31
"Colorado","2020-05-08",4380,555,189,654,118,30
"Colorado","2020-05-09",4407,532,183,658,119,29
"Colorado","2020-05-10",4433,509,178,662,121,28
"Colorado","2020-05-11",4456,487,173,665,122,27
"Colorado","2020-05-12",4478,465,168,668,124,26
"Colorado","2020-05-13",4499,444,163,671,125,25
