date,country,province,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
2020-01-22,US,IN_Whitley_County,-171,0,0,,,,,,
2020-01-23,US,IN_Whitley_County,-170,0,0,,,,,,
2020-01-24,US,IN_Whitley_County,-169,0,0,,,,,,
2020-01-25,US,IN_Whitley_County,-168,0,0,,,,,,
2020-01-26,US,IN_Whitley_County,-167,0,0,,,,,,
2020-01-27,US,IN_Whitley_County,-166,0,0,,,,,,
2020-01-28,US,IN_Whitley_County,-165,0,0,,,,,,
2020-01-29,US,IN_Whitley_County,-164,0,0,,,,,,
2020-01-30,US,IN_Whitley_County,-163,0,0,,,,,,
2020-01-31,US,IN_Whitley_County,-162,0,0,,,,,,
2020-02-01,US,IN_Whitley_County,-161,0,0,,,,,,
2020-02-02,US,IN_Whitley_County,-160,0,0,,,,,,
2020-02-03,US,IN_Whitley_County,-159,0,0,,,,,,
2020-02-04,US,IN_Whitley_County,-158,0,0,,,,,,
2020-02-05,US,IN_Whitley_County,-157,0,0,,,,,,
2020-02-06,US,IN_Whitley_County,-156,0,0,,,,,,
2020-02-07,US,IN_Whitley_County,-155,0,0,,,,,,
2020-02-08,US,IN_Whitley_County,-154,0,0,,,,,,
2020-02-09,US,IN_Whitley_County,-153,0,0,,,,,,
2020-02-10,US,IN_Whitley_County,-152,0,0,,,,,,
2020-02-11,US,IN_Whitley_County,-151,0,0,,,,,,
2020-02-12,US,IN_Whitley_County,-150,0,0,,,,,,
2020-02-13,US,IN_Whitley_County,-149,0,0,,,,,,
2020-02-14,US,IN_Whitley_County,-148,0,0,,,,,,
2020-02-15,US,IN_Whitley_County,-147,0,0,,,,,,
2020-02-16,US,IN_Whitley_County,-146,0,0,,,,,,
2020-02-17,US,IN_Whitley_County,-145,0,0,,,,,,
2020-02-18,US,IN_Whitley_County,-144,0,0,,,,,,
2020-02-19,US,IN_Whitley_County,-143,0,0,,,,,,
2020-02-20,US,IN_Whitley_County,-142,0,0,,,,,,
2020-02-21,US,IN_Whitley_County,-141,0,0,,,,,,
2020-02-22,US,IN_Whitley_County,-140,0,0,,,,,,
2020-02-23,US,IN_Whitley_County,-139,0,0,,,,,,
2020-02-24,US,IN_Whitley_County,-138,0,0,,,,,,
2020-02-25,US,IN_Whitley_County,-137,0,0,,,,,,
2020-02-26,US,IN_Whitley_County,-136,0,0,,,,,,
2020-02-27,US,IN_Whitley_County,-135,0,0,,,,,,
2020-02-28,US,IN_Whitley_County,-134,0,0,,,,,,
2020-02-29,US,IN_Whitley_County,-133,0,0,,,,,,
2020-03-01,US,IN_Whitley_County,-132,0,0,,,,,,
2020-03-02,US,IN_Whitley_County,-131,0,0,,,,,,
2020-03-03,US,IN_Whitley_County,-130,0,0,,,,,,
2020-03-04,US,IN_Whitley_County,-129,0,0,,,,,,
2020-03-05,US,IN_Whitley_County,-128,0,0,,,,,,
2020-03-06,US,IN_Whitley_County,-127,0,0,,,,,,
2020-03-07,US,IN_Whitley_County,-126,0,0,,,,,,
2020-03-08,US,IN_Whitley_County,-125,0,0,,,,,,
2020-03-09,US,IN_Whitley_County,-124,0,0,,,,,,
2020-03-10,US,IN_Whitley_County,-123,0,0,,,,,,
2020-03-11,US,IN_Whitley_County,-122,0,0,,,,,,
2020-03-12,US,IN_Whitley_County,-121,0,0,,,,,,
2020-03-13,US,IN_Whitley_County,-120,0,0,,,,,,
2020-03-14,US,IN_Whitley_County,-119,0,0,,,,,,
2020-03-15,US,IN_Whitley_County,-118,0,0,,,,,,
2020-03-16,US,IN_Whitley_County,-117,0,0,,,,,,
2020-03-17,US,IN_Whitley_County,-116,0,0,,,,,,
2020-03-18,US,IN_Whitley_County,-115,0,0,,,,,,
2020-03-19,US,IN_Whitley_County,-114,0,0,,,,,,
2020-03-20,US,IN_Whitley_County,-113,0,0,,,,,,
2020-03-21,US,IN_Whitley_County,-112,0,0,,,,,,
2020-03-22,US,IN_Whitley_County,-111,0,0,,,,,,
2020-03-23,US,IN_Whitley_County,-110,0,0,,,,,,
2020-03-24,US,IN_Whitley_County,-109,0,0,,,,,,
2020-03-25,US,IN_Whitley_County,-108,0,0,,,,,,
2020-03-26,US,IN_Whitley_County,-107,0,0,,,,,,
2020-03-27,US,IN_Whitley_County,-106,0,0,,,,,,
2020-03-28,US,IN_Whitley_County,-105,1,0,,,,,,
2020-03-29,US,IN_Whitley_County,-104,1,0,,,,,,
2020-03-30,US,IN_Whitley_County,-103,1,0,,,,,,
2020-03-31,US,IN_Whitley_County,-102,2,0,,,,,,
2020-04-01,US,IN_Whitley_County,-101,3,0,,,,,,
2020-04-02,US,IN_Whitley_County,-100,3,0,,,,,,
2020-04-03,US,IN_Whitley_County,-99,4,0,,,,,,
2020-04-04,US,IN_Whitley_County,-98,5,0,,,,,,
2020-04-05,US,IN_Whitley_County,-97,6,1,,,,,,
2020-04-06,US,IN_Whitley_County,-96,8,1,,,,,,
2020-04-07,US,IN_Whitley_County,-95,8,1,,,,,,
2020-04-08,US,IN_Whitley_County,-94,8,1,,,,,,
2020-04-09,US,IN_Whitley_County,-93,8,1,,,,,,
2020-04-10,US,IN_Whitley_County,-92,10,1,,,,,,
2020-04-11,US,IN_Whitley_County,-91,11,1,,,,,,
2020-04-12,US,IN_Whitley_County,-90,12,1,,,,,,
2020-04-13,US,IN_Whitley_County,-89,13,1,,,,,,
2020-04-14,US,IN_Whitley_County,-88,14,1,,,,,,
2020-04-15,US,IN_Whitley_County,-87,14,1,,,,,,
2020-04-16,US,IN_Whitley_County,-86,14,1,,,,,,
2020-04-17,US,IN_Whitley_County,-85,14,1,,,,,,
2020-04-18,US,IN_Whitley_County,-84,15,1,,,,,,
2020-04-19,US,IN_Whitley_County,-83,16,1,,,,,,
2020-04-20,US,IN_Whitley_County,-82,16,1,,,,,,
2020-04-21,US,IN_Whitley_County,-81,16,1,,,,,,
2020-04-22,US,IN_Whitley_County,-80,16,1,,,,,,
2020-04-23,US,IN_Whitley_County,-79,16,1,,,,,,
2020-04-24,US,IN_Whitley_County,-78,16,1,,,,,,
2020-04-25,US,IN_Whitley_County,-77,16,1,,,,,,
2020-04-26,US,IN_Whitley_County,-76,16,1,,,,,,
2020-04-27,US,IN_Whitley_County,-75,16,1,,,,,,
2020-04-28,US,IN_Whitley_County,-74,16,1,,,,,,
2020-04-29,US,IN_Whitley_County,-73,16,1,,,,,,
2020-04-30,US,IN_Whitley_County,-72,19,1,,,,,,
2020-05-01,US,IN_Whitley_County,-71,20,1,,,,,,
2020-05-02,US,IN_Whitley_County,-70,21,1,,,,,,
2020-05-03,US,IN_Whitley_County,-69,21,1,,,,,,
2020-05-04,US,IN_Whitley_County,-68,21,1,,,,,,
2020-05-05,US,IN_Whitley_County,-67,22,1,,,,,,
2020-05-06,US,IN_Whitley_County,-66,22,1,,,,,,
2020-05-07,US,IN_Whitley_County,-65,22,1,,,,,,
2020-05-08,US,IN_Whitley_County,-64,22,1,,,,,,
2020-05-09,US,IN_Whitley_County,-63,22,1,,,,,,
2020-05-10,US,IN_Whitley_County,-62,22,1,,,,,,
2020-05-11,US,IN_Whitley_County,-61,22,1,,,,,,
2020-05-12,US,IN_Whitley_County,-60,23,1,,,,,,
2020-05-13,US,IN_Whitley_County,-59,23,1,,,,,,
2020-05-14,US,IN_Whitley_County,-58,27,1,,,,,,
2020-05-15,US,IN_Whitley_County,-57,27,2,,,,,,
2020-05-16,US,IN_Whitley_County,-56,27,2,,,,,,
2020-05-17,US,IN_Whitley_County,-55,27,2,,,,,,
2020-05-18,US,IN_Whitley_County,-54,27,2,,,,,,
2020-05-19,US,IN_Whitley_County,-53,27,2,,,,,,
2020-05-20,US,IN_Whitley_County,-52,28,2,,,,,,
2020-05-21,US,IN_Whitley_County,-51,29,2,,,,,,
2020-05-22,US,IN_Whitley_County,-50,31,2,,,,,,
2020-05-23,US,IN_Whitley_County,-49,34,2,,,,,,
2020-05-24,US,IN_Whitley_County,-48,34,2,,,,,,
2020-05-25,US,IN_Whitley_County,-47,38,2,,,,,,
2020-05-26,US,IN_Whitley_County,-46,38,2,,,,,,
2020-05-27,US,IN_Whitley_County,-45,38,2,,,,,,
2020-05-28,US,IN_Whitley_County,-44,38,3,,,,,,
2020-05-29,US,IN_Whitley_County,-43,39,3,,,,,,
2020-05-30,US,IN_Whitley_County,-42,39,3,,,,,,
2020-05-31,US,IN_Whitley_County,-41,42,3,,,,,,
2020-06-01,US,IN_Whitley_County,-40,43,3,,,,,,
2020-06-02,US,IN_Whitley_County,-39,43,3,,,,,,
2020-06-03,US,IN_Whitley_County,-38,44,3,,,,,,
2020-06-04,US,IN_Whitley_County,-37,45,3,,,,,,
2020-06-05,US,IN_Whitley_County,-36,45,3,,,,,,
2020-06-06,US,IN_Whitley_County,-35,48,3,,,,,,
2020-06-07,US,IN_Whitley_County,-34,50,3,,,,,,
2020-06-08,US,IN_Whitley_County,-33,51,3,,,,,,
2020-06-09,US,IN_Whitley_County,-32,55,3,,,,,,
2020-06-10,US,IN_Whitley_County,-31,58,3,,,,,,
2020-06-11,US,IN_Whitley_County,-30,60,3,,,,,,
2020-06-12,US,IN_Whitley_County,-29,60,3,,,,,,
2020-06-13,US,IN_Whitley_County,-28,61,3,,,,,,
2020-06-14,US,IN_Whitley_County,-27,62,3,,,,,,
2020-06-15,US,IN_Whitley_County,-26,64,3,,,,,,
2020-06-16,US,IN_Whitley_County,-25,64,3,,,,,,
2020-06-17,US,IN_Whitley_County,-24,65,3,,,,,,
2020-06-18,US,IN_Whitley_County,-23,65,3,,,,,,
2020-06-19,US,IN_Whitley_County,-22,69,4,,,,,,
2020-06-20,US,IN_Whitley_County,-21,71,4,,,,,,
2020-06-21,US,IN_Whitley_County,-20,71,4,,,,,,
2020-06-22,US,IN_Whitley_County,-19,71,4,,,,,,
2020-06-23,US,IN_Whitley_County,-18,71,4,,,,,,
2020-06-24,US,IN_Whitley_County,-17,72,4,,,,,,
2020-06-25,US,IN_Whitley_County,-16,74,4,,,,,,
2020-06-26,US,IN_Whitley_County,-15,75,4,,,,,,
2020-06-27,US,IN_Whitley_County,-14,77,4,,,,,,
2020-06-28,US,IN_Whitley_County,-13,78,4,,,,,,
2020-06-29,US,IN_Whitley_County,-12,79,4,,,,,,
2020-06-30,US,IN_Whitley_County,-11,79,4,,,,,,
2020-07-01,US,IN_Whitley_County,-10,81,4,,,,,,
2020-07-02,US,IN_Whitley_County,-9,81,4,,,,,,
2020-07-03,US,IN_Whitley_County,-8,88,4,,,,,,
2020-07-04,US,IN_Whitley_County,-7,90,5,,,,,,
2020-07-05,US,IN_Whitley_County,-6,90,5,,,,,,
2020-07-06,US,IN_Whitley_County,-5,92,5,,,,,,
2020-07-07,US,IN_Whitley_County,-4,96,5,,,,,,
2020-07-08,US,IN_Whitley_County,-3,97,5,,,,,,
2020-07-09,US,IN_Whitley_County,-2,97,5,,,,,,
2020-07-10,US,IN_Whitley_County,-1,97,5,,,,,,
2020-07-11,US,IN_Whitley_County,0,106,6,,,,,,
2020-07-12,US,IN_Whitley_County,1,107,6,,,,,,
2020-07-13,US,IN_Whitley_County,2,108,6,,,,,,
2020-07-14,US,IN_Whitley_County,3,108,6,,,,,,
2020-07-15,US,IN_Whitley_County,4,111,6,,,,,,
2020-07-16,US,IN_Whitley_County,5,112,6,,,,,,
2020-07-17,US,IN_Whitley_County,6,113,6,,,,,,
2020-07-18,US,IN_Whitley_County,7,115,6,,,,,,
2020-07-19,US,IN_Whitley_County,8,116,6,,,,,,
2020-07-20,US,IN_Whitley_County,9,116,6,,,,,,
2020-07-21,US,IN_Whitley_County,10,120,6,,,,,,
2020-07-22,US,IN_Whitley_County,11,122,6,,,,,,
2020-07-23,US,IN_Whitley_County,12,127,6,,,,,,
2020-07-24,US,IN_Whitley_County,13,129,6,,,,,,
2020-07-25,US,IN_Whitley_County,14,133,6,,,,,,
2020-07-26,US,IN_Whitley_County,15,136,6,,,,,,
2020-07-27,US,IN_Whitley_County,16,137,6,,,,,,
2020-07-28,US,IN_Whitley_County,17,138,6,,,,,,
2020-07-29,US,IN_Whitley_County,18,140,6,,,,,,
2020-07-30,US,IN_Whitley_County,19,141,6,,,,,,
2020-07-31,US,IN_Whitley_County,20,143,6,,,,,,
2020-08-01,US,IN_Whitley_County,21,144,6,,,,,,
