date,country,country_population,state_province,state_province_population,county,county_population,city,city_population,new_cases,new_deaths,new_recovered,cumulative_cases,cumulative_deaths,cumulative_recovered
2020-03-22,Russia,146646448,Moscow,12692466,,,,,,,,191,0,0
2020-03-23,Russia,146646448,Moscow,12692466,,,,,71,0,9,262,0,9
2020-03-24,Russia,146646448,Moscow,12692466,,,,,28,0,5,290,0,14
2020-03-25,Russia,146646448,Moscow,12692466,,,,,120,0,0,410,0,14
2020-03-26,Russia,146646448,Moscow,12692466,,,,,136,2,1,546,2,15
2020-03-27,Russia,146646448,Moscow,12692466,,,,,157,2,3,703,4,18
2020-03-28,Russia,146646448,Moscow,12692466,,,,,114,1,0,817,5,18
2020-03-29,Russia,146646448,Moscow,12692466,,,,,197,1,10,1014,6,28
2020-03-30,Russia,146646448,Moscow,12692466,,,,,212,0,0,1226,6,28
2020-03-31,Russia,146646448,Moscow,12692466,,,,,387,5,42,1613,11,70
2020-04-01,Russia,146646448,Moscow,12692466,,,,,267,5,45,1880,16,115
2020-04-02,Russia,146646448,Moscow,12692466,,,,,595,3,25,2475,19,140
2020-04-03,Russia,146646448,Moscow,12692466,,,,,448,1,28,2923,20,168
2020-04-04,Russia,146646448,Moscow,12692466,,,,,434,7,26,3357,27,194
2020-04-05,Russia,146646448,Moscow,12692466,,,,,536,2,4,3893,29,198
2020-04-06,Russia,146646448,Moscow,12692466,,,,,591,0,8,4484,29,206
2020-04-07,Russia,146646448,Moscow,12692466,,,,,697,2,16,5181,31,222
2020-04-08,Russia,146646448,Moscow,12692466,,,,,660,0,48,5841,31,270
2020-04-09,Russia,146646448,Moscow,12692466,,,,,857,7,43,6698,38,313
2020-04-10,Russia,146646448,Moscow,12692466,,,,,1124,12,37,7822,50,350
2020-04-11,Russia,146646448,Moscow,12692466,,,,,1030,8,149,8852,58,499
2020-04-12,Russia,146646448,Moscow,12692466,,,,,1306,14,188,10158,72,687
2020-04-13,Russia,146646448,Moscow,12692466,,,,,1355,10,150,11513,82,837
2020-04-14,Russia,146646448,Moscow,12692466,,,,,1489,13,179,13002,95,1016
2020-04-15,Russia,146646448,Moscow,12692466,,,,,1774,11,189,14776,106,1205
2020-04-16,Russia,146646448,Moscow,12692466,,,,,1370,7,189,16146,113,1394
2020-04-17,Russia,146646448,Moscow,12692466,,,,,1959,14,123,18105,127,1517
2020-04-18,Russia,146646448,Moscow,12692466,,,,,2649,21,162,20754,148,1679
2020-04-19,Russia,146646448,Moscow,12692466,,,,,3570,28,84,24324,176,1763
2020-04-20,Russia,146646448,Moscow,12692466,,,,,2026,28,75,26350,204,1838
2020-04-21,Russia,146646448,Moscow,12692466,,,,,3083,29,219,29433,233,2057
2020-04-22,Russia,146646448,Moscow,12692466,,,,,2548,28,210,31981,261,2267
2020-04-23,Russia,146646448,Moscow,12692466,,,,,1959,27,181,33940,288,2448
2020-04-24,Russia,146646448,Moscow,12692466,,,,,2957,37,287,36897,325,2735
2020-04-25,Russia,146646448,Moscow,12692466,,,,,2612,41,312,39509,366,3047
2020-04-26,Russia,146646448,Moscow,12692466,,,,,2971,38,128,42480,404,3175
2020-04-27,Russia,146646448,Moscow,12692466,,,,,2871,31,349,45351,435,3524
2020-04-28,Russia,146646448,Moscow,12692466,,,,,3075,44,606,48426,479,4130
2020-04-29,Russia,146646448,Moscow,12692466,,,,,2220,67,480,50646,546,4610
2020-04-30,Russia,146646448,Moscow,12692466,,,,,3093,65,525,53739,611,5135
2020-05-01,Russia,146646448,Moscow,12692466,,,,,3561,47,631,57300,658,5766
2020-05-02,Russia,146646448,Moscow,12692466,,,,,5358,37,608,62658,695,6374
2020-05-03,Russia,146646448,Moscow,12692466,,,,,5948,34,655,68606,729,7029
2020-05-04,Russia,146646448,Moscow,12692466,,,,,5795,35,544,74401,764,7573
2020-05-05,Russia,146646448,Moscow,12692466,,,,,5714,52,297,80115,816,7870
2020-05-06,Russia,146646448,Moscow,12692466,,,,,5858,50,588,85973,866,8458
2020-05-07,Russia,146646448,Moscow,12692466,,,,,12549,90,1801,98522,956,10259
2020-05-08,Russia,146646448,Moscow,12692466,,,,,0,0,0,98522,956,10259
2020-05-09,Russia,146646448,Moscow,12692466,,,,,0,0,0,98522,956,10259
2020-05-10,Russia,146646448,Moscow,12692466,,,,,0,0,0,98522,956,10259
2020-05-11,Russia,146646448,Moscow,12692466,,,,,17387,168,7563,115909,1124,17822
2020-05-12,Russia,146646448,Moscow,12692466,,,,,5392,55,1820,121301,1179,19642
2020-05-13,Russia,146646448,Moscow,12692466,,,,,4703,53,1864,126004,1232,21506
2020-05-14,Russia,146646448,Moscow,12692466,,,,,4712,58,1821,130716,1290,23327
2020-05-15,Russia,146646448,Moscow,12692466,,,,,4748,68,1235,135464,1358,24562
2020-05-16,Russia,146646448,Moscow,12692466,,,,,0,0,0,135464,1358,24562
2020-05-17,Russia,146646448,Moscow,12692466,,,,,7360,145,2928,142824,1503,27490
2020-05-18,Russia,146646448,Moscow,12692466,,,,,3238,77,1423,146062,1580,28913
2020-05-19,Russia,146646448,Moscow,12692466,,,,,0,0,0,146062,1580,28913
2020-05-20,Russia,146646448,Moscow,12692466,,,,,3545,71,2583,149607,1651,31496
2020-05-21,Russia,146646448,Moscow,12692466,,,,,5612,143,9186,155219,1794,40682
2020-05-22,Russia,146646448,Moscow,12692466,,,,,0,0,0,155219,1794,40682
2020-05-23,Russia,146646448,Moscow,12692466,,,,,6178,140,6731,161397,1934,47413
2020-05-24,Russia,146646448,Moscow,12692466,,,,,2516,59,2427,163913,1993,49840
2020-05-25,Russia,146646448,Moscow,12692466,,,,,2560,41,3746,166473,2034,53586
2020-05-26,Russia,146646448,Moscow,12692466,,,,,2830,76,8033,169303,2110,61619
2020-05-27,Russia,146646448,Moscow,12692466,,,,,0,0,0,169303,2110,61619
2020-05-28,Russia,146646448,Moscow,12692466,,,,,4194,144,9632,173497,2254,71251
2020-05-29,Russia,146646448,Moscow,12692466,,,,,2332,76,3474,175829,2330,74725
2020-05-30,Russia,146646448,Moscow,12692466,,,,,0,0,0,175829,2330,74725
2020-05-31,Russia,146646448,Moscow,12692466,,,,,0,0,0,175829,2330,74725
2020-06-01,Russia,146646448,Moscow,12692466,,,,,4962,147,5454,180791,2477,80179
2020-06-02,Russia,146646448,Moscow,12692466,,,,,2297,76,2060,183088,2553,82239
2020-06-03,Russia,146646448,Moscow,12692466,,,,,4128,132,9415,187216,2685,91654
2020-06-04,Russia,146646448,Moscow,12692466,,,,,0,0,0,187216,2685,91654
2020-06-05,Russia,146646448,Moscow,12692466,,,,,1998,64,3061,189214,2749,94715
2020-06-06,Russia,146646448,Moscow,12692466,,,,,3847,115,5716,193061,2864,100431
2020-06-07,Russia,146646448,Moscow,12692466,,,,,1956,55,2283,195017,2919,102714
2020-06-08,Russia,146646448,Moscow,12692466,,,,,2001,51,1633,197018,2970,104347
2020-06-09,Russia,146646448,Moscow,12692466,,,,,1572,59,5390,198590,3029,109737
2020-06-10,Russia,146646448,Moscow,12692466,,,,,1195,56,3796,199785,3085,113533
2020-06-11,Russia,146646448,Moscow,12692466,,,,,1436,53,2236,201221,3138,115769
2020-06-12,Russia,146646448,Moscow,12692466,,,,,1714,49,2255,202935,3187,118024
2020-06-13,Russia,146646448,Moscow,12692466,,,,,1493,44,1534,204428,3231,119558
2020-06-14,Russia,146646448,Moscow,12692466,,,,,1477,50,2133,205905,3281,121691
2020-06-15,Russia,146646448,Moscow,12692466,,,,,0,0,0,205905,3281,121691
2020-06-16,Russia,146646448,Moscow,12692466,,,,,0,0,0,205905,3281,121691
