date,country,country_population,state_province,state_province_population,county,county_population,city,city_population,new_cases,new_deaths,new_recovered,cumulative_cases,cumulative_deaths,cumulative_recovered
2020-03-05,South Africa,58775020,Eastern Cape,6712276,,,,,,,,0.0,0.0,0.0
2020-03-07,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-11,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-12,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-13,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-15,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-16,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-17,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-18,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-19,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-20,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,South Africa,58775020,Eastern Cape,6712276,,,,,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-22,South Africa,58775020,Eastern Cape,6712276,,,,,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-23,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,2.0,0.0,0.0
2020-03-24,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,2.0,0.0,0.0
2020-03-25,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,2.0,0.0,0.0
2020-03-26,South Africa,58775020,Eastern Cape,6712276,,,,,3.0,0.0,0.0,5.0,0.0,0.0
2020-03-27,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,5.0,0.0,0.0
2020-03-28,South Africa,58775020,Eastern Cape,6712276,,,,,5.0,0.0,0.0,10.0,0.0,0.0
2020-03-29,South Africa,58775020,Eastern Cape,6712276,,,,,2.0,0.0,0.0,12.0,0.0,0.0
2020-03-30,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,12.0,0.0,0.0
2020-03-31,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,12.0,0.0,0.0
2020-04-01,South Africa,58775020,Eastern Cape,6712276,,,,,3.0,0.0,0.0,15.0,0.0,0.0
2020-04-02,South Africa,58775020,Eastern Cape,6712276,,,,,2.0,0.0,0.0,17.0,0.0,0.0
2020-04-03,South Africa,58775020,Eastern Cape,6712276,,,,,4.0,0.0,0.0,21.0,0.0,0.0
2020-04-04,South Africa,58775020,Eastern Cape,6712276,,,,,4.0,0.0,0.0,25.0,0.0,0.0
2020-04-05,South Africa,58775020,Eastern Cape,6712276,,,,,6.0,0.0,0.0,31.0,0.0,0.0
2020-04-06,South Africa,58775020,Eastern Cape,6712276,,,,,1.0,0.0,0.0,32.0,0.0,0.0
2020-04-07,South Africa,58775020,Eastern Cape,6712276,,,,,0.0,0.0,0.0,32.0,0.0,0.0
2020-04-08,South Africa,58775020,Eastern Cape,6712276,,,,,13.0,0.0,0.0,45.0,0.0,0.0
2020-04-09,South Africa,58775020,Eastern Cape,6712276,,,,,16.0,0.0,0.0,61.0,0.0,0.0
2020-04-10,South Africa,58775020,Eastern Cape,6712276,,,,,7.0,0.0,0.0,68.0,0.0,0.0
2020-04-11,South Africa,58775020,Eastern Cape,6712276,,,,,1.0,0.0,0.0,69.0,0.0,0.0
2020-04-12,South Africa,58775020,Eastern Cape,6712276,,,,,19.0,0.0,0.0,88.0,0.0,0.0
2020-04-13,South Africa,58775020,Eastern Cape,6712276,,,,,16.0,0.0,0.0,104.0,0.0,0.0
2020-04-14,South Africa,58775020,Eastern Cape,6712276,,,,,70.0,0.0,0.0,174.0,0.0,0.0
2020-04-15,South Africa,58775020,Eastern Cape,6712276,,,,,25.0,0.0,0.0,199.0,0.0,0.0
2020-04-16,South Africa,58775020,Eastern Cape,6712276,,,,,21.0,4.0,0.0,220.0,4.0,0.0
2020-04-17,South Africa,58775020,Eastern Cape,6712276,,,,,26.0,0.0,9.0,246.0,4.0,9.0
2020-04-18,South Africa,58775020,Eastern Cape,6712276,,,,,24.0,0.0,0.0,270.0,4.0,9.0
2020-04-19,South Africa,58775020,Eastern Cape,6712276,,,,,23.0,0.0,0.0,293.0,4.0,9.0
2020-04-20,South Africa,58775020,Eastern Cape,6712276,,,,,17.0,1.0,6.0,310.0,5.0,15.0
2020-04-21,South Africa,58775020,Eastern Cape,6712276,,,,,35.0,0.0,0.0,345.0,5.0,15.0
2020-04-22,South Africa,58775020,Eastern Cape,6712276,,,,,32.0,0.0,0.0,377.0,5.0,15.0
2020-04-23,South Africa,58775020,Eastern Cape,6712276,,,,,40.0,1.0,4.0,417.0,6.0,19.0
2020-04-24,South Africa,58775020,Eastern Cape,6712276,,,,,63.0,0.0,0.0,480.0,6.0,19.0
2020-04-25,South Africa,58775020,Eastern Cape,6712276,,,,,8.0,4.0,0.0,488.0,10.0,19.0
2020-04-26,South Africa,58775020,Eastern Cape,6712276,,,,,47.0,0.0,0.0,535.0,10.0,19.0
2020-04-27,South Africa,58775020,Eastern Cape,6712276,,,,,53.0,0.0,0.0,588.0,10.0,19.0
2020-04-28,South Africa,58775020,Eastern Cape,6712276,,,,,28.0,0.0,0.0,616.0,10.0,19.0
2020-04-29,South Africa,58775020,Eastern Cape,6712276,,,,,14.0,1.0,0.0,630.0,11.0,19.0
2020-04-30,South Africa,58775020,Eastern Cape,6712276,,,,,17.0,0.0,0.0,647.0,11.0,19.0
2020-05-01,South Africa,58775020,Eastern Cape,6712276,,,,,44.0,0.0,0.0,691.0,11.0,19.0
2020-05-02,South Africa,58775020,Eastern Cape,6712276,,,,,41.0,2.0,256.0,732.0,13.0,275.0
2020-05-03,South Africa,58775020,Eastern Cape,6712276,,,,,42.0,4.0,0.0,774.0,17.0,275.0
2020-05-04,South Africa,58775020,Eastern Cape,6712276,,,,,40.0,0.0,66.0,814.0,17.0,341.0
2020-05-05,South Africa,58775020,Eastern Cape,6712276,,,,,24.0,1.0,0.0,838.0,18.0,341.0
2020-05-06,South Africa,58775020,Eastern Cape,6712276,,,,,11.0,0.0,47.0,849.0,18.0,388.0
2020-05-07,South Africa,58775020,Eastern Cape,6712276,,,,,80.0,0.0,0.0,929.0,18.0,388.0
2020-05-08,South Africa,58775020,Eastern Cape,6712276,,,,,60.0,3.0,0.0,989.0,21.0,388.0
2020-05-09,South Africa,58775020,Eastern Cape,6712276,,,,,89.0,0.0,0.0,1078.0,21.0,388.0
2020-05-10,South Africa,58775020,Eastern Cape,6712276,,,,,140.0,1.0,131.0,1218.0,22.0,519.0
2020-05-11,South Africa,58775020,Eastern Cape,6712276,,,,,138.0,2.0,0.0,1356.0,24.0,519.0
2020-05-12,South Africa,58775020,Eastern Cape,6712276,,,,,148.0,0.0,0.0,1504.0,24.0,519.0
2020-05-13,South Africa,58775020,Eastern Cape,6712276,,,,,30.0,0.0,113.0,1534.0,24.0,632.0
2020-05-14,South Africa,58775020,Eastern Cape,6712276,,,,,35.0,7.0,11.0,1569.0,31.0,643.0
2020-05-15,South Africa,58775020,Eastern Cape,6712276,,,,,93.0,0.0,0.0,1662.0,31.0,643.0
2020-05-16,South Africa,58775020,Eastern Cape,6712276,,,,,150.0,1.0,103.0,1812.0,32.0,746.0
2020-05-17,South Africa,58775020,Eastern Cape,6712276,,,,,124.0,3.0,93.0,1936.0,35.0,839.0
2020-05-18,South Africa,58775020,Eastern Cape,6712276,,,,,116.0,4.0,0.0,2052.0,39.0,839.0
2020-05-19,South Africa,58775020,Eastern Cape,6712276,,,,,83.0,2.0,0.0,2135.0,41.0,839.0
2020-05-20,South Africa,58775020,Eastern Cape,6712276,,,,,80.0,4.0,197.0,2215.0,45.0,1036.0
2020-05-21,South Africa,58775020,Eastern Cape,6712276,,,,,109.0,5.0,0.0,2324.0,50.0,1036.0
2020-05-22,South Africa,58775020,Eastern Cape,6712276,,,,,135.0,3.0,0.0,2459.0,53.0,1036.0
2020-05-23,South Africa,58775020,Eastern Cape,6712276,,,,,110.0,5.0,0.0,2569.0,58.0,1036.0
2020-05-24,South Africa,58775020,Eastern Cape,6712276,,,,,121.0,1.0,299.0,2690.0,59.0,1335.0
2020-05-25,South Africa,58775020,Eastern Cape,6712276,,,,,58.0,2.0,0.0,2748.0,61.0,1335.0
2020-05-26,South Africa,58775020,Eastern Cape,6712276,,,,,116.0,9.0,156.0,2864.0,70.0,1491.0
2020-05-27,South Africa,58775020,Eastern Cape,6712276,,,,,183.0,0.0,0.0,3047.0,70.0,1491.0
2020-05-28,South Africa,58775020,Eastern Cape,6712276,,,,,259.0,7.0,209.0,3306.0,77.0,1700.0
2020-05-29,South Africa,58775020,Eastern Cape,6712276,,,,,277.0,3.0,0.0,3583.0,80.0,1700.0
2020-05-30,South Africa,58775020,Eastern Cape,6712276,,,,,176.0,2.0,287.0,3759.0,82.0,1987.0
2020-05-31,South Africa,58775020,Eastern Cape,6712276,,,,,168.0,0.0,0.0,3927.0,82.0,1987.0
2020-06-01,South Africa,58775020,Eastern Cape,6712276,,,,,184.0,0.0,136.0,4111.0,82.0,2123.0
2020-06-02,South Africa,58775020,Eastern Cape,6712276,,,,,213.0,6.0,0.0,4324.0,88.0,2123.0
2020-06-03,South Africa,58775020,Eastern Cape,6712276,,,,,202.0,7.0,0.0,4526.0,95.0,2123.0
2020-06-04,South Africa,58775020,Eastern Cape,6712276,,,,,410.0,0.0,337.0,4936.0,95.0,2460.0
2020-06-05,South Africa,58775020,Eastern Cape,6712276,,,,,304.0,0.0,0.0,5240.0,95.0,2460.0
2020-06-06,South Africa,58775020,Eastern Cape,6712276,,,,,389.0,6.0,206.0,5629.0,101.0,2666.0
2020-06-07,South Africa,58775020,Eastern Cape,6712276,,,,,345.0,0.0,0.0,5974.0,101.0,2666.0
2020-06-08,South Africa,58775020,Eastern Cape,6712276,,,,,367.0,26.0,0.0,6341.0,127.0,2666.0
2020-06-09,South Africa,58775020,Eastern Cape,6712276,,,,,419.0,11.0,848.0,6760.0,138.0,3514.0
2020-06-10,South Africa,58775020,Eastern Cape,6712276,,,,,394.0,9.0,133.0,7154.0,147.0,3647.0
2020-06-11,South Africa,58775020,Eastern Cape,6712276,,,,,714.0,31.0,0.0,7868.0,178.0,3647.0
2020-06-12,South Africa,58775020,Eastern Cape,6712276,,,,,747.0,30.0,746.0,8615.0,208.0,4393.0
2020-06-13,South Africa,58775020,Eastern Cape,6712276,,,,,635.0,9.0,166.0,9250.0,217.0,4559.0
2020-06-14,South Africa,58775020,Eastern Cape,6712276,,,,,777.0,10.0,685.0,10027.0,227.0,5244.0
2020-06-15,South Africa,58775020,Eastern Cape,6712276,,,,,570.0,9.0,87.0,10597.0,236.0,5331.0
2020-06-16,South Africa,58775020,Eastern Cape,6712276,,,,,442.0,9.0,144.0,11039.0,245.0,5475.0
2020-06-17,South Africa,58775020,Eastern Cape,6712276,,,,,880.0,6.0,370.0,11919.0,251.0,5845.0
2020-06-18,South Africa,58775020,Eastern Cape,6712276,,,,,720.0,6.0,486.0,12639.0,257.0,6331.0
2020-06-19,South Africa,58775020,Eastern Cape,6712276,,,,,867.0,0.0,0.0,13506.0,257.0,6331.0
2020-06-20,South Africa,58775020,Eastern Cape,6712276,,,,,1215.0,11.0,1139.0,14721.0,268.0,7470.0
2020-06-21,South Africa,58775020,Eastern Cape,6712276,,,,,1030.0,17.0,268.0,15751.0,285.0,7738.0
2020-06-22,South Africa,58775020,Eastern Cape,6712276,,,,,1144.0,18.0,297.0,16895.0,303.0,8035.0
2020-03-05,South Africa,58775020,Free State,2887465,,,,,,,,0.0,0.0,0.0
2020-03-07,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-11,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-12,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-13,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-15,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-16,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-17,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-18,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-19,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-20,South Africa,58775020,Free State,2887465,,,,,7.0,0.0,0.0,7.0,0.0,0.0
2020-03-21,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,7.0,0.0,0.0
2020-03-22,South Africa,58775020,Free State,2887465,,,,,2.0,0.0,0.0,9.0,0.0,0.0
2020-03-23,South Africa,58775020,Free State,2887465,,,,,4.0,0.0,0.0,13.0,0.0,0.0
2020-03-24,South Africa,58775020,Free State,2887465,,,,,5.0,0.0,0.0,18.0,0.0,0.0
2020-03-25,South Africa,58775020,Free State,2887465,,,,,12.0,0.0,0.0,30.0,0.0,0.0
2020-03-26,South Africa,58775020,Free State,2887465,,,,,19.0,0.0,0.0,49.0,0.0,0.0
2020-03-27,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,49.0,0.0,0.0
2020-03-28,South Africa,58775020,Free State,2887465,,,,,19.0,0.0,0.0,68.0,0.0,0.0
2020-03-29,South Africa,58775020,Free State,2887465,,,,,4.0,0.0,0.0,72.0,0.0,0.0
2020-03-30,South Africa,58775020,Free State,2887465,,,,,0.0,1.0,0.0,72.0,1.0,0.0
2020-03-31,South Africa,58775020,Free State,2887465,,,,,2.0,0.0,0.0,74.0,1.0,0.0
2020-04-01,South Africa,58775020,Free State,2887465,,,,,2.0,0.0,0.0,76.0,1.0,0.0
2020-04-02,South Africa,58775020,Free State,2887465,,,,,8.0,0.0,0.0,84.0,1.0,0.0
2020-04-03,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,84.0,1.0,0.0
2020-04-04,South Africa,58775020,Free State,2887465,,,,,1.0,0.0,0.0,85.0,1.0,0.0
2020-04-05,South Africa,58775020,Free State,2887465,,,,,2.0,0.0,0.0,87.0,1.0,0.0
2020-04-06,South Africa,58775020,Free State,2887465,,,,,2.0,0.0,0.0,89.0,1.0,0.0
2020-04-07,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,89.0,1.0,0.0
2020-04-08,South Africa,58775020,Free State,2887465,,,,,0.0,2.0,0.0,88.0,3.0,0.0
2020-04-09,South Africa,58775020,Free State,2887465,,,,,5.0,0.0,0.0,93.0,3.0,0.0
2020-04-10,South Africa,58775020,Free State,2887465,,,,,1.0,0.0,0.0,94.0,3.0,0.0
2020-04-11,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,94.0,3.0,0.0
2020-04-12,South Africa,58775020,Free State,2887465,,,,,2.0,0.0,0.0,96.0,3.0,0.0
2020-04-13,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,96.0,3.0,0.0
2020-04-14,South Africa,58775020,Free State,2887465,,,,,2.0,0.0,0.0,98.0,3.0,0.0
2020-04-15,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,97.0,3.0,0.0
2020-04-16,South Africa,58775020,Free State,2887465,,,,,1.0,1.0,0.0,98.0,4.0,0.0
2020-04-17,South Africa,58775020,Free State,2887465,,,,,2.0,0.0,71.0,100.0,4.0,71.0
2020-04-18,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,100.0,4.0,71.0
2020-04-19,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,100.0,4.0,71.0
2020-04-20,South Africa,58775020,Free State,2887465,,,,,5.0,1.0,3.0,105.0,5.0,74.0
2020-04-21,South Africa,58775020,Free State,2887465,,,,,1.0,0.0,0.0,106.0,5.0,74.0
2020-04-22,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,106.0,5.0,74.0
2020-04-23,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,2.0,106.0,5.0,76.0
2020-04-24,South Africa,58775020,Free State,2887465,,,,,5.0,0.0,0.0,111.0,5.0,76.0
2020-04-25,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,111.0,5.0,76.0
2020-04-26,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,110.0,5.0,76.0
2020-04-27,South Africa,58775020,Free State,2887465,,,,,1.0,0.0,0.0,111.0,5.0,76.0
2020-04-28,South Africa,58775020,Free State,2887465,,,,,2.0,0.0,0.0,113.0,5.0,76.0
2020-04-29,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,113.0,5.0,76.0
2020-04-30,South Africa,58775020,Free State,2887465,,,,,3.0,0.0,0.0,116.0,5.0,76.0
2020-05-01,South Africa,58775020,Free State,2887465,,,,,2.0,0.0,0.0,118.0,5.0,76.0
2020-05-02,South Africa,58775020,Free State,2887465,,,,,3.0,1.0,20.0,121.0,6.0,96.0
2020-05-03,South Africa,58775020,Free State,2887465,,,,,1.0,0.0,0.0,122.0,6.0,96.0
2020-05-04,South Africa,58775020,Free State,2887465,,,,,3.0,0.0,0.0,125.0,6.0,96.0
2020-05-05,South Africa,58775020,Free State,2887465,,,,,3.0,0.0,0.0,128.0,6.0,96.0
2020-05-06,South Africa,58775020,Free State,2887465,,,,,2.0,0.0,6.0,130.0,6.0,102.0
2020-05-07,South Africa,58775020,Free State,2887465,,,,,4.0,0.0,0.0,134.0,6.0,102.0
2020-05-08,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,133.0,6.0,102.0
2020-05-09,South Africa,58775020,Free State,2887465,,,,,1.0,0.0,0.0,134.0,6.0,102.0
2020-05-10,South Africa,58775020,Free State,2887465,,,,,1.0,0.0,3.0,135.0,6.0,105.0
2020-05-11,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,135.0,6.0,105.0
2020-05-12,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,0.0,135.0,6.0,105.0
2020-05-13,South Africa,58775020,Free State,2887465,,,,,3.0,0.0,2.0,138.0,6.0,107.0
2020-05-14,South Africa,58775020,Free State,2887465,,,,,7.0,0.0,1.0,145.0,6.0,108.0
2020-05-15,South Africa,58775020,Free State,2887465,,,,,6.0,0.0,0.0,151.0,6.0,108.0
2020-05-16,South Africa,58775020,Free State,2887465,,,,,2.0,0.0,0.0,153.0,6.0,108.0
2020-05-17,South Africa,58775020,Free State,2887465,,,,,5.0,0.0,0.0,158.0,6.0,108.0
2020-05-18,South Africa,58775020,Free State,2887465,,,,,5.0,0.0,0.0,163.0,6.0,108.0
2020-05-19,South Africa,58775020,Free State,2887465,,,,,5.0,0.0,10.0,168.0,6.0,118.0
2020-05-20,South Africa,58775020,Free State,2887465,,,,,12.0,0.0,0.0,180.0,6.0,118.0
2020-05-21,South Africa,58775020,Free State,2887465,,,,,4.0,0.0,0.0,184.0,6.0,118.0
2020-05-22,South Africa,58775020,Free State,2887465,,,,,1.0,0.0,3.0,185.0,6.0,121.0
2020-05-23,South Africa,58775020,Free State,2887465,,,,,11.0,0.0,0.0,196.0,6.0,121.0
2020-05-24,South Africa,58775020,Free State,2887465,,,,,6.0,0.0,0.0,202.0,6.0,121.0
2020-05-25,South Africa,58775020,Free State,2887465,,,,,6.0,0.0,0.0,208.0,6.0,121.0
2020-05-26,South Africa,58775020,Free State,2887465,,,,,0.0,0.0,2.0,206.0,6.0,123.0
2020-05-27,South Africa,58775020,Free State,2887465,,,,,15.0,0.0,0.0,221.0,6.0,123.0
2020-05-28,South Africa,58775020,Free State,2887465,,,,,4.0,2.0,0.0,225.0,8.0,123.0
2020-05-29,South Africa,58775020,Free State,2887465,,,,,6.0,0.0,1.0,231.0,8.0,124.0
2020-05-30,South Africa,58775020,Free State,2887465,,,,,30.0,0.0,0.0,261.0,8.0,123.0
2020-05-31,South Africa,58775020,Free State,2887465,,,,,17.0,0.0,1.0,278.0,8.0,124.0
2020-06-01,South Africa,58775020,Free State,2887465,,,,,7.0,0.0,0.0,285.0,8.0,123.0
2020-06-02,South Africa,58775020,Free State,2887465,,,,,14.0,0.0,0.0,299.0,8.0,123.0
2020-06-03,South Africa,58775020,Free State,2887465,,,,,20.0,0.0,0.0,319.0,8.0,123.0
2020-06-04,South Africa,58775020,Free State,2887465,,,,,3.0,1.0,5.0,322.0,9.0,128.0
2020-06-05,South Africa,58775020,Free State,2887465,,,,,14.0,0.0,0.0,336.0,9.0,123.0
2020-06-06,South Africa,58775020,Free State,2887465,,,,,12.0,0.0,29.0,348.0,9.0,152.0
2020-06-07,South Africa,58775020,Free State,2887465,,,,,13.0,0.0,0.0,361.0,9.0,152.0
2020-06-08,South Africa,58775020,Free State,2887465,,,,,12.0,0.0,0.0,373.0,9.0,152.0
2020-06-09,South Africa,58775020,Free State,2887465,,,,,18.0,0.0,10.0,391.0,9.0,162.0
