date,country,country_population,state_province,state_province_population,new_cases,new_deaths,cumulative_cases,cumulative_deaths
2020-02-21,Australia,,None,25364307,0,0,15,0
2020-02-21,Canada,,None,37589262,1,0,9,0
2020-02-22,Australia,,None,25364307,0,0,15,0
2020-02-22,Canada,,None,37589262,0,0,0,0
2020-02-22,China,,None,1397715000,21,2,77022,2445
2020-02-22,USA,,None,328239523,0,0,16,2
2020-02-22,Taiwan,,None,23593794,2,0,28,1
2020-02-23,China,,None,1397715000,219,150,77241,2595
2020-02-23,Canada,,None,37589262,0,0,0,0
2020-02-23,Australia,,None,25364307,0,0,15,0
2020-02-23,Taiwan,,None,23593794,2,0,28,1
2020-02-23,USA,,None,328239523,0,0,16,2
2020-02-24,China,,None,1397715000,513,70,77754,2665
2020-02-24,Australia,,None,25364307,0,0,15,0
2020-02-24,Taiwan,,None,23593794,0,0,28,1
2020-02-24,Canada,,None,37589262,1,0,10,0
2020-02-24,USA,,None,328239523,1,0,17,2
2020-02-25,Canada,,None,37589262,1,0,11,0
2020-02-25,Taiwan,,None,23593794,3,0,31,1
2020-02-25,China,,None,1397715000,412,52,78166,2717
2020-02-25,Australia,,None,25364307,0,0,15,0
2020-02-25,USA,,None,328239523,0,0,17,2
2020-02-26,Australia,,None,25364307,0,0,15,0
2020-02-26,Canada,,None,37589262,1,0,12,0
2020-02-26,China,,None,1397715000,434,29,78600,2746
2020-02-26,USA,,None,328239523,2,0,19,2
2020-02-26,Taiwan,,None,23593794,0,0,32,1
2020-02-27,China,,None,1397715000,328,44,78928,2790
2020-02-27,Australia,,None,25364307,0,0,15,0
2020-02-27,Taiwan,,None,23593794,1,0,32,1
2020-02-27,Canada,,None,37589262,1,0,13,0
2020-02-27,USA,,None,328239523,1,0,20,2
2020-02-28,Australia,,None,25364307,10,0,25,1
2020-02-28,Taiwan,,None,23593794,2,0,34,1
2020-02-28,USA,,None,328239523,2,0,22,2
2020-02-28,China,,None,1397715000,428,47,79356,2837
2020-02-28,Canada,,None,37589262,0,0,0,0
2020-02-29,USA,,None,328239523,11,1,33,3
2020-02-29,China,,None,1397715000,576,35,79932,2872
2020-02-29,Australia,,None,25364307,2,1,27,1
2020-02-29,Canada,,None,37589262,2,0,15,0
2020-02-29,Taiwan,,None,23593794,5,0,39,1
2020-03-01,Australia,,None,25364307,3,0,30,1
2020-03-01,USA,,None,328239523,6,0,39,3
2020-03-01,Canada,,None,37589262,9,0,24,0
2020-03-01,Taiwan,,None,23593794,1,0,40,1
2020-03-01,China,,None,1397715000,204,42,80136,2914
2020-03-02,Canada,,None,37589262,0,0,0,0
2020-03-02,USA,,None,328239523,22,5,61,8
2020-03-02,Taiwan,,None,23593794,1,0,41,1
2020-03-02,China,,None,1397715000,125,33,80261,2947
2020-03-02,Australia,,None,25364307,9,0,39,1
2020-03-03,China,,None,1397715000,125,36,80386,2983
2020-03-03,Canada,,None,37589262,9,0,33,0
2020-03-03,Taiwan,,None,23593794,1,0,42,1
2020-03-03,USA,,None,328239523,19,1,80,9
2020-03-03,Australia,,None,25364307,13,1,52,2
2020-03-04,Taiwan,,None,23593794,2,0,44,1
2020-03-04,Australia,,None,25364307,3,0,55,2
2020-03-04,Canada,,None,37589262,0,0,0,0
2020-03-04,China,,None,1397715000,151,32,80537,3015
2020-03-04,USA,,None,328239523,35,4,115,13
2020-03-05,USA,,None,328239523,66,1,181,14
2020-03-05,China,,None,1397715000,153,29,80690,3044
2020-03-05,Canada,,None,37589262,12,0,45,0
2020-03-05,Taiwan,,None,23593794,1,0,45,1
2020-03-05,Australia,,None,25364307,5,0,60,2
2020-03-06,China,,None,1397715000,80,28,80770,3072
2020-03-06,Taiwan,,None,23593794,2,0,44,1
2020-03-06,Australia,,None,25364307,3,0,63,2
2020-03-06,Canada,,None,37589262,6,0,51,0
2020-03-06,USA,,None,328239523,49,5,230,19
2020-03-07,China,,None,1397715000,53,28,80823,3100
2020-03-07,Australia,,None,25364307,13,1,76,3
2020-03-07,USA,,None,328239523,145,3,375,22
2020-03-07,Canada,,None,37589262,6,0,57,0
2020-03-07,Taiwan,,None,23593794,1,0,45,1
2020-03-08,Australia,,None,25364307,15,0,91,3
2020-03-08,Taiwan,,None,23593794,0,0,45,1
2020-03-08,China,,None,1397715000,37,23,80860,3123
2020-03-08,USA,,None,328239523,116,3,491,25
2020-03-08,Canada,,None,37589262,5,1,62,1
2020-03-09,Australia,,None,25364307,16,0,107,3
2020-03-09,Taiwan,,None,23593794,0,0,45,1
2020-03-09,China,,None,1397715000,27,16,80887,3139
2020-03-09,USA,,None,328239523,259,6,750,31
2020-03-09,Canada,,None,37589262,15,0,77,1
2020-03-10,Canada,,None,37589262,0,0,0,0
2020-03-10,Taiwan,,None,23593794,2,0,47,1
2020-03-10,China,,None,1397715000,34,22,80921,3161
2020-03-10,Australia,,None,25364307,21,0,128,3
2020-03-10,USA,,None,328239523,275,3,1025,34
2020-03-11,Taiwan,,None,23593794,1,0,48,1
2020-03-11,Australia,,None,25364307,0,0,128,3
2020-03-11,Canada,,None,37589262,26,1,103,2
2020-03-11,China,,None,1397715000,11,11,80932,3172
2020-03-11,USA,,None,328239523,229,6,1254,40
2020-03-12,Australia,,None,25364307,72,0,200,3
2020-03-12,China,,None,1397715000,13,8,80945,3180
2020-03-12,Taiwan,,None,23593794,1,0,49,1
2020-03-12,Canada,,None,37589262,38,0,138,2
2020-03-12,USA,,None,328239523,387,4,1641,44
2020-03-13,Taiwan,,None,23593794,1,0,50,1
2020-03-13,Canada,,None,37589262,38,0,176,2
2020-03-13,Australia,,None,25364307,50,0,250,3
2020-03-13,China,,None,1397715000,32,13,80977,3193
2020-03-13,USA,,None,328239523,529,7,2170,51
2020-03-14,China,,None,1397715000,26,10,81003,3203
2020-03-14,Canada,,None,37589262,20,0,193,2
2020-03-14,Taiwan,,None,23593794,3,0,53,1
2020-03-14,USA,,None,328239523,733,9,2903,60
2020-03-14,Australia,,None,25364307,47,0,297,3
2020-03-15,USA,,None,328239523,566,7,3469,67
2020-03-15,Canada,,None,37589262,54,0,249,2
2020-03-15,Australia,,None,25364307,80,0,377,3
2020-03-15,China,,None,1397715000,30,14,81033,3217
2020-03-15,Taiwan,,None,23593794,6,0,59,1
2020-03-16,USA,,None,328239523,909,25,4378,92
2020-03-16,China,,None,1397715000,25,13,81085,3218
2020-03-16,Taiwan,,None,23593794,10,0,77,1
2020-03-16,Australia,,None,25364307,75,2,452,5
2020-03-16,Canada,,None,37589262,88,3,324,5
2020-03-17,Australia,,None,25364307,116,1,568,6
2020-03-17,China,,None,1397715000,45,13,81130,3231
2020-03-17,USA,,None,328239523,1775,13,6153,105
2020-03-17,Taiwan,,None,23593794,18,0,77,1
2020-03-17,Canada,,None,37589262,99,3,424,8
2020-03-18,Australia,,None,25364307,113,0,681,6
2020-03-18,Canada,,None,37589262,157,1,569,9
2020-03-18,Taiwan,,None,23593794,23,0,100,1
2020-03-18,USA,,None,328239523,2755,31,8908,136
2020-03-18,China,,None,1397715000,71,11,81201,3242
2020-03-19,China,,None,1397715000,46,8,81247,3250
2020-03-19,Canada,,None,37589262,276,3,846,12
2020-03-19,Taiwan,,None,23593794,8,0,108,1
2020-03-19,USA,,None,328239523,4864,40,13772,176
2020-03-19,Australia,,None,25364307,110,1,791,7
2020-03-20,China,,None,1397715000,138,5,81385,3255
2020-03-20,Canada,,None,37589262,131,1,971,13
2020-03-20,USA,,None,328239523,4886,38,18658,214
2020-03-20,Taiwan,,None,23593794,27,1,135,2
2020-03-20,Australia,,None,25364307,280,0,1071,7
2020-03-21,China,,None,1397715000,31,6,81416,3261
2020-03-21,Australia,,None,25364307,478,0,1549,7
2020-03-21,Taiwan,,None,23593794,0,0,135,2
2020-03-21,USA,,None,328239523,7152,53,25810,267
2020-03-21,Canada,,None,37589262,367,5,1302,18
2020-03-22,Canada,,None,37589262,100,2,1430,20
2020-03-22,USA,,None,328239523,7135,107,32945,374
2020-03-22,Taiwan,,None,23593794,34,0,169,2
2020-03-22,China,,None,1397715000,146,6,81562,3267
2020-03-22,Australia,,None,25364307,133,0,1682,7
2020-03-23,Australia,,None,25364307,362,1,2044,8
2020-03-23,USA,,None,328239523,9807,139,42752,513
2020-03-23,China,,None,1397715000,87,9,81649,3276
2020-03-23,Taiwan,,None,23593794,26,0,195,2
2020-03-23,Canada,,None,37589262,620,4,1646,24
2020-03-24,Taiwan,,None,23593794,20,0,215,2
2020-03-24,Australia,,None,25364307,320,0,2364,8
2020-03-24,Canada,,None,37589262,701,3,1959,27
2020-03-24,China,,None,1397715000,154,7,81803,3283
2020-03-24,USA,,None,328239523,9933,191,52685,704
2020-03-25,Taiwan,,None,23593794,20,0,235,2
2020-03-25,USA,,None,328239523,14189,247,66874,951
2020-03-25,Canada,,None,37589262,617,8,3385,35
2020-03-25,China,,None,1397715000,93,4,81896,3287
2020-03-25,Australia,,None,25364307,446,5,2810,13
2020-03-26,Taiwan,,None,23593794,17,0,252,2
2020-03-26,China,,None,1397715000,138,6,82034,3293
2020-03-26,USA,,None,328239523,16124,255,82998,1206
2020-03-26,Canada,,None,37589262,634,4,4018,39
2020-03-26,Australia,,None,25364307,333,0,3143,13
2020-03-27,Taiwan,,None,23593794,15,0,267,2
2020-03-27,Australia,,None,25364307,497,1,3640,14
2020-03-27,China,,None,1397715000,127,5,82161,3298
2020-03-27,Canada,,None,37589262,646,14,4675,53
2020-03-27,USA,,None,328239523,16443,359,99441,1565
2020-03-28,Taiwan,,None,23593794,16,0,283,2
2020-03-28,Canada,,None,37589262,736,6,5386,59
2020-03-28,Australia,,None,25364307,344,2,3984,16
2020-03-28,China,,None,1397715000,118,3,82279,3301
2020-03-28,USA,,None,328239523,19644,518,119085,2083
2020-03-29,USA,,None,328239523,17667,267,136752,2350
2020-03-29,Australia,,None,25364307,377,1,4361,17
2020-03-29,Canada,,None,37589262,833,2,6255,61
2020-03-29,China,,None,1397715000,140,5,82419,3306
2020-03-29,Taiwan,,None,23593794,15,0,298,2
2020-03-30,Taiwan,,None,23593794,8,3,306,5
2020-03-30,USA,,None,328239523,20924,448,157676,2798
2020-03-30,Canada,,None,37589262,1179,28,7424,89
2020-03-30,China,,None,1397715000,86,7,82505,3313
2020-03-30,Australia,,None,25364307,198,1,4559,18
2020-03-31,USA,,None,328239523,23287,722,180963,3520
2020-03-31,China,,None,1397715000,94,1,82599,3314
2020-03-31,Australia,,None,25364307,303,2,4862,20
2020-03-31,Taiwan,,None,23593794,16,0,322,5
2020-03-31,Canada,,None,37589262,1111,7,8536,96
2020-04-01,Canada,,None,37589262,1065,13,9595,109
2020-04-01,USA,,None,328239523,24586,974,205549,4494
2020-04-01,China,,None,1397715000,32,7,82631,3321
2020-04-01,Taiwan,,None,23593794,10,0,339,5
2020-04-01,Australia,,None,25364307,254,4,5116,24
2020-04-02,Canada,,None,37589262,1670,29,11268,138
2020-04-02,USA,,None,328239523,28312,921,233861,5415
2020-04-02,Taiwan,,None,23593794,17,0,339,5
2020-04-02,Australia,,None,25364307,214,4,5330,28
2020-04-02,China,,None,1397715000,140,6,82771,3327
2020-04-03,Canada,,None,37589262,1254,49,12519,187
2020-04-03,Taiwan,,None,23593794,9,0,348,5
2020-04-03,Australia,,None,25364307,220,2,5550,30
2020-04-03,China,,None,1397715000,86,4,82857,3331
2020-04-03,USA,,None,328239523,35550,1026,269411,6441
2020-04-04,USA,,None,328239523,33256,1320,302667,7761
2020-04-04,Canada,,None,37589262,1367,44,13882,231
2020-04-04,Australia,,None,25364307,137,5,5687,35
2020-04-04,China,,None,1397715000,35,4,82892,3335
2020-04-04,Taiwan,,None,23593794,8,0,363,5
2020-04-05,Taiwan,,None,23593794,7,0,355,5
2020-04-05,USA,,None,328239523,25696,1435,328363,9196
2020-04-05,Canada,,None,37589262,1608,49,15496,280
2020-04-05,Australia,,None,25364307,110,5,5797,40
2020-04-05,China,,None,1397715000,66,3,82958,3338
2020-04-06,Taiwan,,None,23593794,18,0,373,5
2020-04-06,Canada,,None,37589262,1155,43,16653,323
2020-04-06,Australia,,None,25364307,98,5,5895,45
2020-04-06,USA,,None,328239523,29917,1245,358280,10441
2020-04-06,China,,None,1397715000,81,2,83039,3340
2020-04-07,Taiwan,,None,23593794,3,0,376,5
2020-04-07,USA,,None,328239523,31683,1973,389963,12414
2020-04-07,Australia,,None,25364307,115,5,6010,50
2020-04-07,Canada,,None,37589262,1230,57,17883,380
2020-04-07,China,,None,1397715000,56,0,83095,3340
2020-04-08,Canada,,None,37589262,1392,55,19274,435
2020-04-08,Australia,,None,25364307,98,1,6108,51
2020-04-08,Taiwan,,None,23593794,3,0,379,5
2020-04-08,China,,None,1397715000,94,2,83189,3342
2020-04-08,USA,,None,328239523,33023,1918,422986,14332
2020-04-09,Australia,,None,25364307,107,3,6215,54
2020-04-09,Taiwan,,None,23593794,1,0,380,5
2020-04-09,China,,None,1397715000,75,2,83264,3344
2020-04-09,Canada,,None,37589262,1476,74,20748,509
2020-04-09,USA,,None,328239523,33604,1790,456590,16122
2020-04-10,Taiwan,,None,23593794,2,1,382,6
2020-04-10,USA,,None,328239523,33435,2273,490025,18395
2020-04-10,Canada,,None,37589262,1383,60,22133,569
2020-04-10,Australia,,None,25364307,88,3,6303,57
2020-04-10,China,,None,1397715000,59,2,83323,3346
2020-04-11,USA,,None,328239523,30597,1704,520622,20099
2020-04-11,China,,None,1397715000,77,3,83400,3349
2020-04-11,Canada,,None,37589262,1170,84,23301,653
2020-04-11,Australia,,None,25364307,12,3,6315,60
2020-04-11,Taiwan,,None,23593794,3,0,385,6
2020-04-12,China,,None,1397715000,119,0,83519,3349
2020-04-12,Canada,,None,37589262,1065,64,24365,717
2020-04-12,Australia,,None,25364307,36,1,6351,61
2020-04-12,USA,,None,328239523,26835,1578,547457,21677
2020-04-12,Taiwan,,None,23593794,3,0,388,6
2020-04-13,Canada,,None,37589262,1297,63,25663,780
2020-04-13,China,,None,1397715000,88,2,83607,3351
2020-04-13,USA,,None,328239523,24633,569,572090,22246
2020-04-13,Australia,,None,25364307,64,1,6415,62
2020-04-13,Taiwan,,None,23593794,5,0,393,6
2020-04-14,Taiwan,,None,23593794,0,0,393,6
2020-04-14,Canada,,None,37589262,1383,123,27046,903
2020-04-14,China,,None,1397715000,90,0,83697,3351
2020-04-14,USA,,None,328239523,25878,4528,597968,26774
2020-04-14,Australia,,None,25364307,25,1,6440,63
2020-04-15,USA,,None,328239523,30277,2378,628245,29152
2020-04-15,Australia,,None,25364307,22,0,6462,63
2020-04-15,Canada,,None,37589262,1318,107,28364,1010
2020-04-15,Taiwan,,None,23593794,2,0,395,6
2020-04-15,China,,None,1397715000,50,1,83747,3352
2020-04-16,Canada,,None,37589262,1711,183,30081,1193
2020-04-16,China,,None,1397715000,51,0,83798,3352
2020-04-16,Taiwan,,None,23593794,0,0,395,6
