Country,Province_State,Date,Cum_Cases,Cum_Deaths, Population
Russia,Republic of Bashkortostan,2020-03-28,4,0,4037811
Russia,Republic of Bashkortostan,2020-03-29,5,0,4037811
Russia,Republic of Bashkortostan,2020-03-30,5,0,4037811
Russia,Republic of Bashkortostan,2020-03-31,7,0,4037811
Russia,Republic of Bashkortostan,2020-04-01,8,0,4037811
Russia,Republic of Bashkortostan,2020-04-02,10,0,4037811
Russia,Republic of Bashkortostan,2020-04-03,10,0,4037811
Russia,Republic of Bashkortostan,2020-04-04,10,0,4037811
Russia,Republic of Bashkortostan,2020-04-05,10,0,4037811
Russia,Republic of Bashkortostan,2020-04-06,10,0,4037811
Russia,Republic of Bashkortostan,2020-04-07,12,0,4037811
Russia,Republic of Bashkortostan,2020-04-08,16,0,4037811
Russia,Republic of Bashkortostan,2020-04-09,22,0,4037811
Russia,Republic of Bashkortostan,2020-04-10,40,0,4037811
Russia,Republic of Bashkortostan,2020-04-11,65,0,4037811
Russia,Republic of Bashkortostan,2020-04-12,84,1,4037811
Russia,Republic of Bashkortostan,2020-04-13,107,1,4037811
Russia,Republic of Bashkortostan,2020-04-14,129,3,4037811
Russia,Republic of Bashkortostan,2020-04-15,149,5,4037811
Russia,Republic of Bashkortostan,2020-04-16,191,5,4037811
Russia,Republic of Bashkortostan,2020-04-17,213,8,4037811
Russia,Republic of Bashkortostan,2020-04-18,252,8,4037811
Russia,Republic of Bashkortostan,2020-04-19,252,10,4037811
Russia,Republic of Bashkortostan,2020-04-20,297,14,4037811
Russia,Republic of Bashkortostan,2020-04-21,371,14,4037811
Russia,Republic of Bashkortostan,2020-04-22,396,14,4037811
Russia,Republic of Bashkortostan,2020-04-23,422,14,4037811
Russia,Republic of Bashkortostan,2020-04-24,455,14,4037811
Russia,Republic of Bashkortostan,2020-04-25,490,14,4037811
Russia,Republic of Bashkortostan,2020-04-26,527,14,4037811
Russia,Republic of Bashkortostan,2020-04-27,570,14,4037811
Russia,Republic of Bashkortostan,2020-04-28,631,14,4037811
Russia,Republic of Bashkortostan,2020-04-29,691,14,4037811
Russia,Republic of Bashkortostan,2020-04-30,766,14,4037811
Russia,Republic of Bashkortostan,2020-05-01,843,14,4037811
Russia,Republic of Bashkortostan,2020-05-02,935,14,4037811
Russia,Republic of Bashkortostan,2020-05-03,1022,14,4037811
Russia,Republic of Bashkortostan,2020-05-04,1102,14,4037811
Russia,Republic of Bashkortostan,2020-05-05,1136,14,4037811
Russia,Republic of Bashkortostan,2020-05-06,1160,14,4037811
Russia,Republic of Bashkortostan,2020-05-07,1332,14,4037811
Russia,Republic of Bashkortostan,2020-05-08,1332,14,4037811
Russia,Republic of Bashkortostan,2020-05-09,1332,14,4037811
Russia,Republic of Bashkortostan,2020-05-10,1332,14,4037811
Russia,Republic of Bashkortostan,2020-05-11,1567,15,4037811
Russia,Republic of Bashkortostan,2020-05-12,1647,16,4037811
Russia,Republic of Bashkortostan,2020-05-13,1696,16,4037811
Russia,Republic of Bashkortostan,2020-05-14,1784,16,4037811
Russia,Republic of Bashkortostan,2020-05-15,1874,16,4037811
Russia,Republic of Bashkortostan,2020-05-16,1874,16,4037811
Russia,Republic of Bashkortostan,2020-05-17,2061,17,4037811
Russia,Republic of Bashkortostan,2020-05-18,2155,17,4037811
Russia,Republic of Bashkortostan,2020-05-19,2155,17,4037811
Russia,Republic of Bashkortostan,2020-05-20,2247,17,4037811
Russia,Republic of Bashkortostan,2020-05-21,2424,18,4037811
Russia,Republic of Bashkortostan,2020-05-22,2424,18,4037811
Russia,Republic of Bashkortostan,2020-05-23,2602,18,4037811
Russia,Republic of Bashkortostan,2020-05-24,2683,18,4037811
Russia,Republic of Bashkortostan,2020-05-25,2772,18,4037811
Russia,Republic of Bashkortostan,2020-05-26,2851,18,4037811
Russia,Republic of Bashkortostan,2020-05-27,2851,18,4037811
Russia,Republic of Bashkortostan,2020-05-28,3021,18,4037811
Russia,Republic of Bashkortostan,2020-05-29,3105,18,4037811
Russia,Republic of Bashkortostan,2020-05-30,3105,18,4037811
Russia,Republic of Bashkortostan,2020-05-31,3105,18,4037811
Russia,Republic of Bashkortostan,2020-06-01,3260,18,4037811
Russia,Republic of Buriatia,2020-03-22,0,0,986109
Russia,Republic of Buriatia,2020-03-23,0,0,986109
Russia,Republic of Buriatia,2020-03-24,0,0,986109
Russia,Republic of Buriatia,2020-03-25,0,0,986109
Russia,Republic of Buriatia,2020-03-26,0,0,986109
Russia,Republic of Buriatia,2020-03-27,2,0,986109
Russia,Republic of Buriatia,2020-03-28,8,0,986109
Russia,Republic of Buriatia,2020-03-29,8,0,986109
Russia,Republic of Buriatia,2020-03-30,13,0,986109
Russia,Republic of Buriatia,2020-03-31,19,0,986109
Russia,Republic of Buriatia,2020-04-01,25,0,986109
Russia,Republic of Buriatia,2020-04-02,30,0,986109
Russia,Republic of Buriatia,2020-04-03,31,0,986109
Russia,Republic of Buriatia,2020-04-04,35,0,986109
Russia,Republic of Buriatia,2020-04-05,35,0,986109
Russia,Republic of Buriatia,2020-04-06,43,0,986109
Russia,Republic of Buriatia,2020-04-07,43,1,986109
Russia,Republic of Buriatia,2020-04-08,50,1,986109
Russia,Republic of Buriatia,2020-04-09,54,1,986109
Russia,Republic of Buriatia,2020-04-10,60,1,986109
Russia,Republic of Buriatia,2020-04-11,61,1,986109
Russia,Republic of Buriatia,2020-04-12,73,1,986109
Russia,Republic of Buriatia,2020-04-13,77,1,986109
Russia,Republic of Buriatia,2020-04-14,86,1,986109
Russia,Republic of Buriatia,2020-04-15,92,2,986109
Russia,Republic of Buriatia,2020-04-16,100,2,986109
Russia,Republic of Buriatia,2020-04-17,103,2,986109
Russia,Republic of Buriatia,2020-04-18,112,2,986109
Russia,Republic of Buriatia,2020-04-19,115,2,986109
Russia,Republic of Buriatia,2020-04-20,115,2,986109
Russia,Republic of Buriatia,2020-04-21,125,2,986109
Russia,Republic of Buriatia,2020-04-22,153,2,986109
Russia,Republic of Buriatia,2020-04-23,163,2,986109
Russia,Republic of Buriatia,2020-04-24,167,2,986109
Russia,Republic of Buriatia,2020-04-25,180,2,986109
Russia,Republic of Buriatia,2020-04-26,186,2,986109
Russia,Republic of Buriatia,2020-04-27,209,2,986109
Russia,Republic of Buriatia,2020-04-28,227,2,986109
Russia,Republic of Buriatia,2020-04-29,245,2,986109
Russia,Republic of Buriatia,2020-04-30,271,3,986109
Russia,Republic of Buriatia,2020-05-01,297,4,986109
Russia,Republic of Buriatia,2020-05-02,325,4,986109
Russia,Republic of Buriatia,2020-05-03,355,4,986109
Russia,Republic of Buriatia,2020-05-04,373,4,986109
Russia,Republic of Buriatia,2020-05-05,407,4,986109
Russia,Republic of Buriatia,2020-05-06,450,4,986109
Russia,Republic of Buriatia,2020-05-07,518,4,986109
Russia,Republic of Buriatia,2020-05-08,518,4,986109
Russia,Republic of Buriatia,2020-05-09,518,4,986109
Russia,Republic of Buriatia,2020-05-10,518,4,986109
Russia,Republic of Buriatia,2020-05-11,620,5,986109
Russia,Republic of Buriatia,2020-05-12,659,5,986109
Russia,Republic of Buriatia,2020-05-13,687,5,986109
Russia,Republic of Buriatia,2020-05-14,736,5,986109
Russia,Republic of Buriatia,2020-05-15,824,6,986109
Russia,Republic of Buriatia,2020-05-16,824,6,986109
Russia,Republic of Buriatia,2020-05-17,892,6,986109
Russia,Republic of Buriatia,2020-05-18,948,6,986109
Russia,Republic of Buriatia,2020-05-19,948,6,986109
Russia,Republic of Buriatia,2020-05-20,973,6,986109
Russia,Republic of Buriatia,2020-05-21,1042,6,986109
Russia,Republic of Buriatia,2020-05-22,1042,6,986109
Russia,Republic of Buriatia,2020-05-23,1124,6,986109
Russia,Republic of Buriatia,2020-05-24,1143,7,986109
Russia,Republic of Buriatia,2020-05-25,1209,7,986109
Russia,Republic of Buriatia,2020-05-26,1254,7,986109
Russia,Republic of Buriatia,2020-05-27,1254,7,986109
Russia,Republic of Buriatia,2020-05-28,1364,8,986109
Russia,Republic of Buriatia,2020-05-29,1411,10,986109
Russia,Republic of Buriatia,2020-05-30,1411,10,986109
Russia,Republic of Buriatia,2020-05-31,1411,10,986109
Russia,Republic of Buriatia,2020-06-01,1467,10,986109
Russia,Republic of Chuvashia,2020-03-22,0,0,1217820
Russia,Republic of Chuvashia,2020-03-23,0,0,1217820
Russia,Republic of Chuvashia,2020-03-24,0,0,1217820
Russia,Republic of Chuvashia,2020-03-25,1,0,1217820
Russia,Republic of Chuvashia,2020-03-26,1,0,1217820
Russia,Republic of Chuvashia,2020-03-27,1,0,1217820
Russia,Republic of Chuvashia,2020-03-28,1,0,1217820
Russia,Republic of Chuvashia,2020-03-29,1,0,1217820
Russia,Republic of Chuvashia,2020-03-30,1,0,1217820
Russia,Republic of Chuvashia,2020-03-31,1,0,1217820
Russia,Republic of Chuvashia,2020-04-01,1,0,1217820
Russia,Republic of Chuvashia,2020-04-02,1,0,1217820
Russia,Republic of Chuvashia,2020-04-03,1,0,1217820
Russia,Republic of Chuvashia,2020-04-04,1,0,1217820
Russia,Republic of Chuvashia,2020-04-05,1,0,1217820
Russia,Republic of Chuvashia,2020-04-06,3,0,1217820
Russia,Republic of Chuvashia,2020-04-07,6,0,1217820
Russia,Republic of Chuvashia,2020-04-08,15,0,1217820
Russia,Republic of Chuvashia,2020-04-09,17,0,1217820
Russia,Republic of Chuvashia,2020-04-10,32,0,1217820
Russia,Republic of Chuvashia,2020-04-11,39,0,1217820
Russia,Republic of Chuvashia,2020-04-12,50,0,1217820
Russia,Republic of Chuvashia,2020-04-13,65,0,1217820
Russia,Republic of Chuvashia,2020-04-14,65,0,1217820
Russia,Republic of Chuvashia,2020-04-15,78,0,1217820
Russia,Republic of Chuvashia,2020-04-16,125,1,1217820
Russia,Republic of Chuvashia,2020-04-17,137,1,1217820
Russia,Republic of Chuvashia,2020-04-18,164,1,1217820
Russia,Republic of Chuvashia,2020-04-19,193,1,1217820
Russia,Republic of Chuvashia,2020-04-20,225,2,1217820
Russia,Republic of Chuvashia,2020-04-21,235,5,1217820
Russia,Republic of Chuvashia,2020-04-22,262,5,1217820
Russia,Republic of Chuvashia,2020-04-23,305,5,1217820
Russia,Republic of Chuvashia,2020-04-24,348,5,1217820
Russia,Republic of Chuvashia,2020-04-25,383,7,1217820
Russia,Republic of Chuvashia,2020-04-26,421,8,1217820
Russia,Republic of Chuvashia,2020-04-27,463,8,1217820
Russia,Republic of Chuvashia,2020-04-28,502,8,1217820
Russia,Republic of Chuvashia,2020-04-29,539,8,1217820
Russia,Republic of Chuvashia,2020-04-30,586,8,1217820
Russia,Republic of Chuvashia,2020-05-01,627,8,1217820
Russia,Republic of Chuvashia,2020-05-02,676,8,1217820
Russia,Republic of Chuvashia,2020-05-03,731,8,1217820
Russia,Republic of Chuvashia,2020-05-04,795,8,1217820
Russia,Republic of Chuvashia,2020-05-05,844,8,1217820
Russia,Republic of Chuvashia,2020-05-06,892,8,1217820
Russia,Republic of Chuvashia,2020-05-07,1018,8,1217820
Russia,Republic of Chuvashia,2020-05-08,1018,8,1217820
Russia,Republic of Chuvashia,2020-05-09,1018,8,1217820
Russia,Republic of Chuvashia,2020-05-10,1018,8,1217820
Russia,Republic of Chuvashia,2020-05-11,1220,8,1217820
Russia,Republic of Chuvashia,2020-05-12,1282,8,1217820
Russia,Republic of Chuvashia,2020-05-13,1360,8,1217820
Russia,Republic of Chuvashia,2020-05-14,1439,8,1217820
Russia,Republic of Chuvashia,2020-05-15,1522,8,1217820
Russia,Republic of Chuvashia,2020-05-16,1522,8,1217820
Russia,Republic of Chuvashia,2020-05-17,1700,8,1217820
Russia,Republic of Chuvashia,2020-05-18,1787,8,1217820
Russia,Republic of Chuvashia,2020-05-19,1787,8,1217820
Russia,Republic of Chuvashia,2020-05-20,1863,8,1217820
Russia,Republic of Chuvashia,2020-05-21,2014,9,1217820
Russia,Republic of Chuvashia,2020-05-22,2014,9,1217820
Russia,Republic of Chuvashia,2020-05-23,2195,9,1217820
Russia,Republic of Chuvashia,2020-05-24,2290,10,1217820
Russia,Republic of Chuvashia,2020-05-25,2387,11,1217820
Russia,Republic of Chuvashia,2020-05-26,2472,11,1217820
Russia,Republic of Chuvashia,2020-05-27,2472,11,1217820
Russia,Republic of Chuvashia,2020-05-28,2626,12,1217820
Russia,Republic of Chuvashia,2020-05-29,2709,12,1217820
Russia,Republic of Chuvashia,2020-05-30,2709,12,1217820
Russia,Republic of Chuvashia,2020-05-31,2709,12,1217820
Russia,Republic of Chuvashia,2020-06-01,2885,14,1217820
Russia,Republic of Dagestan,2020-03-22,0,0,3111353
Russia,Republic of Dagestan,2020-03-23,0,0,3111353
Russia,Republic of Dagestan,2020-03-24,0,0,3111353
Russia,Republic of Dagestan,2020-03-25,0,0,3111353
Russia,Republic of Dagestan,2020-03-26,0,0,3111353
Russia,Republic of Dagestan,2020-03-27,1,0,3111353
Russia,Republic of Dagestan,2020-03-28,1,0,3111353
Russia,Republic of Dagestan,2020-03-29,1,0,3111353
Russia,Republic of Dagestan,2020-03-30,4,0,3111353
Russia,Republic of Dagestan,2020-03-31,13,0,3111353
Russia,Republic of Dagestan,2020-04-01,15,0,3111353
Russia,Republic of Dagestan,2020-04-02,25,0,3111353
Russia,Republic of Dagestan,2020-04-03,25,0,3111353
Russia,Republic of Dagestan,2020-04-04,25,0,3111353
Russia,Republic of Dagestan,2020-04-05,25,0,3111353
Russia,Republic of Dagestan,2020-04-06,30,0,3111353
Russia,Republic of Dagestan,2020-04-07,43,0,3111353
Russia,Republic of Dagestan,2020-04-08,44,0,3111353
Russia,Republic of Dagestan,2020-04-09,57,0,3111353
Russia,Republic of Dagestan,2020-04-10,58,0,3111353
Russia,Republic of Dagestan,2020-04-11,84,0,3111353
Russia,Republic of Dagestan,2020-04-12,84,0,3111353
Russia,Republic of Dagestan,2020-04-13,84,0,3111353
Russia,Republic of Dagestan,2020-04-14,100,0,3111353
Russia,Republic of Dagestan,2020-04-15,105,3,3111353
Russia,Republic of Dagestan,2020-04-16,154,6,3111353
Russia,Republic of Dagestan,2020-04-17,213,9,3111353
Russia,Republic of Dagestan,2020-04-18,257,9,3111353
Russia,Republic of Dagestan,2020-04-19,292,9,3111353
Russia,Republic of Dagestan,2020-04-20,331,9,3111353
Russia,Republic of Dagestan,2020-04-21,371,11,3111353
Russia,Republic of Dagestan,2020-04-22,417,11,3111353
Russia,Republic of Dagestan,2020-04-23,454,11,3111353
Russia,Republic of Dagestan,2020-04-24,567,11,3111353
Russia,Republic of Dagestan,2020-04-25,724,11,3111353
Russia,Republic of Dagestan,2020-04-26,827,11,3111353
Russia,Republic of Dagestan,2020-04-27,994,11,3111353
Russia,Republic of Dagestan,2020-04-28,1147,11,3111353
Russia,Republic of Dagestan,2020-04-29,1231,12,3111353
Russia,Republic of Dagestan,2020-04-30,1389,12,3111353
Russia,Republic of Dagestan,2020-05-01,1553,12,3111353
Russia,Republic of Dagestan,2020-05-02,1662,12,3111353
Russia,Republic of Dagestan,2020-05-03,1798,13,3111353
Russia,Republic of Dagestan,2020-05-04,1958,13,3111353
Russia,Republic of Dagestan,2020-05-05,2086,14,3111353
Russia,Republic of Dagestan,2020-05-06,2267,15,3111353
Russia,Republic of Dagestan,2020-05-07,2468,17,3111353
Russia,Republic of Dagestan,2020-05-08,2468,17,3111353
Russia,Republic of Dagestan,2020-05-09,2468,17,3111353
Russia,Republic of Dagestan,2020-05-10,2468,17,3111353
Russia,Republic of Dagestan,2020-05-11,2772,20,3111353
Russia,Republic of Dagestan,2020-05-12,2888,23,3111353
Russia,Republic of Dagestan,2020-05-13,2997,26,3111353
Russia,Republic of Dagestan,2020-05-14,3095,26,3111353
Russia,Republic of Dagestan,2020-05-15,3192,27,3111353
Russia,Republic of Dagestan,2020-05-16,3192,27,3111353
Russia,Republic of Dagestan,2020-05-17,3371,29,3111353
Russia,Republic of Dagestan,2020-05-18,3460,29,3111353
Russia,Republic of Dagestan,2020-05-19,3460,29,3111353
Russia,Republic of Dagestan,2020-05-20,3553,32,3111353
Russia,Republic of Dagestan,2020-05-21,3746,41,3111353
Russia,Republic of Dagestan,2020-05-22,3746,41,3111353
Russia,Republic of Dagestan,2020-05-23,3982,70,3111353
Russia,Republic of Dagestan,2020-05-24,4095,84,3111353
Russia,Republic of Dagestan,2020-05-25,4205,97,3111353
Russia,Republic of Dagestan,2020-05-26,4294,118,3111353
Russia,Republic of Dagestan,2020-05-27,4294,118,3111353
Russia,Republic of Dagestan,2020-05-28,4579,151,3111353
Russia,Republic of Dagestan,2020-05-29,4704,201,3111353
Russia,Republic of Dagestan,2020-05-30,4704,201,3111353
Russia,Republic of Dagestan,2020-05-31,4704,201,3111353
Russia,Republic of Dagestan,2020-06-01,4955,235,3111353
Russia,Republic of Hakassia,2020-03-22,0,0,534186
Russia,Republic of Hakassia,2020-03-23,0,0,534186
Russia,Republic of Hakassia,2020-03-24,0,0,534186
Russia,Republic of Hakassia,2020-03-25,1,0,534186
Russia,Republic of Hakassia,2020-03-26,2,0,534186
Russia,Republic of Hakassia,2020-03-27,2,0,534186
Russia,Republic of Hakassia,2020-03-28,2,0,534186
Russia,Republic of Hakassia,2020-03-29,2,0,534186
Russia,Republic of Hakassia,2020-03-30,3,0,534186
Russia,Republic of Hakassia,2020-03-31,3,0,534186
Russia,Republic of Hakassia,2020-04-01,3,0,534186
Russia,Republic of Hakassia,2020-04-02,3,0,534186
Russia,Republic of Hakassia,2020-04-03,3,0,534186
Russia,Republic of Hakassia,2020-04-04,3,0,534186
Russia,Republic of Hakassia,2020-04-05,3,0,534186
Russia,Republic of Hakassia,2020-04-06,5,0,534186
Russia,Republic of Hakassia,2020-04-07,5,0,534186
Russia,Republic of Hakassia,2020-04-08,6,0,534186
Russia,Republic of Hakassia,2020-04-09,6,0,534186
Russia,Republic of Hakassia,2020-04-10,9,0,534186
Russia,Republic of Hakassia,2020-04-11,12,0,534186
Russia,Republic of Hakassia,2020-04-12,12,0,534186
Russia,Republic of Hakassia,2020-04-13,12,0,534186
Russia,Republic of Hakassia,2020-04-14,20,0,534186
Russia,Republic of Hakassia,2020-04-15,26,0,534186
Russia,Republic of Hakassia,2020-04-16,27,0,534186
Russia,Republic of Hakassia,2020-04-17,38,0,534186
Russia,Republic of Hakassia,2020-04-18,46,0,534186
Russia,Republic of Hakassia,2020-04-19,68,0,534186
Russia,Republic of Hakassia,2020-04-20,76,0,534186
Russia,Republic of Hakassia,2020-04-21,84,0,534186
Russia,Republic of Hakassia,2020-04-22,87,0,534186
Russia,Republic of Hakassia,2020-04-23,99,0,534186
Russia,Republic of Hakassia,2020-04-24,102,1,534186
Russia,Republic of Hakassia,2020-04-25,151,2,534186
Russia,Republic of Hakassia,2020-04-26,176,2,534186
Russia,Republic of Hakassia,2020-04-27,184,2,534186
Russia,Republic of Hakassia,2020-04-28,206,7,534186
Russia,Republic of Hakassia,2020-04-29,228,7,534186
Russia,Republic of Hakassia,2020-04-30,232,7,534186
Russia,Republic of Hakassia,2020-05-01,257,7,534186
Russia,Republic of Hakassia,2020-05-02,266,7,534186
Russia,Republic of Hakassia,2020-05-03,272,7,534186
Russia,Republic of Hakassia,2020-05-04,302,7,534186
Russia,Republic of Hakassia,2020-05-05,318,8,534186
Russia,Republic of Hakassia,2020-05-06,340,8,534186
Russia,Republic of Hakassia,2020-05-07,367,8,534186
Russia,Republic of Hakassia,2020-05-08,367,8,534186
Russia,Republic of Hakassia,2020-05-09,367,8,534186
Russia,Republic of Hakassia,2020-05-10,367,8,534186
Russia,Republic of Hakassia,2020-05-11,466,8,534186
Russia,Republic of Hakassia,2020-05-12,503,8,534186
Russia,Republic of Hakassia,2020-05-13,524,9,534186
Russia,Republic of Hakassia,2020-05-14,532,9,534186
Russia,Republic of Hakassia,2020-05-15,557,9,534186
Russia,Republic of Hakassia,2020-05-16,557,9,534186
Russia,Republic of Hakassia,2020-05-17,618,10,534186
Russia,Republic of Hakassia,2020-05-18,642,10,534186
Russia,Republic of Hakassia,2020-05-19,642,10,534186
Russia,Republic of Hakassia,2020-05-20,667,10,534186
Russia,Republic of Hakassia,2020-05-21,724,10,534186
Russia,Republic of Hakassia,2020-05-22,724,10,534186
Russia,Republic of Hakassia,2020-05-23,778,10,534186
Russia,Republic of Hakassia,2020-05-24,789,10,534186
Russia,Republic of Hakassia,2020-05-25,813,10,534186
Russia,Republic of Hakassia,2020-05-26,836,10,534186
Russia,Republic of Hakassia,2020-05-27,836,10,534186
Russia,Republic of Hakassia,2020-05-28,878,10,534186
Russia,Republic of Hakassia,2020-05-29,910,10,534186
Russia,Republic of Hakassia,2020-05-30,910,10,534186
Russia,Republic of Hakassia,2020-05-31,910,10,534186
Russia,Republic of Hakassia,2020-06-01,964,10,534186
Russia,Republic of Kabardino-Balkaria,2020-03-22,0,0,868174
Russia,Republic of Kabardino-Balkaria,2020-03-23,0,0,868174
Russia,Republic of Kabardino-Balkaria,2020-03-24,0,0,868174
Russia,Republic of Kabardino-Balkaria,2020-03-25,4,0,868174
Russia,Republic of Kabardino-Balkaria,2020-03-26,4,0,868174
Russia,Republic of Kabardino-Balkaria,2020-03-27,4,0,868174
Russia,Republic of Kabardino-Balkaria,2020-03-28,4,0,868174
Russia,Republic of Kabardino-Balkaria,2020-03-29,4,0,868174
Russia,Republic of Kabardino-Balkaria,2020-03-30,6,0,868174
Russia,Republic of Kabardino-Balkaria,2020-03-31,6,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-01,8,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-02,8,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-03,8,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-04,8,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-05,8,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-06,8,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-07,13,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-08,23,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-09,23,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-10,27,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-11,30,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-12,35,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-13,50,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-14,50,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-15,50,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-16,69,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-17,92,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-18,114,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-19,136,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-20,152,0,868174
Russia,Republic of Kabardino-Balkaria,2020-04-21,170,1,868174
Russia,Republic of Kabardino-Balkaria,2020-04-22,193,1,868174
Russia,Republic of Kabardino-Balkaria,2020-04-23,218,1,868174
Russia,Republic of Kabardino-Balkaria,2020-04-24,243,1,868174
Russia,Republic of Kabardino-Balkaria,2020-04-25,272,1,868174
Russia,Republic of Kabardino-Balkaria,2020-04-26,300,1,868174
Russia,Republic of Kabardino-Balkaria,2020-04-27,329,1,868174
Russia,Republic of Kabardino-Balkaria,2020-04-28,367,1,868174
Russia,Republic of Kabardino-Balkaria,2020-04-29,412,2,868174
Russia,Republic of Kabardino-Balkaria,2020-04-30,456,2,868174
Russia,Republic of Kabardino-Balkaria,2020-05-01,499,2,868174
Russia,Republic of Kabardino-Balkaria,2020-05-02,544,2,868174
Russia,Republic of Kabardino-Balkaria,2020-05-03,634,2,868174
Russia,Republic of Kabardino-Balkaria,2020-05-04,739,2,868174
Russia,Republic of Kabardino-Balkaria,2020-05-05,820,3,868174
Russia,Republic of Kabardino-Balkaria,2020-05-06,925,3,868174
Russia,Republic of Kabardino-Balkaria,2020-05-07,1089,3,868174
Russia,Republic of Kabardino-Balkaria,2020-05-08,1089,3,868174
Russia,Republic of Kabardino-Balkaria,2020-05-09,1089,3,868174
Russia,Republic of Kabardino-Balkaria,2020-05-10,1089,3,868174
Russia,Republic of Kabardino-Balkaria,2020-05-11,1325,3,868174
Russia,Republic of Kabardino-Balkaria,2020-05-12,1401,4,868174
Russia,Republic of Kabardino-Balkaria,2020-05-13,1475,6,868174
Russia,Republic of Kabardino-Balkaria,2020-05-14,1548,7,868174
Russia,Republic of Kabardino-Balkaria,2020-05-15,1619,7,868174
Russia,Republic of Kabardino-Balkaria,2020-05-16,1619,7,868174
Russia,Republic of Kabardino-Balkaria,2020-05-17,1759,7,868174
Russia,Republic of Kabardino-Balkaria,2020-05-18,1824,7,868174
Russia,Republic of Kabardino-Balkaria,2020-05-19,1824,7,868174
Russia,Republic of Kabardino-Balkaria,2020-05-20,1886,7,868174
Russia,Republic of Kabardino-Balkaria,2020-05-21,2020,8,868174
Russia,Republic of Kabardino-Balkaria,2020-05-22,2020,8,868174
Russia,Republic of Kabardino-Balkaria,2020-05-23,2171,8,868174
Russia,Republic of Kabardino-Balkaria,2020-05-24,2251,8,868174
Russia,Republic of Kabardino-Balkaria,2020-05-25,2334,8,868174
Russia,Republic of Kabardino-Balkaria,2020-05-26,2422,8,868174
Russia,Republic of Kabardino-Balkaria,2020-05-27,2422,8,868174
Russia,Republic of Kabardino-Balkaria,2020-05-28,2592,14,868174
Russia,Republic of Kabardino-Balkaria,2020-05-29,2673,14,868174
Russia,Republic of Kabardino-Balkaria,2020-05-30,2673,14,868174
Russia,Republic of Kabardino-Balkaria,2020-05-31,2673,14,868174
Russia,Republic of Kabardino-Balkaria,2020-06-01,2827,17,868174
Russia,Republic of Kalmykia,2020-03-22,0,0,271035
Russia,Republic of Kalmykia,2020-03-23,0,0,271035
Russia,Republic of Kalmykia,2020-03-24,0,0,271035
Russia,Republic of Kalmykia,2020-03-25,0,0,271035
Russia,Republic of Kalmykia,2020-03-26,0,0,271035
Russia,Republic of Kalmykia,2020-03-27,0,0,271035
Russia,Republic of Kalmykia,2020-03-28,0,0,271035
Russia,Republic of Kalmykia,2020-03-29,0,0,271035
Russia,Republic of Kalmykia,2020-03-30,1,0,271035
Russia,Republic of Kalmykia,2020-03-31,2,0,271035
Russia,Republic of Kalmykia,2020-04-01,2,0,271035
Russia,Republic of Kalmykia,2020-04-02,2,0,271035
Russia,Republic of Kalmykia,2020-04-03,7,0,271035
Russia,Republic of Kalmykia,2020-04-04,7,0,271035
Russia,Republic of Kalmykia,2020-04-05,7,0,271035
Russia,Republic of Kalmykia,2020-04-06,7,0,271035
Russia,Republic of Kalmykia,2020-04-07,11,0,271035
Russia,Republic of Kalmykia,2020-04-08,15,0,271035
Russia,Republic of Kalmykia,2020-04-09,23,0,271035
Russia,Republic of Kalmykia,2020-04-10,23,0,271035
Russia,Republic of Kalmykia,2020-04-11,32,0,271035
Russia,Republic of Kalmykia,2020-04-12,32,0,271035
Russia,Republic of Kalmykia,2020-04-13,32,0,271035
Russia,Republic of Kalmykia,2020-04-14,32,0,271035
Russia,Republic of Kalmykia,2020-04-15,35,2,271035
Russia,Republic of Kalmykia,2020-04-16,36,2,271035
Russia,Republic of Kalmykia,2020-04-17,53,3,271035
Russia,Republic of Kalmykia,2020-04-18,67,3,271035
Russia,Republic of Kalmykia,2020-04-19,74,3,271035
Russia,Republic of Kalmykia,2020-04-20,77,3,271035
Russia,Republic of Kalmykia,2020-04-21,77,3,271035
Russia,Republic of Kalmykia,2020-04-22,88,3,271035
Russia,Republic of Kalmykia,2020-04-23,94,3,271035
Russia,Republic of Kalmykia,2020-04-24,104,3,271035
Russia,Republic of Kalmykia,2020-04-25,122,3,271035
Russia,Republic of Kalmykia,2020-04-26,146,3,271035
