Country,Province_State,Date,Cum_Cases,Cum_Deaths, Population
Russia,Krasnodarskiy Kray,2020-04-24,623,16,5677786
Russia,Krasnodarskiy Kray,2020-04-25,707,18,5677786
Russia,Krasnodarskiy Kray,2020-04-26,780,19,5677786
Russia,Krasnodarskiy Kray,2020-04-27,837,19,5677786
Russia,Krasnodarskiy Kray,2020-04-28,888,19,5677786
Russia,Krasnodarskiy Kray,2020-04-29,951,20,5677786
Russia,Krasnodarskiy Kray,2020-04-30,1017,20,5677786
Russia,Krasnodarskiy Kray,2020-05-01,1083,20,5677786
Russia,Krasnodarskiy Kray,2020-05-02,1162,20,5677786
Russia,Krasnodarskiy Kray,2020-05-03,1244,20,5677786
Russia,Krasnodarskiy Kray,2020-05-04,1340,21,5677786
Russia,Krasnodarskiy Kray,2020-05-05,1437,21,5677786
Russia,Krasnodarskiy Kray,2020-05-06,1534,21,5677786
Russia,Krasnodarskiy Kray,2020-05-07,1732,21,5677786
Russia,Krasnodarskiy Kray,2020-05-08,1732,21,5677786
Russia,Krasnodarskiy Kray,2020-05-09,1732,21,5677786
Russia,Krasnodarskiy Kray,2020-05-10,1732,21,5677786
Russia,Krasnodarskiy Kray,2020-05-11,2027,22,5677786
Russia,Krasnodarskiy Kray,2020-05-12,2126,22,5677786
Russia,Krasnodarskiy Kray,2020-05-13,2222,22,5677786
Russia,Krasnodarskiy Kray,2020-05-14,2319,24,5677786
Russia,Krasnodarskiy Kray,2020-05-15,2418,24,5677786
Russia,Krasnodarskiy Kray,2020-05-16,2418,24,5677786
Russia,Krasnodarskiy Kray,2020-05-17,2605,25,5677786
Russia,Krasnodarskiy Kray,2020-05-18,2699,26,5677786
Russia,Krasnodarskiy Kray,2020-05-19,2699,26,5677786
Russia,Krasnodarskiy Kray,2020-05-20,2792,26,5677786
Russia,Krasnodarskiy Kray,2020-05-21,2974,26,5677786
Russia,Krasnodarskiy Kray,2020-05-22,2974,26,5677786
Russia,Krasnodarskiy Kray,2020-05-23,3155,27,5677786
Russia,Krasnodarskiy Kray,2020-05-24,3247,27,5677786
Russia,Krasnodarskiy Kray,2020-05-25,3337,28,5677786
Russia,Krasnodarskiy Kray,2020-05-26,3426,28,5677786
Russia,Krasnodarskiy Kray,2020-05-27,3426,28,5677786
Russia,Krasnodarskiy Kray,2020-05-28,3582,29,5677786
Russia,Krasnodarskiy Kray,2020-05-29,3662,31,5677786
Russia,Krasnodarskiy Kray,2020-05-30,3662,31,5677786
Russia,Krasnodarskiy Kray,2020-05-31,3662,31,5677786
Russia,Krasnodarskiy Kray,2020-06-01,3824,32,5677786
Russia,Krasnoyarskiy Kray,2020-03-22,0,0,2867875
Russia,Krasnoyarskiy Kray,2020-03-23,0,0,2867875
Russia,Krasnoyarskiy Kray,2020-03-24,0,0,2867875
Russia,Krasnoyarskiy Kray,2020-03-25,5,0,2867875
Russia,Krasnoyarskiy Kray,2020-03-26,8,0,2867875
Russia,Krasnoyarskiy Kray,2020-03-27,8,0,2867875
Russia,Krasnoyarskiy Kray,2020-03-28,12,0,2867875
Russia,Krasnoyarskiy Kray,2020-03-29,12,0,2867875
Russia,Krasnoyarskiy Kray,2020-03-30,14,0,2867875
Russia,Krasnoyarskiy Kray,2020-03-31,14,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-01,20,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-02,25,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-03,25,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-04,25,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-05,29,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-06,32,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-07,32,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-08,39,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-09,39,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-10,39,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-11,60,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-12,85,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-13,110,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-14,131,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-15,142,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-16,202,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-17,231,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-18,276,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-19,300,0,2867875
Russia,Krasnoyarskiy Kray,2020-04-20,306,2,2867875
Russia,Krasnoyarskiy Kray,2020-04-21,370,2,2867875
Russia,Krasnoyarskiy Kray,2020-04-22,392,2,2867875
Russia,Krasnoyarskiy Kray,2020-04-23,427,5,2867875
Russia,Krasnoyarskiy Kray,2020-04-24,449,5,2867875
Russia,Krasnoyarskiy Kray,2020-04-25,467,5,2867875
Russia,Krasnoyarskiy Kray,2020-04-26,508,5,2867875
Russia,Krasnoyarskiy Kray,2020-04-27,527,5,2867875
Russia,Krasnoyarskiy Kray,2020-04-28,574,7,2867875
Russia,Krasnoyarskiy Kray,2020-04-29,609,7,2867875
Russia,Krasnoyarskiy Kray,2020-04-30,666,8,2867875
Russia,Krasnoyarskiy Kray,2020-05-01,714,9,2867875
Russia,Krasnoyarskiy Kray,2020-05-02,764,9,2867875
Russia,Krasnoyarskiy Kray,2020-05-03,781,11,2867875
Russia,Krasnoyarskiy Kray,2020-05-04,823,11,2867875
Russia,Krasnoyarskiy Kray,2020-05-05,868,12,2867875
Russia,Krasnoyarskiy Kray,2020-05-06,910,12,2867875
Russia,Krasnoyarskiy Kray,2020-05-07,964,12,2867875
Russia,Krasnoyarskiy Kray,2020-05-08,964,12,2867875
Russia,Krasnoyarskiy Kray,2020-05-09,964,12,2867875
Russia,Krasnoyarskiy Kray,2020-05-10,964,12,2867875
Russia,Krasnoyarskiy Kray,2020-05-11,1201,15,2867875
Russia,Krasnoyarskiy Kray,2020-05-12,1428,15,2867875
Russia,Krasnoyarskiy Kray,2020-05-13,1521,15,2867875
Russia,Krasnoyarskiy Kray,2020-05-14,1542,15,2867875
Russia,Krasnoyarskiy Kray,2020-05-15,1590,16,2867875
Russia,Krasnoyarskiy Kray,2020-05-16,1590,16,2867875
Russia,Krasnoyarskiy Kray,2020-05-17,1765,18,2867875
Russia,Krasnoyarskiy Kray,2020-05-18,1872,18,2867875
Russia,Krasnoyarskiy Kray,2020-05-19,1872,18,2867875
Russia,Krasnoyarskiy Kray,2020-05-20,1941,20,2867875
Russia,Krasnoyarskiy Kray,2020-05-21,2821,22,2867875
Russia,Krasnoyarskiy Kray,2020-05-22,2821,22,2867875
Russia,Krasnoyarskiy Kray,2020-05-23,3119,28,2867875
Russia,Krasnoyarskiy Kray,2020-05-24,3265,28,2867875
Russia,Krasnoyarskiy Kray,2020-05-25,3410,28,2867875
Russia,Krasnoyarskiy Kray,2020-05-26,3558,28,2867875
Russia,Krasnoyarskiy Kray,2020-05-27,3558,28,2867875
Russia,Krasnoyarskiy Kray,2020-05-28,3847,29,2867875
Russia,Krasnoyarskiy Kray,2020-05-29,3985,35,2867875
Russia,Krasnoyarskiy Kray,2020-05-30,3985,35,2867875
Russia,Krasnoyarskiy Kray,2020-05-31,3985,35,2867875
Russia,Krasnoyarskiy Kray,2020-06-01,4249,39,2867875
Russia,Kurgan Oblast,2020-03-22,0,0,826941
Russia,Kurgan Oblast,2020-03-23,0,0,826941
Russia,Kurgan Oblast,2020-03-24,0,0,826941
Russia,Kurgan Oblast,2020-03-25,1,0,826941
Russia,Kurgan Oblast,2020-03-26,1,0,826941
Russia,Kurgan Oblast,2020-03-27,1,0,826941
Russia,Kurgan Oblast,2020-03-28,1,0,826941
Russia,Kurgan Oblast,2020-03-29,1,0,826941
Russia,Kurgan Oblast,2020-03-30,1,0,826941
Russia,Kurgan Oblast,2020-03-31,1,0,826941
Russia,Kurgan Oblast,2020-04-01,1,0,826941
Russia,Kurgan Oblast,2020-04-02,1,0,826941
Russia,Kurgan Oblast,2020-04-03,1,0,826941
Russia,Kurgan Oblast,2020-04-04,2,0,826941
Russia,Kurgan Oblast,2020-04-05,2,0,826941
Russia,Kurgan Oblast,2020-04-06,2,0,826941
Russia,Kurgan Oblast,2020-04-07,2,0,826941
Russia,Kurgan Oblast,2020-04-08,3,0,826941
Russia,Kurgan Oblast,2020-04-09,3,0,826941
Russia,Kurgan Oblast,2020-04-10,3,0,826941
Russia,Kurgan Oblast,2020-04-11,3,0,826941
Russia,Kurgan Oblast,2020-04-12,4,0,826941
Russia,Kurgan Oblast,2020-04-13,4,0,826941
Russia,Kurgan Oblast,2020-04-14,4,0,826941
Russia,Kurgan Oblast,2020-04-15,10,0,826941
Russia,Kurgan Oblast,2020-04-16,11,0,826941
Russia,Kurgan Oblast,2020-04-17,12,0,826941
Russia,Kurgan Oblast,2020-04-18,13,0,826941
Russia,Kurgan Oblast,2020-04-19,13,0,826941
Russia,Kurgan Oblast,2020-04-20,13,0,826941
Russia,Kurgan Oblast,2020-04-21,15,0,826941
Russia,Kurgan Oblast,2020-04-22,15,0,826941
Russia,Kurgan Oblast,2020-04-23,20,0,826941
Russia,Kurgan Oblast,2020-04-24,22,0,826941
Russia,Kurgan Oblast,2020-04-25,27,0,826941
Russia,Kurgan Oblast,2020-04-26,29,0,826941
Russia,Kurgan Oblast,2020-04-27,31,0,826941
Russia,Kurgan Oblast,2020-04-28,33,0,826941
Russia,Kurgan Oblast,2020-04-29,39,0,826941
Russia,Kurgan Oblast,2020-04-30,40,0,826941
Russia,Kurgan Oblast,2020-05-01,45,0,826941
Russia,Kurgan Oblast,2020-05-02,49,0,826941
Russia,Kurgan Oblast,2020-05-03,51,0,826941
Russia,Kurgan Oblast,2020-05-04,52,0,826941
Russia,Kurgan Oblast,2020-05-05,55,0,826941
Russia,Kurgan Oblast,2020-05-06,56,0,826941
Russia,Kurgan Oblast,2020-05-07,65,0,826941
Russia,Kurgan Oblast,2020-05-08,65,0,826941
Russia,Kurgan Oblast,2020-05-09,65,0,826941
Russia,Kurgan Oblast,2020-05-10,65,0,826941
Russia,Kurgan Oblast,2020-05-11,79,0,826941
Russia,Kurgan Oblast,2020-05-12,84,0,826941
Russia,Kurgan Oblast,2020-05-13,86,0,826941
Russia,Kurgan Oblast,2020-05-14,95,0,826941
Russia,Kurgan Oblast,2020-05-15,103,0,826941
Russia,Kurgan Oblast,2020-05-16,103,0,826941
Russia,Kurgan Oblast,2020-05-17,111,0,826941
Russia,Kurgan Oblast,2020-05-18,119,0,826941
Russia,Kurgan Oblast,2020-05-19,119,0,826941
Russia,Kurgan Oblast,2020-05-20,130,0,826941
Russia,Kurgan Oblast,2020-05-21,150,0,826941
Russia,Kurgan Oblast,2020-05-22,150,0,826941
Russia,Kurgan Oblast,2020-05-23,177,0,826941
Russia,Kurgan Oblast,2020-05-24,179,0,826941
Russia,Kurgan Oblast,2020-05-25,183,0,826941
Russia,Kurgan Oblast,2020-05-26,189,0,826941
Russia,Kurgan Oblast,2020-05-27,189,0,826941
Russia,Kurgan Oblast,2020-05-28,199,0,826941
Russia,Kurgan Oblast,2020-05-29,202,0,826941
Russia,Kurgan Oblast,2020-05-30,202,0,826941
Russia,Kurgan Oblast,2020-05-31,202,0,826941
Russia,Kurgan Oblast,2020-06-01,231,0,826941
Russia,Kursk Oblast,2020-03-22,0,0,1103059
Russia,Kursk Oblast,2020-03-23,0,0,1103059
Russia,Kursk Oblast,2020-03-24,0,0,1103059
Russia,Kursk Oblast,2020-03-25,0,0,1103059
Russia,Kursk Oblast,2020-03-26,0,0,1103059
Russia,Kursk Oblast,2020-03-27,0,0,1103059
Russia,Kursk Oblast,2020-03-28,0,0,1103059
Russia,Kursk Oblast,2020-03-29,0,0,1103059
Russia,Kursk Oblast,2020-03-30,0,0,1103059
Russia,Kursk Oblast,2020-03-31,0,0,1103059
Russia,Kursk Oblast,2020-04-01,3,0,1103059
Russia,Kursk Oblast,2020-04-02,3,0,1103059
Russia,Kursk Oblast,2020-04-03,4,0,1103059
Russia,Kursk Oblast,2020-04-04,4,0,1103059
Russia,Kursk Oblast,2020-04-05,4,0,1103059
Russia,Kursk Oblast,2020-04-06,4,0,1103059
Russia,Kursk Oblast,2020-04-07,4,0,1103059
Russia,Kursk Oblast,2020-04-08,10,0,1103059
Russia,Kursk Oblast,2020-04-09,20,0,1103059
Russia,Kursk Oblast,2020-04-10,21,0,1103059
Russia,Kursk Oblast,2020-04-11,42,0,1103059
Russia,Kursk Oblast,2020-04-12,43,0,1103059
Russia,Kursk Oblast,2020-04-13,58,0,1103059
Russia,Kursk Oblast,2020-04-14,58,0,1103059
Russia,Kursk Oblast,2020-04-15,89,0,1103059
Russia,Kursk Oblast,2020-04-16,120,2,1103059
Russia,Kursk Oblast,2020-04-17,145,2,1103059
Russia,Kursk Oblast,2020-04-18,170,2,1103059
Russia,Kursk Oblast,2020-04-19,196,2,1103059
Russia,Kursk Oblast,2020-04-20,220,2,1103059
Russia,Kursk Oblast,2020-04-21,242,3,1103059
Russia,Kursk Oblast,2020-04-22,276,3,1103059
Russia,Kursk Oblast,2020-04-23,308,3,1103059
Russia,Kursk Oblast,2020-04-24,345,3,1103059
Russia,Kursk Oblast,2020-04-25,389,4,1103059
Russia,Kursk Oblast,2020-04-26,456,4,1103059
Russia,Kursk Oblast,2020-04-27,525,4,1103059
Russia,Kursk Oblast,2020-04-28,590,4,1103059
Russia,Kursk Oblast,2020-04-29,658,4,1103059
Russia,Kursk Oblast,2020-04-30,726,4,1103059
Russia,Kursk Oblast,2020-05-01,792,4,1103059
Russia,Kursk Oblast,2020-05-02,861,4,1103059
Russia,Kursk Oblast,2020-05-03,928,4,1103059
Russia,Kursk Oblast,2020-05-04,997,4,1103059
Russia,Kursk Oblast,2020-05-05,1062,4,1103059
Russia,Kursk Oblast,2020-05-06,1129,4,1103059
Russia,Kursk Oblast,2020-05-07,1268,6,1103059
Russia,Kursk Oblast,2020-05-08,1268,6,1103059
Russia,Kursk Oblast,2020-05-09,1268,6,1103059
Russia,Kursk Oblast,2020-05-10,1268,6,1103059
Russia,Kursk Oblast,2020-05-11,1484,6,1103059
Russia,Kursk Oblast,2020-05-12,1554,6,1103059
Russia,Kursk Oblast,2020-05-13,1621,6,1103059
Russia,Kursk Oblast,2020-05-14,1697,6,1103059
Russia,Kursk Oblast,2020-05-15,1777,7,1103059
Russia,Kursk Oblast,2020-05-16,1777,7,1103059
Russia,Kursk Oblast,2020-05-17,1936,7,1103059
Russia,Kursk Oblast,2020-05-18,2015,7,1103059
Russia,Kursk Oblast,2020-05-19,2015,7,1103059
Russia,Kursk Oblast,2020-05-20,2095,7,1103059
Russia,Kursk Oblast,2020-05-21,2258,7,1103059
Russia,Kursk Oblast,2020-05-22,2258,7,1103059
Russia,Kursk Oblast,2020-05-23,2422,8,1103059
Russia,Kursk Oblast,2020-05-24,2507,8,1103059
Russia,Kursk Oblast,2020-05-25,2581,8,1103059
Russia,Kursk Oblast,2020-05-26,2648,9,1103059
Russia,Kursk Oblast,2020-05-27,2648,9,1103059
Russia,Kursk Oblast,2020-05-28,2787,10,1103059
Russia,Kursk Oblast,2020-05-29,2851,10,1103059
Russia,Kursk Oblast,2020-05-30,2851,10,1103059
Russia,Kursk Oblast,2020-05-31,2851,10,1103059
Russia,Kursk Oblast,2020-06-01,3000,13,1103059
Russia,Leningradskaya Oblast,2020-03-22,0,0,1876392
Russia,Leningradskaya Oblast,2020-03-23,0,0,1876392
Russia,Leningradskaya Oblast,2020-03-24,0,0,1876392
Russia,Leningradskaya Oblast,2020-03-25,3,0,1876392
Russia,Leningradskaya Oblast,2020-03-26,3,0,1876392
Russia,Leningradskaya Oblast,2020-03-27,3,0,1876392
Russia,Leningradskaya Oblast,2020-03-28,7,0,1876392
Russia,Leningradskaya Oblast,2020-03-29,9,0,1876392
Russia,Leningradskaya Oblast,2020-03-30,11,0,1876392
Russia,Leningradskaya Oblast,2020-03-31,14,0,1876392
Russia,Leningradskaya Oblast,2020-04-01,20,0,1876392
Russia,Leningradskaya Oblast,2020-04-02,31,0,1876392
Russia,Leningradskaya Oblast,2020-04-03,41,0,1876392
Russia,Leningradskaya Oblast,2020-04-04,47,0,1876392
Russia,Leningradskaya Oblast,2020-04-05,57,0,1876392
Russia,Leningradskaya Oblast,2020-04-06,62,0,1876392
Russia,Leningradskaya Oblast,2020-04-07,62,0,1876392
Russia,Leningradskaya Oblast,2020-04-08,94,0,1876392
Russia,Leningradskaya Oblast,2020-04-09,112,0,1876392
Russia,Leningradskaya Oblast,2020-04-10,129,0,1876392
Russia,Leningradskaya Oblast,2020-04-11,134,0,1876392
Russia,Leningradskaya Oblast,2020-04-12,139,0,1876392
Russia,Leningradskaya Oblast,2020-04-13,155,0,1876392
Russia,Leningradskaya Oblast,2020-04-14,190,0,1876392
Russia,Leningradskaya Oblast,2020-04-15,298,0,1876392
Russia,Leningradskaya Oblast,2020-04-16,330,0,1876392
Russia,Leningradskaya Oblast,2020-04-17,354,0,1876392
Russia,Leningradskaya Oblast,2020-04-18,388,0,1876392
Russia,Leningradskaya Oblast,2020-04-19,417,0,1876392
Russia,Leningradskaya Oblast,2020-04-20,454,0,1876392
Russia,Leningradskaya Oblast,2020-04-21,496,0,1876392
Russia,Leningradskaya Oblast,2020-04-22,537,0,1876392
Russia,Leningradskaya Oblast,2020-04-23,576,0,1876392
Russia,Leningradskaya Oblast,2020-04-24,615,0,1876392
Russia,Leningradskaya Oblast,2020-04-25,658,0,1876392
Russia,Leningradskaya Oblast,2020-04-26,700,0,1876392
Russia,Leningradskaya Oblast,2020-04-27,743,0,1876392
Russia,Leningradskaya Oblast,2020-04-28,781,0,1876392
Russia,Leningradskaya Oblast,2020-04-29,834,1,1876392
Russia,Leningradskaya Oblast,2020-04-30,885,1,1876392
Russia,Leningradskaya Oblast,2020-05-01,929,3,1876392
Russia,Leningradskaya Oblast,2020-05-02,975,3,1876392
Russia,Leningradskaya Oblast,2020-05-03,1037,3,1876392
Russia,Leningradskaya Oblast,2020-05-04,1096,3,1876392
Russia,Leningradskaya Oblast,2020-05-05,1149,3,1876392
Russia,Leningradskaya Oblast,2020-05-06,1200,3,1876392
Russia,Leningradskaya Oblast,2020-05-07,1354,4,1876392
Russia,Leningradskaya Oblast,2020-05-08,1354,4,1876392
Russia,Leningradskaya Oblast,2020-05-09,1354,4,1876392
Russia,Leningradskaya Oblast,2020-05-10,1354,4,1876392
Russia,Leningradskaya Oblast,2020-05-11,1566,6,1876392
Russia,Leningradskaya Oblast,2020-05-12,1640,6,1876392
Russia,Leningradskaya Oblast,2020-05-13,1706,6,1876392
Russia,Leningradskaya Oblast,2020-05-14,1775,6,1876392
Russia,Leningradskaya Oblast,2020-05-15,1841,7,1876392
Russia,Leningradskaya Oblast,2020-05-16,1841,7,1876392
Russia,Leningradskaya Oblast,2020-05-17,1982,8,1876392
Russia,Leningradskaya Oblast,2020-05-18,2052,8,1876392
Russia,Leningradskaya Oblast,2020-05-19,2052,8,1876392
Russia,Leningradskaya Oblast,2020-05-20,2133,8,1876392
Russia,Leningradskaya Oblast,2020-05-21,2269,8,1876392
Russia,Leningradskaya Oblast,2020-05-22,2269,8,1876392
Russia,Leningradskaya Oblast,2020-05-23,2380,8,1876392
Russia,Leningradskaya Oblast,2020-05-24,2437,8,1876392
Russia,Leningradskaya Oblast,2020-05-25,2495,9,1876392
Russia,Leningradskaya Oblast,2020-05-26,2553,11,1876392
Russia,Leningradskaya Oblast,2020-05-27,2553,11,1876392
Russia,Leningradskaya Oblast,2020-05-28,2660,11,1876392
Russia,Leningradskaya Oblast,2020-05-29,2713,11,1876392
Russia,Leningradskaya Oblast,2020-05-30,2713,11,1876392
Russia,Leningradskaya Oblast,2020-05-31,2713,11,1876392
Russia,Leningradskaya Oblast,2020-06-01,2822,11,1876392
Russia,Lipetsk Oblast,2020-03-22,0,0,1139492
Russia,Lipetsk Oblast,2020-03-23,0,0,1139492
Russia,Lipetsk Oblast,2020-03-24,0,0,1139492
Russia,Lipetsk Oblast,2020-03-25,5,0,1139492
Russia,Lipetsk Oblast,2020-03-26,5,0,1139492
Russia,Lipetsk Oblast,2020-03-27,5,0,1139492
Russia,Lipetsk Oblast,2020-03-28,8,0,1139492
Russia,Lipetsk Oblast,2020-03-29,9,0,1139492
Russia,Lipetsk Oblast,2020-03-30,10,0,1139492
Russia,Lipetsk Oblast,2020-03-31,10,0,1139492
Russia,Lipetsk Oblast,2020-04-01,11,0,1139492
Russia,Lipetsk Oblast,2020-04-02,15,0,1139492
Russia,Lipetsk Oblast,2020-04-03,18,0,1139492
Russia,Lipetsk Oblast,2020-04-04,18,0,1139492
Russia,Lipetsk Oblast,2020-04-05,18,0,1139492
Russia,Lipetsk Oblast,2020-04-06,26,0,1139492
Russia,Lipetsk Oblast,2020-04-07,26,0,1139492
Russia,Lipetsk Oblast,2020-04-08,44,0,1139492
Russia,Lipetsk Oblast,2020-04-09,48,0,1139492
Russia,Lipetsk Oblast,2020-04-10,55,0,1139492
Russia,Lipetsk Oblast,2020-04-11,58,0,1139492
Russia,Lipetsk Oblast,2020-04-12,63,0,1139492
Russia,Lipetsk Oblast,2020-04-13,69,0,1139492
Russia,Lipetsk Oblast,2020-04-14,74,0,1139492
Russia,Lipetsk Oblast,2020-04-15,85,0,1139492
Russia,Lipetsk Oblast,2020-04-16,96,0,1139492
Russia,Lipetsk Oblast,2020-04-17,108,0,1139492
Russia,Lipetsk Oblast,2020-04-18,129,0,1139492
Russia,Lipetsk Oblast,2020-04-19,149,1,1139492
Russia,Lipetsk Oblast,2020-04-20,169,1,1139492
Russia,Lipetsk Oblast,2020-04-21,189,2,1139492
Russia,Lipetsk Oblast,2020-04-22,213,2,1139492
Russia,Lipetsk Oblast,2020-04-23,238,2,1139492
Russia,Lipetsk Oblast,2020-04-24,263,2,1139492
Russia,Lipetsk Oblast,2020-04-25,284,2,1139492
Russia,Lipetsk Oblast,2020-04-26,306,2,1139492
Russia,Lipetsk Oblast,2020-04-27,330,2,1139492
Russia,Lipetsk Oblast,2020-04-28,356,4,1139492
Russia,Lipetsk Oblast,2020-04-29,384,2,1139492
Russia,Lipetsk Oblast,2020-04-30,415,2,1139492
Russia,Lipetsk Oblast,2020-05-01,446,2,1139492
Russia,Lipetsk Oblast,2020-05-02,481,2,1139492
Russia,Lipetsk Oblast,2020-05-03,520,2,1139492
Russia,Lipetsk Oblast,2020-05-04,563,2,1139492
Russia,Lipetsk Oblast,2020-05-05,610,2,1139492
Russia,Lipetsk Oblast,2020-05-06,656,2,1139492
Russia,Lipetsk Oblast,2020-05-07,752,2,1139492
Russia,Lipetsk Oblast,2020-05-08,752,2,1139492
Russia,Lipetsk Oblast,2020-05-09,752,2,1139492
Russia,Lipetsk Oblast,2020-05-10,752,2,1139492
Russia,Lipetsk Oblast,2020-05-11,897,3,1139492
Russia,Lipetsk Oblast,2020-05-12,944,3,1139492
Russia,Lipetsk Oblast,2020-05-13,990,3,1139492
Russia,Lipetsk Oblast,2020-05-14,1036,3,1139492
Russia,Lipetsk Oblast,2020-05-15,1083,3,1139492
Russia,Lipetsk Oblast,2020-05-16,1083,3,1139492
Russia,Lipetsk Oblast,2020-05-17,1186,4,1139492
Russia,Lipetsk Oblast,2020-05-18,1240,4,1139492
Russia,Lipetsk Oblast,2020-05-19,1240,4,1139492
Russia,Lipetsk Oblast,2020-05-20,1298,4,1139492
Russia,Lipetsk Oblast,2020-05-21,1439,4,1139492
Russia,Lipetsk Oblast,2020-05-22,1439,4,1139492
Russia,Lipetsk Oblast,2020-05-23,1568,4,1139492
Russia,Lipetsk Oblast,2020-05-24,1633,5,1139492
Russia,Lipetsk Oblast,2020-05-25,1696,5,1139492
Russia,Lipetsk Oblast,2020-05-26,1764,5,1139492
Russia,Lipetsk Oblast,2020-05-27,1764,5,1139492
Russia,Lipetsk Oblast,2020-05-28,1906,5,1139492
Russia,Lipetsk Oblast,2020-05-29,1976,5,1139492
Russia,Lipetsk Oblast,2020-05-30,1976,5,1139492
Russia,Lipetsk Oblast,2020-05-31,1976,5,1139492
Russia,Lipetsk Oblast,2020-06-01,2123,6,1139492
Russia,Magadan Oblast,2020-03-22,0,0,140199
Russia,Magadan Oblast,2020-03-23,0,0,140199
Russia,Magadan Oblast,2020-03-24,0,0,140199
Russia,Magadan Oblast,2020-03-25,0,0,140199
Russia,Magadan Oblast,2020-03-26,0,0,140199
Russia,Magadan Oblast,2020-03-27,0,0,140199
Russia,Magadan Oblast,2020-03-28,0,0,140199
Russia,Magadan Oblast,2020-03-29,0,0,140199
Russia,Magadan Oblast,2020-03-30,0,0,140199
Russia,Magadan Oblast,2020-03-31,1,0,140199
Russia,Magadan Oblast,2020-04-01,1,0,140199
Russia,Magadan Oblast,2020-04-02,1,0,140199
Russia,Magadan Oblast,2020-04-03,1,0,140199
Russia,Magadan Oblast,2020-04-04,1,0,140199
Russia,Magadan Oblast,2020-04-05,1,0,140199
Russia,Magadan Oblast,2020-04-06,1,0,140199
Russia,Magadan Oblast,2020-04-07,1,0,140199
Russia,Magadan Oblast,2020-04-08,1,0,140199
Russia,Magadan Oblast,2020-04-09,1,0,140199
Russia,Magadan Oblast,2020-04-10,1,0,140199
Russia,Magadan Oblast,2020-04-11,1,0,140199
Russia,Magadan Oblast,2020-04-12,1,0,140199
Russia,Magadan Oblast,2020-04-13,2,0,140199
Russia,Magadan Oblast,2020-04-14,3,0,140199
Russia,Magadan Oblast,2020-04-15,3,0,140199
Russia,Magadan Oblast,2020-04-16,18,0,140199
Russia,Magadan Oblast,2020-04-17,18,0,140199
Russia,Magadan Oblast,2020-04-18,62,0,140199
Russia,Magadan Oblast,2020-04-19,63,0,140199
Russia,Magadan Oblast,2020-04-20,63,0,140199
Russia,Magadan Oblast,2020-04-21,65,0,140199
Russia,Magadan Oblast,2020-04-22,67,0,140199
Russia,Magadan Oblast,2020-04-23,76,0,140199
Russia,Magadan Oblast,2020-04-24,78,0,140199
Russia,Magadan Oblast,2020-04-25,87,0,140199
Russia,Magadan Oblast,2020-04-26,88,0,140199
Russia,Magadan Oblast,2020-04-27,91,0,140199
Russia,Magadan Oblast,2020-04-28,92,2,140199
Russia,Magadan Oblast,2020-04-29,99,2,140199
Russia,Magadan Oblast,2020-04-30,101,2,140199
Russia,Magadan Oblast,2020-05-01,110,2,140199
Russia,Magadan Oblast,2020-05-02,114,2,140199
Russia,Magadan Oblast,2020-05-03,116,2,140199
Russia,Magadan Oblast,2020-05-04,116,2,140199
Russia,Magadan Oblast,2020-05-05,131,2,140199
Russia,Magadan Oblast,2020-05-06,136,2,140199
Russia,Magadan Oblast,2020-05-07,146,2,140199
Russia,Magadan Oblast,2020-05-08,146,2,140199
Russia,Magadan Oblast,2020-05-09,146,2,140199
Russia,Magadan Oblast,2020-05-10,146,2,140199
Russia,Magadan Oblast,2020-05-11,155,3,140199
Russia,Magadan Oblast,2020-05-12,157,3,140199
Russia,Magadan Oblast,2020-05-13,162,3,140199
Russia,Magadan Oblast,2020-05-14,163,3,140199
Russia,Magadan Oblast,2020-05-15,171,3,140199
Russia,Magadan Oblast,2020-05-16,171,3,140199
Russia,Magadan Oblast,2020-05-17,186,3,140199
Russia,Magadan Oblast,2020-05-18,189,3,140199
Russia,Magadan Oblast,2020-05-19,189,3,140199
Russia,Magadan Oblast,2020-05-20,196,3,140199
Russia,Magadan Oblast,2020-05-21,206,3,140199
Russia,Magadan Oblast,2020-05-22,206,3,140199
Russia,Magadan Oblast,2020-05-23,218,3,140199
Russia,Magadan Oblast,2020-05-24,223,3,140199
Russia,Magadan Oblast,2020-05-25,223,3,140199
Russia,Magadan Oblast,2020-05-26,227,3,140199
