date,country,country_population,state_province,state_province_population,county,county_population,city,city_population,new_cases,new_deaths,new_recovered,cumulative_cases,cumulative_deaths,cumulative_recovered
2020-02-25,Chile,17576779,Antofagasta,607534,,,,,,,,0,0,0
2020-02-26,Chile,17576779,Antofagasta,607534,,,,,,,,0,0,0
2020-02-27,Chile,17576779,Antofagasta,607534,,,,,0,0,0,0,0,0
2020-02-28,Chile,17576779,Antofagasta,607534,,,,,0,0,0,0,0,0
2020-02-29,Chile,17576779,Antofagasta,607534,,,,,0,0,0,0,0,0
2020-03-01,Chile,17576779,Antofagasta,607534,,,,,0,0,0,0,0,0
2020-03-02,Chile,17576779,Antofagasta,607534,,,,,0,0,0,0,0,0
2020-03-03,Chile,17576779,Antofagasta,607534,,,,,0,0,0,0,0,0
2020-03-04,Chile,17576779,Antofagasta,607534,,,,,0,0,0,0,0,0
2020-03-05,Chile,17576779,Antofagasta,607534,,,,,0,0,0,0,0,0
2020-03-06,Chile,17576779,Antofagasta,607534,,,,,0,0,0,0,0,0
2020-03-07,Chile,17576779,Antofagasta,607534,,,,,0,0,0,0,0,0
2020-03-08,Chile,17576779,Antofagasta,607534,,,,,0,0,0,0,0,0
2020-03-09,Chile,17576779,Antofagasta,607534,,,,,0,0,0,0,0,0
2020-03-10,Chile,17576779,Antofagasta,607534,,,,,0,0,0,0,0,0
2020-03-11,Chile,17576779,Antofagasta,607534,,,,,0,0,0,0,0,0
2020-03-12,Chile,17576779,Antofagasta,607534,,,,,0,0,0,0,0,0
2020-03-13,Chile,17576779,Antofagasta,607534,,,,,0,0,0,0,0,0
2020-03-14,Chile,17576779,Antofagasta,607534,,,,,2,0,0,2,0,0
2020-03-15,Chile,17576779,Antofagasta,607534,,,,,0,0,0,2,0,0
2020-03-16,Chile,17576779,Antofagasta,607534,,,,,0,0,0,2,0,0
2020-03-17,Chile,17576779,Antofagasta,607534,,,,,0,0,0,2,0,0
2020-03-18,Chile,17576779,Antofagasta,607534,,,,,0,0,0,2,0,0
2020-03-19,Chile,17576779,Antofagasta,607534,,,,,0,0,0,2,0,0
2020-03-20,Chile,17576779,Antofagasta,607534,,,,,4,0,0,6,0,0
2020-03-21,Chile,17576779,Antofagasta,607534,,,,,4,0,0,10,0,0
2020-03-22,Chile,17576779,Antofagasta,607534,,,,,1,0,0,11,0,0
2020-03-23,Chile,17576779,Antofagasta,607534,,,,,0,0,0,11,0,0
2020-03-24,Chile,17576779,Antofagasta,607534,,,,,2,0,0,13,0,0
2020-03-25,Chile,17576779,Antofagasta,607534,,,,,6,0,0,19,0,0
2020-03-26,Chile,17576779,Antofagasta,607534,,,,,1,0,0,20,0,0
2020-03-27,Chile,17576779,Antofagasta,607534,,,,,1,0,0,21,0,0
2020-03-28,Chile,17576779,Antofagasta,607534,,,,,4,0,0,25,0,0
2020-03-29,Chile,17576779,Antofagasta,607534,,,,,2,0,0,27,0,0
2020-03-30,Chile,17576779,Antofagasta,607534,,,,,8,0,0,35,0,0
2020-03-31,Chile,17576779,Antofagasta,607534,,,,,0,0,0,35,0,0
2020-04-01,Chile,17576779,Antofagasta,607534,,,,,4,0,0,39,0,0
