key,date,new_cases,new_deaths,cumulative_cases,cumulative_deaths,population,country,state_province,county
AR_C_002,2020-03-02,0,0,0,0,157932,Argentina,None,None
AR_C_002,2020-03-04,0,0,0,0,157932,Argentina,None,None
AR_C_002,2020-03-08,0,0,0,0,157932,Argentina,None,None
AR_C_002,2020-03-09,1,0,1,0,157932,Argentina,None,None
AR_C_002,2020-03-11,0,0,1,0,157932,Argentina,None,None
AR_C_002,2020-03-12,0,0,1,0,157932,Argentina,None,None
AR_C_002,2020-03-13,1,0,2,0,157932,Argentina,None,None
AR_C_002,2020-03-14,1,0,3,0,157932,Argentina,None,None
AR_C_002,2020-03-15,2,0,5,0,157932,Argentina,None,None
AR_C_002,2020-03-16,0,0,5,0,157932,Argentina,None,None
AR_C_002,2020-03-20,1,0,6,0,157932,Argentina,None,None
AR_C_002,2020-03-21,0,0,6,0,157932,Argentina,None,None
AR_C_002,2020-03-23,2,0,8,0,157932,Argentina,None,None
AR_C_002,2020-03-24,0,0,8,0,157932,Argentina,None,None
AR_C_002,2020-03-25,0,0,8,0,157932,Argentina,None,None
AR_C_002,2020-03-26,3,0,11,0,157932,Argentina,None,None
AR_C_002,2020-03-27,0,0,11,0,157932,Argentina,None,None
AR_C_002,2020-03-28,1,0,12,0,157932,Argentina,None,None
AR_C_002,2020-03-29,0,0,12,0,157932,Argentina,None,None
AR_C_002,2020-03-30,0,0,12,0,157932,Argentina,None,None
AR_C_002,2020-03-31,1,0,13,0,157932,Argentina,None,None
AR_C_002,2020-04-01,0,0,13,0,157932,Argentina,None,None
AR_C_002,2020-04-02,1,0,14,0,157932,Argentina,None,None
AR_C_002,2020-04-03,1,0,15,0,157932,Argentina,None,None
AR_C_002,2020-04-04,2,0,17,0,157932,Argentina,None,None
AR_C_002,2020-04-06,0,0,17,0,157932,Argentina,None,None
AR_C_002,2020-04-07,0,0,17,0,157932,Argentina,None,None
AR_C_002,2020-04-08,0,0,17,0,157932,Argentina,None,None
AR_C_002,2020-04-10,0,0,17,0,157932,Argentina,None,None
AR_C_002,2020-04-12,0,0,17,0,157932,Argentina,None,None
AR_C_002,2020-04-13,1,0,18,0,157932,Argentina,None,None
AR_C_002,2020-04-14,1,0,19,0,157932,Argentina,None,None
AR_C_002,2020-04-16,0,0,19,0,157932,Argentina,None,None
AR_C_002,2020-04-18,0,0,19,0,157932,Argentina,None,None
AR_C_002,2020-04-19,0,0,19,0,157932,Argentina,None,None
AR_C_002,2020-04-20,0,0,19,0,157932,Argentina,None,None
AR_C_002,2020-04-21,0,0,19,0,157932,Argentina,None,None
AR_C_002,2020-04-22,0,0,19,0,157932,Argentina,None,None
AR_C_002,2020-04-23,0,0,19,0,157932,Argentina,None,None
AR_C_002,2020-04-24,1,0,20,0,157932,Argentina,None,None
AR_C_002,2020-04-25,0,0,20,0,157932,Argentina,None,None
AR_C_002,2020-04-26,1,0,21,0,157932,Argentina,None,None
AR_C_002,2020-04-27,0,0,21,0,157932,Argentina,None,None
AR_C_002,2020-04-28,0,0,21,0,157932,Argentina,None,None
AR_C_002,2020-04-29,0,0,21,0,157932,Argentina,None,None
AR_C_002,2020-05-02,1,0,22,0,157932,Argentina,None,None
AR_C_002,2020-05-04,0,0,22,0,157932,Argentina,None,None
AR_C_002,2020-05-05,1,0,23,0,157932,Argentina,None,None
AR_C_002,2020-05-07,22,0,45,0,157932,Argentina,None,None
AR_C_002,2020-05-08,2,0,47,0,157932,Argentina,None,None
AR_C_002,2020-05-09,0,0,47,0,157932,Argentina,None,None
AR_C_002,2020-05-10,1,0,48,0,157932,Argentina,None,None
AR_C_002,2020-05-12,2,1,50,1,157932,Argentina,None,None
AR_C_002,2020-05-13,2,0,52,1,157932,Argentina,None,None
AR_C_002,2020-05-14,0,0,52,1,157932,Argentina,None,None
AR_C_002,2020-05-15,0,0,52,1,157932,Argentina,None,None
AR_C_002,2020-05-17,1,0,53,1,157932,Argentina,None,None
AR_C_002,2020-05-18,2,0,55,1,157932,Argentina,None,None
AR_C_002,2020-05-19,3,0,58,1,157932,Argentina,None,None
AR_C_002,2020-05-20,3,0,61,1,157932,Argentina,None,None
AR_C_002,2020-05-21,1,0,62,1,157932,Argentina,None,None
AR_C_002,2020-05-22,2,1,64,2,157932,Argentina,None,None
AR_C_002,2020-05-23,0,1,64,3,157932,Argentina,None,None
AR_C_002,2020-05-24,2,0,66,3,157932,Argentina,None,None
AR_C_002,2020-05-25,2,1,68,4,157932,Argentina,None,None
AR_C_002,2020-05-26,2,1,70,5,157932,Argentina,None,None
AR_C_002,2020-05-27,3,0,73,5,157932,Argentina,None,None
AR_C_002,2020-05-28,0,0,73,5,157932,Argentina,None,None
AR_C_002,2020-05-29,3,0,76,5,157932,Argentina,None,None
AR_C_002,2020-05-30,4,0,80,5,157932,Argentina,None,None
AR_C_002,2020-05-31,4,0,84,5,157932,Argentina,None,None
AR_C_002,2020-06-01,2,0,86,5,157932,Argentina,None,None
AR_C_002,2020-06-02,3,0,89,5,157932,Argentina,None,None
AR_C_002,2020-06-03,5,0,94,5,157932,Argentina,None,None
AR_C_002,2020-06-04,3,0,97,5,157932,Argentina,None,None
AR_C_002,2020-06-05,2,0,99,5,157932,Argentina,None,None
AR_C_002,2020-06-06,4,0,103,5,157932,Argentina,None,None
AR_C_002,2020-06-07,2,0,105,5,157932,Argentina,None,None
AR_C_002,2020-06-08,4,0,109,5,157932,Argentina,None,None
AR_C_002,2020-06-09,3,0,112,5,157932,Argentina,None,None
AR_C_002,2020-06-10,0,1,112,6,157932,Argentina,None,None
AR_C_002,2020-06-11,4,0,116,6,157932,Argentina,None,None
AR_C_002,2020-06-12,11,1,127,7,157932,Argentina,None,None
AR_C_002,2020-06-13,1,0,128,7,157932,Argentina,None,None
AR_C_002,2020-06-14,3,1,131,8,157932,Argentina,None,None
AR_C_002,2020-06-15,0,0,131,8,157932,Argentina,None,None
AR_C_002,2020-06-16,7,0,138,8,157932,Argentina,None,None
AR_C_002,2020-06-17,3,1,141,9,157932,Argentina,None,None
AR_C_002,2020-06-18,4,0,145,9,157932,Argentina,None,None
AR_C_002,2020-06-19,6,0,151,9,157932,Argentina,None,None
AR_C_002,2020-06-20,5,1,156,10,157932,Argentina,None,None
AR_C_002,2020-06-21,3,1,159,11,157932,Argentina,None,None
AR_C_002,2020-06-22,6,0,165,11,157932,Argentina,None,None
AR_C_002,2020-06-23,3,0,168,11,157932,Argentina,None,None
AR_C_002,2020-06-24,3,0,171,11,157932,Argentina,None,None
AR_C_002,2020-06-25,8,0,179,11,157932,Argentina,None,None
AR_C_002,2020-06-26,2,0,181,11,157932,Argentina,None,None
AR_C_002,2020-06-27,6,0,187,11,157932,Argentina,None,None
AR_C_002,2020-06-28,5,0,192,11,157932,Argentina,None,None
AR_C_002,2020-06-29,6,0,198,11,157932,Argentina,None,None
AR_C_002,2020-06-30,10,0,208,11,157932,Argentina,None,None
AR_C_002,2020-07-01,5,0,213,11,157932,Argentina,None,None
AR_C_002,2020-07-02,9,0,222,11,157932,Argentina,None,None
AR_C_002,2020-07-03,6,0,228,11,157932,Argentina,None,None
AR_C_002,2020-07-04,7,0,235,11,157932,Argentina,None,None
AR_C_002,2020-07-05,4,0,239,11,157932,Argentina,None,None
AR_C_002,2020-07-06,5,1,244,12,157932,Argentina,None,None
AR_C_002,2020-07-07,9,0,253,12,157932,Argentina,None,None
AR_C_002,2020-07-08,3,0,256,12,157932,Argentina,None,None
AR_C_002,2020-07-09,3,1,259,13,157932,Argentina,None,None
AR_C_002,2020-07-10,4,0,263,13,157932,Argentina,None,None
AR_C_002,2020-07-11,7,1,270,14,157932,Argentina,None,None
AR_C_002,2020-07-12,4,0,274,14,157932,Argentina,None,None
AR_C_002,2020-07-13,14,0,288,14,157932,Argentina,None,None
AR_C_002,2020-07-14,18,1,306,15,157932,Argentina,None,None
AR_C_002,2020-07-15,12,0,318,15,157932,Argentina,None,None
AR_C_002,2020-07-16,13,0,331,15,157932,Argentina,None,None
AR_C_002,2020-07-17,10,0,341,15,157932,Argentina,None,None
AR_C_002,2020-07-18,8,0,349,15,157932,Argentina,None,None
AR_C_002,2020-07-19,3,0,352,15,157932,Argentina,None,None
AR_C_002,2020-07-20,11,0,363,15,157932,Argentina,None,None
AR_C_002,2020-07-21,16,3,379,18,157932,Argentina,None,None
