date,country,country_population,state_province,state_province_population,county,county_population,city,city_population,new_cases,new_deaths,new_recovered,cumulative_cases,cumulative_deaths,cumulative_recovered
2020-02-25,Brazil,210147125,Acre,881935,,,,,,,,0,0,0
2020-02-26,Brazil,210147125,Acre,881935,,,,,0,,,0,0,0
2020-02-27,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-02-28,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-02-29,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-01,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-02,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-03,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-04,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-05,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-06,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-07,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-08,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-09,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-10,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-11,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-12,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-13,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-14,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-15,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-16,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-17,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-18,Brazil,210147125,Acre,881935,,,,,0,0,0,0,0,0
2020-03-19,Brazil,210147125,Acre,881935,,,,,3,0,0,3,0,0
2020-03-20,Brazil,210147125,Acre,881935,,,,,4,0,0,7,0,0
2020-03-21,Brazil,210147125,Acre,881935,,,,,2,0,0,9,0,0
2020-03-22,Brazil,210147125,Acre,881935,,,,,2,0,0,11,0,0
2020-03-23,Brazil,210147125,Acre,881935,,,,,0,0,0,11,0,0
2020-03-24,Brazil,210147125,Acre,881935,,,,,6,0,0,17,0,0
2020-03-25,Brazil,210147125,Acre,881935,,,,,6,0,0,23,0,0
2020-03-26,Brazil,210147125,Acre,881935,,,,,1,0,0,24,0,0
2020-03-27,Brazil,210147125,Acre,881935,,,,,1,0,0,25,0,0
2020-03-28,Brazil,210147125,Acre,881935,,,,,0,0,0,25,0,0
2020-03-29,Brazil,210147125,Acre,881935,,,,,9,0,0,34,0,0
2020-03-30,Brazil,210147125,Acre,881935,,,,,8,0,0,42,0,0
2020-03-31,Brazil,210147125,Acre,881935,,,,,0,0,0,42,0,0
2020-04-01,Brazil,210147125,Acre,881935,,,,,1,0,0,43,0,0
2020-04-02,Brazil,210147125,Acre,881935,,,,,0,0,0,43,0,0
2020-04-03,Brazil,210147125,Acre,881935,,,,,3,0,0,46,0,0
2020-04-04,Brazil,210147125,Acre,881935,,,,,0,0,0,46,0,0
2020-04-05,Brazil,210147125,Acre,881935,,,,,2,0,0,48,0,0
2020-04-06,Brazil,210147125,Acre,881935,,,,,2,0,0,50,0,0
2020-04-07,Brazil,210147125,Acre,881935,,,,,0,1,0,50,1,0
2020-04-08,Brazil,210147125,Acre,881935,,,,,4,1,0,54,2,0
2020-04-09,Brazil,210147125,Acre,881935,,,,,8,0,0,62,2,0
2020-04-10,Brazil,210147125,Acre,881935,,,,,8,0,0,70,2,0
2020-04-11,Brazil,210147125,Acre,881935,,,,,2,0,0,72,2,0
2020-04-12,Brazil,210147125,Acre,881935,,,,,5,0,0,77,2,0
2020-04-13,Brazil,210147125,Acre,881935,,,,,13,1,0,90,3,0
2020-04-14,Brazil,210147125,Acre,881935,,,,,9,0,0,99,3,0
2020-04-15,Brazil,210147125,Acre,881935,,,,,2,0,0,101,3,0
2020-04-16,Brazil,210147125,Acre,881935,,,,,9,2,0,110,5,0
2020-04-17,Brazil,210147125,Acre,881935,,,,,25,0,0,135,5,0
2020-04-18,Brazil,210147125,Acre,881935,,,,,7,0,0,142,5,0
2020-04-19,Brazil,210147125,Acre,881935,,,,,21,1,0,163,6,0
2020-04-20,Brazil,210147125,Acre,881935,,,,,13,2,0,176,8,0
2020-04-21,Brazil,210147125,Acre,881935,,,,,19,0,0,195,8,0
2020-04-22,Brazil,210147125,Acre,881935,,,,,19,0,0,214,8,0
2020-04-23,Brazil,210147125,Acre,881935,,,,,13,2,0,227,10,0
2020-04-24,Brazil,210147125,Acre,881935,,,,,7,1,0,234,11,0
2020-04-25,Brazil,210147125,Acre,881935,,,,,24,0,0,258,11,0
2020-04-26,Brazil,210147125,Acre,881935,,,,,21,0,0,279,11,0
2020-04-27,Brazil,210147125,Acre,881935,,,,,0,3,0,279,14,0
2020-04-28,Brazil,210147125,Acre,881935,,,,,32,2,0,311,16,0
2020-04-29,Brazil,210147125,Acre,881935,,,,,43,1,0,354,17,0
2020-04-30,Brazil,210147125,Acre,881935,,,,,50,2,0,404,19,0
2020-05-01,Brazil,210147125,Acre,881935,,,,,82,0,0,486,19,0
2020-05-02,Brazil,210147125,Acre,881935,,,,,67,3,0,553,22,0
2020-05-03,Brazil,210147125,Acre,881935,,,,,104,2,0,657,24,0
2020-05-04,Brazil,210147125,Acre,881935,,,,,76,4,0,733,28,0
2020-05-05,Brazil,210147125,Acre,881935,,,,,84,1,0,817,29,0
2020-05-06,Brazil,210147125,Acre,881935,,,,,126,4,0,943,33,0
2020-05-07,Brazil,210147125,Acre,881935,,,,,71,3,0,1014,36,0
2020-05-08,Brazil,210147125,Acre,881935,,,,,163,2,0,1177,38,0
2020-05-09,Brazil,210147125,Acre,881935,,,,,158,1,0,1335,39,0
2020-05-10,Brazil,210147125,Acre,881935,,,,,112,2,0,1447,41,0
2020-05-11,Brazil,210147125,Acre,881935,,,,,13,4,0,1460,45,0
2020-05-12,Brazil,210147125,Acre,881935,,,,,130,6,0,1590,51,0
2020-05-13,Brazil,210147125,Acre,881935,,,,,104,1,0,1694,52,0
2020-05-14,Brazil,210147125,Acre,881935,,,,,46,3,0,1740,55,0
2020-05-15,Brazil,210147125,Acre,881935,,,,,45,2,0,1785,57,0
2020-05-16,Brazil,210147125,Acre,881935,,,,,82,2,0,1867,59,0
2020-05-17,Brazil,210147125,Acre,881935,,,,,130,1,0,1997,60,0
2020-05-18,Brazil,210147125,Acre,881935,,,,,237,7,0,2234,67,0
2020-05-19,Brazil,210147125,Acre,881935,,,,,248,5,0,2482,72,0
2020-05-20,Brazil,210147125,Acre,881935,,,,,335,4,0,2817,76,0
2020-05-21,Brazil,210147125,Acre,881935,,,,,286,2,0,3103,78,0
2020-05-22,Brazil,210147125,Acre,881935,,,,,240,2,0,3343,80,0
2020-05-23,Brazil,210147125,Acre,881935,,,,,524,7,0,3867,87,0
2020-05-24,Brazil,210147125,Acre,881935,,,,,293,5,0,4160,92,0
2020-05-25,Brazil,210147125,Acre,881935,,,,,341,5,0,4501,97,0
2020-05-26,Brazil,210147125,Acre,881935,,,,,280,8,0,4781,105,0
2020-05-27,Brazil,210147125,Acre,881935,,,,,470,8,0,5251,113,0
2020-05-28,Brazil,210147125,Acre,881935,,,,,349,9,0,5600,122,0
2020-05-29,Brazil,210147125,Acre,881935,,,,,241,13,0,5841,135,0
2020-05-30,Brazil,210147125,Acre,881935,,,,,231,7,0,6072,142,0
2020-05-31,Brazil,210147125,Acre,881935,,,,,147,6,0,6219,148,0
2020-06-01,Brazil,210147125,Acre,881935,,,,,107,13,0,6326,161,0
2020-06-02,Brazil,210147125,Acre,881935,,,,,139,4,0,6465,165,0
2020-06-03,Brazil,210147125,Acre,881935,,,,,214,6,0,6679,171,0
2020-06-04,Brazil,210147125,Acre,881935,,,,,342,10,0,7021,181,0
2020-06-05,Brazil,210147125,Acre,881935,,,,,263,9,0,7284,190,0
2020-06-06,Brazil,210147125,Acre,881935,,,,,241,11,0,7525,201,0
2020-06-07,Brazil,210147125,Acre,881935,,,,,458,6,0,7983,207,0
2020-06-08,Brazil,210147125,Acre,881935,,,,,145,4,0,8128,211,0
2020-06-09,Brazil,210147125,Acre,881935,,,,,329,12,0,8457,223,0
2020-06-10,Brazil,210147125,Acre,881935,,,,,289,14,0,8746,237,0
2020-06-11,Brazil,210147125,Acre,881935,,,,,345,8,0,9091,245,0
2020-06-12,Brazil,210147125,Acre,881935,,,,,204,9,0,9295,254,0
2020-06-13,Brazil,210147125,Acre,881935,,,,,239,2,0,9534,256,0
2020-06-14,Brazil,210147125,Acre,881935,,,,,108,3,0,9642,259,0
2020-06-15,Brazil,210147125,Acre,881935,,,,,129,6,0,9771,265,0
2020-06-16,Brazil,210147125,Acre,881935,,,,,232,6,0,10003,271,0
2020-06-17,Brazil,210147125,Acre,881935,,,,,336,10,0,10339,281,0
2020-06-18,Brazil,210147125,Acre,881935,,,,,325,6,0,10664,287,0
2020-06-19,Brazil,210147125,Acre,881935,,,,,323,5,0,10987,292,0
2020-06-20,Brazil,210147125,Acre,881935,,,,,276,5,0,11263,297,0
2020-06-21,Brazil,210147125,Acre,881935,,,,,118,3,0,11381,300,0
2020-06-22,Brazil,210147125,Acre,881935,,,,,158,5,0,11539,305,0
2020-06-23,Brazil,210147125,Acre,881935,,,,,271,16,0,11810,321,0
2020-06-24,Brazil,210147125,Acre,881935,,,,,212,5,0,12022,326,0
2020-06-25,Brazil,210147125,Acre,881935,,,,,282,9,0,12304,335,0
2020-06-26,Brazil,210147125,Acre,881935,,,,,340,8,0,12644,343,0
2020-06-27,Brazil,210147125,Acre,881935,,,,,269,8,0,12913,351,0
2020-06-28,Brazil,210147125,Acre,881935,,,,,145,2,0,13058,353,0
2020-06-29,Brazil,210147125,Acre,881935,,,,,88,8,0,13146,361,0
2020-06-30,Brazil,210147125,Acre,881935,,,,,107,4,0,13253,365,0
2020-07-01,Brazil,210147125,Acre,881935,,,,,462,5,0,13715,370,0
2020-07-02,Brazil,210147125,Acre,881935,,,,,333,8,0,14048,378,0
2020-07-03,Brazil,210147125,Acre,881935,,,,,64,9,0,14112,387,0
2020-07-04,Brazil,210147125,Acre,881935,,,,,375,4,0,14487,391,0
2020-07-05,Brazil,210147125,Acre,881935,,,,,135,0,0,14622,391,0
2020-07-06,Brazil,210147125,Acre,881935,,,,,66,3,0,14688,394,0
2020-07-07,Brazil,210147125,Acre,881935,,,,,253,5,0,14941,399,0
2020-07-08,Brazil,210147125,Acre,881935,,,,,226,5,0,15167,404,0
2020-07-09,Brazil,210147125,Acre,881935,,,,,298,7,0,15465,411,0
2020-07-10,Brazil,210147125,Acre,881935,,,,,303,6,0,15768,417,0
2020-07-11,Brazil,210147125,Acre,881935,,,,,312,2,0,16080,419,0
2020-07-12,Brazil,210147125,Acre,881935,,,,,110,7,0,16190,426,0
2020-07-13,Brazil,210147125,Acre,881935,,,,,70,4,0,16260,430,0
2020-07-14,Brazil,210147125,Acre,881935,,,,,219,6,0,16479,436,0
2020-07-15,Brazil,210147125,Acre,881935,,,,,193,10,0,16672,446,0
2020-07-16,Brazil,210147125,Acre,881935,,,,,193,1,0,16865,447,0
2020-07-17,Brazil,210147125,Acre,881935,,,,,100,5,0,16965,452,0
2020-07-18,Brazil,210147125,Acre,881935,,,,,237,5,0,17202,457,0
2020-07-19,Brazil,210147125,Acre,881935,,,,,93,3,0,17295,460,0
2020-07-20,Brazil,210147125,Acre,881935,,,,,167,5,0,17462,465,0
2020-07-21,Brazil,210147125,Acre,881935,,,,,238,4,0,17700,469,0
2020-07-22,Brazil,210147125,Acre,881935,,,,,279,1,0,17979,470,0
