Country_Region,Province_State,variable,cum_cases,new_cases,cum_deaths,new_deaths,Population
Mexico,Aguascalientes,2020-04-07,53.0,4.0,0.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-08,53.0,0.0,0.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-09,53.0,0.0,0.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-10,53.0,0.0,0.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-11,55.0,2.0,1.0,1.0,1434635.0
Mexico,Aguascalientes,2020-04-12,55.0,0.0,1.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-13,55.0,0.0,1.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-14,65.0,10.0,1.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-15,65.0,0.0,1.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-16,71.0,6.0,2.0,1.0,1434635.0
Mexico,Aguascalientes,2020-04-17,77.0,6.0,2.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-18,77.0,0.0,2.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-19,80.0,3.0,2.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-20,80.0,0.0,2.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-21,80.0,0.0,2.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-22,99.0,19.0,2.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-23,105.0,6.0,2.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-24,145.0,40.0,2.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-25,146.0,1.0,2.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-26,148.0,2.0,2.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-27,161.0,13.0,2.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-28,167.0,6.0,2.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-29,187.0,20.0,2.0,0.0,1434635.0
Mexico,Aguascalientes,2020-04-30,206.0,19.0,6.0,4.0,1434635.0
Mexico,Aguascalientes,2020-05-01,226.0,20.0,7.0,1.0,1434635.0
Mexico,Aguascalientes,2020-05-02,255.0,29.0,7.0,0.0,1434635.0
Mexico,Aguascalientes,2020-05-03,267.0,12.0,7.0,0.0,1434635.0
Mexico,Aguascalientes,2020-05-04,290.0,23.0,9.0,2.0,1434635.0
Mexico,Aguascalientes,2020-05-05,293.0,3.0,10.0,1.0,1434635.0
Mexico,Aguascalientes,2020-05-06,296.0,3.0,10.0,0.0,1434635.0
Mexico,Aguascalientes,2020-05-07,296.0,0.0,11.0,1.0,1434635.0
Mexico,Aguascalientes,2020-05-08,304.0,8.0,12.0,1.0,1434635.0
Mexico,Aguascalientes,2020-05-09,307.0,3.0,14.0,2.0,1434635.0
Mexico,Aguascalientes,2020-05-10,334.0,27.0,14.0,0.0,1434635.0
Mexico,Aguascalientes,2020-05-11,357.0,23.0,14.0,0.0,1434635.0
Mexico,Aguascalientes,2020-05-12,387.0,30.0,14.0,0.0,1434635.0
Mexico,Aguascalientes,2020-05-13,404.0,17.0,15.0,1.0,1434635.0
Mexico,Aguascalientes,2020-05-14,413.0,9.0,16.0,1.0,1434635.0
Mexico,Aguascalientes,2020-05-15,448.0,35.0,18.0,2.0,1434635.0
Mexico,Aguascalientes,2020-05-16,447.0,-1.0,20.0,2.0,1434635.0
Mexico,Aguascalientes,2020-05-17,477.0,30.0,20.0,0.0,1434635.0
Mexico,Aguascalientes,2020-05-18,482.0,5.0,20.0,0.0,1434635.0
Mexico,Aguascalientes,2020-05-19,522.0,40.0,20.0,0.0,1434635.0
Mexico,Aguascalientes,2020-05-20,568.0,46.0,21.0,1.0,1434635.0
Mexico,Aguascalientes,2020-05-21,595.0,27.0,21.0,0.0,1434635.0
Mexico,Aguascalientes,2020-05-22,618.0,23.0,25.0,4.0,1434635.0
Mexico,Aguascalientes,2020-05-23,623.0,5.0,26.0,1.0,1434635.0
Mexico,Aguascalientes,2020-05-24,625.0,2.0,26.0,0.0,1434635.0
Mexico,Aguascalientes,2020-05-25,659.0,34.0,26.0,0.0,1434635.0
Mexico,Aguascalientes,2020-05-26,686.0,27.0,30.0,4.0,1434635.0
Mexico,Aguascalientes,2020-05-27,726.0,40.0,32.0,2.0,1434635.0
Mexico,Aguascalientes,2020-05-28,779.0,53.0,33.0,1.0,1434635.0
Mexico,Aguascalientes,2020-05-29,807.0,28.0,33.0,0.0,1434635.0
Mexico,Aguascalientes,2020-05-30,826.0,19.0,35.0,2.0,1434635.0
Mexico,Aguascalientes,2020-05-31,826.0,0.0,35.0,0.0,1434635.0
Mexico,Aguascalientes,2020-06-01,851.0,25.0,35.0,0.0,1434635.0
Mexico,Aguascalientes,2020-06-02,900.0,49.0,35.0,0.0,1434635.0
Mexico,Aguascalientes,2020-06-03,950.0,50.0,36.0,1.0,1434635.0
Mexico,Aguascalientes,2020-06-04,1047.0,97.0,38.0,2.0,1434635.0
Mexico,Aguascalientes,2020-06-05,1086.0,39.0,48.0,10.0,1434635.0
Mexico,Aguascalientes,2020-06-06,1117.0,31.0,51.0,3.0,1434635.0
Mexico,Aguascalientes,2020-06-07,1117.0,0.0,51.0,0.0,1434635.0
Mexico,Baja California,2020-02-26,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-02-27,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-02-28,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-02-29,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-01,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-02,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-03,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-04,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-05,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-06,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-07,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-08,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-09,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-10,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-11,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-12,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-13,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-14,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-15,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-16,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-17,0.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-18,2.0,2.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-19,2.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-20,4.0,2.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-21,8.0,4.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-22,11.0,3.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-23,13.0,2.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-24,13.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-25,14.0,1.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-26,19.0,5.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-27,20.0,1.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-28,20.0,0.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-29,23.0,3.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-30,27.0,4.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-03-31,35.0,8.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-04-01,37.0,2.0,0.0,0.0,3634868.0
Mexico,Baja California,2020-04-02,40.0,3.0,3.0,3.0,3634868.0
Mexico,Baja California,2020-04-03,52.0,12.0,5.0,2.0,3634868.0
Mexico,Baja California,2020-04-04,54.0,2.0,5.0,0.0,3634868.0
Mexico,Baja California,2020-04-05,69.0,15.0,6.0,1.0,3634868.0
Mexico,Baja California,2020-04-06,111.0,42.0,7.0,1.0,3634868.0
Mexico,Baja California,2020-04-07,136.0,25.0,7.0,0.0,3634868.0
Mexico,Baja California,2020-04-08,225.0,89.0,15.0,8.0,3634868.0
Mexico,Baja California,2020-04-09,239.0,14.0,16.0,1.0,3634868.0
Mexico,Baja California,2020-04-10,258.0,19.0,17.0,1.0,3634868.0
Mexico,Baja California,2020-04-11,278.0,20.0,20.0,3.0,3634868.0
Mexico,Baja California,2020-04-12,335.0,57.0,22.0,2.0,3634868.0
Mexico,Baja California,2020-04-13,368.0,33.0,25.0,3.0,3634868.0
Mexico,Baja California,2020-04-14,412.0,44.0,28.0,3.0,3634868.0
Mexico,Baja California,2020-04-15,464.0,52.0,28.0,0.0,3634868.0
Mexico,Baja California,2020-04-16,505.0,41.0,31.0,3.0,3634868.0
Mexico,Baja California,2020-04-17,536.0,31.0,33.0,2.0,3634868.0
Mexico,Baja California,2020-04-18,610.0,74.0,68.0,35.0,3634868.0
Mexico,Baja California,2020-04-19,680.0,70.0,75.0,7.0,3634868.0
Mexico,Baja California,2020-04-20,741.0,61.0,75.0,0.0,3634868.0
Mexico,Baja California,2020-04-21,915.0,174.0,100.0,25.0,3634868.0
Mexico,Baja California,2020-04-22,992.0,77.0,118.0,18.0,3634868.0
Mexico,Baja California,2020-04-23,1083.0,91.0,126.0,8.0,3634868.0
Mexico,Baja California,2020-04-24,1164.0,81.0,146.0,20.0,3634868.0
Mexico,Baja California,2020-04-25,1206.0,42.0,162.0,16.0,3634868.0
Mexico,Baja California,2020-04-26,1286.0,80.0,162.0,0.0,3634868.0
Mexico,Baja California,2020-04-27,1316.0,30.0,167.0,5.0,3634868.0
Mexico,Baja California,2020-04-28,1410.0,94.0,186.0,19.0,3634868.0
Mexico,Baja California,2020-04-29,1516.0,106.0,215.0,29.0,3634868.0
Mexico,Baja California,2020-04-30,1577.0,61.0,222.0,7.0,3634868.0
Mexico,Baja California,2020-05-01,1586.0,9.0,232.0,10.0,3634868.0
Mexico,Baja California,2020-05-02,1598.0,12.0,235.0,3.0,3634868.0
Mexico,Baja California,2020-05-03,1676.0,78.0,238.0,3.0,3634868.0
Mexico,Baja California,2020-05-04,1826.0,150.0,251.0,13.0,3634868.0
Mexico,Baja California,2020-05-05,2016.0,190.0,289.0,38.0,3634868.0
Mexico,Baja California,2020-05-06,2126.0,110.0,326.0,37.0,3634868.0
Mexico,Baja California,2020-05-07,2204.0,78.0,344.0,18.0,3634868.0
Mexico,Baja California,2020-05-08,2304.0,100.0,365.0,21.0,3634868.0
Mexico,Baja California,2020-05-09,2392.0,88.0,402.0,37.0,3634868.0
Mexico,Baja California,2020-05-10,2454.0,62.0,416.0,14.0,3634868.0
Mexico,Baja California,2020-05-11,2471.0,17.0,419.0,3.0,3634868.0
Mexico,Baja California,2020-05-12,2600.0,129.0,443.0,24.0,3634868.0
Mexico,Baja California,2020-05-13,2793.0,193.0,464.0,21.0,3634868.0
Mexico,Baja California,2020-05-14,2885.0,92.0,495.0,31.0,3634868.0
Mexico,Baja California,2020-05-15,3076.0,191.0,518.0,23.0,3634868.0
Mexico,Baja California,2020-05-16,3205.0,129.0,543.0,25.0,3634868.0
Mexico,Baja California,2020-05-17,3294.0,89.0,554.0,11.0,3634868.0
Mexico,Baja California,2020-05-18,3376.0,82.0,566.0,12.0,3634868.0
Mexico,Baja California,2020-05-19,3531.0,155.0,582.0,16.0,3634868.0
Mexico,Baja California,2020-05-20,3649.0,118.0,606.0,24.0,3634868.0
Mexico,Baja California,2020-05-21,3829.0,180.0,637.0,31.0,3634868.0
Mexico,Baja California,2020-05-22,4005.0,176.0,648.0,11.0,3634868.0
Mexico,Baja California,2020-05-23,4162.0,157.0,653.0,5.0,3634868.0
Mexico,Baja California,2020-05-24,4282.0,120.0,696.0,43.0,3634868.0
Mexico,Baja California,2020-05-25,4312.0,30.0,705.0,9.0,3634868.0
Mexico,Baja California,2020-05-26,4484.0,172.0,740.0,35.0,3634868.0
Mexico,Baja California,2020-05-27,4659.0,175.0,773.0,33.0,3634868.0
Mexico,Baja California,2020-05-28,4845.0,186.0,808.0,35.0,3634868.0
Mexico,Baja California,2020-05-29,4953.0,108.0,821.0,13.0,3634868.0
Mexico,Baja California,2020-05-30,5106.0,153.0,864.0,43.0,3634868.0
Mexico,Baja California,2020-05-31,5154.0,48.0,865.0,1.0,3634868.0
Mexico,Baja California,2020-06-01,5207.0,53.0,871.0,6.0,3634868.0
Mexico,Baja California,2020-06-02,5313.0,106.0,879.0,8.0,3634868.0
Mexico,Baja California,2020-06-03,5545.0,232.0,1013.0,134.0,3634868.0
Mexico,Baja California,2020-06-04,5689.0,144.0,1137.0,124.0,3634868.0
Mexico,Baja California,2020-06-05,5867.0,178.0,1200.0,63.0,3634868.0
Mexico,Baja California,2020-06-06,6059.0,192.0,1230.0,30.0,3634868.0
Mexico,Baja California,2020-06-07,6173.0,114.0,1245.0,15.0,3634868.0
Mexico,Baja California Sur,2020-02-26,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-02-27,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-02-28,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-02-29,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-01,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-02,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-03,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-04,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-05,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-06,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-07,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-08,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-09,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-10,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-11,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-12,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-13,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-14,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-15,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-16,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-17,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-18,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-19,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-20,0.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-21,1.0,1.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-22,1.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-23,2.0,1.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-24,2.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-25,5.0,3.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-26,7.0,2.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-27,9.0,2.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-28,9.0,0.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-29,11.0,2.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-30,13.0,2.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-03-31,17.0,4.0,0.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-01,18.0,1.0,2.0,2.0,804708.0
Mexico,Baja California Sur,2020-04-02,19.0,1.0,2.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-03,21.0,2.0,2.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-04,27.0,6.0,2.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-05,28.0,1.0,2.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-06,54.0,26.0,2.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-07,56.0,2.0,2.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-08,68.0,12.0,2.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-09,68.0,0.0,2.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-10,85.0,17.0,2.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-11,102.0,17.0,2.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-12,120.0,18.0,2.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-13,153.0,33.0,3.0,1.0,804708.0
Mexico,Baja California Sur,2020-04-14,164.0,11.0,5.0,2.0,804708.0
Mexico,Baja California Sur,2020-04-15,165.0,1.0,6.0,1.0,804708.0
Mexico,Baja California Sur,2020-04-16,166.0,1.0,6.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-17,169.0,3.0,6.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-18,173.0,4.0,6.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-19,193.0,20.0,7.0,1.0,804708.0
Mexico,Baja California Sur,2020-04-20,205.0,12.0,7.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-21,228.0,23.0,9.0,2.0,804708.0
Mexico,Baja California Sur,2020-04-22,240.0,12.0,10.0,1.0,804708.0
Mexico,Baja California Sur,2020-04-23,241.0,1.0,11.0,1.0,804708.0
Mexico,Baja California Sur,2020-04-24,247.0,6.0,11.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-25,266.0,19.0,12.0,1.0,804708.0
Mexico,Baja California Sur,2020-04-26,285.0,19.0,12.0,0.0,804708.0
Mexico,Baja California Sur,2020-04-27,286.0,1.0,13.0,1.0,804708.0
Mexico,Baja California Sur,2020-04-28,293.0,7.0,14.0,1.0,804708.0
Mexico,Baja California Sur,2020-04-29,302.0,9.0,16.0,2.0,804708.0
Mexico,Baja California Sur,2020-04-30,309.0,7.0,16.0,0.0,804708.0
Mexico,Baja California Sur,2020-05-01,323.0,14.0,18.0,2.0,804708.0
Mexico,Baja California Sur,2020-05-02,331.0,8.0,18.0,0.0,804708.0
Mexico,Baja California Sur,2020-05-03,339.0,8.0,18.0,0.0,804708.0
Mexico,Baja California Sur,2020-05-04,344.0,5.0,18.0,0.0,804708.0
Mexico,Baja California Sur,2020-05-05,351.0,7.0,18.0,0.0,804708.0
Mexico,Baja California Sur,2020-05-06,358.0,7.0,18.0,0.0,804708.0
Mexico,Baja California Sur,2020-05-07,367.0,9.0,20.0,2.0,804708.0
Mexico,Baja California Sur,2020-05-08,372.0,5.0,22.0,2.0,804708.0
Mexico,Baja California Sur,2020-05-09,377.0,5.0,22.0,0.0,804708.0
Mexico,Baja California Sur,2020-05-10,385.0,8.0,22.0,0.0,804708.0
Mexico,Baja California Sur,2020-05-11,396.0,11.0,22.0,0.0,804708.0
Mexico,Baja California Sur,2020-05-12,399.0,3.0,24.0,2.0,804708.0
Mexico,Baja California Sur,2020-05-13,407.0,8.0,24.0,0.0,804708.0
Mexico,Baja California Sur,2020-05-14,417.0,10.0,25.0,1.0,804708.0
Mexico,Baja California Sur,2020-05-15,436.0,19.0,26.0,1.0,804708.0
Mexico,Baja California Sur,2020-05-16,441.0,5.0,26.0,0.0,804708.0
Mexico,Baja California Sur,2020-05-17,455.0,14.0,26.0,0.0,804708.0
Mexico,Baja California Sur,2020-05-18,458.0,3.0,26.0,0.0,804708.0
Mexico,Baja California Sur,2020-05-19,465.0,7.0,27.0,1.0,804708.0
Mexico,Baja California Sur,2020-05-20,471.0,6.0,28.0,1.0,804708.0
Mexico,Baja California Sur,2020-05-21,488.0,17.0,29.0,1.0,804708.0
Mexico,Baja California Sur,2020-05-22,490.0,2.0,31.0,2.0,804708.0
Mexico,Baja California Sur,2020-05-23,506.0,16.0,31.0,0.0,804708.0
Mexico,Baja California Sur,2020-05-24,517.0,11.0,31.0,0.0,804708.0
Mexico,Baja California Sur,2020-05-25,526.0,9.0,32.0,1.0,804708.0
Mexico,Baja California Sur,2020-05-26,534.0,8.0,32.0,0.0,804708.0
Mexico,Baja California Sur,2020-05-27,542.0,8.0,32.0,0.0,804708.0
Mexico,Baja California Sur,2020-05-28,552.0,10.0,33.0,1.0,804708.0
Mexico,Baja California Sur,2020-05-29,578.0,26.0,34.0,1.0,804708.0
Mexico,Baja California Sur,2020-05-30,590.0,12.0,35.0,1.0,804708.0
Mexico,Baja California Sur,2020-05-31,614.0,24.0,35.0,0.0,804708.0
Mexico,Baja California Sur,2020-06-01,626.0,12.0,35.0,0.0,804708.0
Mexico,Baja California Sur,2020-06-02,643.0,17.0,35.0,0.0,804708.0
Mexico,Baja California Sur,2020-06-03,679.0,36.0,35.0,0.0,804708.0
Mexico,Baja California Sur,2020-06-04,695.0,16.0,38.0,3.0,804708.0
Mexico,Baja California Sur,2020-06-05,716.0,21.0,41.0,3.0,804708.0
Mexico,Baja California Sur,2020-06-06,735.0,19.0,43.0,2.0,804708.0
Mexico,Baja California Sur,2020-06-07,746.0,11.0,43.0,0.0,804708.0
Mexico,Campeche,2020-02-26,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-02-27,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-02-28,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-02-29,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-01,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-02,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-03,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-04,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-05,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-06,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-07,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-08,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-09,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-10,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-11,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-12,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-13,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-14,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-15,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-16,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-17,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-18,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-19,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-20,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-21,0.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-22,1.0,1.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-23,2.0,1.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-24,2.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-25,2.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-26,2.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-27,2.0,0.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-28,3.0,1.0,0.0,0.0,1000617.0
Mexico,Campeche,2020-03-29,3.0,0.0,0.0,0.0,1000617.0
