continent,country,province,train_start_date,train_end_date,train_mape_cases,train_mape_deaths,test_start_date,test_end_date,test_mape_cases,test_mape_deaths
North America,Mexico,None,2020-03-18 00:00:00,2020-04-22 00:00:00,18.79,48.251,2020-04-23 00:00:00,2020-05-04 00:00:00,6.47,3.737
North America,Mexico,None,None,None,18.79,48.251,None,None,6.47,3.737
North America,None,None,None,None,12.54,39.66,None,None,3.997,5.361
North America,Panama,None,2020-03-19 00:00:00,2020-04-23 00:00:00,6.701,29.539,2020-04-24 00:00:00,2020-05-04 00:00:00,2.842,1.775
North America,Panama,None,None,None,6.701,29.539,None,None,2.842,1.775
North America,US,Alabama,2020-03-20 00:00:00,2020-04-23 00:00:00,6.329,45.819,2020-04-24 00:00:00,2020-05-04 00:00:00,1.654,2.722
North America,US,Alaska,2020-03-28 00:00:00,2020-04-25 00:00:00,1.808,13.372,2020-04-26 00:00:00,2020-05-04 00:00:00,1.055,10.938
North America,US,Arizona,2020-03-21 00:00:00,2020-04-23 00:00:00,10.839,31.835,2020-04-24 00:00:00,2020-05-04 00:00:00,4.61,2.226
North America,US,Arkansas,2020-03-21 00:00:00,2020-04-23 00:00:00,11.642,15.351,2020-04-24 00:00:00,2020-05-04 00:00:00,7.508,6.312
North America,US,California,2020-03-08 00:00:00,2020-04-20 00:00:00,31.751,26.873,2020-04-21 00:00:00,2020-05-04 00:00:00,3.503,2.919
North America,US,Colorado,2020-03-14 00:00:00,2020-04-21 00:00:00,29.366,51.432,2020-04-22 00:00:00,2020-05-04 00:00:00,4.887,5.255
North America,US,Connecticut,2020-03-19 00:00:00,2020-04-23 00:00:00,4.877,21.731,2020-04-24 00:00:00,2020-05-04 00:00:00,1.846,5.422
North America,US,Delaware,2020-03-24 00:00:00,2020-04-24 00:00:00,9.217,13.411,2020-04-25 00:00:00,2020-05-04 00:00:00,3.637,3.87
North America,US,District of Columbia,2020-03-23 00:00:00,2020-04-24 00:00:00,4.761,17.536,2020-04-25 00:00:00,2020-05-04 00:00:00,2.921,9.032
North America,US,Florida,2020-03-15 00:00:00,2020-04-22 00:00:00,11.646,10.534,2020-04-23 00:00:00,2020-05-04 00:00:00,2.535,1.549
North America,US,Georgia,2020-03-16 00:00:00,2020-04-22 00:00:00,13.574,12.106,2020-04-23 00:00:00,2020-05-04 00:00:00,1.763,2.146
North America,US,Hawaii,2020-03-26 00:00:00,2020-04-24 00:00:00,2.61,13.796,2020-04-25 00:00:00,2020-05-04 00:00:00,2.225,4.821
North America,US,Idaho,2020-03-25 00:00:00,2020-04-24 00:00:00,9.045,20.401,2020-04-25 00:00:00,2020-05-04 00:00:00,3.643,2.491
North America,US,Illinois,2020-03-16 00:00:00,2020-04-22 00:00:00,19.64,100.365,2020-04-23 00:00:00,2020-05-04 00:00:00,4.612,1.614
North America,US,Indiana,2020-03-21 00:00:00,2020-04-23 00:00:00,25.167,22.628,2020-04-24 00:00:00,2020-05-04 00:00:00,3.974,1.682
North America,US,Iowa,2020-03-23 00:00:00,2020-04-24 00:00:00,17.651,27.922,2020-04-25 00:00:00,2020-05-04 00:00:00,8.395,3.419
North America,US,Kansas,2020-03-24 00:00:00,2020-04-24 00:00:00,12.531,26.244,2020-04-25 00:00:00,2020-05-04 00:00:00,11.105,7.319
North America,US,Kentucky,2020-03-22 00:00:00,2020-04-23 00:00:00,2.353,32.76,2020-04-24 00:00:00,2020-05-04 00:00:00,3.083,3.927
North America,US,Louisiana,2020-03-15 00:00:00,2020-04-22 00:00:00,36.249,10.945,2020-04-23 00:00:00,2020-05-04 00:00:00,1.928,0.925
North America,US,Maine,2020-03-23 00:00:00,2020-04-24 00:00:00,2.976,18.562,2020-04-25 00:00:00,2020-05-04 00:00:00,2.37,3.799
North America,US,Maryland,2020-03-19 00:00:00,2020-04-23 00:00:00,14.728,54.815,2020-04-24 00:00:00,2020-05-04 00:00:00,2.577,1.649
North America,US,Massachusetts,2020-03-12 00:00:00,2020-04-21 00:00:00,39.296,167.59,2020-04-22 00:00:00,2020-05-04 00:00:00,2.58,7.727
North America,US,Michigan,2020-03-19 00:00:00,2020-04-23 00:00:00,13.73,36.582,2020-04-24 00:00:00,2020-05-04 00:00:00,3.143,0.854
North America,US,Minnesota,2020-03-20 00:00:00,2020-04-23 00:00:00,25.775,54.279,2020-04-24 00:00:00,2020-05-04 00:00:00,9.184,4.484
North America,US,Mississippi,2020-03-21 00:00:00,2020-04-23 00:00:00,3.227,61.78,2020-04-24 00:00:00,2020-05-04 00:00:00,1.873,1.812
North America,US,Missouri,2020-03-22 00:00:00,2020-04-23 00:00:00,8.802,15.314,2020-04-24 00:00:00,2020-05-04 00:00:00,2.978,2.27
North America,US,Montana,2020-03-27 00:00:00,2020-04-25 00:00:00,2.256,21.0,2020-04-26 00:00:00,2020-05-04 00:00:00,2.865,3.595
North America,US,Nebraska,2020-03-27 00:00:00,2020-04-25 00:00:00,17.909,24.572,2020-04-26 00:00:00,2020-05-04 00:00:00,7.347,8.766
North America,US,Nevada,2020-03-20 00:00:00,2020-04-23 00:00:00,9.061,22.774,2020-04-24 00:00:00,2020-05-04 00:00:00,3.777,1.327
North America,US,New Hampshire,2020-03-23 00:00:00,2020-04-24 00:00:00,8.0,30.124,2020-04-25 00:00:00,2020-05-04 00:00:00,5.654,4.533
North America,US,New Jersey,2020-03-16 00:00:00,2020-04-22 00:00:00,33.128,58.525,2020-04-23 00:00:00,2020-05-04 00:00:00,2.444,2.085
North America,US,New Mexico,2020-03-25 00:00:00,2020-04-24 00:00:00,5.98,18.518,2020-04-25 00:00:00,2020-05-04 00:00:00,3.804,5.306
North America,US,New York,2020-03-08 00:00:00,2020-04-20 00:00:00,80.57,263.153,2020-04-21 00:00:00,2020-05-04 00:00:00,0.929,3.484
North America,US,None,None,None,14.229,41.242,None,None,3.729,4.318
North America,US,North Carolina,2020-03-19 00:00:00,2020-04-23 00:00:00,12.511,90.77,2020-04-24 00:00:00,2020-05-04 00:00:00,3.481,8.848
North America,US,North Dakota,2020-03-30 00:00:00,2020-04-25 00:00:00,6.176,17.625,2020-04-26 00:00:00,2020-05-04 00:00:00,2.388,3.76
North America,US,Ohio,2020-03-19 00:00:00,2020-04-23 00:00:00,11.862,15.522,2020-04-24 00:00:00,2020-05-04 00:00:00,4.6,5.3
North America,US,Oklahoma,2020-03-24 00:00:00,2020-04-24 00:00:00,6.937,5.947,2020-04-25 00:00:00,2020-05-04 00:00:00,2.919,1.366
North America,US,Oregon,2020-03-20 00:00:00,2020-04-23 00:00:00,7.136,6.99,2020-04-24 00:00:00,2020-05-04 00:00:00,3.825,1.479
North America,US,Pennsylvania,2020-03-17 00:00:00,2020-04-22 00:00:00,56.439,125.287,2020-04-23 00:00:00,2020-05-04 00:00:00,1.131,4.856
North America,US,Rhode Island,2020-03-23 00:00:00,2020-04-24 00:00:00,6.695,32.497,2020-04-25 00:00:00,2020-05-04 00:00:00,4.023,2.766
North America,US,South Carolina,2020-03-20 00:00:00,2020-04-23 00:00:00,9.856,9.151,2020-04-24 00:00:00,2020-05-04 00:00:00,3.678,9.443
North America,US,South Dakota,2020-03-30 00:00:00,2020-04-25 00:00:00,7.615,27.469,2020-04-26 00:00:00,2020-05-04 00:00:00,1.802,16.094
North America,US,Tennessee,2020-03-19 00:00:00,2020-04-23 00:00:00,11.4,121.872,2020-04-24 00:00:00,2020-05-04 00:00:00,7.84,4.771
North America,US,Texas,2020-03-17 00:00:00,2020-04-22 00:00:00,15.318,23.049,2020-04-23 00:00:00,2020-05-04 00:00:00,2.324,2.125
North America,US,Utah,2020-03-20 00:00:00,2020-04-23 00:00:00,10.61,23.934,2020-04-24 00:00:00,2020-05-04 00:00:00,5.284,4.121
North America,US,Vermont,2020-03-24 00:00:00,2020-04-24 00:00:00,4.657,8.661,2020-04-25 00:00:00,2020-05-04 00:00:00,1.255,2.308
North America,US,Virginia,2020-03-20 00:00:00,2020-04-23 00:00:00,10.398,36.242,2020-04-24 00:00:00,2020-05-04 00:00:00,3.741,2.374
North America,US,Washington,2020-03-07 00:00:00,2020-04-20 00:00:00,6.45,9.681,2020-04-21 00:00:00,2020-05-04 00:00:00,2.753,2.387
North America,US,West Virginia,2020-03-28 00:00:00,2020-04-25 00:00:00,2.12,33.317,2020-04-26 00:00:00,2020-05-04 00:00:00,0.823,9.112
North America,US,Wisconsin,2020-03-18 00:00:00,2020-04-22 00:00:00,9.49,79.956,2020-04-23 00:00:00,2020-05-04 00:00:00,6.513,1.892
North America,US,Wyoming,2020-03-31 00:00:00,2020-04-26 00:00:00,3.52,72.708,2020-04-27 00:00:00,2020-05-04 00:00:00,5.373,6.928
Oceania,Australia,Australian Capital Territory,2020-04-09 00:00:00,2020-04-28 00:00:00,0.962,8.115,2020-04-29 00:00:00,2020-05-04 00:00:00,0.332,10.833
Oceania,Australia,New South Wales,2020-03-14 00:00:00,2020-04-21 00:00:00,30.438,15.299,2020-04-22 00:00:00,2020-05-04 00:00:00,5.934,8.819
Oceania,Australia,None,None,None,6.904,13.177,None,None,1.683,9.806
Oceania,Australia,Queensland,2020-03-19 00:00:00,2020-04-23 00:00:00,3.349,11.746,2020-04-24 00:00:00,2020-05-04 00:00:00,0.741,18.226
Oceania,Australia,South Australia,2020-03-22 00:00:00,2020-04-23 00:00:00,3.298,18.544,2020-04-24 00:00:00,2020-05-04 00:00:00,1.777,12.108
Oceania,Australia,Tasmania,2020-04-09 00:00:00,2020-04-28 00:00:00,1.66,8.832,2020-04-29 00:00:00,2020-05-04 00:00:00,0.711,4.959
Oceania,Australia,Victoria,2020-03-18 00:00:00,2020-04-22 00:00:00,6.778,13.135,2020-04-23 00:00:00,2020-05-04 00:00:00,1.154,9.038
Oceania,Australia,Western Australia,2020-03-22 00:00:00,2020-04-23 00:00:00,1.843,16.564,2020-04-24 00:00:00,2020-05-04 00:00:00,1.132,4.662
Oceania,New Zealand,None,2020-03-22 00:00:00,2020-04-23 00:00:00,6.864,160.96,2020-04-24 00:00:00,2020-05-04 00:00:00,4.966,13.623
Oceania,New Zealand,None,None,None,6.864,160.96,None,None,4.966,13.623
Oceania,None,None,None,None,6.899,31.65,None,None,2.093,10.283
South America,Argentina,None,2020-03-20 00:00:00,2020-04-23 00:00:00,4.05,7.757,2020-04-24 00:00:00,2020-05-04 00:00:00,6.144,4.535
South America,Argentina,None,None,None,4.05,7.757,None,None,6.144,4.535
South America,Bolivia,None,2020-03-31 00:00:00,2020-04-26 00:00:00,3.903,15.21,2020-04-27 00:00:00,2020-05-04 00:00:00,6.285,10.134
South America,Bolivia,None,None,None,3.903,15.21,None,None,6.285,10.134
South America,Brazil,None,2020-03-13 00:00:00,2020-04-21 00:00:00,13.083,64.849,2020-04-22 00:00:00,2020-05-04 00:00:00,3.602,4.733
South America,Brazil,None,None,None,13.083,64.849,None,None,3.602,4.733
South America,Chile,None,2020-03-16 00:00:00,2020-04-22 00:00:00,13.989,70.017,2020-04-23 00:00:00,2020-05-04 00:00:00,5.49,1.021
South America,Chile,None,None,None,13.989,70.017,None,None,5.49,1.021
South America,Colombia,None,2020-03-19 00:00:00,2020-04-23 00:00:00,6.635,63.678,2020-04-24 00:00:00,2020-05-04 00:00:00,6.036,2.048
South America,Colombia,None,None,None,6.635,63.678,None,None,6.036,2.048
South America,Ecuador,None,2020-03-18 00:00:00,2020-04-22 00:00:00,36.016,36.963,2020-04-23 00:00:00,2020-05-04 00:00:00,23.59,15.33
South America,Ecuador,None,None,None,36.016,36.963,None,None,23.59,15.33
South America,None,None,None,None,9.847,29.844,None,None,7.82,8.15
South America,Paraguay,None,2020-04-05 00:00:00,2020-04-27 00:00:00,4.263,6.246,2020-04-28 00:00:00,2020-05-04 00:00:00,15.249,7.578
South America,Paraguay,None,None,None,4.263,6.246,None,None,15.249,7.578
South America,Peru,None,2020-03-17 00:00:00,2020-04-22 00:00:00,12.378,12.531,2020-04-23 00:00:00,2020-05-04 00:00:00,4.039,3.186
South America,Peru,None,None,None,12.378,12.531,None,None,4.039,3.186
South America,Trinidad and Tobago,None,2020-04-04 00:00:00,2020-04-27 00:00:00,3.077,2.199,2020-04-28 00:00:00,2020-05-04 00:00:00,6.294,1.819
South America,Trinidad and Tobago,None,None,None,3.077,2.199,None,None,6.294,1.819
South America,Uruguay,None,2020-03-21 00:00:00,2020-04-23 00:00:00,4.664,26.304,2020-04-24 00:00:00,2020-05-04 00:00:00,5.852,12.903
South America,Uruguay,None,None,None,4.664,26.304,None,None,5.852,12.903
South America,Venezuela,None,2020-03-26 00:00:00,2020-04-24 00:00:00,6.255,22.527,2020-04-25 00:00:00,2020-05-04 00:00:00,3.441,26.366
South America,Venezuela,None,None,None,6.255,22.527,None,None,3.441,26.366
