country,province,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
Brazil,Pernambuco,2020-03-12,-21,2,0,,,,,,
Brazil,Pernambuco,2020-03-13,-20,2,0,,,,,,
Brazil,Pernambuco,2020-03-14,-19,2,0,,,,,,
Brazil,Pernambuco,2020-03-15,-18,2,0,,,,,,
Brazil,Pernambuco,2020-03-16,-17,2,0,,,,,,
Brazil,Pernambuco,2020-03-17,-16,16,0,,,,,,
Brazil,Pernambuco,2020-03-18,-15,16,0,,,,,,
Brazil,Pernambuco,2020-03-19,-14,28,0,,,,,,
Brazil,Pernambuco,2020-03-20,-13,30,0,,,,,,
Brazil,Pernambuco,2020-03-21,-12,30,0,,,,,,
Brazil,Pernambuco,2020-03-22,-11,37,0,,,,,,
Brazil,Pernambuco,2020-03-23,-10,42,0,,,,,,
Brazil,Pernambuco,2020-03-24,-9,42,0,,,,,,
Brazil,Pernambuco,2020-03-25,-8,46,1,,,,,,
Brazil,Pernambuco,2020-03-26,-7,48,3,,,,,,
Brazil,Pernambuco,2020-03-27,-6,56,4,,,,,,
Brazil,Pernambuco,2020-03-28,-5,68,5,,,,,,
Brazil,Pernambuco,2020-03-29,-4,73,5,,,,,,
Brazil,Pernambuco,2020-03-30,-3,78,6,,,,,,
Brazil,Pernambuco,2020-03-31,-2,87,6,,,,,,
Brazil,Pernambuco,2020-04-01,-1,95,8,,,,,,
Brazil,Pernambuco,2020-04-02,0,106,9,,,,,,
Brazil,Pernambuco,2020-04-03,1,136,10,,,,,,
Brazil,Pernambuco,2020-04-04,2,176,14,,,,,,
Brazil,Pernambuco,2020-04-05,3,201,21,,,,,,
Brazil,Pernambuco,2020-04-06,4,223,30,,,,,,
Brazil,Pernambuco,2020-04-07,5,352,34,,,,,,
Brazil,Pernambuco,2020-04-08,6,401,46,,,,,,
Brazil,Pernambuco,2020-04-09,7,555,56,,,,,,
Brazil,Pernambuco,2020-04-10,8,684,65,,,,,,
Brazil,Pernambuco,2020-04-11,9,816,72,,,,,,
Brazil,Pernambuco,2020-04-12,10,960,85,,,,,,
Brazil,Pernambuco,2020-04-13,11,1154,102,,,,,,
Brazil,Pernambuco,2020-04-14,12,1284,115,,,,,,
Brazil,Pernambuco,2020-04-15,13,1484,143,,,,,,
Brazil,Pernambuco,2020-04-16,14,1683,160,,,,,,
Brazil,Pernambuco,2020-04-17,15,2006,186,,,,,,
Brazil,Pernambuco,2020-04-18,16,2193,205,,,,,,
Brazil,Pernambuco,2020-04-19,17,2459,216,,,,,,
Brazil,Pernambuco,2020-04-20,18,2690,234,,,,,,
Brazil,Pernambuco,2020-04-21,19,2908,260,,,,,,
Brazil,Pernambuco,2020-04-22,20,3298,282,,,,,,
Brazil,Pernambuco,2020-04-23,21,3519,312,,,,,,
Brazil,Pernambuco,2020-04-24,22,3999,352,,,,,,
Brazil,Pernambuco,2020-04-25,23,4507,381,,,,,,
Brazil,Pernambuco,2020-04-26,24,4898,415,,,,,,
Brazil,Pernambuco,2020-04-27,25,5358,450,,,,,,
Brazil,Pernambuco,2020-04-28,26,5724,508,,,,,,
Brazil,Pernambuco,2020-04-29,27,6194,538,,,,,,
Brazil,Pernambuco,2020-04-30,28,6876,565,,,,,,
Brazil,Pernambuco,2020-05-01,29,7334,603,,,,,,
Brazil,Pernambuco,2020-05-02,30,8145,628,,,,,,
Brazil,Pernambuco,2020-05-03,31,8643,652,,,,,,
Brazil,Pernambuco,2020-05-04,32,8863,691,,,,,,
Brazil,Pernambuco,2020-05-05,33,9325,749,,,,,,
Brazil,Pernambuco,2020-05-06,34,9881,803,,,,,,
Brazil,Pernambuco,2020-05-07,35,10824,845,,,,,,
Brazil,Pernambuco,2020-05-08,36,11587,927,,,,,,
Brazil,Pernambuco,2020-05-09,37,12470,972,,,,,,
Brazil,Pernambuco,2020-05-10,38,13275,1047,,,,,,
Brazil,Pernambuco,2020-05-11,39,13768,1087,,,,,,
Brazil,Pernambuco,2020-05-12,40,14309,1157,,,,,,
Brazil,Pernambuco,2020-05-13,41,14901,1224,,,,,,
Brazil,Pernambuco,2020-05-14,42,15588,1298,,,,,,
Brazil,Pernambuco,2020-05-15,43,16209,1381,,,,,,
Brazil,Pernambuco,2020-05-16,44,18488,1461,,,,,,
Brazil,Pernambuco,2020-05-17,45,19452,1516,,,,,,
Brazil,Pernambuco,2020-05-18,46,20094,1640,,,,,,
Brazil,Pernambuco,2020-05-19,47,21242,1741,,,,,,
Brazil,Pernambuco,2020-05-20,48,22560,1834,,,,,,
Brazil,Pernambuco,2020-05-21,49,23911,1925,,,,,,
Brazil,Pernambuco,2020-05-22,50,25760,2057,,,,,,
Brazil,Pernambuco,2020-05-23,51,26786,2144,,,,,,
Brazil,Pernambuco,2020-05-24,52,27759,2200,,,,,,
Brazil,Pernambuco,2020-05-25,53,28366,2248,,,,,,
