country,province,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
US,South Dakota,2020-03-10,-20,5,1,,,,,,
US,South Dakota,2020-03-11,-19,8,1,,,,,,
US,South Dakota,2020-03-12,-18,8,1,,,,,,
US,South Dakota,2020-03-13,-17,9,1,,,,,,
US,South Dakota,2020-03-14,-16,9,1,,,,,,
US,South Dakota,2020-03-15,-15,9,1,,,,,,
US,South Dakota,2020-03-16,-14,10,1,,,,,,
US,South Dakota,2020-03-17,-13,11,1,,,,,,
US,South Dakota,2020-03-18,-12,11,1,,,,,,
US,South Dakota,2020-03-19,-11,14,1,,,,,,
US,South Dakota,2020-03-20,-10,14,1,,,,,,
US,South Dakota,2020-03-21,-9,14,1,,,,,,
US,South Dakota,2020-03-22,-8,21,1,,,,,,
US,South Dakota,2020-03-23,-7,28,1,,,,,,
US,South Dakota,2020-03-24,-6,30,1,,,,,,
US,South Dakota,2020-03-25,-5,41,1,,,,,,
US,South Dakota,2020-03-26,-4,46,1,,,,,,
US,South Dakota,2020-03-27,-3,58,1,,,,,,
US,South Dakota,2020-03-28,-2,68,1,,,,,,
US,South Dakota,2020-03-29,-1,90,1,,,,,,
US,South Dakota,2020-03-30,0,101,1,,,,,,
US,South Dakota,2020-03-31,1,108,1,,,,,,
US,South Dakota,2020-04-01,2,130,1,,,,,,
US,South Dakota,2020-04-02,3,165,2,,,,,,
US,South Dakota,2020-04-03,4,187,2,,,,,,
US,South Dakota,2020-04-04,5,212,2,,,,,,
US,South Dakota,2020-04-05,6,240,2,,,,,,
US,South Dakota,2020-04-06,7,288,4,,,,,,
US,South Dakota,2020-04-07,8,320,6,,,,,,
US,South Dakota,2020-04-08,9,393,6,,,,,,
US,South Dakota,2020-04-09,10,447,6,,,,,,
US,South Dakota,2020-04-10,11,536,6,,,,,,
US,South Dakota,2020-04-11,12,626,6,,,,,,
US,South Dakota,2020-04-12,13,730,6,,,,,,
US,South Dakota,2020-04-13,14,868,6,,,,,,
US,South Dakota,2020-04-14,15,988,6,,,,,,
US,South Dakota,2020-04-15,16,1169,6,,,,,,
US,South Dakota,2020-04-16,17,1312,7,,,,,,
US,South Dakota,2020-04-17,18,1412,7,,,,,,
US,South Dakota,2020-04-18,19,1542,7,,,,,,
US,South Dakota,2020-04-19,20,1635,7,,,,,,
US,South Dakota,2020-04-20,21,1685,7,,,,,,
US,South Dakota,2020-04-21,22,1755,8,,,,,,
US,South Dakota,2020-04-22,23,1858,9,,,,,,
US,South Dakota,2020-04-23,24,1956,9,,,,,,
US,South Dakota,2020-04-24,25,2040,10,,,,,,
US,South Dakota,2020-04-25,26,2147,10,,,,,,
US,South Dakota,2020-04-26,27,2213,11,,,,,,
US,South Dakota,2020-04-27,28,2246,11,,,,,,
