country,province,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
Iraq,,2020-01-22,-51,0,0,,,,,,
Iraq,,2020-01-23,-50,0,0,,,,,,
Iraq,,2020-01-24,-49,0,0,,,,,,
Iraq,,2020-01-25,-48,0,0,,,,,,
Iraq,,2020-01-26,-47,0,0,,,,,,
Iraq,,2020-01-27,-46,0,0,,,,,,
Iraq,,2020-01-28,-45,0,0,,,,,,
Iraq,,2020-01-29,-44,0,0,,,,,,
Iraq,,2020-01-30,-43,0,0,,,,,,
Iraq,,2020-01-31,-42,0,0,,,,,,
Iraq,,2020-02-01,-41,0,0,,,,,,
Iraq,,2020-02-02,-40,0,0,,,,,,
Iraq,,2020-02-03,-39,0,0,,,,,,
Iraq,,2020-02-04,-38,0,0,,,,,,
Iraq,,2020-02-05,-37,0,0,,,,,,
Iraq,,2020-02-06,-36,0,0,,,,,,
Iraq,,2020-02-07,-35,0,0,,,,,,
Iraq,,2020-02-08,-34,0,0,,,,,,
Iraq,,2020-02-09,-33,0,0,,,,,,
Iraq,,2020-02-10,-32,0,0,,,,,,
Iraq,,2020-02-11,-31,0,0,,,,,,
Iraq,,2020-02-12,-30,0,0,,,,,,
Iraq,,2020-02-13,-29,0,0,,,,,,
Iraq,,2020-02-14,-28,0,0,,,,,,
Iraq,,2020-02-15,-27,0,0,,,,,,
Iraq,,2020-02-16,-26,0,0,,,,,,
Iraq,,2020-02-17,-25,0,0,,,,,,
Iraq,,2020-02-18,-24,0,0,,,,,,
Iraq,,2020-02-19,-23,0,0,,,,,,
Iraq,,2020-02-20,-22,0,0,,,,,,
Iraq,,2020-02-21,-21,0,0,,,,,,
Iraq,,2020-02-22,-20,0,0,,,,,,
Iraq,,2020-02-23,-19,0,0,,,,,,
Iraq,,2020-02-24,-18,1,0,,,,,,
Iraq,,2020-02-25,-17,1,0,,,,,,
Iraq,,2020-02-26,-16,5,0,,,,,,
Iraq,,2020-02-27,-15,7,0,,,,,,
Iraq,,2020-02-28,-14,7,0,,,,,,
Iraq,,2020-02-29,-13,13,0,,,,,,
Iraq,,2020-03-01,-12,19,0,,,,,,
Iraq,,2020-03-02,-11,26,0,,,,,,
Iraq,,2020-03-03,-10,32,0,,,,,,
Iraq,,2020-03-04,-9,35,2,,,,,,
Iraq,,2020-03-05,-8,35,2,,,,,,
Iraq,,2020-03-06,-7,40,3,,,,,,
Iraq,,2020-03-07,-6,54,4,,,,,,
Iraq,,2020-03-08,-5,60,6,,,,,,
Iraq,,2020-03-09,-4,60,6,,,,,,
Iraq,,2020-03-10,-3,71,7,,,,,,
Iraq,,2020-03-11,-2,71,7,,,,,,
Iraq,,2020-03-12,-1,71,8,,,,,,
Iraq,,2020-03-13,0,101,9,,,,,,
Iraq,,2020-03-14,1,110,10,,,,,,
Iraq,,2020-03-15,2,116,10,,,,,,
Iraq,,2020-03-16,3,124,10,,,,,,
Iraq,,2020-03-17,4,154,11,,,,,,
Iraq,,2020-03-18,5,164,12,,,,,,
Iraq,,2020-03-19,6,192,13,,,,,,
Iraq,,2020-03-20,7,208,17,,,,,,
Iraq,,2020-03-21,8,214,17,,,,,,
Iraq,,2020-03-22,9,233,20,,,,,,
Iraq,,2020-03-23,10,266,23,,,,,,
Iraq,,2020-03-24,11,316,27,,,,,,
Iraq,,2020-03-25,12,346,29,,,,,,
Iraq,,2020-03-26,13,382,36,,,,,,
Iraq,,2020-03-27,14,458,40,,,,,,
Iraq,,2020-03-28,15,506,42,,,,,,
Iraq,,2020-03-29,16,547,42,,,,,,
Iraq,,2020-03-30,17,630,46,,,,,,
Iraq,,2020-03-31,18,694,50,,,,,,
Iraq,,2020-04-01,19,728,52,,,,,,
Iraq,,2020-04-02,20,772,54,,,,,,
Iraq,,2020-04-03,21,820,54,,,,,,
Iraq,,2020-04-04,22,878,56,,,,,,
Iraq,,2020-04-05,23,961,61,,,,,,
Iraq,,2020-04-06,24,1031,64,,,,,,
Iraq,,2020-04-07,25,1122,65,,,,,,
Iraq,,2020-04-08,26,1202,69,,,,,,
Iraq,,2020-04-09,27,1232,69,,,,,,
Iraq,,2020-04-10,28,1279,70,,,,,,
Iraq,,2020-04-11,29,1318,72,,,,,,
Iraq,,2020-04-12,30,1352,76,,,,,,
Iraq,,2020-04-13,31,1378,78,,,,,,
Iraq,,2020-04-14,32,1400,78,,,,,,
Iraq,,2020-04-15,33,1415,79,,,,,,
Iraq,,2020-04-16,34,1434,80,,,,,,
Iraq,,2020-04-17,35,1482,81,,,,,,
Iraq,,2020-04-18,36,1513,82,,,,,,
Iraq,,2020-04-19,37,1539,82,,,,,,
Iraq,,2020-04-20,38,1574,82,,,,,,
Iraq,,2020-04-21,39,1602,83,,,,,,
Iraq,,2020-04-22,40,1631,83,,,,,,
Iraq,,2020-04-23,41,1677,83,,,,,,
Iraq,,2020-04-24,42,1708,86,,,,,,
Iraq,,2020-04-25,43,1763,86,,,,,,
Iraq,,2020-04-26,44,1820,87,,,,,,
Iraq,,2020-04-27,45,1847,88,,,,,,
Iraq,,2020-04-28,46,1928,90,,,,,,
Iraq,,2020-04-29,47,2003,92,,,,,,
