Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Internal Parameter 1,Internal Parameter 2
North America,US,Chicago Metropolitan,2020-03-17,37.64775527109134,0.6997019778523585,1.0219626827327652,0.3832555007765572,0.6080910572159371,0.04626589746135426,22.009900743918468,0.4959011470026832
North America,US,Detroit Metropolitan,2020-03-19,14.578884504040685,0.8381454267565881,0.3032338715605981,1.7498888883186616,0.09134984911539007,0.1285436904726903,20.78336029481548,0.04032603615679229
North America,US,NY-NJ Metropolitan,2020-03-15,27.2261218022152,1.7454097881498238,0.024477664390719925,2.75310583947666,0.2391921775031795,0.08943706566742231,28.03257996466753,0.5186453793576606
North America,US,New-Haven Metropolitan,2020-03-25,6.702828825323689,1.7623888664604577,1.7118642517313252,3.5210972322244407,0.12375700847195906,0.09034316772362663,4.486675867212412,0.04623432187971515
North America,US,Washington-Arlington-Alexandria Metropolitan,2020-04-13,5.98489813068411,0.5865321300548533,-27.21844395123471,0.2373203738195452,0.5624148017598477,0.038389867986862836,1.0296085568189075,0.07226706696242692
North America,US,Phoenix Metropolitan,2020-03-23,20.73803899749681,0.678135433837986,-4.46024131064832,0.8840525908333577,0.05318324699773312,0.06634376588935477,3.9848541898183263,1.0710616234565942
North America,US,LA-LB-OC Metropolitan,2020-03-16,66.99214474944999,0.5066769930943621,0.3596344919972713,0.13458203567878746,0.8589877270032158,0.0445105545141837,25.364176863635212,0.13513154534110375
North America,US,Baltimore-Columbia-Towson Metropolitan,2020-03-23,29.90916334194829,0.485406135056937,0.1323924092632864,0.16706108811307546,0.1900072851772178,0.057638399838789926,12.533946019551582,0.009257365460276749
North America,US,Minneapolis Metropolitan,2020-04-16,8.711006424448447,1.0326888321076917,3.774443775934949,1.230954486584893,0.7557574743773088,0.058047301490034724,0.029991595046864068,0.31739908981660536
North America,US,Tucson Metropolitan,2020-03-27,7.303251181057477,0.3863342787469629,0.34112239354558394,0.10428809823255944,0.0881565912900772,0.10321853073163696,2.808759244167645,1.0830586483844524
North America,US,Houston Metropolitan,2020-03-29,11.944623873611572,0.38100730606630256,1.7262087821719505,0.06979796725704893,0.22240332200152324,0.02276930950551054,0.5028096691285998,2.051869528218284
North America,US,DALLAS-FW-ARLINGTON Metropolitan,2020-03-30,7.879860470766894,0.8246152418708607,-17.122524417787005,0.4349475215464386,1.0061466172139828,0.02584898772839378,0.08388959927955457,0.7351638753087655
Asia,Afghanistan,None,2020-03-27,14.464907377118065,1.8149384905726103,-247.94299092942867,0.1330935438165146,0.2189715086544483,0.024414410755600226,2.4802835553055926,0.2218189057597138
Europe,Albania,None,2020-03-23,8.909866199259326,0.8189606706429545,-122.13595423581528,0.2037573645353456,0.5893208934815557,0.031218435736134025,1.283015694958524,0.9985918186888318
Africa,Algeria,None,2020-03-21,21.35396375136669,0.6213069065499915,-57.74015881174232,0.13376366385100447,0.7752055064948122,0.08060125558971919,1.871405600708396,8.79436950815172
Europe,Andorra,None,2020-03-22,6.6511122330472245,2.429804161774912,-2.8805871111555215,14.693007409761787,0.08373503557329166,0.0672239490165036,2.2416920062307644,0.6087219644667448
South America,Argentina,None,2020-03-20,18.157268298607327,0.5153305025717954,-1.2981137857463296,0.023541869534861568,0.29862589862539585,0.04371280153554365,0.3783713963360879,2.5823156577503523
Asia,Armenia,None,2020-03-19,20.461291314820155,1.0966221619964942,-318.8442368872312,0.057812902413440975,0.6019810591333936,0.014475913727820831,0.3689220447733684,0.5989815906410264
Oceania,Australia,Australian Capital Territory,2020-04-09,1.7514025265712232,1.2626660531963076,-8.36167296717786,7.885283470016185,0.2345924053813073,0.010632715450046392,0.03458515896136999,0.01727082300155514
Oceania,Australia,New South Wales,2020-03-14,9.362192156397393,8.340756363783248,-0.1843109401942166,55.050707203367345,0.03772027527875739,0.017234806252827757,8.691925343352727,0.5075619655235379
Oceania,Australia,Queensland,2020-03-19,4.488764025654615,0.2841563129200057,-5.415372895028162,9.138416677828657,0.12648906197294327,0.005993752160979868,5.687626770743196,0.07080484686621237
Oceania,Australia,South Australia,2020-03-22,5.159786851680144,0.017648975903725987,-229.3664775750476,33.136539799077376,0.09107992676354706,0.009392183326866702,2.0213832549796265,1.3840090278664026
Oceania,Australia,Tasmania,2020-04-09,3.2705424379523462,0.02977081418625912,-222.7961958594016,23.975652877280982,0.13076440790738994,0.049090607473303564,1.001557697871469,0.2612548486131841
