Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay,Internal Parameter 3
North America,US,WA_Snohomish_County,2020-10-01,2.2563104373252996,0.4396760763713345,-8.367187012409504,0.05285211284824129,0.1836058308003357,0.010229246580315737,-0.2,1.9575299332300329,0.5197576286206826,0.8324594377685157,36.7502159136185,2.6386580032812743,0.400462305961256
North America,US,AK_Aleutians_East,2021-02-01,2.026791005127706,0.0,100.39793546563529,0.9616547006243208,0.04399090578526903,0.006798714159373109,1.9118387722308268,0.36909315506335494,1.3707791430119067,0.01170697988079318,-0.0016343336739254835,10.90282613881368,0.9990653501686491
North America,US,OH_Carroll_County,2020-10-01,2.9069114442325183,0.6365835899135533,2.8909190745239317,0.14254187518159636,0.9252988663070795,0.00596197888761163,-0.06718997067661125,1.7576135279852538,1.4530793128790904,0.12248915115832433,0.6708480925714222,3.6101089108170776,0.41294469484801194
North America,US,OH_Champaign_County,2020-10-01,3.7432800472719183,0.42821415081491765,-3.6962600327408373,0.0,0.15617465913587264,0.0164131025352644,0.2116619661876032,2.312513088792615,2.2115741868764585,1.3949084517955008,33.23267324218208,3.8502127847322396,0.24734683451942327
North America,US,OH_Clark_County,2020-10-01,2.892419867643287,0.5624356176790379,-4.894622386270124,0.06064339452706348,0.5955731240028336,0.01786027041548012,-0.2,4.229851754444595,0.13196438357819384,1.8166250213428998,163.34474089891256,5.2345135850551685,0.2515462934733037
North America,US,OH_Clermont_County,2020-10-01,2.95290103326823,0.5660991408950364,-1.4055280347124905,0.06389396881243974,0.14936021141365058,0.00434945322583781,-0.19999897725021923,2.174268567564449,0.8033117567111258,0.0,106.6178455153917,1.0,0.39078904283654514
North America,US,OH_Clinton_County,2020-10-01,2.5526738932391972,0.4662612300245905,-5.512034108605338,0.026465552453463367,1.0,0.008536625230308084,-0.2,6.2725472864811085,4.018866290659071,1.4634165558161747,47.92723409429009,1.8296998620571936,0.15760584054884944
North America,US,OH_Columbiana_County,2020-10-01,1.960486828667233,0.44680001243215384,2.89118026856298,0.015127591480415772,0.5150371907336215,0.011612866775181183,0.13991849433850667,1.0441322450549322,1.2226121365929472,0.9835914728799008,31.557235439557218,8.492958007179116,0.4555250207453438
North America,US,OH_Coshocton_County,2020-10-01,5.319074199209328,0.5848335063662662,4.284204128770729,0.1409728255506573,0.044910672785271416,0.005362130305528831,-0.1883355369350367,3.6190970709159394,3.099186699035388,1.197204764289004,142.77085870177856,4.720235615119014,0.6248613637391013
North America,US,OH_Crawford_County,2020-10-01,4.08916515449283,0.610426128647644,-1.1631254673963056,0.1142318946791288,0.3043996856524852,0.015409238921839805,-0.2,3.2520496691119942,4.12696171208087,2.024145230408091,158.9651336331626,4.1057180505868125,0.11304892333302465
North America,US,OH_Cuyahoga_County,2020-10-01,4.204154966491121,0.416079619521344,-3.5471561148215733,0.0,0.13630966812110085,0.004496308904324897,-0.19613123098906252,2.5001136243926756,2.2305151882037344,1.8158130703074413,32.57575827475297,4.150039253727657,0.024034662992868466
North America,US,OH_Darke_County,2020-10-01,1.773265552313675,0.7312263726392177,-43.624685926011956,0.09324393887883473,0.09365426759572497,0.009653157912637877,-0.1651715352382903,0.17622706277853906,6.174145199724923e-06,0.0,-80.96589813165585,1.0,1.4436024375045435
North America,US,WV_Ritchie_County,2020-11-17,2.1000476658435883,1.4761485714983604,-31.9755171268655,1.0489487050763198,0.026337168787888693,0.0452838894867309,2.1802420134212515,4.872654627008366e-09,0.3722151136937346,0.16960108339023444,48.9132583249801,21.683744512875514,0.9998953260768846
North America,US,OH_Defiance_County,2020-10-01,3.15882045058254,0.47041761682188715,3.120060172775613,0.0,1.0,0.016338226961446017,-0.2,1.2907314831800623,0.007002982287118015,2.0442748947114753,25.251576571878093,2.5096903333956986,0.36212577042931643
North America,US,AL_Lawrence_County,2020-10-01,1.6261730089752469,0.5907304691863023,6.220504955156416,0.07925652384018927,0.023057246595737588,0.025769534100683958,-0.2,0.0,1.509272859582514,0.047097873078260355,-52.965586076957045,1.000003448378162,0.23052278161699033
North America,US,OH_Delaware_County,2020-10-01,2.3987520930487842,0.4617869127187162,-12.005207344477402,0.01692221570497031,0.6783502636272218,0.0038329847364006048,-0.15229134738469668,2.9214597996373812,2.269701871798689,3.4779131807209573,25.813764733625888,3.117451149077964,0.03689371689838443
North America,US,OH_Erie_County,2020-10-01,2.551323427623845,0.4617817680587201,3.915795820648663,0.0,0.16665925107714147,0.02214557745022963,0.2016975095763139,0.9887684519539052,0.4557401307118853,2.04794826440875,41.24566794767575,2.705298357672504,0.5478791794879068
North America,US,OH_Fairfield_County,2020-10-01,2.6348438613274903,0.5795532078686286,-4.508146641998513,0.06346062719926251,0.3376272465599612,0.0023059414122226507,-0.1447948009773966,2.4580007628516403,1.0533137408924171,2.814508567812943,174.46043580531986,3.6216977701008872,0.2220888304632345
North America,US,OH_Fayette_County,2020-10-01,1.231549807719434,0.565731342620982,1.522863995626083,0.06152102255825195,0.1884837859653357,0.05762981442760337,1.3081889538958764,0.0180571643398571,1.2228145762560771,0.0,33.22597871879526,1.0045536547189622,0.637533736611658
North America,US,OH_Franklin_County,2020-10-01,34.76798184411764,2.613627306072453,-4.686936682291716,0.9893301000344582,0.020000000000000004,0.2283335656548068,5.547581772164639,1.3789001504365754,0.45125311539711355,0.9058018817357639,-0.2947785518119355,19.668276121430292,6.563667338810308e-08
